% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4-5,8,10,18,23,27'

@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute serror_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
78,0,828,0,54,0,tcpFlood
78,0,5919,0,63,0,tcpFlood
78,0,3504,0,53,0,tcpFlood
78,0,1539,0,64,0,tcpFlood
78,0,2637,0,59,0,tcpFlood
78,0,333,0,64,0,tcpFlood
78,0,165,0,67,0,tcpFlood
78,0,3396,0,64,0,tcpFlood
78,0,2482,0,62,0,tcpFlood
78,0,6032,0,59,0,tcpFlood
78,0,5589,0,62,0,tcpFlood
78,0,3297,0,60,0,tcpFlood
78,0,1325,0,64,0,tcpFlood
78,0,6277,0,59,0,tcpFlood
78,0,2384,0,62,0,tcpFlood
78,0,848,0,64,0,tcpFlood
78,0,2690,0,61,0,tcpFlood
78,0,4386,0,58,0,tcpFlood
78,0,4908,0,66,0,tcpFlood
78,0,6309,0,63,0,tcpFlood
78,0,5888,0,66,0,tcpFlood
78,0,3114,0,72,0,tcpFlood
78,0,225,0,63,0,tcpFlood
78,0,6230,0,57,0,tcpFlood
78,0,2617,0,63,0,tcpFlood
78,0,3295,0,63,0,tcpFlood
78,0,291,0,63,0,tcpFlood
78,0,3484,0,62,0,tcpFlood
78,0,5337,0,66,0,tcpFlood
78,0,85,0,57,0,tcpFlood
78,0,393,0,60,0,tcpFlood
78,0,2125,0,72,0,tcpFlood
78,0,3204,0,60,0,tcpFlood
78,0,5327,0,59,0,tcpFlood
78,0,4704,0,66,0,tcpFlood
78,0,6313,0,63,0,tcpFlood
78,0,3646,0,63,0,tcpFlood
78,0,1197,0,61,0,tcpFlood
78,0,1775,0,62,0,tcpFlood
78,0,1427,0,69,0,tcpFlood
78,0,3438,0,66,0,tcpFlood
78,0,5129,0,66,0,tcpFlood
78,0,5810,0,69,0,tcpFlood
78,0,2708,0,63,0,tcpFlood
78,0,2436,0,62,0,tcpFlood
78,0,992,0,65,0,tcpFlood
78,0,105,0,60,0,tcpFlood
78,0,1549,0,66,0,tcpFlood
78,0,5496,0,64,0,tcpFlood
78,0,5030,0,64,0,tcpFlood
78,0,608,0,60,0,tcpFlood
78,0,1384,0,64,0,tcpFlood
78,0,2605,0,63,0,tcpFlood
78,0,759,0,70,0,tcpFlood
78,0,4419,0,61,0,tcpFlood
78,0,4216,0,60,0,tcpFlood
78,0,3520,0,67,0,tcpFlood
78,0,2364,0,61,0,tcpFlood
78,0,3077,0,64,0,tcpFlood
78,0,6321,0,60,0,tcpFlood
78,0,816,0,60,0,tcpFlood
78,0,2977,0,61,0,tcpFlood
78,0,3836,0,66,0,tcpFlood
78,0,2372,0,63,0,tcpFlood
78,0,5012,0,62,0,tcpFlood
78,0,2653,0,65,0,tcpFlood
78,0,3340,0,58,0,tcpFlood
78,0,4547,0,70,0,tcpFlood
78,0,4432,0,61,0,tcpFlood
78,0,64,0,64,0,tcpFlood
78,0,4055,0,57,0,tcpFlood
78,0,6195,0,60,0,tcpFlood
78,0,4348,0,56,0,tcpFlood
78,0,3647,0,57,0,tcpFlood
78,0,5211,0,50,0,tcpFlood
78,0,4891,0,63,0,tcpFlood
78,0,2102,0,72,0,tcpFlood
78,0,3427,0,62,0,tcpFlood
78,0,5399,0,61,0,tcpFlood
78,0,3726,0,60,0,tcpFlood
78,0,2980,0,59,0,tcpFlood
78,0,4944,0,68,0,tcpFlood
78,0,3500,0,53,0,tcpFlood
78,0,1305,0,66,0,tcpFlood
78,0,5035,0,64,0,tcpFlood
78,0,1841,0,63,0,tcpFlood
78,0,1392,0,71,0,tcpFlood
78,0,4379,0,55,0,tcpFlood
78,0,1983,0,61,0,tcpFlood
78,0,4567,0,62,0,tcpFlood
78,0,3799,0,56,0,tcpFlood
78,0,5358,0,60,0,tcpFlood
78,0,5268,0,66,0,tcpFlood
78,0,2904,0,62,0,tcpFlood
78,0,4172,0,62,0,tcpFlood
78,0,1075,0,65,0,tcpFlood
78,0,6178,0,66,0,tcpFlood
78,0,1375,0,59,0,tcpFlood
78,0,1435,0,63,0,tcpFlood
78,0,960,0,60,0,tcpFlood
78,0,1929,0,64,0,tcpFlood
78,0,770,0,70,0,tcpFlood
78,0,5997,0,64,0,tcpFlood
78,0,5321,0,65,0,tcpFlood
78,0,3336,0,63,0,tcpFlood
78,0,2751,0,65,0,tcpFlood
78,0,1814,0,63,0,tcpFlood
78,0,1812,0,63,0,tcpFlood
78,0,4460,0,62,0,tcpFlood
78,0,1271,0,63,0,tcpFlood
78,0,4942,0,66,0,tcpFlood
78,0,539,0,62,0,tcpFlood
78,0,4976,0,65,0,tcpFlood
78,0,4678,0,59,0,tcpFlood
78,0,431,0,65,0,tcpFlood
78,0,4717,0,58,0,tcpFlood
78,0,4735,0,62,0,tcpFlood
78,0,978,0,62,0,tcpFlood
78,0,4339,0,56,0,tcpFlood
78,0,2357,0,57,0,tcpFlood
78,0,4851,0,63,0,tcpFlood
78,0,2748,0,62,0,tcpFlood
78,0,677,0,81,0,tcpFlood
78,0,1874,0,67,0,tcpFlood
78,0,5514,0,68,0,tcpFlood
78,0,786,0,69,0,tcpFlood
78,0,3869,0,62,0,tcpFlood
78,0,2050,0,59,0,tcpFlood
78,0,6070,0,65,0,tcpFlood
78,0,1158,0,67,0,tcpFlood
78,0,5025,0,66,0,tcpFlood
78,0,6006,0,64,0,tcpFlood
78,0,1255,0,65,0,tcpFlood
78,0,504,0,68,0,tcpFlood
78,0,472,0,64,0,tcpFlood
78,0,6002,0,66,0,tcpFlood
78,0,1118,0,70,0,tcpFlood
78,0,3609,0,58,0,tcpFlood
78,0,24,0,24,0,tcpFlood
78,0,4760,0,62,0,tcpFlood
78,0,1365,0,58,0,tcpFlood
78,0,3727,0,61,0,tcpFlood
78,0,5400,0,61,0,tcpFlood
78,0,4145,0,74,0,tcpFlood
78,0,5369,0,61,0,tcpFlood
78,0,999,0,70,0,tcpFlood
78,0,758,0,70,0,tcpFlood
78,0,3386,0,62,0,tcpFlood
78,0,1982,0,61,0,tcpFlood
78,0,5433,0,58,0,tcpFlood
78,0,2296,0,63,0,tcpFlood
78,0,4758,0,63,0,tcpFlood
78,0,1430,0,62,0,tcpFlood
78,0,2270,0,69,0,tcpFlood
78,0,6062,0,68,0,tcpFlood
78,0,2843,0,62,0,tcpFlood
78,0,1217,0,56,0,tcpFlood
78,0,3622,0,58,0,tcpFlood
78,0,6219,0,58,0,tcpFlood
78,0,1468,0,63,0,tcpFlood
78,0,5779,0,61,0,tcpFlood
78,0,2793,0,61,0,tcpFlood
78,0,1161,0,70,0,tcpFlood
78,0,6183,0,71,0,tcpFlood
78,0,2330,0,58,0,tcpFlood
78,0,498,0,68,0,tcpFlood
78,0,654,0,79,0,tcpFlood
78,0,1327,0,66,0,tcpFlood
78,0,2761,0,65,0,tcpFlood
78,0,3926,0,64,0,tcpFlood
78,0,2518,0,62,0,tcpFlood
78,0,3963,0,64,0,tcpFlood
78,0,809,0,57,0,tcpFlood
78,0,4093,0,67,0,tcpFlood
78,0,1170,0,58,0,tcpFlood
78,0,4269,0,60,0,tcpFlood
78,0,4531,0,62,0,tcpFlood
78,0,4358,0,61,0,tcpFlood
78,0,3686,0,69,0,tcpFlood
78,0,5456,0,64,0,tcpFlood
78,0,75,0,60,0,tcpFlood
78,0,3716,0,60,0,tcpFlood
78,0,4421,0,62,0,tcpFlood
78,0,5920,0,64,0,tcpFlood
78,0,4837,0,61,0,tcpFlood
78,0,617,0,65,0,tcpFlood
78,0,2780,0,60,0,tcpFlood
78,0,5102,0,66,0,tcpFlood
78,0,6280,0,61,0,tcpFlood
78,0,3082,0,62,0,tcpFlood
78,0,2623,0,63,0,tcpFlood
78,0,1886,0,63,0,tcpFlood
78,0,4126,0,73,0,tcpFlood
78,0,356,0,54,0,tcpFlood
78,0,5933,0,55,0,tcpFlood
78,0,1068,0,61,0,tcpFlood
78,0,5661,0,61,0,tcpFlood
78,0,5973,0,62,0,tcpFlood
78,0,1575,0,63,0,tcpFlood
78,0,683,0,86,0,tcpFlood
78,0,5207,0,53,0,tcpFlood
78,0,672,0,83,0,tcpFlood
78,0,4925,0,61,0,tcpFlood
78,0,592,0,61,0,tcpFlood
78,0,5701,0,62,0,tcpFlood
78,0,5226,0,62,0,tcpFlood
78,0,3290,0,70,0,tcpFlood
78,0,5388,0,65,0,tcpFlood
78,0,2458,0,63,0,tcpFlood
78,0,3989,0,60,0,tcpFlood
78,0,1991,0,58,0,tcpFlood
78,0,5645,0,61,0,tcpFlood
78,0,3111,0,72,0,tcpFlood
78,0,3080,0,62,0,tcpFlood
78,0,2084,0,66,0,tcpFlood
78,0,2958,0,59,0,tcpFlood
78,0,2012,0,63,0,tcpFlood
78,0,5766,0,73,0,tcpFlood
78,0,3223,0,62,0,tcpFlood
78,0,1069,0,62,0,tcpFlood
78,0,2172,0,57,0,tcpFlood
78,0,5384,0,64,0,tcpFlood
78,0,134,0,64,0,tcpFlood
78,0,5459,0,64,0,tcpFlood
78,0,404,0,61,0,tcpFlood
78,0,4574,0,63,0,tcpFlood
78,0,346,0,63,0,tcpFlood
78,0,5442,0,59,0,tcpFlood
78,0,2280,0,56,0,tcpFlood
78,0,327,0,58,0,tcpFlood
78,0,5938,0,52,0,tcpFlood
78,0,612,0,62,0,tcpFlood
78,0,3154,0,68,0,tcpFlood
78,0,4881,0,63,0,tcpFlood
78,0,3978,0,65,0,tcpFlood
78,0,6106,0,71,0,tcpFlood
78,0,224,0,63,0,tcpFlood
78,0,761,0,70,0,tcpFlood
78,0,3466,0,59,0,tcpFlood
78,0,856,0,62,0,tcpFlood
78,0,3801,0,56,0,tcpFlood
78,0,1100,0,74,0,tcpFlood
78,0,5029,0,64,0,tcpFlood
78,0,2470,0,60,0,tcpFlood
78,0,2217,0,64,0,tcpFlood
78,0,201,0,68,0,tcpFlood
78,0,5493,0,63,0,tcpFlood
78,0,984,0,68,0,tcpFlood
78,0,439,0,60,0,tcpFlood
78,0,4551,0,62,0,tcpFlood
78,0,4989,0,57,0,tcpFlood
78,0,3509,0,58,0,tcpFlood
78,0,5927,0,65,0,tcpFlood
78,0,5614,0,61,0,tcpFlood
78,0,2919,0,65,0,tcpFlood
78,0,6152,0,70,0,tcpFlood
78,0,1280,0,61,0,tcpFlood
78,0,2758,0,65,0,tcpFlood
78,0,4556,0,62,0,tcpFlood
78,0,2971,0,61,0,tcpFlood
78,0,4355,0,58,0,tcpFlood
78,0,336,0,67,0,tcpFlood
78,0,3561,0,69,0,tcpFlood
78,0,5711,0,60,0,tcpFlood
78,0,4647,0,62,0,tcpFlood
78,0,4342,0,56,0,tcpFlood
78,0,4877,0,62,0,tcpFlood
78,0,638,0,72,0,tcpFlood
78,0,6188,0,74,0,tcpFlood
78,0,2103,0,73,0,tcpFlood
78,0,5945,0,57,0,tcpFlood
78,0,2275,0,62,0,tcpFlood
78,0,2310,0,60,0,tcpFlood
78,0,2795,0,61,0,tcpFlood
78,0,731,0,68,0,tcpFlood
78,0,1554,0,69,0,tcpFlood
78,0,3953,0,58,0,tcpFlood
78,0,3408,0,69,0,tcpFlood
78,0,277,0,71,0,tcpFlood
78,0,1513,0,58,0,tcpFlood
78,0,1393,0,60,0,tcpFlood
78,0,136,0,64,0,tcpFlood
78,0,2440,0,64,0,tcpFlood
78,0,4607,0,58,0,tcpFlood
78,0,5516,0,69,0,tcpFlood
78,0,2461,0,66,0,tcpFlood
78,0,3118,0,72,0,tcpFlood
78,0,4691,0,60,0,tcpFlood
78,0,3576,0,60,0,tcpFlood
78,0,3108,0,71,0,tcpFlood
78,0,5257,0,59,0,tcpFlood
78,0,4506,0,57,0,tcpFlood
78,0,236,0,63,0,tcpFlood
78,0,5508,0,65,0,tcpFlood
78,0,3360,0,64,0,tcpFlood
78,0,4931,0,65,0,tcpFlood
78,0,67,0,67,0,tcpFlood
78,0,3690,0,54,0,tcpFlood
78,0,1976,0,61,0,tcpFlood
78,0,3288,0,68,0,tcpFlood
78,0,4369,0,62,0,tcpFlood
78,0,4399,0,61,0,tcpFlood
78,0,2331,0,58,0,tcpFlood
78,0,5988,0,63,0,tcpFlood
78,0,3900,0,60,0,tcpFlood
78,0,5214,0,53,0,tcpFlood
78,0,2004,0,60,0,tcpFlood
78,0,4058,0,57,0,tcpFlood
78,0,5304,0,64,0,tcpFlood
78,0,2008,0,59,0,tcpFlood
78,0,3565,0,66,0,tcpFlood
78,0,6193,0,71,0,tcpFlood
78,0,3976,0,65,0,tcpFlood
78,0,3505,0,54,0,tcpFlood
78,0,6271,0,59,0,tcpFlood
78,0,4025,0,55,0,tcpFlood
78,0,5266,0,66,0,tcpFlood
78,0,3246,0,67,0,tcpFlood
78,0,3392,0,63,0,tcpFlood
78,0,1809,0,63,0,tcpFlood
78,0,703,0,82,0,tcpFlood
78,0,5487,0,63,0,tcpFlood
78,0,3008,0,61,0,tcpFlood
78,0,3871,0,62,0,tcpFlood
78,0,1692,0,56,0,tcpFlood
78,0,4455,0,61,0,tcpFlood
78,0,4605,0,58,0,tcpFlood
78,0,6121,0,57,0,tcpFlood
78,0,5008,0,61,0,tcpFlood
78,0,1872,0,65,0,tcpFlood
78,0,1018,0,69,0,tcpFlood
78,0,565,0,57,0,tcpFlood
78,0,1146,0,60,0,tcpFlood
78,0,6222,0,58,0,tcpFlood
78,0,5822,0,55,0,tcpFlood
78,0,2611,0,59,0,tcpFlood
78,0,6342,0,73,0,tcpFlood
78,0,773,0,71,0,tcpFlood
78,0,3735,0,66,0,tcpFlood
78,0,1600,0,61,0,tcpFlood
78,0,3497,0,58,0,tcpFlood
78,0,2881,0,58,0,tcpFlood
78,0,5210,0,54,0,tcpFlood
78,0,1927,0,63,0,tcpFlood
78,0,5095,0,60,0,tcpFlood
78,0,949,0,57,0,tcpFlood
78,0,3797,0,56,0,tcpFlood
78,0,3507,0,56,0,tcpFlood
78,0,3970,0,60,0,tcpFlood
78,0,1950,0,61,0,tcpFlood
78,0,2502,0,67,0,tcpFlood
78,0,4311,0,61,0,tcpFlood
78,0,5904,0,58,0,tcpFlood
78,0,2166,0,51,0,tcpFlood
78,0,5089,0,60,0,tcpFlood
78,0,951,0,57,0,tcpFlood
78,0,1473,0,68,0,tcpFlood
78,0,5034,0,64,0,tcpFlood
78,0,1168,0,70,0,tcpFlood
78,0,3298,0,61,0,tcpFlood
78,0,5627,0,63,0,tcpFlood
440,755,408,0.56,100,0.67,httpFlood
66,0,383,0,100,0,httpFlood
66,0,91,0,57,0,httpFlood
374,755,505,0.6,100,0.74,httpFlood
374,755,426,0.76,100,0.75,httpFlood
374,755,948,0.83,100,1,httpFlood
66,0,209,0,100,0,httpFlood
66,0,18,0,18,0,httpFlood
440,755,353,0.75,100,0.75,httpFlood
374,755,727,0.78,100,0.98,httpFlood
374,755,263,0.48,100,0.68,httpFlood
374,755,514,0.75,100,0.76,httpFlood
66,0,919,0,100,0,httpFlood
374,755,259,0.75,100,0.74,httpFlood
66,0,444,0,100,0,httpFlood
66,0,197,0,100,0,httpFlood
66,0,731,0,100,0,httpFlood
374,755,148,1,100,1,httpFlood
374,755,1256,0.87,100,1,httpFlood
374,755,141,1,100,1,httpFlood
440,755,400,0.57,100,0.74,httpFlood
66,0,384,0,100,0,httpFlood
66,0,309,0,100,0,httpFlood
66,0,189,0,100,0,httpFlood
66,0,406,0,100,0,httpFlood
66,0,518,0,100,0,httpFlood
66,0,68,0,99,0,httpFlood
374,755,152,1,100,1,httpFlood
66,0,756,0,100,0,httpFlood
374,755,151,0.74,100,0.72,httpFlood
66,0,805,0,100,0,httpFlood
66,0,932,0,100,0,httpFlood
374,755,10,0.9,100,0.74,httpFlood
374,755,299,0.52,100,0.74,httpFlood
440,755,362,0.74,100,0.72,httpFlood
374,755,509,0.75,100,0.76,httpFlood
374,755,552,0.75,100,0.72,httpFlood
374,755,1004,0.84,100,1,httpFlood
66,0,391,0,100,0,httpFlood
374,755,873,0.82,100,1,httpFlood
374,755,1091,0.85,100,1,httpFlood
66,0,641,0,100,0,httpFlood
66,0,998,0,100,0,httpFlood
374,755,276,0.74,100,0.69,httpFlood
66,0,24,0,24,0,httpFlood
66,0,297,0,100,0,httpFlood
242,140,158,1,100,1,httpFlood
440,755,485,0.76,100,0.77,httpFlood
374,755,1149,0.86,100,1,httpFlood
374,755,341,0.53,100,0.72,httpFlood
374,755,331,0.52,100,0.7,httpFlood
66,0,881,0,100,0,httpFlood
374,755,648,0.75,100,0.77,httpFlood
66,0,859,0,100,0,httpFlood
374,755,50,0.78,100,0.77,httpFlood
374,755,532,0.75,100,0.73,httpFlood
374,755,148,1,100,1,httpFlood
66,0,10,0,100,0,httpFlood
66,0,851,0,100,0,httpFlood
66,0,106,0,100,0,httpFlood
374,755,127,1,100,1,httpFlood
374,755,446,0.58,100,0.72,httpFlood
374,755,359,0.75,100,0.74,httpFlood
66,0,227,0,100,0,httpFlood
986,755,155,0.75,100,0.72,httpFlood
440,755,378,0.75,100,0.77,httpFlood
440,755,570,0.62,100,0.75,httpFlood
374,755,255,0.47,100,0.66,httpFlood
374,755,144,1,100,1,httpFlood
440,755,125,0.74,100,0.75,httpFlood
374,755,1275,0.88,100,1,httpFlood
66,0,401,0,100,0,httpFlood
374,755,473,0.59,100,0.73,httpFlood
66,0,21,0,80,0,httpFlood
66,0,922,0,100,0,httpFlood
374,755,1229,0.87,100,1,httpFlood
374,755,149,1,100,1,httpFlood
374,755,471,0.59,100,0.72,httpFlood
66,0,741,0,100,0,httpFlood
66,0,866,0,100,0,httpFlood
66,0,190,0,100,0,httpFlood
374,755,926,0.83,100,1,httpFlood
440,755,440,0.57,100,0.73,httpFlood
66,0,890,0,100,0,httpFlood
66,0,995,0,100,0,httpFlood
66,0,948,0,100,0,httpFlood
374,755,814,0.8,100,1,httpFlood
66,0,833,0,100,0,httpFlood
66,0,199,0,100,0,httpFlood
374,755,130,1,100,1,httpFlood
374,755,1118,0.86,100,1,httpFlood
440,755,613,0.76,100,0.76,httpFlood
374,755,668,0.76,100,0.77,httpFlood
374,755,273,0.49,100,0.72,httpFlood
374,755,125,0.25,100,0.31,httpFlood
374,755,1240,0.87,100,1,httpFlood
374,755,559,0.61,100,0.72,httpFlood
440,755,105,0.18,100,0.19,httpFlood
374,755,140,1,100,1,httpFlood
374,755,246,0.75,100,0.78,httpFlood
374,755,297,0.51,100,0.72,httpFlood
374,755,148,1,100,1,httpFlood
374,755,698,0.77,100,0.87,httpFlood
440,755,388,0.75,100,0.75,httpFlood
66,0,431,0,100,0,httpFlood
66,0,398,0,100,0,httpFlood
440,755,47,0.81,100,0.78,httpFlood
440,755,138,0.75,100,0.73,httpFlood
66,0,389,0,100,0,httpFlood
374,755,139,1,100,1,httpFlood
374,755,134,1,100,1,httpFlood
374,755,1241,0.87,100,1,httpFlood
66,0,470,0,100,0,httpFlood
374,755,1163,0.86,100,1,httpFlood
374,755,143,1,100,1,httpFlood
374,755,843,0.81,100,1,httpFlood
374,755,1105,0.86,100,1,httpFlood
374,755,447,0.58,100,0.72,httpFlood
66,0,427,0,100,0,httpFlood
374,755,754,0.79,100,1,httpFlood
374,755,126,1,100,1,httpFlood
66,0,248,0,100,0,httpFlood
374,755,302,0.52,100,0.74,httpFlood
374,755,681,0.77,100,0.8,httpFlood
374,755,1274,0.88,100,1,httpFlood
66,0,700,0,100,0,httpFlood
374,755,314,0.76,100,0.76,httpFlood
66,0,925,0,100,0,httpFlood
66,0,254,0,100,0,httpFlood
374,755,1054,0.85,100,1,httpFlood
374,755,1083,0.85,100,1,httpFlood
374,755,1246,0.87,100,1,httpFlood
374,755,445,0.76,100,0.77,httpFlood
66,0,49,0,100,0,httpFlood
66,0,479,0,100,0,httpFlood
1134,755,154,0.75,100,0.72,httpFlood
66,0,50,0,99,0,httpFlood
374,755,147,1,100,1,httpFlood
374,755,418,0.75,100,0.72,httpFlood
374,755,278,0.74,100,0.69,httpFlood
374,755,78,0.01,100,0.01,httpFlood
374,755,384,0.75,100,0.76,httpFlood
374,755,143,0.73,100,0.69,httpFlood
374,755,179,0.37,100,0.65,httpFlood
374,755,147,0.34,100,0.5,httpFlood
374,755,134,1,100,1,httpFlood
440,755,373,0.55,100,0.71,httpFlood
374,755,564,0.61,100,0.72,httpFlood
66,0,110,0,100,0,httpFlood
374,755,815,0.8,100,1,httpFlood
374,755,177,0.77,100,0.79,httpFlood
374,755,724,0.78,100,0.95,httpFlood
66,0,674,0,100,0,httpFlood
374,755,1273,0.88,100,1,httpFlood
374,755,793,0.8,100,1,httpFlood
374,755,582,0.76,100,0.77,httpFlood
440,755,312,0.77,100,0.77,httpFlood
374,755,41,0.8,100,0.76,httpFlood
440,755,324,0.52,100,0.68,httpFlood
66,0,476,0,100,0,httpFlood
374,755,63,0.78,100,0.78,httpFlood
374,755,111,1,100,1,httpFlood
374,755,146,0.73,100,0.69,httpFlood
374,755,37,0.78,100,0.76,httpFlood
440,755,272,0.75,100,0.71,httpFlood
374,755,1205,0.87,100,1,httpFlood
242,140,203,1,100,1,httpFlood
374,755,588,0.62,100,0.74,httpFlood
66,0,128,0,100,0,httpFlood
374,755,160,1,100,1,httpFlood
66,0,388,0,100,0,httpFlood
66,0,359,0,100,0,httpFlood
374,755,491,0.59,100,0.71,httpFlood
66,0,647,0,100,0,httpFlood
374,755,285,0.5,100,0.71,httpFlood
374,755,767,0.79,100,1,httpFlood
66,0,334,0,100,0,httpFlood
374,755,250,0.46,100,0.63,httpFlood
66,0,75,0,49,0,httpFlood
374,755,1050,0.85,100,1,httpFlood
374,755,86,0.73,100,0.75,httpFlood
374,755,15,0.93,100,0.77,httpFlood
66,0,11,0,100,0,httpFlood
440,755,469,0.59,100,0.72,httpFlood
66,0,837,0,100,0,httpFlood
374,755,261,0.48,100,0.67,httpFlood
374,755,3,0.67,100,0.74,httpFlood
374,755,116,1,100,1,httpFlood
66,0,436,0,100,0,httpFlood
374,755,139,1,100,1,httpFlood
374,755,932,0.83,100,1,httpFlood
374,755,394,0.75,100,0.73,httpFlood
374,755,208,0.43,100,0.7,httpFlood
374,755,511,0.75,100,0.77,httpFlood
374,755,649,0.76,100,0.77,httpFlood
374,755,915,0.83,100,1,httpFlood
374,755,508,0.6,100,0.77,httpFlood
374,755,149,1,100,1,httpFlood
66,0,1010,0,100,0,httpFlood
374,755,425,0.57,100,0.76,httpFlood
66,0,946,0,100,0,httpFlood
374,755,537,0.75,100,0.73,httpFlood
374,755,127,1,100,1,httpFlood
66,0,13,0,74,0,httpFlood
374,755,131,1,100,1,httpFlood
66,0,159,0,100,0,httpFlood
66,0,115,0,100,0,httpFlood
440,755,276,0.5,100,0.74,httpFlood
66,0,891,0,100,0,httpFlood
374,755,366,0.74,100,0.71,httpFlood
374,755,572,0.62,100,0.74,httpFlood
374,755,1208,0.87,100,1,httpFlood
374,755,128,0.27,100,0.34,httpFlood
66,0,134,0,100,0,httpFlood
374,755,150,0.35,100,0.53,httpFlood
66,0,69,0,99,0,httpFlood
66,0,748,0,100,0,httpFlood
374,755,833,0.81,100,1,httpFlood
374,755,747,0.79,100,1,httpFlood
374,755,952,0.83,100,1,httpFlood
66,0,238,0,100,0,httpFlood
374,755,982,0.84,100,1,httpFlood
374,755,339,0.53,100,0.72,httpFlood
66,0,810,0,100,0,httpFlood
66,0,385,0,100,0,httpFlood
66,0,468,0,100,0,httpFlood
374,755,1231,0.87,100,1,httpFlood
374,755,521,0.75,100,0.75,httpFlood
66,0,171,0,100,0,httpFlood
66,0,872,0,100,0,httpFlood
66,0,521,0,100,0,httpFlood
374,755,145,0.33,100,0.48,httpFlood
440,755,156,0.35,100,0.55,httpFlood
374,755,156,1,100,1,httpFlood
374,755,260,0.75,100,0.74,httpFlood
66,0,497,0,100,0,httpFlood
66,0,405,0,100,0,httpFlood
66,0,605,0,100,0,httpFlood
374,755,782,0.8,100,1,httpFlood
374,755,817,0.81,100,1,httpFlood
374,755,339,0.76,100,0.76,httpFlood
374,755,57,0.81,100,0.81,httpFlood
66,0,25,0,100,0,httpFlood
66,0,37,0,100,0,httpFlood
374,755,96,0.14,100,0.13,httpFlood
374,755,907,0.82,100,1,httpFlood
374,755,951,0.83,100,1,httpFlood
440,755,530,0.75,100,0.74,httpFlood
440,755,568,0.76,100,0.77,httpFlood
374,755,968,0.84,100,1,httpFlood
66,0,139,0,100,0,httpFlood
66,0,915,0,100,0,httpFlood
66,0,1,0,100,0,httpFlood
66,0,459,0,100,0,httpFlood
440,755,483,0.76,100,0.79,httpFlood
66,0,314,0,100,0,httpFlood
66,0,739,0,100,0,httpFlood
374,755,104,0.75,100,0.75,httpFlood
66,0,493,0,100,0,httpFlood
66,0,59,0,38,0,httpFlood
66,0,342,0,100,0,httpFlood
440,755,350,0.76,100,0.76,httpFlood
66,0,200,0,100,0,httpFlood
66,0,119,0,100,0,httpFlood
66,0,315,0,100,0,httpFlood
66,0,88,0,56,0,httpFlood
374,755,901,0.82,100,1,httpFlood
374,755,1104,0.86,100,1,httpFlood
374,755,1171,0.86,100,1,httpFlood
66,0,455,0,100,0,httpFlood
66,0,862,0,100,0,httpFlood
66,0,842,0,100,0,httpFlood
66,0,425,0,100,0,httpFlood
66,0,785,0,100,0,httpFlood
374,755,232,0.75,100,0.75,httpFlood
374,755,1090,0.85,100,1,httpFlood
374,755,157,1,100,1,httpFlood
374,755,1127,0.86,100,1,httpFlood
66,0,434,0,100,0,httpFlood
374,755,408,0.75,100,0.7,httpFlood
66,0,237,0,100,0,httpFlood
374,755,147,1,100,1,httpFlood
66,0,646,0,100,0,httpFlood
374,755,1191,0.87,100,1,httpFlood
374,755,992,0.84,100,1,httpFlood
374,755,237,0.76,100,0.77,httpFlood
374,755,199,0.76,100,0.79,httpFlood
66,0,821,0,100,0,httpFlood
374,755,153,1,100,1,httpFlood
66,0,136,0,100,0,httpFlood
374,755,575,0.76,100,0.76,httpFlood
66,0,625,0,100,0,httpFlood
374,755,772,0.79,100,1,httpFlood
374,755,112,0.2,100,0.22,httpFlood
66,0,464,0,100,0,httpFlood
66,0,44,0,37,0,httpFlood
66,0,441,0,100,0,httpFlood
66,0,142,0,100,0,httpFlood
66,0,319,0,100,0,httpFlood
374,755,1085,0.85,100,1,httpFlood
66,0,411,0,100,0,httpFlood
374,755,29,0.76,100,0.76,httpFlood
66,0,806,0,100,0,httpFlood
374,755,834,0.81,100,1,httpFlood
440,755,401,0.57,100,0.73,httpFlood
374,755,113,0.2,100,0.23,httpFlood
374,755,742,0.79,100,1,httpFlood
242,140,172,1,100,1,httpFlood
374,755,1221,0.87,100,1,httpFlood
374,755,542,0.61,100,0.78,httpFlood
374,755,842,0.81,100,1,httpFlood
242,140,200,1,100,1,httpFlood
242,140,195,1,100,1,httpFlood
66,0,99,0,100,0,httpFlood
440,755,113,0.77,100,0.75,httpFlood
66,0,357,0,100,0,httpFlood
374,755,1122,0.86,100,1,httpFlood
374,755,885,0.82,100,1,httpFlood
66,0,364,0,100,0,httpFlood
374,755,1039,0.85,100,1,httpFlood
374,755,1158,0.86,100,1,httpFlood
66,0,92,0,100,0,httpFlood
66,0,387,0,100,0,httpFlood
242,140,165,1,100,1,httpFlood
