% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack, normal:normal-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,11,15-16,18,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,SF,3,0,0,0,255,0.05,normal
tcp,REJ,1,0,0,1,243,0.18,normal
tcp,SF,4,0,0,0,255,0.02,normal
tcp,SF,17,0,0,0,255,0.03,normal
tcp,SF,2,0,0,0,180,0,normal
tcp,SF,23,0,0,0.08,109,0,normal
tcp,SF,7,0,0,0,237,0,normal
tcp,SF,1,0,0,0.67,255,0.05,normal
tcp,SF,1,0,0,0,209,0.21,normal
tcp,SF,12,0.1,0,0.25,255,0.07,normal
tcp,SF,8,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,SF,1,0,0,0.09,255,0.04,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,1,0,0,0.19,255,0.01,normal
tcp,SF,10,0,0,0.25,255,0,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,24,0,0,0.08,255,0.05,normal
tcp,SF,3,0,0,0,225,0,normal
tcp,SF,4,0,0,0,255,0.01,normal
tcp,SF,1,0,0,0.38,255,0.01,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0,139,0,normal
tcp,SF,20,0,0,0,255,0.04,normal
tcp,REJ,1,0,0,0,222,0.11,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,REJ,1,0,0,0,255,0.14,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,5,0.33,0,0.33,255,0.02,normal
tcp,SF,5,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0.5,255,0,normal
tcp,SF,5,0,0,0.07,255,0,normal
tcp,SF,38,0,0,0,255,0.03,normal
tcp,SF,1,0,0,1,255,0.05,normal
tcp,REJ,1,0,0,0,204,0.01,normal
tcp,SF,1,0,0,0.15,255,0.03,normal
tcp,SF,4,0,0,0,255,0.03,normal
tcp,SF,11,0,0,0.15,255,0.02,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,2,0.6,0,0.4,255,0.03,normal
tcp,SF,3,0,0,0.5,255,0.04,normal
tcp,SF,21,0,0,0.11,255,0.02,normal
tcp,SF,7,0,0,0,255,0.04,normal
tcp,SF,6,0,0,0.2,255,0.02,normal
tcp,SF,1,0,0,0.67,255,0.05,normal
tcp,SF,8,0,0,0.3,255,0,normal
tcp,REJ,1,0,0,0,255,0.15,normal
tcp,SF,17,0,0,0.11,255,0,normal
tcp,SF,2,0,0,0.67,255,0.07,normal
tcp,SF,24,0,0,0,255,0,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,7,0,0,0,255,0.03,normal
tcp,SF,4,0,0,0.29,255,0.04,normal
tcp,SF,6,0,0,0.2,255,0.04,normal
tcp,SF,7,0,0,0,255,0.05,normal
tcp,REJ,1,0,0,0,212,0.11,normal
tcp,SF,6,0,0,0,255,0.02,normal
tcp,SF,9,0,0,0,255,0.02,normal
tcp,SF,10,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,20,0,0,0.08,255,0,normal
tcp,SF,1,0,0,0,255,0.07,normal
tcp,SF,11,0,0,0.15,255,0.02,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,S1,4,0.25,0,0,255,0.02,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,SF,14,0,0,0,255,0.02,normal
tcp,SF,3,0,0,0,255,0.07,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,6,0,0,0.18,255,0.02,normal
tcp,SF,20,0,0,0,255,0.02,normal
tcp,REJ,1,0,0,0,255,0.31,normal
tcp,SF,8,0,0,0,255,0.03,normal
tcp,SF,9,0,0,0,255,0.03,normal
tcp,SF,5,0,0,0.33,255,0.03,normal
tcp,SF,29,0,0,0,255,0.02,normal
tcp,SF,15,0,0,0,255,0,normal
tcp,SF,16,0,0,0,255,0,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,7,0,0,0,255,0.05,normal
tcp,SF,15,0,0,0,255,0.06,normal
tcp,SF,19,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0.5,255,0.09,normal
tcp,SF,4,0,0,0.4,255,0,normal
tcp,SF,9,0,0,0,255,0,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0.04,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,15,0,0,0,255,0,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,REJ,1,0,0,1,9,0,normal
tcp,SF,9,0,0,0,255,0.06,normal
tcp,SF,13,0,0,0.12,255,0.02,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,1,0,0,0,46,0,normal
tcp,SF,11,0,0,0.24,255,0,normal
tcp,SF,1,0,0,0.11,255,0.01,normal
tcp,SF,3,0,0,0,255,0.01,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,8,0,0,0,255,0.01,normal
tcp,SF,8,0.12,0,0,255,0,normal
tcp,SF,7,0,0,0.25,255,0.06,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0.29,243,0,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,12,0,0,0,255,0.05,normal
tcp,SF,13,0,0,0,255,0.02,normal
tcp,SF,10,0,0,0,255,0.03,normal
tcp,SF,20,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,6,0,0,0.2,67,0,normal
tcp,SF,9,0,0,0.2,255,0.04,normal
tcp,SF,6,0,0,0.27,255,0.03,normal
tcp,SF,4,0,0,0,247,0,normal
tcp,SF,9,0,0,0,255,0.02,normal
tcp,SF,3,0,0,0,255,0.04,normal
tcp,SF,10,0.08,0,0.17,255,0,normal
tcp,SF,4,0,0,0,255,0.02,normal
tcp,SF,5,0,0,0,255,0.02,normal
tcp,REJ,1,0,0,0,250,0.27,normal
tcp,SF,14,0,0,0,255,0,normal
tcp,SF,22,0,0,0.09,255,0,normal
tcp,REJ,1,0,0,0,255,0.06,normal
tcp,REJ,1,0,0,1,255,0.15,normal
tcp,SF,16,0,0,0.12,255,0,normal
tcp,SF,25,0,0,0.08,255,0,normal
tcp,SF,18,0,0,0,255,0.01,normal
tcp,REJ,1,0,0,0,11,0.73,normal
tcp,SF,10,0,0,0.24,255,0.04,normal
tcp,SF,7,0,0,0,255,0.05,normal
tcp,SF,4,0,0,0.25,255,0.02,normal
tcp,SF,4,0,0,0.5,255,0,normal
tcp,SF,8,0,0,0,255,0.04,normal
tcp,SF,17,0,0,0.11,255,0.02,normal
tcp,SF,1,0,0,0,249,0,normal
tcp,SF,2,0,0,0.18,255,0,normal
tcp,SF,5,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0.07,normal
tcp,SF,9,0,0,0.13,255,0.02,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,22,0,0,0,255,0,normal
tcp,SF,37,0,0,0,255,0.01,normal
tcp,SF,3,0,0,0.17,255,0,normal
tcp,REJ,1,0,0,0,250,0.14,normal
tcp,SF,3,0,0,0.22,255,0.01,normal
tcp,SF,4,0.2,0,0.4,255,0.02,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0.67,255,0.04,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,1,0,0,0.75,255,0.07,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,14,0,0,0.21,255,0.06,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,SF,9,0,0,0.16,255,0.03,normal
tcp,SF,1,0,0,0,255,0.04,normal
tcp,SF,16,0,0,0,255,0,normal
tcp,SF,1,0,0,0.4,255,0,normal
tcp,SF,13,0,0,0.06,255,0.02,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,3,0,0,0,255,0.02,normal
tcp,SF,7,0,0,0,250,0,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,REJ,1,0,0,0,255,0.07,normal
tcp,SF,5,0,0,0.33,255,0,normal
tcp,SF,29,0,0,0.14,255,0,normal
tcp,SF,19,0.03,0,0.06,255,0,normal
tcp,SF,10,0,0,0,255,0.03,normal
tcp,SF,8,0,0,0,255,0.01,normal
tcp,SF,13,0,0,0,204,0.02,normal
tcp,SF,12,0,0,0.12,255,0,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,SF,18,0,0,0.15,255,0,normal
tcp,SF,16,0,0,0,255,0,normal
tcp,SF,7,0,0,0.2,255,0,normal
tcp,SF,1,0,0,0.18,255,0.07,normal
tcp,REJ,1,0,0,1,255,0.18,normal
tcp,SF,6,0,0,0.3,255,0,normal
tcp,SF,51,0,0,0,255,0.04,normal
tcp,SF,9,0,0,0,255,0,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,5,0,0,0.33,255,0,normal
tcp,SF,1,0,0,1,255,0.04,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,34,0,0,0,255,0.04,normal
tcp,SF,19,0,0,0,255,0.02,normal
tcp,SF,24,0,0,0,253,0,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,27,0,0,0,255,0.04,normal
tcp,SF,5,0.33,0,0.33,255,0.01,normal
tcp,SF,21,0,0,0,255,0.04,normal
tcp,SF,13,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0.29,255,0.05,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,3,0,0,0.27,255,0.01,normal
tcp,SF,32,0,0,0.06,255,0.04,normal
tcp,SF,4,0,0,0.14,255,0,normal
tcp,SF,12,0,0,0,255,0.05,normal
tcp,SF,25,0,0,0.11,255,0.02,normal
tcp,SF,3,0,0,0,255,0.03,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,7,0,0,0.12,255,0,normal
tcp,SF,11,0,0,0.15,255,0.02,normal
tcp,RSTO,7,0,0,0,255,0.01,normal
tcp,SF,16,0,0,0.12,255,0,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,10,0,0,0,255,0.01,normal
tcp,SF,3,0,0,0.5,255,0.03,normal
tcp,SF,13,0,0,0,235,0.17,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,3,0,0,0,237,0,normal
tcp,SF,66,0,0,0,255,0.01,normal
tcp,SF,37,0,0,0,255,0,normal
tcp,REJ,1,0,0,1,58,0.24,normal
tcp,SF,12,0,0,0.19,255,0,normal
tcp,SF,19,0,0,0,255,0.04,normal
tcp,SF,5,0,0,0,255,0.03,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,8,0,0,0.12,255,0,normal
tcp,SF,5,0,0,0.33,255,0.04,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.06,normal
tcp,SF,25,0,0,0,255,0,normal
tcp,SF,21,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,4,0,0,0,118,0,normal
tcp,REJ,1,0,0,0,242,0.12,normal
tcp,SF,8,0,0,0.11,255,0.03,normal
tcp,SF,15,0,0,0,255,0.06,normal
tcp,SF,23,0,0,0.15,255,0.05,normal
tcp,SF,4,0,0,0.5,255,0,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,4,0,0,0,255,0.02,normal
tcp,SF,11,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,6,0,0,0.1,255,0.04,normal
tcp,SF,28,0,0,0,255,0.03,normal
tcp,REJ,1,0,0,1,255,0.19,normal
tcp,SF,10,0,0,0.23,255,0,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,SF,28,0,0,0,255,0,normal
tcp,SF,1,0,0,1,255,0.01,normal
tcp,SF,9,0,0,0,255,0.08,normal
tcp,SF,3,0,0,0,255,0.02,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,10,0,0,0.09,255,0.06,normal
tcp,SF,1,0,0,0,255,0.05,normal
tcp,SF,2,0,0,0.4,255,0.03,normal
tcp,SF,6,0,0,0,255,0,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,SF,5,0.14,0,0.43,252,0.08,normal
tcp,SF,21,0.07,0,0.21,255,0.01,normal
tcp,SF,11,0,0,0,255,0.02,normal
tcp,SF,14,0,0,0,255,0,normal
tcp,SF,22,0,0,0.16,255,0,normal
tcp,SF,19,0,0,0.09,198,0.02,normal
tcp,SF,33,0,0,0.04,255,0,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,30,0,0,0.06,255,0,normal
tcp,REJ,1,0,0,0,19,0,normal
tcp,SF,1,0,0,0.24,255,0.04,normal
tcp,SF,2,0,0,0.75,255,0.05,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,2,0,0,0,255,0.01,normal
tcp,REJ,1,0,0,1,247,0.13,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,3,0,0,0.5,255,0.03,normal
tcp,SF,3,0,0,0.5,255,0.04,normal
tcp,SF,1,0,0,0,26,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,11,0,0,0.14,255,0.03,normal
tcp,SF,10,0,0,0.14,255,0,normal
tcp,SF,14,0,0,0.13,255,0,normal
tcp,REJ,1,0,0,1,133,0.14,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,19,0,0,0,255,0,normal
tcp,SF,1,0,0,0.4,255,0.06,normal
tcp,SF,1,0,0,0.25,255,0.02,normal
tcp,SF,10,0,0,0.18,255,0.02,normal
tcp,SF,7,0,0,0,255,0.03,normal
tcp,REJ,1,0,0,1,237,0.19,normal
tcp,SF,7,0.14,0,0,255,0.05,normal
tcp,SF,17,0,0,0.11,255,0,normal
tcp,SF,21,0,0,0.09,255,0.05,normal
tcp,REJ,1,0,0,0,33,0.39,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,5,0,0,0.31,42,0,normal
tcp,REJ,1,0,0,1,19,0.26,normal
tcp,REJ,1,0,0,0,245,0.16,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,REJ,1,0,0,1,247,0.06,normal
tcp,SF,18,0,0,0,255,0,normal
tcp,SF,32,0,0,0.12,219,0.01,normal
tcp,SF,1,0,0,0.67,255,0.02,normal
tcp,SF,2,0,0,0.14,255,0.09,normal
tcp,SF,14,0,0,0.13,255,0.02,normal
tcp,SF,11,0,0,0,168,0,normal
tcp,SF,35,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0.17,255,0.04,normal
tcp,SF,30,0,0,0.08,255,0.02,normal
tcp,SF,30,0,0,0,255,0.03,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,7,0,0,0.08,255,0,normal
tcp,SF,11,0,0,0.15,255,0.01,normal
tcp,SF,15,0,0,0.12,255,0.01,normal
tcp,SF,2,0,0,0.67,255,0.11,normal
tcp,SF,30,0,0,0.06,252,0.06,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,3,0,0,0,255,0.04,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,7,0,0,0.33,247,0,normal
tcp,SF,3,0,0,0.22,255,0.06,normal
tcp,S0,2,0.5,0,0,255,0.04,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,5,0,0,0.38,255,0,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,SF,4,0,0,0,255,0.05,normal
tcp,SF,2,0,0,0.27,255,0.01,normal
tcp,SF,21,0,0,0,255,0,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,SF,20,0,0,0.09,255,0.03,normal
tcp,SF,8,0,0,0.08,255,0,normal
tcp,SF,8,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0.05,normal
tcp,SF,11,0,0,0.21,255,0.04,normal
tcp,REJ,1,0,0,1,255,0.18,normal
tcp,SF,8,0,0,0.27,231,0.21,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,12,0,0,0.13,255,0.05,normal
tcp,SF,11,0,0,0,255,0,normal
tcp,SF,6,0,0,0.22,255,0,normal
tcp,SF,14,0,0,0,255,0,normal
tcp,REJ,1,0,0,0,255,0.16,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,35,0,0,0.06,255,0.03,normal
tcp,SF,2,0,0,0.15,255,0.08,normal
tcp,SF,1,0,0,0.1,255,0.02,normal
tcp,SF,3,0,0,0.5,255,0.04,normal
tcp,SF,20,0,0,0,255,0.04,normal
tcp,SF,22,0,0,0.05,255,0,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,19,0,0,0,255,0.02,normal
tcp,SF,25,0,0,0,255,0.06,normal
tcp,SF,6,0,0,0.29,249,0,normal
tcp,SF,17,0,0,0,255,0.04,normal
tcp,SF,22,0.05,0,0.14,255,0.03,normal
tcp,SF,13,0,0,0,255,0.02,normal
tcp,SF,20,0,0,0.17,255,0,normal
tcp,SF,18,0,0,0,255,0,normal
tcp,SF,7,0,0,0.12,255,0.03,normal
tcp,SF,5,0,0,0.29,255,0,normal
tcp,SF,10,0,0,0.11,255,0.07,normal
tcp,SF,9,0,0,0.14,255,0.01,normal
tcp,SF,7,0,0,0.06,255,0.05,normal
tcp,SF,6,0,0,0,255,0.04,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,2,0,0,0.4,255,0.02,normal
tcp,SF,6,0,0,0,255,0.05,normal
tcp,SF,3,0,0,0.29,255,0,normal
tcp,REJ,1,0,0,0,254,0.17,normal
tcp,REJ,1,0,0,1,195,0.07,normal
tcp,REJ,1,0,0,0,253,0.16,normal
tcp,SF,4,0,0,0.14,255,0.03,normal
tcp,SF,7,0,0,0,255,0.01,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,9,0,0,0.2,255,0.04,normal
tcp,SF,14,0,0,0.13,255,0.05,normal
tcp,SF,4,0,0,0.4,255,0.03,normal
tcp,SF,7,0,0,0,251,0,normal
tcp,SF,26,0,0,0,255,0,normal
tcp,SF,25,0,0,0.12,255,0.03,normal
tcp,SF,16,0,0,0,255,0.03,normal
tcp,SF,9,0,0,0,255,0.07,normal
tcp,SF,10,0,0,0,255,0.01,normal
tcp,SF,1,0,0,0.6,255,0.01,normal
tcp,SF,17,0,0,0,255,0.01,normal
tcp,SF,6,0,0,0.12,255,0.03,normal
tcp,SF,10,0,0,0,255,0.02,normal
tcp,SF,6,0,0,0,85,0,normal
tcp,SF,5,0,0,0.33,10,0,normal
tcp,SF,35,0,0,0,255,0.07,normal
tcp,SF,5,0,0,0.24,255,0,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,SF,7,0,0,0.25,255,0.07,normal
tcp,SF,35,0,0,0.05,255,0,normal
tcp,SF,5,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0.4,255,0,normal
tcp,SF,15,0,0,0.08,255,0.02,normal
tcp,SF,9,0,0,0.17,255,0,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,8,0,0,0,255,0.02,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0.09,255,0.01,normal
tcp,SF,13,0,0,0.14,255,0,normal
tcp,SF,1,0,0,0.23,255,0.05,normal
tcp,SF,20,0,0,0,255,0.03,normal
tcp,SF,1,0,0,1,255,0.06,normal
tcp,REJ,1,0,0,0,151,0.03,normal
tcp,SF,2,0,0,0,255,0.01,normal
tcp,SF,11,0,0,0,255,0,normal
tcp,SF,20,0,0,0.09,255,0.02,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,4,0,0,0,255,0.01,normal
tcp,SF,7,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,2,0,0,0.09,255,0.02,normal
tcp,SF,3,0,0,0.1,255,0.06,normal
tcp,SF,45,0,0,0.04,255,0.01,normal
tcp,SF,14,0,0,0.13,255,0.02,normal
tcp,SF,1,0,0,1,255,0.07,normal
tcp,SF,4,0,0,0,255,0.01,normal
tcp,SF,2,0,0,0,255,0.03,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,13,0.12,0,0.18,255,0.02,normal
tcp,SF,1,0,0,1,255,0.03,normal
tcp,SF,9,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.01,normal
tcp,REJ,1,0,0,1,46,0.24,normal
tcp,SF,2,0,0,0.67,255,0,normal
tcp,REJ,1,0,0,0,247,0.06,normal
tcp,SF,4,0,0,0.33,255,0.02,normal
tcp,SF,5,0,0,0.22,255,0,normal
tcp,SF,10,0,0,0,255,0,normal
tcp,SF,24,0,0,0,255,0.04,normal
tcp,REJ,1,0,0,0,255,0.07,normal
tcp,SF,18,0,0,0,255,0.04,normal
tcp,REJ,1,0,0,0,255,0.08,normal
tcp,SF,5,0,0,0.33,255,0.01,normal
tcp,SF,17,0.06,0,0,255,0.01,normal
tcp,SF,7,0,0,0.12,255,0.02,normal
tcp,REJ,1,0,0,0,103,0,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,S0,2,0.18,0,0.27,255,0.01,normal
tcp,SF,25,0,0,0.07,255,0,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,13,0,0,0,255,0.02,normal
tcp,SF,17,0,0,0.11,255,0.02,normal
tcp,SF,5,0,0,0,255,0.04,normal
tcp,SF,12,0,0,0.08,255,0.03,normal
tcp,REJ,1,0,0,0,255,0.15,normal
tcp,SF,5,0,0,0,255,0.07,normal
tcp,SF,3,0,0,0.04,255,0.03,normal
tcp,SF,4,0,0,0,255,0,normal
tcp,SF,3,0,0,0,255,0.05,normal
tcp,REJ,9,0,0,0,102,0.2,normal
tcp,SF,3,0,0,0.2,255,0.03,normal
tcp,SF,3,0.33,0,0,255,0,normal
tcp,SF,7,0,0,0,255,0.03,normal
tcp,REJ,1,0,0,0,253,0.16,normal
tcp,SF,20,0,0,0.12,255,0,normal
tcp,SF,12,0,0,0.15,255,0,normal
tcp,SF,12,0,0,0.07,255,0,normal
tcp,SF,5,0,0,0.33,255,0.05,normal
tcp,REJ,1,0,0,0,255,0.05,normal
tcp,SF,13,0,0,0,239,0.07,normal
tcp,SF,3,0,0,0,255,0.04,normal
tcp,SF,18,0,0,0,255,0.06,normal
tcp,SF,10,0,0,0.18,163,0.01,normal
tcp,SF,21,0,0,0.13,255,0.04,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,SF,20,0,0,0.12,255,0,normal
tcp,SF,12,0,0,0.15,241,0,normal
tcp,SF,10,0,0,0.21,255,0.05,normal
tcp,REJ,1,0,0,0,255,0.02,normal
tcp,SF,8,0,0,0,255,0.03,normal
tcp,SF,17,0,0,0,255,0.03,normal
tcp,SF,1,0,0,0.25,255,0.04,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,5,0,0,0.38,255,0.03,normal
tcp,SF,5,0,0,0,255,0.05,normal
tcp,SF,5,0,0,0.07,255,0,normal
tcp,SF,29,0,0,0.11,255,0,normal
tcp,SF,24,0,0,0,179,0.19,normal
tcp,SF,20,0,0,0,255,0.02,normal
tcp,SF,6,0,0,0.33,255,0,normal
tcp,SF,17,0,0,0,255,0.01,normal
tcp,SF,5,0,0,0.23,255,0.01,normal
tcp,SF,7,0,0,0,255,0.01,normal
tcp,SF,28,0,0,0,255,0,normal
tcp,SF,3,0,0,0.5,255,0.02,normal
tcp,SF,4,0,0,0.29,196,0.02,normal
tcp,SF,5,0,0,0,255,0.02,normal
tcp,SF,54,0,0,0.04,255,0,normal
tcp,SF,2,0,0,0.15,254,0,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,2,0,0,0,255,0.01,normal
tcp,SF,13,0,0,0,255,0,normal
tcp,SF,11,0.09,0,0,255,0.05,normal
tcp,SF,1,0,0,0,99,0,normal
tcp,SF,16,0,0,0.12,255,0.01,normal
tcp,SF,13,0,0,0.15,255,0.01,normal
tcp,SF,11,0,0,0.31,255,0,normal
tcp,SF,3,0,0,0,255,0.04,normal
tcp,SF,5,0,0,0,251,0.01,normal
tcp,SF,4,0,0,0,255,0.04,normal
tcp,SF,2,0,0,0,255,0,normal
tcp,SF,1,0,0,0,255,0.02,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,2,0,0,0.67,255,0.02,normal
tcp,SF,1,0,0,0,255,0.03,normal
tcp,SF,19,0,0,0,255,0.05,normal
tcp,SF,5,0,0,0.44,255,0,normal
tcp,SF,20,0,0,0,255,0,normal
tcp,REJ,1,0,0,0,214,0.19,normal
tcp,SF,2,0,0,0,255,0.04,normal
tcp,SF,1,0,0,1,255,0.01,normal
tcp,SF,3,0,0,0.67,255,0.02,normal
tcp,SF,14,0,0,0.13,255,0.03,normal
tcp,SF,22,0.02,0,0.07,255,0.03,normal
tcp,S2,4,0.25,0,0,255,0.02,normal
tcp,SF,13,0,0,0,255,0.02,normal
tcp,SF,12,0,0,0,255,0,normal
tcp,SF,1,0,0,0,255,0,normal
tcp,SF,11,0,0,0,255,0.01,normal
tcp,SF,5,0,0,0,255,0,normal
tcp,SF,8,0,0,0,255,0,normal
tcp,SF,19,0,0,0.1,255,0,normal
tcp,SF,18,0,0,0,255,0.06,normal
tcp,SF,24,0,0,0.07,255,0,normal
tcp,REJ,1,0,0,1,255,0.02,normal
tcp,SF,7,0,0,0,255,0.02,normal
tcp,SF,17,0,0,0.14,255,0,normal
tcp,SF,4,0,0,0,255,0.08,normal
tcp,SF,9,0,0,0.1,255,0.05,normal
tcp,SF,10,0,0,0.18,255,0.03,normal
tcp,S2,1,1,0,0,248,0,normal
tcp,SF,3,0,0,0.5,245,0,normal
tcp,SF,28,0,0,0.06,255,0.04,normal
tcp,SF,2,0,0,0.38,255,0.05,normal
tcp,SF,11,0,0,0,255,0.03,normal
tcp,SF,17,0,0,0,255,0,normal
tcp,SF,1,0,0,0.5,255,0.01,normal
tcp,SF,2,0,0,0,245,0.19,normal
tcp,SF,40,0,0,0,255,0,normal
tcp,SF,14,0,0,0.12,255,0,normal
tcp,REJ,1,0,0,0,165,0.19,normal
tcp,SF,2,0,0,0.67,255,0,normal
tcp,SF,3,0,0,0,255,0,normal
tcp,SF,9,0.11,0,0,255,0.01,normal
tcp,SF,2,0,0,0,255,0.02,normal
tcp,SF,21,0,0,0.09,255,0.01,normal
tcp,SF,7,0,0,0.31,255,0.02,normal
