% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,9,12,17,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,SF,216,597,4,0,73,0,0.02,normal
tcp,SF,218,4867,7,0,47,0,0.05,normal
tcp,SF,185,12067,10,0,32,0,0.04,normal
tcp,SF,263,6318,7,0,76,0,0.03,normal
tcp,SF,210,255,3,0,255,0,0,normal
tcp,SF,199,46361,4,0.25,6,0,0.16,normal
tcp,SF,304,1075,5,0,255,0.01,0,normal
tcp,REJ,0,0,1,1,1,0,0.06,normal
tcp,SF,204,6632,25,0,7,0,0.07,normal
tcp,SF,233,5166,5,0,15,0,0.04,normal
tcp,SF,202,434,35,0,251,0,0,normal
tcp,REJ,0,0,2,1,35,0,0.22,normal
tcp,SF,285,2168,16,0,240,0,0.01,normal
tcp,SF,239,2239,6,0,255,0.01,0,normal
tcp,SF,368,453,24,0,255,0,0,normal
tcp,SF,214,5134,3,0,3,0,0.07,normal
tcp,SF,304,6814,5,0,5,0,0.04,normal
tcp,SF,247,2417,1,0,13,0,0.02,normal
tcp,SF,458,5783,11,0,4,0,0.06,normal
tcp,SF,225,741,16,0,83,0,0.04,normal
tcp,SF,244,1086,4,0,62,0,0.04,normal
tcp,SF,306,885,9,0,81,0,0.03,normal
tcp,SF,291,437,4,0,11,0,0.04,normal
tcp,REJ,0,0,2,1,2,0,0.21,normal
tcp,SF,293,946,31,0,128,0,0.01,normal
tcp,SF,299,2769,24,0,210,0,0.01,normal
tcp,SF,333,379,11,0,95,0,0.01,normal
tcp,SF,294,252,23,0,57,0,0.03,normal
tcp,SF,226,274,33,0,124,0,0.02,normal
tcp,SF,301,1838,3,0,43,0,0.04,normal
tcp,SF,207,334,34,0,255,0,0,normal
tcp,SF,304,479,12,0,38,0,0.04,normal
tcp,S2,230,0,5,0,255,0,0,normal
tcp,REJ,0,0,1,1,12,0,0.13,normal
tcp,SF,253,5799,6,0,103,0,0.05,normal
tcp,SF,350,633,6,0,192,0,0.04,normal
tcp,SF,220,709,9,0,46,0,0.02,normal
tcp,SF,250,272,10,0,255,0,0,normal
tcp,SF,287,8095,30,0,255,0,0,normal
tcp,SF,290,259,54,0,255,0,0,normal
tcp,SF,233,1055,6,0,121,0,0.02,normal
tcp,SF,203,247,21,0,165,0,0.03,normal
tcp,SF,341,1099,19,0,183,0,0.04,normal
tcp,SF,222,1776,21,0,54,0,0.04,normal
tcp,SF,301,2605,37,0,255,0,0,normal
tcp,SF,207,2045,1,0,1,0,0.04,normal
tcp,SF,263,4815,2,0,62,0,0.02,normal
tcp,SF,284,2280,34,0,255,0,0,normal
tcp,SF,227,1452,7,0,60,0,0.02,normal
tcp,REJ,0,0,2,1,34,0,0.09,normal
tcp,SF,222,99068,6,0,6,0,0.02,normal
tcp,SF,275,525,1,0,1,0,0.05,normal
tcp,SF,292,1839,30,0,13,0,0.04,normal
tcp,SF,297,16319,12,0,232,0,0.01,normal
tcp,SF,324,741,14,0,255,0,0,normal
tcp,REJ,0,0,1,1,5,0,0.21,normal
tcp,SF,260,9541,2,0,79,0,0.01,normal
tcp,SF,313,4544,5,0,56,0,0.02,normal
tcp,SF,202,277,15,0,152,0,0.02,normal
tcp,SF,338,566,6,0,76,0,0.02,normal
tcp,SF,287,2293,4,0,83,0,0.01,normal
tcp,SF,222,406,17,0,255,0,0,normal
tcp,SF,463,4705,6,0,86,0,0.11,normal
tcp,SF,309,2507,1,0,255,0,0,normal
tcp,S0,0,0,1,0,20,0,0.18,normal
tcp,SF,285,304,34,0,101,0,0.03,normal
tcp,SF,148,2523,2,0,2,0,0.05,normal
tcp,SF,166,366,4,0,6,0,0.02,normal
tcp,SF,212,741,2,0,29,0,0.06,normal
tcp,SF,144,27554,9,0,31,0,0.04,normal
tcp,SF,261,935,22,0,255,0,0,normal
tcp,SF,192,3082,6,0,255,0,0,normal
tcp,SF,305,2507,5,0,255,0.01,0,normal
tcp,SF,243,973,21,0,255,0,0,normal
tcp,SF,325,1155,24,0,255,0,0,normal
tcp,SF,265,7542,1,0,1,0,0.05,normal
tcp,SF,222,2592,32,0,255,0,0,normal
tcp,SF,297,2507,4,0,255,0.01,0,normal
tcp,SF,326,338,6,0,40,0,0.03,normal
tcp,SF,254,270,22,0,255,0.01,0,normal
tcp,SF,321,1965,31,0,255,0,0,normal
tcp,SF,369,1588,13,0,57,0,0.05,normal
tcp,SF,202,1761,13,0,255,0,0,normal
tcp,SF,230,5283,12,0,40,0,0.04,normal
tcp,SF,317,1617,15,0,255,0,0,normal
tcp,SF,296,316,8,0,137,0,0.02,normal
tcp,SF,224,1329,4,0,29,0,0.06,normal
tcp,SF,359,20214,12,0,41,0,0.06,normal
tcp,SF,308,11700,5,0,11,0,0.03,normal
tcp,SF,240,438,21,0,255,0,0,normal
tcp,SF,246,1112,6,0,255,0,0,normal
tcp,SF,306,2996,2,0,116,0,0.01,normal
tcp,SF,198,6924,12,0,230,0,0.01,normal
tcp,SF,212,4791,12,0,7,0,0.05,normal
tcp,SF,252,7488,5,0,39,0,0.02,normal
tcp,SF,173,438,1,0,120,0,0.01,normal
tcp,SF,308,3249,3,0,87,0,0.02,normal
tcp,S0,0,0,3,0,3,0,0.05,normal
tcp,SF,232,4249,12,0,56,0,0.02,normal
tcp,SF,204,1193,34,0,255,0,0,normal
tcp,REJ,0,0,1,1,5,0,0.22,normal
tcp,SF,182,7086,1,0,26,0,0.04,normal
tcp,SF,215,626,14,0,255,0,0,normal
tcp,SF,282,8222,2,0,98,0,0.02,normal
tcp,SF,302,11161,8,0,255,0,0,normal
tcp,SF,210,7824,21,0,21,0,0.07,normal
tcp,SF,307,1075,8,0.12,255,0.01,0,normal
tcp,SF,277,35138,1,0,1,0,0.02,normal
tcp,SF,233,263,23,0,255,0,0,normal
tcp,SF,217,1856,26,0,255,0,0,normal
tcp,SF,288,588,4,0,240,0,0.01,normal
tcp,SF,284,666,9,0,9,0,0.01,normal
tcp,SF,201,263,6,0,255,0,0,normal
tcp,SF,325,3804,22,0,63,0,0.03,normal
tcp,SF,283,3557,26,0,169,0,0.02,normal
tcp,SF,186,19509,2,0,2,0,0.08,normal
tcp,SF,305,3222,3,0,255,0.02,0,normal
tcp,SF,286,4673,31,0,68,0,0.02,normal
tcp,SF,241,613,15,0,144,0,0.01,normal
tcp,SF,287,1484,5,0,255,0,0,normal
tcp,SF,208,4321,9,0,22,0,0.02,normal
tcp,REJ,0,0,2,1,255,0,0,normal
tcp,SF,206,5739,14,0,222,0,0.01,normal
tcp,SF,209,1160,15,0,255,0,0,normal
tcp,SF,207,652,3,0,255,0,0,normal
tcp,SF,209,577,10,0,10,0,0.03,normal
tcp,SF,244,1185,5,0,32,0,0.01,normal
tcp,REJ,0,0,3,1,22,0,0.11,normal
tcp,SF,275,498,6,0,24,0,0.02,normal
tcp,SF,221,3327,8,0,45,0,0.05,normal
tcp,SF,311,719,17,0,26,0,0.02,normal
tcp,REJ,0,0,1,1,64,0,0.15,normal
tcp,SF,253,276,3,0,255,0.01,0,normal
tcp,SF,226,1969,36,0,255,0,0,normal
tcp,SF,211,7628,3,0,41,0,0.05,normal
tcp,SF,322,1969,7,0,7,0,0.05,normal
tcp,SF,216,106411,10,0,67,0,0,normal
tcp,S0,0,0,2,0,2,0,0.04,normal
tcp,SF,224,1415,2,0,255,0,0,normal
tcp,SF,249,1939,3,0,255,0.01,0,normal
tcp,SF,216,530,27,0,9,0,0.02,normal
tcp,SF,205,4399,5,0,3,0,0.04,normal
tcp,SF,222,797,8,0,8,0,0.06,normal
tcp,SF,319,6489,8,0,12,0,0.02,normal
tcp,S0,0,0,2,0,4,0,0.02,normal
tcp,SF,249,1875,7,0,255,0,0,normal
tcp,SF,305,181,5,0,152,0,0.04,normal
tcp,SF,165,12890,1,0,6,0,0.07,normal
tcp,SF,230,814,8,0,64,0,0.02,normal
tcp,SF,215,15618,4,0,235,0,0.01,normal
tcp,SF,235,4076,16,0,150,0,0.02,normal
tcp,SF,316,34557,7,0,32,0,0.08,normal
tcp,SF,270,1269,14,0,255,0,0,normal
tcp,REJ,0,0,2,1,3,0,0.19,normal
tcp,SF,211,1417,7,0,46,0,0.01,normal
tcp,SF,437,9790,31,0,255,0,0,normal
tcp,SF,312,294,34,0,255,0,0,normal
tcp,SF,207,372,4,0,157,0,0.01,normal
tcp,SF,323,380,29,0,104,0,0.03,normal
tcp,SF,207,3475,10,0,59,0,0.02,normal
tcp,SF,247,1638,11,0,11,0,0.02,normal
tcp,SF,313,940,29,0,255,0,0,normal
tcp,SF,276,9988,4,0,226,0,0.01,normal
tcp,SF,301,1779,10,0,255,0,0,normal
tcp,SF,236,519,33,0,165,0,0.02,normal
tcp,REJ,0,0,1,1,4,0,0.17,normal
tcp,REJ,0,0,1,1,8,0,0.11,normal
tcp,SF,277,3097,7,0,78,0,0.02,normal
tcp,SF,217,2991,71,0,255,0,0,normal
tcp,SF,261,1022,5,0,61,0,0.02,normal
tcp,SF,203,1792,8,0,255,0,0,normal
tcp,SF,188,585,1,0,255,0.01,0,normal
tcp,SF,318,6652,8,0,8,0,0.07,normal
tcp,REJ,0,0,1,1,9,0,0.21,normal
tcp,REJ,0,0,1,1,49,0,0.21,normal
tcp,SF,224,13572,5,0,20,0,0.03,normal
tcp,SF,221,942,2,0,255,0,0,normal
tcp,SF,267,434,22,0,244,0,0.01,normal
tcp,SF,315,3370,2,0,14,0,0.01,normal
tcp,SF,285,259,17,0,255,0,0,normal
tcp,SF,297,18444,31,0,255,0,0,normal
tcp,SF,241,702,11,0,5,0,0.04,normal
tcp,SF,342,327,19,0,79,0,0.04,normal
tcp,SF,279,961,4,0,5,0,0.01,normal
tcp,SF,234,23387,1,0,1,0,0.05,normal
tcp,SF,300,1473,29,0,68,0,0.05,normal
tcp,SF,195,5760,12,0,10,0,0.05,normal
tcp,SF,240,664,23,0,255,0,0,normal
tcp,SF,211,362,9,0,42,0,0.04,normal
tcp,SF,364,531,14,0,255,0,0,normal
tcp,SF,326,12944,34,0,255,0,0,normal
tcp,SF,179,14515,4,0,255,0,0,normal
tcp,REJ,0,0,1,1,14,0,0.15,normal
tcp,SF,233,6703,7,0,21,0,0.04,normal
tcp,SF,217,260,5,0,60,0,0.01,normal
tcp,SF,164,9785,1,0,83,0,0.05,normal
tcp,SF,260,7431,1,0,215,0.05,0,normal
tcp,REJ,0,0,1,1,33,0,0.02,normal
tcp,SF,238,2063,24,0,75,0,0.04,normal
tcp,SF,167,10912,2,0,5,0,0.04,normal
tcp,SF,196,1337,35,0,255,0,0,normal
tcp,SF,212,1448,10,0,167,0,0.02,normal
tcp,SF,236,508,16,0,43,0,0.04,normal
tcp,REJ,0,0,1,1,15,0,0.26,normal
tcp,SF,287,788,30,0,255,0,0,normal
tcp,SF,201,468,1,0,2,0,0.09,normal
tcp,SF,336,714,9,0,164,0,0.01,normal
tcp,REJ,0,0,1,1,12,0,0.18,normal
tcp,SF,220,2112,5,0,5,0,0.06,normal
tcp,SF,202,762,24,0,146,0,0.03,normal
tcp,SF,230,335,20,0,255,0,0,normal
tcp,SF,221,399,23,0,111,0,0.02,normal
tcp,SF,207,885,25,0,255,0,0,normal
tcp,SF,231,403,16,0,23,0,0.02,normal
tcp,REJ,0,0,1,1,30,0,0.13,normal
tcp,SF,228,2090,5,0,112,0,0.02,normal
tcp,SF,289,47595,7,0,20,0,0.01,normal
tcp,REJ,0,0,1,1,2,0,0.06,normal
tcp,SF,259,32967,1,0,255,0,0,normal
tcp,SF,291,274,42,0,255,0,0,normal
tcp,SF,302,2725,3,0,3,0,0.05,normal
tcp,SF,323,1119,20,0,67,0,0.03,normal
tcp,SF,226,1820,16,0,119,0,0.04,normal
tcp,SF,234,1079,51,0,32,0,0.01,normal
tcp,SF,271,370,6,0,210,0,0.01,normal
tcp,SF,308,566,13,0,173,0,0.02,normal
tcp,SF,301,1619,3,0,3,0,0.05,normal
tcp,SF,255,310,5,0,255,0,0,normal
tcp,SF,219,726,23,0,255,0,0,normal
tcp,SF,326,710,17,0,64,0,0.06,normal
tcp,SF,238,2697,8,0,37,0,0.06,normal
tcp,SF,174,11889,7,0,84,0,0,normal
tcp,SF,312,3325,3,0,22,0,0.07,normal
tcp,SF,298,1524,8,0,8,0,0.03,normal
tcp,SF,201,169,7,0,29,0,0.04,normal
tcp,SF,206,770,35,0,255,0,0,normal
tcp,REJ,0,0,1,1,15,0,0.17,normal
tcp,SF,327,385,22,0,98,0,0.03,normal
tcp,REJ,0,0,1,1,58,0,0.06,normal
tcp,SF,322,2014,2,0,68,0,0.07,normal
tcp,SF,300,9986,14,0,255,0,0,normal
tcp,REJ,0,0,14,0.79,31,0,0.16,normal
tcp,SF,329,3276,22,0,255,0,0,normal
tcp,SF,302,396,24,0,255,0,0,normal
tcp,SF,198,2996,7,0,255,0,0,normal
tcp,SF,251,3118,3,0,255,0.01,0,normal
tcp,SF,263,14965,2,0,10,0,0.03,normal
tcp,SF,200,955,14,0,170,0,0.04,normal
tcp,SF,285,1764,34,0,174,0,0.02,normal
tcp,SF,213,895,7,0,7,0,0.03,normal
tcp,SF,247,29269,1,0,255,0,0,normal
tcp,SF,211,1487,14,0,138,0,0.02,normal
tcp,SF,400,12915,5,0,255,0,0,normal
tcp,REJ,0,0,1,1,12,0,0.24,normal
tcp,SF,220,1181,14,0,255,0,0,normal
tcp,SF,222,7208,2,0,255,0,0,normal
tcp,SF,217,956,17,0,255,0,0,normal
tcp,SF,328,337,1,0,255,0,0,normal
tcp,SF,207,294,4,0,246,0,0.01,normal
tcp,SF,216,24716,5,0,255,0,0,normal
tcp,SF,304,1364,28,0,255,0,0,normal
tcp,SF,218,1041,33,0,184,0,0.02,normal
tcp,SF,196,8921,54,0,29,0,0.03,normal
tcp,SF,270,783,8,0,8,0,0.02,normal
tcp,SF,324,13335,3,0,195,0,0.05,normal
tcp,SF,257,707,20,0,254,0,0.01,normal
tcp,SF,326,4704,6,0,29,0,0.02,normal
tcp,SF,232,308,11,0,255,0,0,normal
tcp,SF,194,2446,8,0,255,0,0,normal
tcp,SF,337,554,2,0,9,0,0.03,normal
tcp,SF,242,446,8,0,68,0,0,normal
tcp,SF,212,2393,12,0,15,0,0.04,normal
tcp,SF,211,11620,30,0,255,0,0,normal
tcp,SF,242,336,8,0,255,0,0,normal
tcp,SF,274,8543,3,0,12,0,0.04,normal
tcp,SF,227,467,13,0,123,0,0.02,normal
tcp,SF,249,4951,1,0,255,0,0,normal
tcp,SF,232,5381,4,0,255,0,0,normal
tcp,SF,202,242,2,0,2,0,0.07,normal
tcp,SF,241,4397,13,0,75,0,0.02,normal
tcp,SF,294,616,18,0,255,0,0,normal
tcp,SF,218,712,3,0,255,0,0,normal
tcp,REJ,0,0,1,1,125,0.02,0,normal
tcp,REJ,0,0,1,1,55,0,0.07,normal
tcp,SF,228,2570,12,0,83,0,0.03,normal
tcp,SF,315,765,11,0,46,0,0.05,normal
tcp,SF,208,6078,8,0,8,0,0.04,normal
tcp,SF,233,22780,13,0,79,0,0.05,normal
tcp,SF,225,1472,7,0,72,0,0.04,normal
tcp,SF,278,8596,15,0,22,0,0.02,normal
tcp,SF,215,301,20,0,255,0,0,normal
tcp,SF,302,9675,20,0,16,0,0.09,normal
tcp,SF,323,2996,9,0,4,0,0.07,normal
tcp,SF,329,428,29,0,10,0,0.04,normal
tcp,SF,219,313,31,0,255,0,0,normal
tcp,SF,206,14017,14,0,255,0,0,normal
tcp,SF,324,290,23,0,255,0,0,normal
tcp,SF,331,7714,14,0,14,0,0.04,normal
tcp,SF,307,1212,1,0,58,0,0.05,normal
tcp,SF,247,1718,2,0,255,0,0,normal
tcp,SF,363,870,11,0,255,0,0,normal
tcp,SF,291,606,1,0,42,0,0.04,normal
tcp,SF,243,722,36,0,255,0,0,normal
tcp,SF,289,13202,6,0,255,0,0,normal
tcp,SF,249,2815,2,0,255,0,0,normal
tcp,SF,235,512,62,0,64,0,0.02,normal
tcp,SF,184,19564,2,0,3,0,0.07,normal
tcp,SF,305,1380,10,0,255,0.02,0,normal
tcp,SF,238,3227,1,0,25,0,0.02,normal
tcp,RSTO,0,0,6,0.5,4,0,0.04,normal
tcp,SF,289,14060,17,0,255,0,0,normal
tcp,SF,218,2591,28,0,79,0,0.04,normal
tcp,REJ,0,0,1,1,8,0,0.08,normal
tcp,SF,201,280,3,0,255,0,0,normal
tcp,SF,248,10556,33,0,255,0,0,normal
tcp,SF,286,2385,1,0,7,0,0.04,normal
tcp,SF,297,738,21,0,12,0,0.02,normal
tcp,SF,152,8718,6,0,133,0,0.02,normal
tcp,SF,260,4671,1,0,6,0,0.03,normal
tcp,SF,371,5081,13,0,74,0,0.05,normal
tcp,REJ,0,0,2,1,2,0,0.13,normal
tcp,SF,215,765,35,0,221,0,0.01,normal
tcp,SF,212,14354,8,0,28,0,0.02,normal
tcp,SF,293,1515,5,0,123,0,0.02,normal
tcp,SF,233,651,3,0,177,0,0.01,normal
tcp,SF,309,8584,4,0,255,0,0,normal
tcp,SF,225,328,15,0,1,0,0.05,normal
tcp,SF,370,468,14,0,255,0,0,normal
tcp,SF,208,2774,3,0,3,0,0.05,normal
tcp,SF,152,10004,13,0,1,0,0.03,normal
tcp,SF,320,10908,12,0,2,0,0.06,normal
tcp,SF,214,1007,3,0,22,0,0.02,normal
tcp,SF,241,1931,10,0,255,0,0,normal
tcp,SF,214,1443,37,0,37,0,0.05,normal
tcp,SF,292,2367,8,0,53,0,0.02,normal
tcp,SF,312,1380,2,0,255,0.01,0,normal
tcp,SF,297,2531,7,0,68,0,0,normal
tcp,SF,221,998,6,0,255,0,0,normal
tcp,SF,225,1905,40,0,255,0,0,normal
tcp,SF,197,18881,7,0,3,0,0.02,normal
tcp,SF,254,2250,17,0,255,0,0,normal
tcp,SF,227,1362,8,0,38,0,0.11,normal
tcp,SF,306,1449,9,0,55,0,0.02,normal
tcp,SF,296,423,21,0,255,0,0,normal
tcp,SF,194,7970,4,0,4,0,0.02,normal
tcp,SF,293,535,47,0,255,0,0,normal
tcp,SF,200,631,16,0,109,0,0.02,normal
tcp,REJ,0,0,1,1,61,0,0.07,normal
tcp,SF,227,277,9,0,28,0,0.07,normal
tcp,SF,228,7333,4,0,85,0,0.04,normal
tcp,SF,324,2225,10,0,255,0,0,normal
tcp,SF,230,1888,1,0,124,0,0.02,normal
tcp,SF,277,313,104,0,255,0,0,normal
tcp,REJ,0,0,1,1,11,0,0.25,normal
tcp,SF,216,5077,2,0,2,0,0.08,normal
tcp,SF,203,1667,6,0,10,0,0.03,normal
tcp,SF,188,3913,1,0,255,0.02,0,normal
tcp,SF,202,3084,1,0,10,0,0.07,normal
tcp,SF,277,5967,14,0,14,0,0.03,normal
tcp,SF,289,483,3,0,255,0,0,normal
tcp,SF,244,944,2,0,255,0,0,normal
tcp,SF,340,1964,5,0,83,0,0.01,normal
tcp,SF,167,3326,4,0,27,0,0.09,normal
tcp,SF,357,1081,13,0,19,0,0.05,normal
tcp,SF,229,273,2,0,102,0,0.07,normal
tcp,SF,236,896,14,0,66,0,0.03,normal
tcp,SF,200,1492,4,0,142,0,0.01,normal
tcp,SF,217,1136,6,0,104,0,0.01,normal
tcp,SF,202,9685,4,0,245,0,0.02,normal
tcp,SF,225,1875,9,0,255,0,0,normal
tcp,SF,293,8390,5,0,5,0,0.04,normal
tcp,SF,215,4408,2,0,2,0,0.05,normal
tcp,REJ,0,0,34,0.88,187,0,0.03,normal
tcp,SF,230,689,10,0,15,0,0.02,normal
tcp,SF,321,2276,7,0,35,0,0.08,normal
tcp,SF,305,2698,9,0,255,0.01,0,normal
tcp,SF,239,3222,2,0,11,0,0,normal
tcp,SF,244,1496,58,0,255,0,0,normal
tcp,REJ,0,0,1,1,44,0,0.13,normal
tcp,SF,290,9627,16,0,16,0,0.09,normal
tcp,SF,209,2531,7,0,76,0,0,normal
tcp,SF,310,675,9,0,255,0,0,normal
tcp,SF,237,651,1,0,10,0,0.05,normal
tcp,SF,311,5021,8,0,27,0,0.01,normal
tcp,REJ,0,0,1,1,61,0,0.1,normal
tcp,SF,193,752,8,0,59,0,0.02,normal
tcp,SF,224,808,5,0,18,0,0.07,normal
tcp,SF,246,5687,4,0,20,0,0.02,normal
tcp,SF,241,4359,9,0,255,0,0,normal
tcp,SF,266,1639,18,0,223,0,0.02,normal
tcp,REJ,0,0,3,1,2,0,0.15,normal
tcp,SF,191,522,7,0,31,0,0.01,normal
tcp,SF,247,2325,24,0,24,0,0.04,normal
tcp,SF,219,511,43,0,255,0,0,normal
tcp,SF,302,2056,4,0,102,0,0.02,normal
tcp,S0,0,0,1,0,4,0,0.16,normal
tcp,REJ,0,0,1,1,8,0,0.2,normal
tcp,SF,213,810,18,0,255,0,0,normal
tcp,SF,205,659,28,0,21,0,0.05,normal
tcp,SF,237,302,3,0,8,0,0.07,normal
tcp,SF,229,1265,13,0,13,0,0.05,normal
tcp,SF,221,1237,32,0,104,0,0.01,normal
tcp,SF,308,10706,9,0,42,0,0.05,normal
tcp,SF,213,7609,26,0,77,0,0.03,normal
tcp,SF,206,1694,12,0,255,0,0,normal
tcp,SF,291,1758,8,0,255,0,0,normal
tcp,SF,228,1587,11,0,188,0,0.01,normal
tcp,SF,265,3608,5,0,11,0,0.04,normal
tcp,SF,203,4334,7,0,36,0,0.02,normal
tcp,SF,189,2627,11,0,83,0,0.02,normal
tcp,SF,260,5895,7,0,64,0,0.01,normal
tcp,SF,311,1542,23,0,255,0,0,normal
tcp,SF,342,1148,8,0,255,0,0,normal
tcp,SF,217,280,12,0,255,0,0,normal
tcp,SF,288,462,28,0,255,0,0,normal
tcp,SF,238,306,66,0,255,0,0,normal
tcp,SF,354,8658,9,0,255,0,0,normal
tcp,SF,319,25393,26,0,24,0,0.04,normal
tcp,SF,214,12326,2,0,2,0,0.02,normal
tcp,SF,224,310,1,0,255,0,0,normal
tcp,SF,222,16070,8,0,8,0,0.04,normal
tcp,REJ,0,0,1,1,2,0,0.08,normal
tcp,SF,321,17905,11,0,255,0,0,normal
tcp,SF,242,372,12,0,252,0,0.01,normal
tcp,SF,302,1408,19,0,19,0,0.02,normal
tcp,SF,342,2851,38,0,255,0,0,normal
tcp,REJ,0,0,19,1,3,0,0.01,normal
tcp,SF,337,188,1,0,17,0,0.05,normal
tcp,SF,331,946,12,0,132,0,0.04,normal
tcp,SF,220,709,14,0,71,0,0.03,normal
tcp,SF,213,170,7,0,98,0,0.03,normal
tcp,SF,336,16132,4,0,255,0,0,normal
tcp,SF,211,1197,10,0,75,0,0.01,normal
tcp,SF,237,7419,1,0,1,0,0.05,normal
tcp,SF,284,26546,2,0,1,0,0.05,normal
tcp,SF,238,1072,17,0,39,0,0.02,normal
tcp,SF,234,3944,10,0,196,0,0.01,normal
tcp,SF,217,350,13,0,255,0,0,normal
tcp,SF,202,2295,1,0,10,0,0.01,normal
tcp,SF,216,5719,3,0,38,0,0.05,normal
tcp,REJ,0,0,1,1,54,0,0.17,normal
tcp,SF,247,1884,6,0,23,0,0.01,normal
tcp,REJ,0,0,1,1,2,0,0.15,normal
tcp,SF,293,2486,26,0,255,0,0,normal
tcp,SF,208,12640,3,0,255,0,0,normal
tcp,SF,302,4743,54,0,12,0,0.06,normal
tcp,SF,300,321,8,0,212,0,0.01,normal
tcp,SF,236,762,37,0,255,0,0,normal
tcp,SF,210,296,33,0,15,0,0.07,normal
tcp,SF,292,388,37,0,89,0,0.04,normal
tcp,SF,208,2586,7,0,103,0,0.01,normal
tcp,SF,234,1931,6,0,255,0,0,normal
tcp,REJ,0,0,34,0.85,80,0,0.11,normal
tcp,SF,143,12691,2,0,2,0,0,normal
tcp,SF,232,755,15,0,48,0,0.04,normal
tcp,SF,272,269,3,0,255,0,0,normal
tcp,SF,344,398,35,0,255,0,0,normal
tcp,SF,197,11312,9,0,2,0,0.05,normal
tcp,SF,353,1484,8,0,255,0,0,normal
tcp,SF,232,10041,2,0,32,0,0.02,normal
tcp,SF,212,1416,1,0,36,0,0.08,normal
tcp,SF,282,290,1,0,255,0,0,normal
tcp,SF,217,790,51,0,169,0,0.01,normal
tcp,SF,212,1197,2,0,112,0,0.02,normal
tcp,SF,305,3222,5,0,202,0.01,0,normal
tcp,SF,235,2088,2,0,4,0,0.03,normal
tcp,REJ,0,0,1,1,1,0,0.14,normal
tcp,SF,188,1872,24,0,96,0,0.02,normal
tcp,SF,210,1801,10,0,71,0,0.02,normal
tcp,SF,212,405,4,0,4,0,0.05,normal
tcp,REJ,0,0,1,1,16,0,0.15,normal
tcp,SF,248,2278,9,0,255,0,0,normal
tcp,SF,284,1673,6,0,34,0,0.05,normal
tcp,SF,379,1340,10,0,255,0,0,normal
tcp,SF,330,2244,9,0,255,0,0,normal
tcp,SF,286,17602,41,0,2,0,0.09,normal
tcp,REJ,0,0,1,1,4,0,0.08,normal
tcp,SF,235,142,29,0,75,0,0.03,normal
tcp,SF,196,3282,9,0,255,0,0,normal
tcp,SF,276,313,12,0,255,0,0,normal
tcp,SF,324,2948,8,0,130,0,0.02,normal
tcp,SF,254,6760,15,0,168,0,0.04,normal
tcp,SF,329,3432,17,0,255,0,0,normal
tcp,REJ,0,0,1,1,44,0,0.16,normal
tcp,SF,228,2148,11,0,165,0,0.02,normal
tcp,SF,359,238,4,0,4,0,0.22,normal
tcp,SF,298,791,15,0,219,0,0.01,normal
tcp,SF,323,462,14,0,219,0,0.02,normal
tcp,SF,287,399,12,0,255,0,0,normal
tcp,SF,233,2133,37,0,54,0,0.03,normal
tcp,SF,165,35341,1,0,129,0,0.02,normal
tcp,SF,219,8945,27,0,70,0,0.04,normal
tcp,SF,314,2454,12,0,158,0,0.03,normal
tcp,SF,198,10139,6,0,113,0,0.01,normal
tcp,SF,229,475,22,0,255,0,0,normal
tcp,SF,287,1522,44,0.03,60,0,0.01,normal
tcp,SF,231,2507,7,0,255,0.02,0,normal
tcp,SF,301,3239,45,0,255,0,0,normal
tcp,SF,204,1046,6,0,255,0,0,normal
tcp,SF,324,1215,9,0,155,0,0.02,normal
tcp,SF,295,5072,27,0,2,0,0.04,normal
tcp,SF,295,2247,5,0,5,0,0.03,normal
tcp,SF,237,1587,14,0,150,0,0.03,normal
tcp,SF,273,8313,1,0,199,0,0.01,normal
tcp,SF,210,274,42,0,255,0,0,normal
tcp,SF,249,1112,8,0,143,0,0.01,normal
tcp,SF,303,1233,17,0,255,0,0,normal
tcp,SF,205,13965,7,0,16,0,0.02,normal
tcp,SF,212,2345,9,0,3,0,0.01,normal
tcp,SF,296,1024,24,0,255,0,0,normal
tcp,SF,171,1094,13,0,185,0,0.04,normal
tcp,SF,352,2660,3,0,255,0,0,normal
tcp,SF,229,861,34,0,255,0,0,normal
tcp,REJ,0,0,1,1,2,0,0.22,normal
tcp,SF,226,5953,5,0,5,0,0.04,normal
tcp,SF,261,255,16,0,214,0,0.02,normal
tcp,SF,290,575,4,0,255,0,0,normal
tcp,SF,216,1746,3,0,3,0,0.01,normal
