% isAttack normal:	571
% isAttack attack:	3229
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute isAttack {normal,attack}

@data
OTH,34,attack
OTH,34,attack
OTH,33,attack
OTH,40,attack
OTH,26,attack
OTH,33,attack
OTH,35,attack
OTH,30,attack
OTH,38,attack
OTH,17,attack
OTH,19,attack
OTH,40,attack
OTH,33,attack
OTH,24,attack
OTH,23,attack
OTH,33,attack
OTH,33,attack
OTH,39,attack
OTH,34,attack
OTH,33,attack
OTH,34,attack
OTH,38,attack
OTH,33,attack
OTH,11,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,0,attack
OTH,34,attack
OTH,41,attack
OTH,33,attack
OTH,27,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,24,attack
OTH,33,attack
OTH,33,attack
OTH,38,attack
OTH,33,attack
OTH,34,attack
OTH,34,attack
OTH,33,attack
OTH,20,attack
OTH,25,attack
OTH,33,attack
OTH,27,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,34,attack
OTH,40,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,42,attack
OTH,34,attack
OTH,24,attack
OTH,21,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,22,attack
OTH,11,attack
OTH,35,attack
OTH,29,attack
OTH,27,attack
OTH,30,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,20,attack
OTH,42,attack
OTH,15,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,41,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,42,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,18,attack
OTH,33,attack
OTH,42,attack
OTH,40,attack
OTH,33,attack
OTH,24,attack
OTH,33,attack
OTH,33,attack
OTH,15,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,8,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,21,attack
OTH,33,attack
OTH,33,attack
OTH,26,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,7,attack
OTH,33,attack
OTH,40,attack
OTH,14,attack
OTH,42,attack
OTH,14,attack
OTH,42,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,25,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,11,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,23,attack
OTH,18,attack
OTH,4,attack
OTH,33,attack
OTH,41,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,25,attack
OTH,33,attack
OTH,30,attack
OTH,5,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,33,attack
OTH,41,attack
OTH,33,attack
OTH,34,attack
OTH,21,attack
OTH,41,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,24,attack
OTH,34,attack
OTH,25,attack
OTH,34,attack
OTH,33,attack
OTH,41,attack
OTH,25,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,19,attack
OTH,3,attack
OTH,33,attack
OTH,33,attack
OTH,32,attack
OTH,36,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,43,attack
OTH,33,attack
OTH,33,attack
OTH,24,attack
OTH,33,attack
OTH,33,attack
OTH,42,attack
OTH,37,attack
OTH,34,attack
OTH,17,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,42,attack
OTH,34,attack
OTH,22,attack
OTH,33,attack
OTH,17,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,23,attack
OTH,16,attack
OTH,42,attack
OTH,41,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,42,attack
OTH,34,attack
OTH,2,attack
OTH,34,attack
OTH,6,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,12,attack
OTH,33,attack
OTH,42,attack
OTH,34,attack
OTH,37,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,32,attack
OTH,33,attack
OTH,41,attack
OTH,33,attack
OTH,23,attack
OTH,34,attack
OTH,40,attack
OTH,10,attack
OTH,42,attack
OTH,33,attack
OTH,41,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,35,attack
OTH,34,attack
OTH,33,attack
OTH,34,attack
OTH,39,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,18,attack
OTH,33,attack
OTH,41,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,19,attack
OTH,41,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,25,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,27,attack
OTH,11,attack
OTH,33,attack
OTH,21,attack
OTH,40,attack
OTH,33,attack
OTH,36,attack
OTH,33,attack
OTH,13,attack
OTH,33,attack
OTH,25,attack
OTH,42,attack
OTH,34,attack
OTH,22,attack
OTH,28,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,28,attack
OTH,34,attack
OTH,40,attack
OTH,33,attack
OTH,37,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,23,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,39,attack
OTH,26,attack
OTH,33,attack
OTH,34,attack
OTH,20,attack
OTH,34,attack
OTH,33,attack
OTH,43,attack
OTH,26,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,34,attack
OTH,42,attack
OTH,33,attack
OTH,38,attack
OTH,34,attack
OTH,21,attack
OTH,33,attack
OTH,33,attack
OTH,27,attack
OTH,42,attack
OTH,21,attack
OTH,9,attack
OTH,33,attack
OTH,33,attack
OTH,24,attack
OTH,35,attack
OTH,28,attack
OTH,29,attack
OTH,33,attack
OTH,33,attack
OTH,40,attack
OTH,34,attack
OTH,41,attack
OTH,36,attack
OTH,33,attack
OTH,34,attack
OTH,41,attack
OTH,33,attack
OTH,38,attack
OTH,25,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,20,attack
OTH,36,attack
OTH,33,attack
OTH,34,attack
OTH,32,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,1,attack
OTH,25,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,12,attack
OTH,33,attack
OTH,40,attack
OTH,33,attack
OTH,38,attack
OTH,41,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,34,attack
OTH,33,attack
OTH,33,attack
OTH,33,attack
OTH,37,attack
OTH,43,attack
OTH,33,attack
OTH,33,attack
OTH,16,attack
OTH,33,attack
OTH,10,attack
OTH,27,attack
OTH,34,attack
OTH,31,attack
OTH,33,attack
OTH,34,attack
OTH,34,attack
OTH,33,attack
OTH,28,attack
OTH,29,attack
OTH,33,attack
OTH,42,attack
OTH,33,attack
OTH,42,attack
OTH,42,attack
OTH,33,attack
OTH,26,attack
OTH,33,attack
OTH,33,attack
OTH,41,attack
S3,100,attack
RSTO,100,attack
OTH,94,attack
S3,100,attack
OTH,33,attack
S3,75,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
OTH,94,attack
OTH,33,attack
S3,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,44,attack
S3,100,attack
OTH,75,attack
S3,100,attack
S3,99,attack
S3,5,attack
RSTO,100,attack
RSTO,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,94,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,21,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,94,attack
OTH,80,attack
OTH,100,attack
RSTO,100,attack
S3,100,attack
S3,62,attack
S3,100,attack
OTH,33,attack
S3,85,attack
RSTO,100,attack
OTH,33,attack
OTH,33,attack
OTH,31,attack
S3,100,attack
OTH,44,attack
S3,100,attack
OTH,98,attack
S3,98,attack
S1,100,attack
RSTO,100,attack
S3,100,attack
OTH,100,attack
S3,68,attack
OTH,98,attack
S1,100,attack
S3,100,attack
S3,81,attack
S3,100,attack
S3,75,attack
RSTO,100,attack
OTH,37,attack
S3,100,attack
OTH,100,attack
S3,99,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,70,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,31,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,96,attack
OTH,100,attack
S3,100,attack
OTH,98,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,7,attack
S1,100,attack
OTH,25,attack
S3,100,attack
S3,100,attack
S3,59,attack
OTH,33,attack
S3,100,attack
S1,100,attack
S3,100,attack
RSTO,100,attack
OTH,98,attack
S3,100,attack
S3,100,attack
S3,86,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,66,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,71,attack
OTH,24,attack
OTH,14,attack
S3,100,attack
S3,99,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,86,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,100,attack
RSTO,100,attack
S3,100,attack
OTH,34,attack
S3,100,attack
S3,100,attack
OTH,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,54,attack
S3,13,attack
OTH,100,attack
RSTO,100,attack
S3,100,attack
S3,74,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,97,attack
OTH,33,attack
S3,91,attack
OTH,32,attack
OTH,33,attack
OTH,53,attack
OTH,37,attack
OTH,31,attack
OTH,100,attack
OTH,100,attack
S3,100,attack
OTH,14,attack
S3,100,attack
OTH,42,attack
S3,100,attack
S3,95,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,78,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,73,attack
S1,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
RSTO,100,attack
OTH,36,attack
S3,80,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,41,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,56,attack
OTH,32,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,98,attack
OTH,55,attack
S3,100,attack
RSTO,100,attack
S3,98,attack
RSTO,100,attack
S3,4,attack
S3,100,attack
S3,100,attack
OTH,32,attack
OTH,33,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S1,100,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
OTH,32,attack
OTH,94,attack
OTH,31,attack
RSTO,100,attack
S3,99,attack
OTH,31,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,98,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,99,attack
S3,99,attack
S3,98,attack
S3,97,attack
S3,100,attack
OTH,46,attack
OTH,99,attack
S3,100,attack
OTH,33,attack
S3,80,attack
OTH,32,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
OTH,32,attack
OTH,58,attack
S3,100,attack
S3,100,attack
S3,83,attack
S3,12,attack
RSTO,100,attack
OTH,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
OTH,3,attack
S3,78,attack
OTH,32,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,30,attack
OTH,19,attack
OTH,99,attack
S3,100,attack
S3,34,attack
S3,100,attack
OTH,53,attack
OTH,15,attack
S3,100,attack
S3,100,attack
OTH,100,attack
S3,100,attack
S3,98,attack
OTH,33,attack
S3,99,attack
OTH,33,attack
S3,100,attack
S3,100,attack
OTH,13,attack
S3,100,attack
S3,100,attack
OTH,35,attack
RSTO,100,attack
S3,69,attack
OTH,33,attack
OTH,20,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,3,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S1,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,93,attack
OTH,19,attack
RSTO,100,attack
S3,100,attack
RSTO,100,attack
OTH,33,attack
RSTO,100,attack
OTH,11,attack
RSTO,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
OTH,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S1,100,attack
S1,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
OTH,32,attack
OTH,31,attack
S3,65,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,38,attack
S3,100,attack
S3,93,attack
S3,99,attack
OTH,33,attack
S3,100,attack
OTH,66,attack
OTH,31,attack
OTH,25,attack
RSTO,100,attack
S3,100,attack
S3,37,attack
OTH,96,attack
S3,100,attack
S3,100,attack
S3,98,attack
S3,98,attack
S1,100,attack
OTH,31,attack
S3,100,attack
RSTO,100,attack
OTH,45,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,14,attack
S3,100,attack
OTH,99,attack
S3,100,attack
RSTO,100,attack
OTH,20,attack
S3,100,attack
OTH,98,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,98,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,11,attack
S3,100,attack
S3,98,attack
S3,82,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,80,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,94,attack
S3,100,attack
RSTO,100,attack
OTH,33,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S1,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
OTH,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
OTH,100,attack
OTH,35,attack
S3,24,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,67,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,15,attack
S3,100,attack
OTH,10,attack
S3,100,attack
S3,79,attack
S1,100,attack
S3,99,attack
S3,99,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,98,attack
S3,57,attack
S3,100,attack
OTH,42,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,64,attack
OTH,7,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
OTH,9,attack
OTH,20,attack
S3,100,attack
S3,100,attack
S3,46,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,99,attack
S3,100,attack
S3,98,attack
OTH,33,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S1,100,attack
S3,100,attack
S3,76,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
OTH,33,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,74,attack
S3,100,attack
OTH,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,98,attack
S3,100,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
OTH,33,attack
S3,100,attack
OTH,94,attack
RSTO,100,attack
S3,100,attack
OTH,33,attack
OTH,65,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,13,attack
S3,100,attack
OTH,33,attack
OTH,99,attack
OTH,33,attack
S3,94,attack
S3,100,attack
OTH,98,attack
OTH,21,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,98,attack
S3,100,attack
OTH,27,attack
S3,83,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,60,attack
OTH,32,attack
S3,98,attack
S1,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,31,attack
OTH,100,attack
S3,100,attack
S1,100,attack
S3,100,attack
S3,99,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,11,attack
S3,49,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,60,attack
S3,98,attack
S3,99,attack
RSTO,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,98,attack
S3,99,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
OTH,69,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,100,attack
RSTO,100,attack
S3,91,attack
OTH,10,attack
OTH,94,attack
S3,100,attack
S3,98,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,82,attack
S1,100,attack
S3,100,attack
S3,100,attack
S3,17,attack
OTH,42,attack
OTH,33,attack
S3,100,attack
S3,98,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
OTH,100,attack
S1,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
S3,68,attack
S3,100,attack
OTH,100,attack
OTH,31,attack
OTH,33,attack
S3,100,attack
S3,99,attack
S3,70,attack
S1,100,attack
S3,52,attack
OTH,33,attack
S3,75,attack
S3,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
OTH,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,83,attack
RSTO,100,attack
RSTO,100,attack
OTH,5,attack
S3,100,attack
S1,100,attack
S3,100,attack
S3,100,attack
OTH,99,attack
RSTO,100,attack
OTH,33,attack
OTH,98,attack
OTH,33,attack
S3,100,attack
OTH,91,attack
S3,100,attack
OTH,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,15,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,19,attack
S3,100,attack
S1,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
OTH,29,attack
S3,100,attack
OTH,33,attack
S3,100,attack
OTH,100,attack
S3,99,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,98,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,50,attack
OTH,16,attack
S3,100,attack
OTH,32,attack
S3,100,attack
OTH,30,attack
S3,100,attack
S3,100,attack
S3,93,attack
OTH,13,attack
OTH,58,attack
OTH,100,attack
S3,98,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
OTH,57,attack
S3,100,attack
OTH,33,attack
OTH,98,attack
RSTO,100,attack
S3,100,attack
OTH,48,attack
OTH,33,attack
S3,100,attack
S3,91,attack
RSTO,100,attack
S3,1,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,87,attack
S3,100,attack
S3,100,attack
OTH,24,attack
OTH,30,attack
S3,100,attack
S3,100,attack
OTH,31,attack
S3,100,attack
RSTO,100,attack
OTH,33,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,99,attack
RSTO,100,attack
S3,100,attack
OTH,33,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S1,100,attack
OTH,46,attack
S3,100,attack
S3,100,attack
OTH,63,attack
OTH,100,attack
S3,72,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
OTH,38,attack
S3,87,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,96,attack
S3,100,attack
S3,100,attack
S3,100,attack
OTH,33,attack
OTH,33,attack
RSTO,100,attack
RSTO,100,attack
RSTO,100,attack
S3,100,attack
S3,100,attack
RSTO,100,attack
S3,100,attack
OTH,33,attack
OTH,32,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
OTH,94,attack
S3,100,attack
S3,73,attack
OTH,99,attack
RSTO,100,attack
S3,100,attack
S3,98,attack
S3,99,attack
OTH,33,attack
S3,100,attack
RSTO,100,attack
RSTO,100,attack
S3,100,attack
S1,100,attack
S3,100,attack
S3,100,attack
S2,94,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,84,attack
S1,100,attack
S1,100,attack
OTH,59,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,45,attack
S1,100,attack
S1,100,attack
OTH,54,attack
S1,100,attack
OTH,50,attack
OTH,50,attack
OTH,52,attack
OTH,45,attack
RSTO,54,attack
S1,100,attack
OTH,47,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,45,attack
OTH,50,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
OTH,80,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
S1,100,attack
OTH,46,attack
OTH,50,attack
S1,100,attack
S2,100,attack
OTH,23,attack
S2,100,attack
S1,100,attack
OTH,76,attack
OTH,89,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,49,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S2,100,attack
OTH,50,attack
S1,100,attack
OTH,50,attack
S2,100,attack
S1,100,attack
OTH,59,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,55,attack
OTH,48,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
OTH,66,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,46,attack
S1,100,attack
S2,100,attack
OTH,52,attack
OTH,54,attack
S1,100,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
S1,100,attack
OTH,54,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,86,attack
S1,100,attack
S1,100,attack
RSTO,80,attack
OTH,50,attack
S1,100,attack
OTH,24,attack
S1,100,attack
S1,100,attack
OTH,48,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,60,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
OTH,85,attack
S1,100,attack
S1,100,attack
OTH,50,attack
S1,100,attack
S1,100,attack
RSTO,71,attack
OTH,63,attack
RSTO,79,attack
S2,100,attack
S1,100,attack
S1,100,attack
OTH,53,attack
RSTO,100,attack
OTH,49,attack
S1,75,attack
OTH,56,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,75,attack
RSTO,100,attack
S1,100,attack
OTH,47,attack
S1,100,attack
S1,100,attack
S1,89,attack
S1,100,attack
S1,100,attack
OTH,49,attack
OTH,69,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,86,attack
OTH,79,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,99,attack
S1,100,attack
OTH,42,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,27,attack
S1,100,attack
S1,100,attack
S2,100,attack
S1,100,attack
S1,64,attack
OTH,48,attack
S1,21,attack
RSTO,100,attack
OTH,7,attack
S1,83,attack
S1,100,attack
RSTO,62,attack
OTH,67,attack
S1,100,attack
OTH,7,attack
OTH,48,attack
S1,100,attack
OTH,27,attack
RSTO,100,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
OTH,30,attack
RSTO,87,attack
OTH,90,attack
OTH,92,attack
S1,100,attack
RSTO,21,attack
S1,100,attack
OTH,48,attack
S1,100,attack
OTH,66,attack
OTH,27,attack
S1,100,attack
S1,100,attack
S1,99,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
RSTO,65,attack
S1,100,attack
RSTO,100,attack
OTH,73,attack
S1,100,attack
S1,100,attack
RSTO,100,attack
S1,85,attack
OTH,50,attack
S1,100,attack
S1,100,attack
OTH,34,attack
OTH,53,attack
OTH,45,attack
S1,100,attack
S1,99,attack
S1,100,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,53,attack
S1,100,attack
S1,100,attack
OTH,8,attack
OTH,50,attack
OTH,50,attack
OTH,49,attack
S1,100,attack
OTH,42,attack
OTH,50,attack
RSTO,31,attack
OTH,85,attack
S1,100,attack
S1,100,attack
OTH,51,attack
S1,100,attack
S1,100,attack
S1,94,attack
S1,99,attack
OTH,54,attack
RSTO,99,attack
OTH,0,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,50,attack
OTH,90,attack
S1,100,attack
OTH,88,attack
OTH,50,attack
RSTO,89,attack
OTH,50,attack
S1,96,attack
S1,100,attack
S1,100,attack
S1,100,attack
OTH,49,attack
S1,100,attack
