% isAttack HIGH_RATE:	888
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4,9,12,18,21,23,27'

@attribute src_bytes numeric
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
219,14,0,255,0.01,0,NORMAL
236,1,0,255,0,0,NORMAL
294,6,0,255,0.01,0,NORMAL
313,6,0,255,0.03,0,NORMAL
337,9,0,255,0.01,0,NORMAL
309,20,0,255,0,0,NORMAL
156,1,0,255,0.07,0,NORMAL
199,19,0,255,0.01,0,NORMAL
189,6,0,255,0.03,0,NORMAL
0,1,1,255,0.04,0,NORMAL
265,32,0,255,0,0,NORMAL
201,12,0,255,0.03,0,NORMAL
286,8,0,255,0.12,0,NORMAL
242,5,0,255,0.04,0,NORMAL
183,18,0,255,0,0,NORMAL
224,9,0,255,0.01,0,NORMAL
255,10,0,255,0.01,0,NORMAL
219,18,0,255,0.07,0,NORMAL
218,15,0,255,0.02,0,NORMAL
260,3,0,240,0.02,0,NORMAL
347,26,0,255,0.01,0,NORMAL
193,7,0,255,0.01,0,NORMAL
281,5,0,255,0,0,NORMAL
323,1,0,61,1,0,NORMAL
170,1,0,255,0.01,0,NORMAL
170,1,0,255,0.02,0,NORMAL
0,1,1,255,0.09,0,NORMAL
295,1,0,255,1,0,NORMAL
224,4,0,255,0,0,NORMAL
327,2,0,204,1,0,NORMAL
247,18,0,255,0.02,0,NORMAL
0,2,1,255,0.2,0,NORMAL
325,29,0,255,0.01,0,NORMAL
325,12,0,255,0.03,0,NORMAL
185,1,0,255,0.07,0,NORMAL
313,30,0,255,0,0,NORMAL
197,24,0,255,0.1,0,NORMAL
328,4,0,255,0,0,NORMAL
321,7,0,255,0,0,NORMAL
214,11,0,255,0.01,0,NORMAL
180,2,0,255,0,0,NORMAL
209,2,0,255,0,0,NORMAL
347,3,0,255,0,0,NORMAL
302,3,0,255,0.33,0,NORMAL
166,3,0,255,0.04,0,NORMAL
175,1,0,255,0.04,0,NORMAL
277,13,0,255,0,0,NORMAL
213,29,0,255,0.01,0,NORMAL
185,1,0,251,0,0,NORMAL
238,18,0,255,0.02,0,NORMAL
285,3,0,255,0.1,0,NORMAL
354,18,0,255,0.01,0,NORMAL
318,4,0,255,0.25,0,NORMAL
224,3,0,255,0.01,0,NORMAL
0,1,1,253,0.04,0,NORMAL
234,9,0,255,0.01,0,NORMAL
193,6,0,255,0.01,0,NORMAL
307,10,0,255,0,0,NORMAL
324,9,0,255,0.07,0,NORMAL
288,15,0,255,0.01,0,NORMAL
168,1,0,255,0.05,0,NORMAL
192,22,0,216,0.04,0.04,NORMAL
253,15,0,255,0,0,NORMAL
200,32,0,255,0,0,NORMAL
0,1,1,251,0.5,0,NORMAL
334,2,0,255,0,0,NORMAL
258,8,0,255,0.33,0,NORMAL
0,1,1,255,0.01,0,NORMAL
325,2,0,255,0.02,0,NORMAL
297,5,0,255,0.01,0,NORMAL
230,6,0,238,0,0,NORMAL
233,14,0,255,0.02,0,NORMAL
0,1,1,157,0.33,0,NORMAL
225,15,0,255,0.01,0.01,NORMAL
312,6,0,255,0.02,0,NORMAL
312,17,0,255,0,0,NORMAL
236,8,0,255,0,0,NORMAL
292,6,0,255,0.01,0,NORMAL
302,12,0,249,0,0,NORMAL
227,20,0,255,0.01,0,NORMAL
216,35,0,255,0,0,NORMAL
320,24,0,255,0.02,0,NORMAL
200,5,0,255,0.01,0,NORMAL
0,1,1,38,0.12,0,NORMAL
257,30,0,255,0.01,0,NORMAL
205,24,0,255,0,0,NORMAL
310,12,0,253,0.08,0,NORMAL
198,12,0,255,0.07,0,NORMAL
261,2,0,232,0,0,NORMAL
382,15,0,255,0.01,0.01,NORMAL
219,4,0,211,0.02,0,NORMAL
201,21,0,255,0,0,NORMAL
237,21,0,255,0.01,0,NORMAL
0,1,1,255,0.1,0,NORMAL
0,4,0,255,0.22,0.11,NORMAL
0,1,1,115,0.03,0,NORMAL
305,2,0,236,0,0,NORMAL
237,9,0,255,0.01,0,NORMAL
241,3,0,247,0,0,NORMAL
211,13,0,204,0.01,0,NORMAL
213,6,0,255,0.17,0,NORMAL
205,5,0,255,0,0,NORMAL
341,34,0,255,0,0,NORMAL
333,30,0,255,0.01,0,NORMAL
335,6,0,255,0.2,0,NORMAL
373,33,0,255,0,0,NORMAL
0,1,0,255,0.03,0.03,NORMAL
230,57,0,255,0,0,NORMAL
216,4,0,255,0,0,NORMAL
312,3,0,164,0.01,0.01,NORMAL
197,20,0,255,0,0,NORMAL
318,3,0,255,0.04,0,NORMAL
210,1,0,255,0.17,0,NORMAL
210,1,0,92,1,0,NORMAL
242,6,0,255,0,0,NORMAL
217,19,0,255,0,0,NORMAL
251,9,0,255,0.04,0.09,NORMAL
200,17,0,255,0.06,0,NORMAL
220,6,0,255,0.2,0,NORMAL
225,10,0,255,0.02,0,NORMAL
278,22,0,255,0,0,NORMAL
256,9,0,255,0,0,NORMAL
190,43,0,255,0,0,NORMAL
218,23,0,255,0.01,0,NORMAL
222,2,0,230,0.33,0.33,NORMAL
336,2,0,255,0.02,0,NORMAL
218,17,0,255,0.02,0,NORMAL
194,11,0,255,0.09,0,NORMAL
0,1,1,253,0.33,0,NORMAL
0,2,0,255,0.02,0.01,NORMAL
264,1,0,255,0,0,NORMAL
218,36,0,255,0,0,NORMAL
246,24,0,255,0.07,0,NORMAL
368,4,0,231,0.01,0,NORMAL
227,3,0,255,0.33,0,NORMAL
0,1,1,130,0.01,0,NORMAL
282,26,0,255,0,0,NORMAL
0,28,0.85,231,0.04,0,NORMAL
272,3,0,255,0.01,0,NORMAL
269,7,0,255,0,0,NORMAL
389,9,0,255,0.02,0,NORMAL
268,3,0,255,0.01,0,NORMAL
164,1,0,255,0.05,0.05,NORMAL
201,20,0,255,0,0,NORMAL
0,2,1,217,0.17,0,NORMAL
213,16,0,229,0.03,0,NORMAL
210,3,0,255,0.06,0,NORMAL
254,17,0,255,0,0,NORMAL
0,2,1,152,0.03,0,NORMAL
344,1,0,255,0,0,NORMAL
280,4,0,255,0.1,0.1,NORMAL
342,14,0,255,0,0,NORMAL
0,2,1,255,1,0,NORMAL
237,10,0,255,0,0,NORMAL
220,31,0,255,0.05,0,NORMAL
185,2,0,255,0,0,NORMAL
196,9,0,255,0,0,NORMAL
194,22,0,255,0.01,0,NORMAL
0,1,1,255,0.03,0,NORMAL
139,1,0,255,0,0,NORMAL
0,6,0,255,0.01,0.01,NORMAL
211,69,0,255,0.01,0,NORMAL
335,45,0,255,0.01,0,NORMAL
222,15,0,255,0.03,0,NORMAL
200,17,0,255,0.01,0,NORMAL
297,10,0.1,255,0.01,0,NORMAL
208,16,0,255,0.01,0,NORMAL
334,4,0,255,0.01,0,NORMAL
191,7,0,255,0.06,0,NORMAL
194,2,0,255,0,0,NORMAL
308,18,0,255,0.01,0,NORMAL
261,2,0,231,0,0,NORMAL
302,5,0,255,0,0,NORMAL
195,20,0,255,0.01,0,NORMAL
312,4,0,255,0.33,0,NORMAL
315,17,0.12,255,0,0.01,NORMAL
265,5,0,255,0.01,0,NORMAL
325,6,0,255,0.02,0,NORMAL
255,7,0,255,0.01,0.01,NORMAL
304,3,0,255,0.01,0,NORMAL
205,18,0,255,0.01,0,NORMAL
297,3,0,255,0.01,0,NORMAL
199,6,0,255,0.01,0,NORMAL
208,9,0,255,0,0,NORMAL
220,4,0,255,0.05,0,NORMAL
206,33,0,255,0,0,NORMAL
243,27,0,255,0,0,NORMAL
190,3,0,231,0.33,0,NORMAL
221,11,0,255,0.2,0,NORMAL
235,25,0,255,0,0,NORMAL
352,7,0,255,0.01,0.01,NORMAL
179,1,0,255,0.01,0,NORMAL
241,1,0,255,0.33,0.33,NORMAL
208,3,0,255,0,0,NORMAL
309,4,0,255,0.01,0,NORMAL
192,27,0,255,0,0.01,NORMAL
209,13,0,255,0.08,0,NORMAL
235,5,0,255,0.01,0,NORMAL
306,1,0,255,0.2,0,NORMAL
213,86,0,255,0.33,0,NORMAL
287,23,0,255,0,0,NORMAL
202,27,0,255,0.01,0.01,NORMAL
200,11,0,255,0,0,NORMAL
229,12,0,255,0.02,0,NORMAL
256,15,0,255,0.02,0,NORMAL
328,9,0,26,0.04,0,NORMAL
227,8,0,255,0.07,0,NORMAL
202,1,0,255,0,0,NORMAL
219,8,0,255,0.03,0,NORMAL
0,1,1,255,0,0,NORMAL
242,23,0,255,0.01,0,NORMAL
285,30,0,255,0,0,NORMAL
248,10,0,255,0,0,NORMAL
318,23,0,255,0,0,NORMAL
328,2,0,255,0.17,0,NORMAL
300,26,0,255,0.04,0,NORMAL
168,2,0,255,0.06,0,NORMAL
155,1,0,255,0,0,NORMAL
327,17,0,255,0.03,0,NORMAL
0,1,1,253,0.02,0,NORMAL
225,24,0,255,0,0,NORMAL
230,16,0,255,0,0,NORMAL
156,1,0,255,0.01,0,NORMAL
260,1,0,255,0.08,0,NORMAL
209,6,0,255,0.01,0,NORMAL
218,7,0,255,0.01,0,NORMAL
331,1,0,255,0.09,0,NORMAL
379,8,0,255,0,0,NORMAL
312,35,0,255,0.02,0,NORMAL
303,39,0,255,0.01,0,NORMAL
214,13,0,255,0,0,NORMAL
201,23,0,255,0,0,NORMAL
213,3,0,255,0.01,0.01,NORMAL
206,2,0,255,0.02,0,NORMAL
296,2,0,255,0,0.01,NORMAL
0,2,1,254,0.06,0,NORMAL
156,1,0,255,0.02,0,NORMAL
206,5,0,255,0.2,0,NORMAL
191,24,0,255,0.14,0,NORMAL
249,14,0,255,0.2,0,NORMAL
300,1,0,255,0.01,0,NORMAL
244,4,0,255,0,0,NORMAL
254,7,0,255,0,0,NORMAL
0,1,1,255,0.01,0,NORMAL
263,9,0,255,0.04,0,NORMAL
207,8,0,255,0.01,0.01,NORMAL
401,3,0,255,0,0,NORMAL
241,9,0,255,0,0,NORMAL
295,16,0,206,0.01,0,NORMAL
206,7,0,255,0,0,NORMAL
313,2,0,241,0,0,NORMAL
324,9,0,238,0,0.01,NORMAL
204,17,0,255,0,0,NORMAL
306,5,0,211,0,0,NORMAL
286,2,0,255,0.5,0,NORMAL
288,42,0,58,0.02,0.02,NORMAL
220,5,0,255,0.07,0,NORMAL
305,58,0,255,0,0,NORMAL
305,11,0,255,0.01,0,NORMAL
203,11,0,255,0.01,0,NORMAL
244,1,0,255,0.1,0,NORMAL
0,2,1,255,0.02,0,NORMAL
221,6,0,255,0.01,0.01,NORMAL
247,27,0,255,0,0,NORMAL
283,25,0,255,0,0,NORMAL
226,1,0,255,0,0,NORMAL
349,42,0,255,0,0,NORMAL
298,16,0,255,0,0.01,NORMAL
227,5,0,253,0,0,NORMAL
202,11,0,255,0.02,0,NORMAL
208,22,0,255,0.05,0,NORMAL
0,1,1,229,0.11,0,NORMAL
235,1,0,255,0.01,0,NORMAL
305,11,0,255,0,0,NORMAL
322,24,0,255,0,0,NORMAL
0,2,1,94,0.05,0,NORMAL
233,22,0,255,0,0,NORMAL
298,7,0,255,0,0,NORMAL
213,60,0,255,0,0,NORMAL
294,7,0,255,0.06,0,NORMAL
315,16,0,255,0,0,NORMAL
325,28,0,255,0,0,NORMAL
288,41,0,255,0.01,0,NORMAL
211,20,0,255,0,0,NORMAL
0,1,1,253,0.04,0,NORMAL
293,4,0,255,0.04,0,NORMAL
271,6,0,255,0.04,0,NORMAL
288,7,0,255,0,0,NORMAL
226,10,0,255,0.07,0,NORMAL
237,9,0,255,0,0,NORMAL
0,3,1,255,0.06,0,NORMAL
0,1,1,255,0.17,0,NORMAL
223,19,0,255,0,0,NORMAL
335,4,0,252,0,0,NORMAL
271,5,0,255,0.02,0,NORMAL
279,11,0,255,0.09,0,NORMAL
187,8,0,255,0.01,0,NORMAL
302,7,0,232,0,0,NORMAL
332,21,0,255,0,0,NORMAL
223,11,0,255,0,0,NORMAL
203,12,0,255,0.01,0,NORMAL
144,1,0,255,0,0,NORMAL
312,34,0,229,0,0,NORMAL
264,2,0,1,1,0,NORMAL
231,56,0,255,0,0,NORMAL
0,1,1,255,0.12,0,NORMAL
218,2,0,255,0.06,0,NORMAL
173,7,0,255,0.02,0,NORMAL
325,24,0,255,0.01,0.01,NORMAL
280,1,0,255,0,0,NORMAL
267,4,0,248,0,0,NORMAL
246,7,0,255,0.05,0,NORMAL
318,17,0,255,0,0,NORMAL
300,5,0,238,0,0,NORMAL
220,32,0,255,0,0,NORMAL
302,39,0,255,0.01,0,NORMAL
331,8,0,255,0.01,0,NORMAL
336,17,0,255,0,0,NORMAL
0,2,1,253,0.01,0,NORMAL
332,32,0,255,0.01,0,NORMAL
303,32,0,255,0.01,0,NORMAL
231,5,0,249,0,0,NORMAL
295,3,0,255,0.01,0.01,NORMAL
357,10,0,255,0,0,NORMAL
338,8,0,239,0,0,NORMAL
167,7,0,255,0.01,0,NORMAL
204,7,0,255,0,0,NORMAL
303,4,0,234,0,0,NORMAL
219,37,0,255,0,0,NORMAL
264,1,0,241,0,0,NORMAL
222,7,0,255,0.01,0,NORMAL
233,16,0,255,0,0,NORMAL
257,6,0,255,0,0,NORMAL
199,15,0,255,0.01,0,NORMAL
332,11,0,255,0.14,0,NORMAL
316,1,0,255,0,0,NORMAL
244,9,0,255,0.01,0,NORMAL
242,5,0,255,0.06,0,NORMAL
343,19,0,255,0.01,0.02,NORMAL
390,7,0,255,0.04,0,NORMAL
225,32,0,255,0.02,0,NORMAL
272,29,0,255,0,0,NORMAL
192,13,0,239,0.08,0,NORMAL
296,6,0,255,0.01,0,NORMAL
238,8,0,255,0.07,0,NORMAL
329,42,0,255,0,0,NORMAL
219,4,0,255,0.01,0,NORMAL
227,3,0,255,0.01,0,NORMAL
194,14,0,255,0,0,NORMAL
301,3,0,25,0.04,0,NORMAL
303,6,0,246,0,0,NORMAL
214,3,0,255,0.01,0,NORMAL
228,1,0,255,0.06,0,NORMAL
228,1,0,255,0,0,NORMAL
247,4,0,255,0,0,NORMAL
293,11,0,255,0.03,0,NORMAL
229,19,0,255,0,0,NORMAL
329,15,0,255,0,0,NORMAL
226,11,0,255,0,0,NORMAL
289,10,0,255,0,0,NORMAL
220,4,0,83,0.03,0,NORMAL
0,1,1,249,0.06,0,NORMAL
0,2,0,255,0.01,0.02,NORMAL
0,1,1,60,0.12,0,NORMAL
209,5,0,255,0.2,0,NORMAL
323,10,0,255,0.01,0,NORMAL
215,3,0,255,0.02,0,NORMAL
0,1,1,195,0.06,0,NORMAL
305,3,0,255,0.01,0,NORMAL
0,2,1,243,0.02,0,NORMAL
214,4,0,255,0.01,0,NORMAL
298,17,0,255,0.03,0,NORMAL
300,2,0,180,0.01,0.01,NORMAL
337,24,0,109,0.01,0.01,NORMAL
308,7,0,237,0,0.01,NORMAL
268,3,0,255,0.1,0,NORMAL
213,1,0,209,0.05,0,NORMAL
323,20,0,255,0.02,0.02,NORMAL
307,8,0,255,0,0,NORMAL
260,6,0,255,0,0,NORMAL
237,44,0,255,0.02,0,NORMAL
338,2,0,255,0.5,0,NORMAL
171,16,0,255,0.04,0,NORMAL
222,12,0,255,0,0,NORMAL
256,1,0,255,0.03,0,NORMAL
293,38,0,255,0.01,0,NORMAL
302,3,0,225,0,0,NORMAL
204,4,0,255,0.04,0,NORMAL
238,13,0,255,0.01,0,NORMAL
168,1,0,255,0.03,0.03,NORMAL
323,2,0,139,0.01,0.01,NORMAL
345,20,0,255,0.01,0,NORMAL
0,1,1,222,1,0,NORMAL
197,2,0,255,0.5,0,NORMAL
0,1,1,255,0.17,0,NORMAL
299,7,0,255,0.14,0,NORMAL
243,6,0,255,0.06,0.06,NORMAL
185,5,0,255,0.04,0,NORMAL
401,6,0,255,0,0,NORMAL
297,29,0,255,0,0.01,NORMAL
216,38,0,255,0.01,0,NORMAL
221,2,0,255,0.01,0,NORMAL
0,1,1,204,0.02,0,NORMAL
143,13,0,255,1,0,NORMAL
327,4,0,255,0.03,0,NORMAL
239,13,0,255,0.01,0,NORMAL
394,8,0,255,0,0,NORMAL
302,5,0,255,0.08,0,NORMAL
200,4,0,255,0.01,0.01,NORMAL
237,27,0,255,0.01,0,NORMAL
233,7,0,255,0,0,NORMAL
337,10,0,255,0.1,0,NORMAL
279,3,0,255,0.04,0,NORMAL
223,10,0,255,0,0,NORMAL
0,1,1,255,0.01,0,NORMAL
359,18,0,255,0,0,NORMAL
242,3,0,255,0.01,0,NORMAL
296,24,0,255,0,0,NORMAL
272,12,0,255,0,0,NORMAL
236,13,0,255,0,0,NORMAL
283,7,0,255,0.01,0,NORMAL
255,7,0,255,0.01,0,NORMAL
298,10,0,255,0.01,0,NORMAL
243,7,0,255,0.03,0,NORMAL
0,1,1,212,0.14,0,NORMAL
251,6,0,255,0.17,0,NORMAL
285,9,0,255,0.11,0,NORMAL
251,10,0,255,0.1,0,NORMAL
299,2,0,255,0.03,0,NORMAL
311,26,0,255,0,0,NORMAL
186,1,0,255,0.1,0,NORMAL
295,27,0,255,0.04,0,NORMAL
212,10,0,255,0,0,NORMAL
170,4,0,255,0.02,0.07,NORMAL
251,11,0,255,0.01,0,NORMAL
201,14,0,255,0.01,0,NORMAL
269,3,0,255,0.01,0,NORMAL
246,1,0,255,0.03,0,NORMAL
202,11,0,255,0,0,NORMAL
269,20,0,255,0.02,0,NORMAL
0,1,1,255,0.25,0,NORMAL
295,8,0,255,0.11,0,NORMAL
352,9,0,255,0.05,0,NORMAL
214,6,0,255,0.02,0,NORMAL
239,29,0,255,0.03,0,NORMAL
168,15,0,255,0,0.01,NORMAL
228,16,0,255,0,0,NORMAL
202,2,0,255,0.07,0,NORMAL
215,7,0,255,0.03,0,NORMAL
307,15,0,255,0.03,0,NORMAL
198,19,0,255,0.01,0,NORMAL
275,6,0,255,0.04,0,NORMAL
277,5,0,255,0,0,NORMAL
236,9,0,255,0,0,NORMAL
250,1,0,255,0,0,NORMAL
285,2,0,255,0.01,0,NORMAL
320,10,0,255,0,0,NORMAL
338,15,0,255,0,0.01,NORMAL
264,10,0,255,0,0,NORMAL
273,1,0,255,0,0,NORMAL
0,2,1,9,0.04,0.04,NORMAL
212,9,0,255,0.11,0,NORMAL
305,16,0,255,0.01,0,NORMAL
252,10,0,255,0,0,NORMAL
306,1,0,46,0.02,0,NORMAL
237,29,0,255,0,0,NORMAL
219,19,0,255,0.25,0,NORMAL
375,3,0,255,0,0,NORMAL
344,17,0,255,0,0,NORMAL
229,8,0,255,0.01,0,NORMAL
229,8,0,255,0,0,NORMAL
346,8,0,255,0.06,0,NORMAL
210,7,0,255,0.14,0,NORMAL
306,7,0,243,0,0,NORMAL
240,3,0,255,0,0,NORMAL
216,12,0,255,0.02,0,NORMAL
216,13,0,255,0.02,0,NORMAL
293,10,0,255,0.02,0,NORMAL
296,20,0,255,0,0,NORMAL
309,13,0,255,0,0,NORMAL
308,10,0,67,0.01,0,NORMAL
330,10,0,255,0.01,0,NORMAL
305,11,0,255,0.08,0,NORMAL
303,4,0,247,0,0,NORMAL
294,9,0,255,0.01,0,NORMAL
226,3,0,255,0.01,0.02,NORMAL
229,12,0,255,0,0,NORMAL
300,4,0,255,0.01,0,NORMAL
222,5,0,255,0.02,0,NORMAL
0,1,1,250,0.5,0,NORMAL
243,14,0,255,0.01,0,NORMAL
315,23,0,255,0,0,NORMAL
0,1,1,255,0.01,0,NORMAL
0,2,1,255,0.01,0,NORMAL
240,17,0,255,0,0,NORMAL
220,26,0,255,0,0,NORMAL
361,18,0,255,0.01,0,NORMAL
0,1,1,11,1,0,NORMAL
211,17,0,255,0.04,0,NORMAL
351,7,0,255,0.03,0,NORMAL
301,12,0,255,0.01,0.01,NORMAL
331,6,0,255,0,0,NORMAL
206,8,0,255,0.12,0,NORMAL
233,18,0,255,0.01,0,NORMAL
184,1,0,249,0,0,NORMAL
310,11,0,255,0,0,NORMAL
303,5,0,255,0.01,0,NORMAL
326,4,0,255,0,0,NORMAL
208,2,0,255,0.03,0,NORMAL
287,15,0,255,0.02,0,NORMAL
216,2,0,255,0,0,NORMAL
327,22,0,255,0,0,NORMAL
230,37,0,255,0,0,NORMAL
248,12,0,255,0,0,NORMAL
0,1,1,250,0.02,0,NORMAL
309,9,0,255,0.01,0,NORMAL
214,5,0,255,0.02,0.02,NORMAL
218,4,0,255,0.02,0,NORMAL
211,3,0,255,0.01,0,NORMAL
156,5,0,255,0,0,NORMAL
264,4,0,255,1,0,NORMAL
315,1,0,255,0.02,0.02,NORMAL
216,19,0,255,0.07,0,NORMAL
293,3,0,255,0.01,0,NORMAL
220,19,0,255,0.11,0,NORMAL
344,1,0,255,1,0,NORMAL
224,16,0,255,0,0,NORMAL
163,5,0,255,0,0.01,NORMAL
331,67,0,255,0.02,0,NORMAL
213,10,0,255,0,0,NORMAL
197,3,0,255,0.33,0,NORMAL
299,7,0,250,0,0,NORMAL
228,1,0,255,0,0,NORMAL
229,6,0,255,0,0,NORMAL
0,1,1,255,0.14,0,NORMAL
309,6,0.2,255,0,0,NORMAL
249,36,0,255,0,0,NORMAL
317,34,0,255,0,0,NORMAL
230,10,0,255,0.02,0,NORMAL
326,8,0,255,0.12,0,NORMAL
293,13,0,204,0.08,0,NORMAL
350,26,0,255,0,0,NORMAL
229,3,0,255,0.03,0,NORMAL
314,39,0,255,0,0,NORMAL
303,16,0,255,0,0,NORMAL
224,10,0,255,0,0,NORMAL
244,11,0,255,0.14,0,NORMAL
0,2,1,255,1,0,NORMAL
328,10,0,255,0,0.01,NORMAL
219,51,0,255,0.02,0,NORMAL
304,9,0,255,0,0,NORMAL
386,12,0,255,0,0,NORMAL
327,6,0,255,0,0,NORMAL
209,2,0,255,0.03,0,NORMAL
236,1,0,255,1,0,NORMAL
290,34,0,255,0.03,0,NORMAL
209,19,0,255,0.05,0,NORMAL
325,24,0,253,0,0,NORMAL
224,4,0,255,0,0,NORMAL
211,27,0,255,0.02,0,NORMAL
251,6,0,255,0.01,0.01,NORMAL
228,21,0,255,0.01,0,NORMAL
164,13,0,255,0.01,0,NORMAL
215,7,0,255,0.17,0,NORMAL
189,2,0,255,0,0,NORMAL
218,6,0,255,0,0,NORMAL
238,5,0,255,0,0,NORMAL
209,1,0,255,0.02,0,NORMAL
259,4,0,255,0.02,0,NORMAL
359,11,0,255,0.01,0.01,NORMAL
205,33,0,255,0.01,0.01,NORMAL
350,21,0,255,0,0,NORMAL
297,12,0,255,0.01,0,NORMAL
200,28,0,255,0.02,0,NORMAL
198,3,0,255,0.11,0,NORMAL
311,7,0,255,0,0,NORMAL
206,75,0,255,0,0,NORMAL
299,13,0,255,0.01,0,NORMAL
242,7,0.43,255,0.01,0,NORMAL
223,17,0,255,0,0,NORMAL
328,10,0,255,0,0,NORMAL
250,10,0,255,0.01,0,NORMAL
202,4,0,255,0.01,0,NORMAL
349,13,0,235,0.08,0,NORMAL
413,17,0,255,0,0,NORMAL
205,13,0,255,0,0,NORMAL
308,3,0,237,0,0,NORMAL
237,66,0,255,0,0,NORMAL
166,37,0,255,0,0,NORMAL
0,3,1,58,0.5,0,NORMAL
210,16,0,255,0,0,NORMAL
214,19,0,255,0.05,0,NORMAL
299,5,0,255,0.02,0,NORMAL
238,4,0,255,0.1,0,NORMAL
327,17,0,255,0,0,NORMAL
190,6,0,255,0.01,0,NORMAL
336,1,0,255,0.5,0.5,NORMAL
180,1,0,255,0.04,0,NORMAL
227,25,0,255,0,0,NORMAL
205,21,0,255,0,0,NORMAL
323,2,0,255,0.33,0,NORMAL
287,4,0,118,0.01,0.01,NORMAL
0,1,1,242,0.5,0,NORMAL
201,54,0,255,0.12,0,NORMAL
212,15,0,255,0.07,0,NORMAL
202,26,0,255,0.01,0,NORMAL
220,6,0,255,0,0,NORMAL
241,7,0,255,0,0,NORMAL
261,2,0,255,0.33,0,NORMAL
234,4,0,255,0.01,0,NORMAL
324,11,0,255,0.03,0,NORMAL
182,2,0,255,0.01,0,NORMAL
212,20,0,255,0.02,0,NORMAL
208,28,0,255,0.01,0,NORMAL
0,2,1,255,1,0,NORMAL
252,13,0,255,0,0,NORMAL
164,6,0,255,0,0,NORMAL
369,28,0,255,0,0,NORMAL
167,2,0,255,0.01,0,NORMAL
327,9,0,255,0.11,0,NORMAL
281,3,0,255,0.33,0,NORMAL
230,5,0,255,0,0,NORMAL
302,22,0,255,0.04,0,NORMAL
275,1,0,255,0.02,0,NORMAL
189,5,0,255,0.01,0,NORMAL
232,6,0,255,0,0,NORMAL
367,5,0,255,0,0,NORMAL
210,3,0,255,0.17,0,NORMAL
298,7,0,252,0.2,0.2,NORMAL
294,28,0,255,0.02,0.02,NORMAL
307,11,0,255,0.01,0,NORMAL
308,14,0,255,0,0,NORMAL
213,25,0,255,0,0,NORMAL
304,22,0,198,0.01,0.01,NORMAL
203,52,0,255,0,0,NORMAL
159,1,0,255,1,0,NORMAL
214,2,0,255,0.04,0,NORMAL
204,31,0,255,0,0,NORMAL
0,1,1,19,0.05,0,NORMAL
328,17,0,255,0.08,0,NORMAL
373,4,0,255,0.04,0,NORMAL
209,2,0,255,0.02,0,NORMAL
310,2,0,255,0.01,0,NORMAL
0,3,1,247,0.14,0,NORMAL
281,2,0,255,0.5,0,NORMAL
303,4,0,255,0.01,0,NORMAL
189,4,0,255,0.33,0,NORMAL
174,1,0,26,0.04,0,NORMAL
311,13,0,255,0,0.01,NORMAL
341,14,0,255,0.03,0,NORMAL
217,22,0,255,0,0,NORMAL
240,15,0,255,0,0,NORMAL
0,2,1,133,0.02,0,NORMAL
173,1,0,255,0.33,0,NORMAL
315,19,0,255,0,0,NORMAL
230,5,0,255,1,0,NORMAL
295,8,0,255,0.01,0,NORMAL
200,11,0,255,0.1,0,NORMAL
294,7,0,255,0.05,0,NORMAL
0,2,1,237,1,0,NORMAL
0,7,0,255,0.14,0.14,NORMAL
78,1610,0,57,0.02,0,HIGH_RATE
78,4407,0,61,0.02,0,HIGH_RATE
78,1727,0,62,0.02,0,HIGH_RATE
78,5277,0,66,0.01,0,HIGH_RATE
78,1141,0,60,0.02,0,HIGH_RATE
78,2509,0,64,0.02,0,HIGH_RATE
78,450,0,58,0.02,0,HIGH_RATE
78,1252,0,65,0.02,0,HIGH_RATE
78,5183,0,66,0.01,0,HIGH_RATE
78,5747,0,60,0.02,0,HIGH_RATE
78,5000,0,54,0.02,0,HIGH_RATE
78,221,0,63,0.02,0,HIGH_RATE
78,5357,0,60,0.02,0,HIGH_RATE
78,3356,0,63,0.02,0,HIGH_RATE
78,5159,0,71,0.01,0,HIGH_RATE
78,6218,0,64,0.02,0,HIGH_RATE
78,1932,0,64,0.02,0,HIGH_RATE
78,4109,0,65,0.02,0,HIGH_RATE
78,1105,0,75,0.01,0,HIGH_RATE
78,828,0,54,0.02,0,HIGH_RATE
78,5919,0,63,0.02,0,HIGH_RATE
78,3504,0,53,0.02,0,HIGH_RATE
78,1539,0,64,0.02,0,HIGH_RATE
78,2637,0,59,0.02,0,HIGH_RATE
78,333,0,64,0.02,0,HIGH_RATE
78,165,0,67,0.03,0,HIGH_RATE
78,3396,0,64,0.02,0,HIGH_RATE
78,2482,0,62,0.02,0,HIGH_RATE
78,6032,0,59,0.02,0,HIGH_RATE
