% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,11,14-20,22-23,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,OTH,78,0,9861,0,1,0,0,75,75,1,0,0,0,tcpFlood
tcp,OTH,78,0,11390,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,9936,0,1,0,0,76,76,1,0,0,0,tcpFlood
tcp,OTH,78,0,10610,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,7581,0,1,0,0,72,72,1,0,0,0,tcpFlood
tcp,OTH,78,0,9897,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,19670,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,645,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,6555,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,24711,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,8609,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,9905,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,20337,0,1,0,0,78,78,1,0,0,0,tcpFlood
tcp,OTH,78,0,18558,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,1064,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,26695,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,23658,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,7335,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,11323,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,5594,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,11528,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,5699,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,6493,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,13012,0,1,0,0,78,78,1,0,0,0,tcpFlood
tcp,OTH,78,0,10879,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,9798,0,1,0,0,74,74,1,0,0,0,tcpFlood
tcp,OTH,78,0,1556,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,9563,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,4772,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,20621,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,23735,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,10618,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,23763,0,1,0,0,72,72,1,0,0,0,tcpFlood
tcp,OTH,78,0,19743,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,11716,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,4380,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,8459,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,2766,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,5560,0,1,0,0,62,62,1,0,0,0,tcpFlood
tcp,OTH,78,0,9868,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,22032,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,15539,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,21533,0,1,0,0,77,77,1,0,0,0,tcpFlood
tcp,OTH,78,0,332,0,1,0,0,72,72,1,0,0,0,tcpFlood
tcp,OTH,78,0,9080,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,22071,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,18986,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,9034,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,25092,0,1,0,0,74,74,1,0,0,0,tcpFlood
tcp,OTH,78,0,8487,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,25587,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,7655,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,8403,0,1,0,0,63,63,1,0,0,0,tcpFlood
tcp,OTH,78,0,9637,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,24957,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,2412,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,7725,0,1,0,0,72,72,1,0,0,0,tcpFlood
tcp,OTH,78,0,25261,0,1,0,0,75,75,1,0,0,0,tcpFlood
tcp,OTH,78,0,15287,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,11661,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,23559,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,5584,0,1,0,0,72,72,1,0,0,0,tcpFlood
tcp,OTH,78,0,9632,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,9914,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,6804,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,14166,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,9903,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,16662,0,1,0,0,76,76,1,0,0,0,tcpFlood
tcp,OTH,78,0,11234,0,1,0,0,75,75,1,0,0,0,tcpFlood
tcp,OTH,78,0,11931,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,4957,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,8553,0,1,0,0,69,69,1,0,0,0,tcpFlood
tcp,OTH,78,0,16325,0,1,0,0,71,71,1,0,0,0,tcpFlood
tcp,OTH,78,0,9998,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,7117,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,9859,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,22510,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,10456,0,1,0,0,75,75,1,0,0,0,tcpFlood
tcp,OTH,78,0,6461,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,15450,0,1,0,0,77,77,1,0,0,0,tcpFlood
tcp,OTH,78,0,26449,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,7965,0,1,0,0,62,62,1,0,0,0,tcpFlood
tcp,OTH,78,0,9295,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,11836,0,1,0,0,65,65,1,0,0,0,tcpFlood
tcp,OTH,78,0,22223,0,1,0,0,66,66,1,0,0,0,tcpFlood
tcp,OTH,78,0,7947,0,1,0,0,75,75,1,0,0,0,tcpFlood
tcp,OTH,78,0,11655,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,6689,0,1,0,0,68,68,1,0,0,0,tcpFlood
tcp,OTH,78,0,10704,0,1,0,0,70,70,1,0,0,0,tcpFlood
tcp,OTH,78,0,6566,0,1,0,0,67,67,1,0,0,0,tcpFlood
tcp,OTH,78,0,11825,0,1,0,0,73,73,1,0,0,0,tcpFlood
tcp,OTH,78,0,9642,0,1,0,0,69,69,1,0,0,0,tcpFlood
udp,OTH,60,0,105,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,124,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,81,0,1,0,0,41,41,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,35,35,1,0,0,0,udpFlood
udp,OTH,60,0,96,0,1,0,0,43,43,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,107,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,30,30,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,136,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,105,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,76,0,1,0,0,32,32,1,0,0,0,udpFlood
udp,OTH,60,0,125,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,137,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,100,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,160,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,116,0,1,0,0,37,37,1,0,0,0,udpFlood
udp,OTH,60,0,122,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,80,0,1,0,0,36,36,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,131,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,164,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,21,21,1,0,0,0,udpFlood
udp,OTH,60,0,106,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,111,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,48,0,1,0,0,22,22,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,23,23,1,0,0,0,udpFlood
udp,OTH,60,0,34,0,1,0,0,31,31,1,0,0,0,udpFlood
udp,OTH,60,0,65,0,1,0,0,26,26,1,0,0,0,udpFlood
udp,OTH,60,0,103,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,83,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,116,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,12,12,1,0,0,0,udpFlood
udp,OTH,60,0,94,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,106,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,38,38,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,37,37,1,0,0,0,udpFlood
udp,OTH,60,0,165,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,111,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,153,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,159,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,139,0,1,0,0,18,18,1,0,0,0,udpFlood
udp,OTH,60,0,146,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,104,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,140,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,31,0,1,0,0,28,28,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,105,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,109,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,22,22,1,0,0,0,udpFlood
udp,OTH,60,0,26,0,1,0,0,26,26,1,0,0,0,udpFlood
udp,OTH,60,0,107,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,115,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,140,0,1,0,0,21,21,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,13,13,1,0,0,0,udpFlood
udp,OTH,60,0,117,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,87,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,29,29,1,0,0,0,udpFlood
udp,OTH,60,0,160,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,143,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,125,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,137,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,33,0,1,0,0,30,30,1,0,0,0,udpFlood
udp,OTH,60,0,103,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,92,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,159,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,160,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,78,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,80,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,71,0,1,0,0,29,29,1,0,0,0,udpFlood
udp,OTH,60,0,159,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,107,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,109,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,153,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,121,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,52,0,1,0,0,24,24,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,31,31,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,100,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,157,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,128,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,164,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,47,0,1,0,0,22,22,1,0,0,0,udpFlood
udp,OTH,60,0,104,0,1,0,0,39,39,1,0,0,0,udpFlood
udp,OTH,60,0,130,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,102,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,120,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,85,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,29,0,1,0,0,26,26,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,120,0,1,0,0,35,35,1,0,0,0,udpFlood
udp,OTH,60,0,74,0,1,0,0,30,30,1,0,0,0,udpFlood
udp,OTH,60,0,111,0,1,0,0,38,38,1,0,0,0,udpFlood
udp,OTH,60,0,17,0,1,0,0,17,17,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,19,19,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,121,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,56,0,1,0,0,24,24,1,0,0,0,udpFlood
udp,OTH,60,0,23,0,1,0,0,23,23,1,0,0,0,udpFlood
udp,OTH,60,0,139,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,129,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,105,0,1,0,0,39,39,1,0,0,0,udpFlood
udp,OTH,60,0,101,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,77,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,119,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,38,38,1,0,0,0,udpFlood
udp,OTH,60,0,109,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,11,11,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,105,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,145,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,0,0,0,0,0,0,0,0,0,0,0,udpFlood
udp,OTH,60,0,101,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,88,0,1,0,0,41,41,1,0,0,0,udpFlood
udp,OTH,60,0,102,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,30,0,1,0,0,27,27,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,121,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,88,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,111,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,24,0,1,0,0,24,24,1,0,0,0,udpFlood
udp,OTH,60,0,117,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,143,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,109,0,1,0,0,38,38,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,115,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,118,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,121,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,139,0,1,0,0,20,20,1,0,0,0,udpFlood
udp,OTH,60,0,60,0,1,0,0,25,25,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,69,0,1,0,0,27,27,1,0,0,0,udpFlood
udp,OTH,60,0,160,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,95,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,128,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,102,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,155,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,87,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,145,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,125,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,86,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,94,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,113,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,57,0,1,0,0,24,24,1,0,0,0,udpFlood
udp,OTH,60,0,140,0,1,0,0,21,21,1,0,0,0,udpFlood
udp,OTH,60,0,117,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,45,0,1,0,0,22,22,1,0,0,0,udpFlood
udp,OTH,60,0,137,0,1,0,0,11,11,1,0,0,0,udpFlood
udp,OTH,60,0,119,0,1,0,0,35,35,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,29,29,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,27,27,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,30,30,1,0,0,0,udpFlood
udp,OTH,60,0,154,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,128,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,106,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,101,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,109,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,137,0,1,0,0,20,20,1,0,0,0,udpFlood
udp,OTH,60,0,86,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,15,15,1,0,0,0,udpFlood
udp,OTH,60,0,102,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,120,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,116,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,145,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,117,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,85,0,1,0,0,41,41,1,0,0,0,udpFlood
udp,OTH,60,0,101,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,103,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,93,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,93,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,132,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,135,0,1,0,0,18,18,1,0,0,0,udpFlood
udp,OTH,60,0,116,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,87,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,103,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,143,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,24,24,1,0,0,0,udpFlood
udp,OTH,60,0,145,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,151,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,15,0,1,0,0,15,15,1,0,0,0,udpFlood
udp,OTH,60,0,86,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,106,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,8,0,1,0,0,8,8,1,0,0,0,udpFlood
udp,OTH,60,0,108,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,164,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,49,0,1,0,0,21,21,1,0,0,0,udpFlood
udp,OTH,60,0,123,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,151,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,64,0,1,0,0,26,26,1,0,0,0,udpFlood
udp,OTH,60,0,125,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,110,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,160,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,119,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,142,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,84,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,7,0,1,0,0,7,7,1,0,0,0,udpFlood
udp,OTH,60,0,125,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,86,0,1,0,0,40,40,1,0,0,0,udpFlood
udp,OTH,60,0,14,0,1,0,0,14,14,1,0,0,0,udpFlood
udp,OTH,60,0,81,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,138,0,1,0,0,14,14,1,0,0,0,udpFlood
udp,OTH,60,0,91,0,1,0,0,42,42,1,0,0,0,udpFlood
udp,OTH,60,0,112,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,141,0,1,0,0,34,34,1,0,0,0,udpFlood
udp,OTH,60,0,123,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,131,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,114,0,1,0,0,33,33,1,0,0,0,udpFlood
udp,OTH,60,0,62,0,1,0,0,25,25,1,0,0,0,udpFlood
