% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,12,17,20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
SF,0,255,0,NORMAL
SF,0,181,0,NORMAL
SF,0,84,0,NORMAL
SF,0,3,0,NORMAL
SF,0,255,0,NORMAL
SF,0,104,0,NORMAL
SF,0,255,0,NORMAL
SF,0,13,0,NORMAL
SF,0,156,0,NORMAL
SF,0,5,0,NORMAL
SF,0,3,0,NORMAL
SF,0,255,0,NORMAL
SF,0,132,0,NORMAL
SF,0,255,0,NORMAL
SF,0,43,0,NORMAL
SF,0,55,0,NORMAL
SF,0,26,0,NORMAL
SF,0,14,0,NORMAL
SF,0,225,0,NORMAL
SF,0,30,0,NORMAL
REJ,1,255,0,NORMAL
SF,0,74,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,6,0,NORMAL
SF,0,26,0,NORMAL
SF,0,18,0,NORMAL
S1,0,255,0,NORMAL
SF,0,37,0,NORMAL
REJ,1,46,0,NORMAL
SF,0,231,0,NORMAL
SF,0,255,0,NORMAL
SF,0,166,0,NORMAL
SF,0,12,0,NORMAL
SF,0,144,0,NORMAL
SF,0,159,0,NORMAL
SF,0,11,0,NORMAL
SF,0,255,0,NORMAL
SF,0,116,0,NORMAL
SF,0,114,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,125,0,NORMAL
SF,0,50,0,NORMAL
SF,0,238,0,NORMAL
REJ,1,16,0,NORMAL
SF,0,43,0,NORMAL
SF,0,5,0,NORMAL
SF,0,7,0,NORMAL
SF,0,5,0,NORMAL
SF,0,177,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,96,0,NORMAL
SF,0,25,0,NORMAL
SF,0,98,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,97,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0.02,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.02,NORMAL
SF,0,2,0,NORMAL
SF,0,55,0,NORMAL
SF,0,15,0,NORMAL
SF,0,255,0,NORMAL
SF,0,80,0,NORMAL
SF,0,255,0,NORMAL
SF,0,10,0,NORMAL
REJ,1,95,0,NORMAL
SF,0,147,0,NORMAL
SF,0,215,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,226,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,41,0,NORMAL
SF,0,19,0,NORMAL
REJ,1,9,0,NORMAL
SF,0,169,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,19,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,18,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,114,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,23,0,NORMAL
SF,0,25,0,NORMAL
SF,0,23,0,NORMAL
SF,0,255,0,NORMAL
SF,0,14,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,16,0,NORMAL
REJ,1,6,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,114,0,NORMAL
SF,0,11,0,NORMAL
SF,0,76,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0,NORMAL
SF,0,205,0,NORMAL
SF,0,72,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,1,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,8,0,NORMAL
SF,0,18,0,NORMAL
SF,0,49,0,NORMAL
SF,0,129,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,19,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.02,NORMAL
SF,0,255,0,NORMAL
SF,0,190,0,NORMAL
SF,0,94,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,195,0,NORMAL
SF,0,182,0,NORMAL
SF,0,101,0,NORMAL
SF,0,255,0.01,NORMAL
S1,0,166,0,NORMAL
SF,0,255,0,NORMAL
SF,0,203,0,NORMAL
SF,0,187,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.02,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,7,0,NORMAL
SF,0,255,0,NORMAL
SF,0,166,0,NORMAL
SF,0,16,0,NORMAL
SF,0,101,0,NORMAL
SF,0,24,0,NORMAL
SF,0,44,0,NORMAL
SF,0,255,0,NORMAL
SF,0,13,0,NORMAL
SF,0,255,0,NORMAL
SF,0,15,0,NORMAL
SF,0,255,0,NORMAL
SF,0,83,0,NORMAL
SF,0,91,0,NORMAL
SF,0,219,0,NORMAL
SF,0,26,0.08,NORMAL
SF,0,255,0.01,NORMAL
SF,0,101,0,NORMAL
SF,0,18,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,35,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,234,0,NORMAL
SF,0,39,0,NORMAL
REJ,1,17,0,NORMAL
S0,0,228,0,NORMAL
REJ,1,8,0,NORMAL
SF,0,5,0,NORMAL
SF,0,78,0,NORMAL
SF,0,53,0,NORMAL
REJ,1,16,0,NORMAL
SF,0,73,0,NORMAL
REJ,1,61,0,NORMAL
SF,0,106,0,NORMAL
SF,0,36,0,NORMAL
SF,0,189,0.02,NORMAL
SF,0,118,0.02,NORMAL
SF,0,255,0.02,NORMAL
SF,0,10,0,NORMAL
SF,0,19,0,NORMAL
SF,0,60,0,NORMAL
SF,0,248,0,NORMAL
SF,0,255,0,NORMAL
SF,0,48,0,NORMAL
SF,0,2,0,NORMAL
SF,0,28,0,NORMAL
SF,0,255,0,NORMAL
SF,0,34,0,NORMAL
SF,0,135,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,26,0,NORMAL
SF,0,147,0,NORMAL
SF,0,34,0,NORMAL
SF,0,139,0,NORMAL
SF,0,86,0,NORMAL
REJ,1,1,0,NORMAL
SF,0,2,0,NORMAL
REJ,1,6,0,NORMAL
SF,0,7,0,NORMAL
SF,0,17,0,NORMAL
SF,0,24,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,121,0,NORMAL
SF,0,111,0,NORMAL
REJ,1,58,0,NORMAL
SF,0,1,0,NORMAL
SF,0,32,0,NORMAL
SF,0,97,0,NORMAL
SF,0,255,0,NORMAL
SF,0,13,0,NORMAL
SF,0,100,0,NORMAL
SF,0,107,0,NORMAL
SF,0,201,0,NORMAL
SF,0,10,0,NORMAL
SF,0,27,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,125,0,NORMAL
SF,0,255,0,NORMAL
SF,0,72,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,70,0,NORMAL
SF,0,126,0,NORMAL
SF,0,84,0,NORMAL
SF,0,30,0,NORMAL
REJ,1,7,0,NORMAL
SF,0,6,0,NORMAL
SF,0,9,0,NORMAL
SF,0,10,0,NORMAL
SF,0,29,0,NORMAL
SF,0,255,0,NORMAL
SF,0,10,0,NORMAL
SF,0,25,0,NORMAL
SF,0,255,0,NORMAL
S1,0,43,0,NORMAL
SF,0,173,0,NORMAL
SF,0,127,0,NORMAL
SF,0,94,0,NORMAL
SF,0,33,0,NORMAL
SF,0,206,0,NORMAL
SF,0,41,0,NORMAL
REJ,1,4,0,NORMAL
SF,0,9,0,NORMAL
SF,0,20,0,NORMAL
SF,0,48,0,NORMAL
SF,0,29,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,15,0,NORMAL
SF,0,40,0,NORMAL
SF,0,33,0,NORMAL
SF,0,101,0,NORMAL
SF,0,28,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,88,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,24,0.21,NORMAL
SF,0,9,0,NORMAL
SF,0,179,0,NORMAL
SF,0,255,0,NORMAL
SF,0,58,0.05,NORMAL
SF,0,255,0,NORMAL
SF,0,4,0,NORMAL
SF,0,223,0,NORMAL
SF,0,255,0,NORMAL
SF,0,140,0,NORMAL
SF,0,255,0,NORMAL
SF,0,16,0,NORMAL
SF,0,7,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0,NORMAL
SF,0,42,0,NORMAL
SF,0,53,0,NORMAL
SF,0,65,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,74,0.03,NORMAL
SF,0,88,0,NORMAL
SF,0,12,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,181,0,NORMAL
SF,0,129,0,NORMAL
SF,0,255,0,NORMAL
SF,0,84,0,NORMAL
SF,0,47,0,NORMAL
REJ,1,2,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,109,0,NORMAL
REJ,1,73,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,166,0,NORMAL
REJ,1,1,0,NORMAL
SF,0,27,0,NORMAL
SF,0,29,0,NORMAL
SF,0,181,0,NORMAL
SF,0,255,0,NORMAL
SF,0,8,0,NORMAL
SF,0,134,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0,NORMAL
SF,0,80,0,NORMAL
SF,0,255,0,NORMAL
SF,0,31,0,NORMAL
SF,0,43,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,253,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,52,0,NORMAL
SF,0,102,0,NORMAL
SF,0,52,0,NORMAL
SF,0,48,0,NORMAL
SF,0,74,0,NORMAL
SF,0,255,0,NORMAL
SF,0,1,0,NORMAL
SF,0,47,0,NORMAL
SF,0,14,0,NORMAL
SF,0,154,0,NORMAL
SF,0,9,0,NORMAL
SF,0,1,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,51,0,NORMAL
SF,0,255,0,NORMAL
SF,0,3,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,254,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,7,0,NORMAL
SF,0.2,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,41,0,NORMAL
SF,0,8,0,NORMAL
SF,0,13,0,NORMAL
SF,0,255,0,NORMAL
SF,0,30,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,7,0,NORMAL
REJ,1,1,0,NORMAL
SF,0,255,0,NORMAL
SF,0,51,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,34,0,NORMAL
SF,0,1,0,NORMAL
SF,0,34,0,NORMAL
SF,0,19,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,255,0,NORMAL
SF,0,42,0,NORMAL
SF,0,108,0,NORMAL
SF,0,72,0,NORMAL
SF,0,181,0,NORMAL
SF,0,6,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,41,0,NORMAL
SF,0,66,0,NORMAL
SF,0,150,0,NORMAL
SF,0,198,0,NORMAL
SF,0,255,0,NORMAL
SF,0,91,0,NORMAL
SF,0,65,0,NORMAL
SF,0,9,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,67,0,NORMAL
RSTO,0.43,128,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,213,0,NORMAL
SF,0,195,0,NORMAL
SF,0,13,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0.01,NORMAL
SF,0,234,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,2,0,NORMAL
SF,0,255,0,NORMAL
SF,0,19,0,NORMAL
SF,0,51,0,NORMAL
SF,0,10,0,NORMAL
SF,0,255,0,NORMAL
SF,0,189,0,NORMAL
SF,0,2,0,NORMAL
SF,0,26,0,NORMAL
SF,0,255,0,NORMAL
SF,0,228,0,NORMAL
SF,0,3,0,NORMAL
SF,0,118,0,NORMAL
REJ,1,2,0,NORMAL
SF,0,8,0,NORMAL
SF,0,15,0,NORMAL
SF,0,75,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,3,0,NORMAL
SF,0,150,0,NORMAL
SF,0,39,0,NORMAL
SF,0,81,0,NORMAL
SF,0,46,0,NORMAL
SF,0,71,0,NORMAL
REJ,1,1,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,125,0,NORMAL
SF,0,9,0,NORMAL
SF,0,3,0,NORMAL
SF,0,255,0,NORMAL
SF,0,27,0,NORMAL
SF,0,65,0,NORMAL
SF,0,112,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,6,0,NORMAL
SF,0,5,0,NORMAL
SF,0,53,0,NORMAL
SF,0,148,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
SF,0,188,0,NORMAL
SF,0,255,0,NORMAL
SF,0,1,0,NORMAL
SF,0,26,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,19,0,NORMAL
SF,0,12,0,NORMAL
SF,0,24,0,NORMAL
SF,0,43,0,NORMAL
SF,0,86,0,NORMAL
REJ,1,7,0,NORMAL
SF,0,2,0,NORMAL
SF,0,76,0,NORMAL
SF,0,3,0,NORMAL
SF,0,26,0,NORMAL
SF,0,255,0,NORMAL
SF,0,29,0,NORMAL
SF,0,255,0,NORMAL
SF,0,255,0,NORMAL
REJ,1,65,0,NORMAL
SF,0,3,0,NORMAL
SF,0,255,0,NORMAL
SF,0,1,0,NORMAL
SF,0,88,0,NORMAL
SF,0,10,0,NORMAL
SF,0,20,0,NORMAL
REJ,1,1,0,NORMAL
SF,0,7,0,NORMAL
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,60,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,81,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,51,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,79,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,52,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,78,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,59,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,58,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,56,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,63,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,64,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,57,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,75,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,76,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,78,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,78,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,74,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,66,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,73,0,HIGH_RATE
OTH,0,69,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
OTH,0,68,0,HIGH_RATE
OTH,0,70,0,HIGH_RATE
OTH,0,62,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,65,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,77,0,HIGH_RATE
OTH,0,72,0,HIGH_RATE
OTH,0,71,0,HIGH_RATE
OTH,0,67,0,HIGH_RATE
