% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,OTH,78,5521,75,75,0,0,tcpFlood
tcp,OTH,78,4541,67,67,0,0,tcpFlood
tcp,OTH,78,5561,70,70,0,0,tcpFlood
tcp,OTH,78,5242,72,72,0,0,tcpFlood
tcp,OTH,78,8684,71,71,0,0,tcpFlood
tcp,OTH,78,2123,65,65,0,0,tcpFlood
tcp,OTH,78,6233,67,67,0,0,tcpFlood
tcp,OTH,78,15474,67,67,0,0,tcpFlood
tcp,OTH,78,11120,69,69,0,0,tcpFlood
tcp,OTH,78,8420,68,68,0,0,tcpFlood
tcp,OTH,78,22738,69,69,0,0,tcpFlood
tcp,OTH,78,25991,72,72,0,0,tcpFlood
tcp,OTH,78,5500,64,64,0,0,tcpFlood
tcp,OTH,78,6220,71,71,0,0,tcpFlood
tcp,OTH,78,6353,70,70,0,0,tcpFlood
tcp,OTH,78,26696,66,66,0,0,tcpFlood
tcp,OTH,78,10930,73,73,0,0,tcpFlood
tcp,OTH,78,5642,68,68,0,0,tcpFlood
tcp,OTH,78,6540,71,71,0,0,tcpFlood
tcp,OTH,78,15117,77,77,0,0,tcpFlood
tcp,OTH,78,6930,68,68,0,0,tcpFlood
tcp,OTH,78,21965,68,68,0,0,tcpFlood
tcp,OTH,78,9326,65,65,0,0,tcpFlood
tcp,OTH,78,8296,66,66,0,0,tcpFlood
tcp,OTH,78,8826,66,66,0,0,tcpFlood
tcp,OTH,78,12049,72,72,0,0,tcpFlood
tcp,OTH,78,5728,67,67,0,0,tcpFlood
tcp,OTH,78,25800,64,64,0,0,tcpFlood
tcp,OTH,78,15889,73,73,0,0,tcpFlood
tcp,OTH,78,1529,69,69,0,0,tcpFlood
tcp,OTH,78,19264,67,67,0,0,tcpFlood
tcp,OTH,78,22916,71,71,0,0,tcpFlood
tcp,OTH,78,10821,73,73,0,0,tcpFlood
tcp,OTH,78,13132,76,76,0,0,tcpFlood
tcp,OTH,78,5514,74,74,0,0,tcpFlood
tcp,OTH,78,6591,72,72,0,0,tcpFlood
tcp,OTH,78,8177,72,72,0,0,tcpFlood
tcp,OTH,78,10075,73,73,0,0,tcpFlood
tcp,OTH,78,21023,69,69,0,0,tcpFlood
tcp,OTH,78,19419,67,67,0,0,tcpFlood
tcp,OTH,78,15696,73,73,0,0,tcpFlood
tcp,OTH,78,11538,68,68,0,0,tcpFlood
tcp,OTH,78,18018,75,75,0,0,tcpFlood
tcp,OTH,78,5503,71,71,0,0,tcpFlood
tcp,OTH,78,10701,71,71,0,0,tcpFlood
tcp,OTH,78,7536,68,68,0,0,tcpFlood
tcp,OTH,78,10274,70,70,0,0,tcpFlood
tcp,OTH,78,4240,71,71,0,0,tcpFlood
tcp,OTH,78,8053,70,70,0,0,tcpFlood
tcp,OTH,78,26769,65,65,0,0,tcpFlood
tcp,OTH,78,20664,69,69,0,0,tcpFlood
tcp,OTH,78,8956,68,68,0,0,tcpFlood
tcp,OTH,78,8636,67,67,0,0,tcpFlood
tcp,OTH,78,6728,68,68,0,0,tcpFlood
tcp,OTH,78,11099,69,69,0,0,tcpFlood
tcp,OTH,78,6555,71,71,0,0,tcpFlood
tcp,OTH,78,12457,74,74,0,0,tcpFlood
tcp,OTH,78,11702,65,65,0,0,tcpFlood
tcp,OTH,78,3205,67,67,0,0,tcpFlood
tcp,OTH,78,15069,72,72,0,0,tcpFlood
tcp,OTH,78,19644,53,53,0,0,tcpFlood
tcp,OTH,78,4679,67,67,0,0,tcpFlood
tcp,OTH,78,14811,71,71,0,0,tcpFlood
tcp,OTH,78,6493,67,67,0,0,tcpFlood
tcp,OTH,78,6090,72,72,0,0,tcpFlood
tcp,OTH,78,5158,67,67,0,0,tcpFlood
tcp,OTH,78,10607,67,67,0,0,tcpFlood
tcp,OTH,78,9899,71,71,0,0,tcpFlood
tcp,OTH,78,14842,71,71,0,0,tcpFlood
tcp,OTH,78,6968,71,71,0,0,tcpFlood
tcp,OTH,78,17369,76,76,0,0,tcpFlood
tcp,OTH,78,5566,70,70,0,0,tcpFlood
tcp,OTH,78,10601,70,70,0,0,tcpFlood
tcp,OTH,78,2461,66,66,0,0,tcpFlood
tcp,OTH,78,6576,68,68,0,0,tcpFlood
tcp,OTH,78,20547,71,71,0,0,tcpFlood
tcp,OTH,78,1627,67,67,0,0,tcpFlood
tcp,OTH,78,21299,65,65,0,0,tcpFlood
tcp,OTH,78,23016,64,64,0,0,tcpFlood
tcp,OTH,78,7205,73,73,0,0,tcpFlood
tcp,OTH,78,26696,72,72,0,0,tcpFlood
tcp,OTH,78,6566,67,67,0,0,tcpFlood
tcp,OTH,78,22230,66,66,0,0,tcpFlood
tcp,OTH,78,10061,72,72,0,0,tcpFlood
tcp,OTH,78,27016,67,67,0,0,tcpFlood
tcp,OTH,78,15942,66,66,0,0,tcpFlood
tcp,OTH,78,7926,68,68,0,0,tcpFlood
tcp,OTH,78,6775,66,66,0,0,tcpFlood
tcp,OTH,78,24080,74,74,0,0,tcpFlood
tcp,OTH,78,7619,65,65,0,0,tcpFlood
tcp,OTH,78,6558,70,70,0,0,tcpFlood
tcp,OTH,78,5526,71,71,0,0,tcpFlood
tcp,OTH,78,5506,70,70,0,0,tcpFlood
tcp,OTH,78,23617,69,69,0,0,tcpFlood
tcp,OTH,78,9360,65,65,0,0,tcpFlood
tcp,OTH,78,7403,73,73,0,0,tcpFlood
tcp,OTH,78,11522,67,67,0,0,tcpFlood
tcp,OTH,78,20807,70,70,0,0,tcpFlood
tcp,OTH,78,4737,68,68,0,0,tcpFlood
tcp,OTH,78,7205,72,72,0,0,tcpFlood
tcp,OTH,78,23719,66,66,0,0,tcpFlood
tcp,OTH,78,5434,71,71,0,0,tcpFlood
tcp,OTH,78,6548,70,70,0,0,tcpFlood
tcp,OTH,78,15327,64,64,0,0,tcpFlood
tcp,OTH,78,25399,67,67,0,0,tcpFlood
tcp,OTH,78,24910,60,60,0,0,tcpFlood
tcp,OTH,78,10507,70,70,0,0,tcpFlood
tcp,OTH,78,3326,70,70,0,0,tcpFlood
tcp,OTH,78,6835,70,70,0,0,tcpFlood
tcp,OTH,78,11559,70,70,0,0,tcpFlood
tcp,OTH,78,15062,75,75,0,0,tcpFlood
tcp,OTH,78,13583,81,81,0,0,tcpFlood
tcp,OTH,78,594,68,68,0,0,tcpFlood
tcp,OTH,78,7141,74,74,0,0,tcpFlood
tcp,OTH,78,15715,72,72,0,0,tcpFlood
tcp,OTH,78,5985,69,69,0,0,tcpFlood
tcp,OTH,78,19075,68,68,0,0,tcpFlood
tcp,OTH,78,10837,69,69,0,0,tcpFlood
tcp,OTH,78,9369,67,67,0,0,tcpFlood
tcp,OTH,78,10302,69,69,0,0,tcpFlood
tcp,OTH,78,12350,65,65,0,0,tcpFlood
tcp,OTH,78,6510,70,70,0,0,tcpFlood
tcp,OTH,78,5570,66,66,0,0,tcpFlood
tcp,OTH,78,7075,73,73,0,0,tcpFlood
tcp,OTH,78,20728,67,67,0,0,tcpFlood
tcp,OTH,78,5979,63,63,0,0,tcpFlood
tcp,OTH,78,10764,71,71,0,0,tcpFlood
tcp,OTH,78,2099,62,62,0,0,tcpFlood
tcp,OTH,78,12148,67,67,0,0,tcpFlood
tcp,OTH,78,19589,67,67,0,0,tcpFlood
tcp,OTH,78,4607,63,63,0,0,tcpFlood
tcp,OTH,78,11769,67,67,0,0,tcpFlood
tcp,OTH,78,367,67,67,0,0,tcpFlood
tcp,OTH,78,9915,68,68,0,0,tcpFlood
tcp,OTH,78,13278,73,73,0,0,tcpFlood
tcp,OTH,78,22041,51,51,0,0,tcpFlood
tcp,OTH,78,5489,69,69,0,0,tcpFlood
tcp,OTH,78,27166,68,68,0,0,tcpFlood
tcp,OTH,78,17207,76,76,0,0,tcpFlood
tcp,OTH,78,8560,69,69,0,0,tcpFlood
tcp,OTH,78,16524,73,73,0,0,tcpFlood
tcp,OTH,78,23691,70,70,0,0,tcpFlood
tcp,OTH,78,4605,62,62,0,0,tcpFlood
tcp,OTH,78,13203,79,79,0,0,tcpFlood
tcp,OTH,78,9097,65,65,0,0,tcpFlood
tcp,OTH,78,6320,65,65,0,0,tcpFlood
tcp,OTH,78,17461,76,76,0,0,tcpFlood
tcp,OTH,78,6608,69,69,0,0,tcpFlood
tcp,OTH,78,5895,64,64,0,0,tcpFlood
tcp,OTH,78,678,70,70,0,0,tcpFlood
tcp,OTH,78,11667,67,67,0,0,tcpFlood
tcp,OTH,78,9897,70,70,0,0,tcpFlood
tcp,OTH,78,25926,70,70,0,0,tcpFlood
tcp,OTH,78,10819,68,68,0,0,tcpFlood
tcp,OTH,78,19643,52,52,0,0,tcpFlood
tcp,OTH,78,18386,74,74,0,0,tcpFlood
tcp,OTH,78,5706,69,69,0,0,tcpFlood
tcp,OTH,78,19931,72,72,0,0,tcpFlood
tcp,OTH,78,7824,73,73,0,0,tcpFlood
tcp,OTH,78,22034,65,65,0,0,tcpFlood
tcp,OTH,78,7978,70,70,0,0,tcpFlood
tcp,OTH,78,9864,66,66,0,0,tcpFlood
tcp,OTH,78,11472,70,70,0,0,tcpFlood
tcp,OTH,78,3027,68,68,0,0,tcpFlood
tcp,OTH,78,16777,77,77,0,0,tcpFlood
tcp,OTH,78,6304,67,67,0,0,tcpFlood
tcp,OTH,78,7448,74,74,0,0,tcpFlood
tcp,OTH,78,9247,70,70,0,0,tcpFlood
tcp,OTH,78,5579,69,69,0,0,tcpFlood
tcp,OTH,78,9882,70,70,0,0,tcpFlood
tcp,OTH,78,10360,63,63,0,0,tcpFlood
tcp,OTH,78,9664,70,70,0,0,tcpFlood
tcp,OTH,78,18392,74,74,0,0,tcpFlood
tcp,OTH,78,5135,71,71,0,0,tcpFlood
tcp,OTH,78,10618,65,65,0,0,tcpFlood
tcp,OTH,78,15175,72,72,0,0,tcpFlood
tcp,OTH,78,10816,71,71,0,0,tcpFlood
tcp,OTH,78,20624,72,72,0,0,tcpFlood
tcp,OTH,78,250,74,74,0,0,tcpFlood
tcp,OTH,78,9488,70,70,0,0,tcpFlood
tcp,OTH,78,24923,62,62,0,0,tcpFlood
tcp,OTH,78,8481,65,65,0,0,tcpFlood
tcp,OTH,78,20013,72,72,0,0,tcpFlood
tcp,OTH,78,9060,71,71,0,0,tcpFlood
tcp,OTH,78,10569,73,73,0,0,tcpFlood
tcp,OTH,78,27022,73,73,0,0,tcpFlood
tcp,OTH,78,4830,69,69,0,0,tcpFlood
tcp,OTH,78,22358,71,71,0,0,tcpFlood
tcp,OTH,78,20752,70,70,0,0,tcpFlood
tcp,OTH,78,6520,67,67,0,0,tcpFlood
tcp,OTH,78,22561,77,77,0,0,tcpFlood
tcp,OTH,78,7665,74,74,0,0,tcpFlood
tcp,OTH,78,14541,72,72,0,0,tcpFlood
tcp,OTH,78,14173,72,72,0,0,tcpFlood
tcp,OTH,78,20541,68,68,0,0,tcpFlood
tcp,OTH,78,24591,73,73,0,0,tcpFlood
tcp,OTH,78,9074,69,69,0,0,tcpFlood
tcp,OTH,78,8870,69,69,0,0,tcpFlood
tcp,OTH,78,26890,68,68,0,0,tcpFlood
tcp,OTH,78,6646,63,63,0,0,tcpFlood
tcp,OTH,78,5959,67,67,0,0,tcpFlood
tcp,OTH,78,11628,70,70,0,0,tcpFlood
tcp,OTH,78,25745,64,64,0,0,tcpFlood
tcp,OTH,78,23618,69,69,0,0,tcpFlood
tcp,OTH,78,22501,65,65,0,0,tcpFlood
tcp,OTH,78,23487,65,65,0,0,tcpFlood
tcp,OTH,78,9888,69,69,0,0,tcpFlood
tcp,OTH,78,5436,73,73,0,0,tcpFlood
tcp,OTH,78,7134,68,68,0,0,tcpFlood
tcp,OTH,78,5437,69,69,0,0,tcpFlood
tcp,OTH,78,20673,65,65,0,0,tcpFlood
tcp,OTH,78,15148,72,72,0,0,tcpFlood
tcp,OTH,78,16498,75,75,0,0,tcpFlood
tcp,OTH,78,3990,69,69,0,0,tcpFlood
tcp,OTH,78,4648,65,65,0,0,tcpFlood
tcp,OTH,78,21310,67,67,0,0,tcpFlood
tcp,OTH,78,18190,76,76,0,0,tcpFlood
tcp,OTH,78,6905,68,68,0,0,tcpFlood
tcp,OTH,78,10184,72,72,0,0,tcpFlood
tcp,OTH,78,6558,70,70,0,0,tcpFlood
tcp,OTH,78,9928,66,66,0,0,tcpFlood
tcp,OTH,78,10779,66,66,0,0,tcpFlood
tcp,OTH,78,8283,66,66,0,0,tcpFlood
tcp,OTH,78,4778,63,63,0,0,tcpFlood
tcp,OTH,78,26885,68,68,0,0,tcpFlood
tcp,OTH,78,24463,62,62,0,0,tcpFlood
tcp,OTH,78,7898,76,76,0,0,tcpFlood
tcp,OTH,78,20681,64,64,0,0,tcpFlood
tcp,OTH,78,9961,72,72,0,0,tcpFlood
tcp,OTH,78,15652,78,78,0,0,tcpFlood
tcp,OTH,78,21120,73,73,0,0,tcpFlood
tcp,OTH,78,22833,68,68,0,0,tcpFlood
tcp,OTH,78,27098,65,65,0,0,tcpFlood
tcp,OTH,78,11021,72,72,0,0,tcpFlood
tcp,OTH,78,7173,69,69,0,0,tcpFlood
tcp,OTH,78,4701,59,59,0,0,tcpFlood
tcp,OTH,78,24061,76,76,0,0,tcpFlood
tcp,OTH,78,23951,66,66,0,0,tcpFlood
tcp,OTH,78,12670,70,70,0,0,tcpFlood
tcp,OTH,78,20632,72,72,0,0,tcpFlood
tcp,OTH,78,5455,66,66,0,0,tcpFlood
tcp,OTH,78,22234,72,72,0,0,tcpFlood
tcp,OTH,78,20707,68,68,0,0,tcpFlood
tcp,OTH,78,7562,68,68,0,0,tcpFlood
tcp,OTH,78,11827,63,63,0,0,tcpFlood
tcp,OTH,78,11984,68,68,0,0,tcpFlood
tcp,OTH,78,15064,75,75,0,0,tcpFlood
tcp,OTH,78,10318,68,68,0,0,tcpFlood
tcp,OTH,78,127,68,68,0,0,tcpFlood
tcp,OTH,78,8700,71,71,0,0,tcpFlood
tcp,OTH,78,13500,71,71,0,0,tcpFlood
tcp,OTH,78,12396,66,66,0,0,tcpFlood
tcp,OTH,78,24670,70,70,0,0,tcpFlood
tcp,OTH,78,14996,62,62,0,0,tcpFlood
tcp,OTH,78,5767,70,70,0,0,tcpFlood
tcp,OTH,78,20318,76,76,0,0,tcpFlood
tcp,OTH,78,23763,74,74,0,0,tcpFlood
tcp,OTH,78,26254,65,65,0,0,tcpFlood
tcp,OTH,78,21538,73,73,0,0,tcpFlood
tcp,OTH,78,7133,67,67,0,0,tcpFlood
tcp,OTH,78,15356,66,66,0,0,tcpFlood
tcp,OTH,78,21309,66,66,0,0,tcpFlood
tcp,OTH,78,9675,67,67,0,0,tcpFlood
tcp,OTH,78,15000,66,66,0,0,tcpFlood
tcp,OTH,78,8335,66,66,0,0,tcpFlood
tcp,OTH,78,17815,73,73,0,0,tcpFlood
tcp,OTH,78,8832,77,77,0,0,tcpFlood
tcp,OTH,78,23549,65,65,0,0,tcpFlood
tcp,OTH,78,23649,68,68,0,0,tcpFlood
tcp,OTH,78,21150,71,71,0,0,tcpFlood
tcp,OTH,78,6459,66,66,0,0,tcpFlood
tcp,OTH,78,20546,74,74,0,0,tcpFlood
tcp,OTH,78,6556,70,70,0,0,tcpFlood
tcp,OTH,78,26523,71,71,0,0,tcpFlood
tcp,OTH,78,11391,67,67,0,0,tcpFlood
tcp,OTH,78,10672,72,72,0,0,tcpFlood
tcp,OTH,78,5694,62,62,0,0,tcpFlood
tcp,OTH,78,11067,72,72,0,0,tcpFlood
tcp,OTH,78,26769,65,65,0,0,tcpFlood
tcp,OTH,78,11121,68,68,0,0,tcpFlood
tcp,OTH,78,17490,73,73,0,0,tcpFlood
tcp,OTH,78,25027,68,68,0,0,tcpFlood
tcp,OTH,78,6702,67,67,0,0,tcpFlood
tcp,OTH,78,12574,68,68,0,0,tcpFlood
tcp,OTH,78,17542,74,74,0,0,tcpFlood
tcp,OTH,78,21789,74,74,0,0,tcpFlood
tcp,OTH,78,22359,70,70,0,0,tcpFlood
tcp,OTH,78,19793,73,73,0,0,tcpFlood
tcp,OTH,78,24077,74,74,0,0,tcpFlood
tcp,OTH,78,5639,68,68,0,0,tcpFlood
tcp,OTH,78,438,68,68,0,0,tcpFlood
tcp,OTH,78,20385,67,67,0,0,tcpFlood
tcp,OTH,78,8057,70,70,0,0,tcpFlood
tcp,OTH,78,4645,58,58,0,0,tcpFlood
tcp,OTH,78,20540,73,73,0,0,tcpFlood
tcp,OTH,78,11118,68,68,0,0,tcpFlood
tcp,OTH,78,9399,64,64,0,0,tcpFlood
tcp,OTH,78,9875,68,68,0,0,tcpFlood
tcp,OTH,78,6475,75,75,0,0,tcpFlood
tcp,OTH,78,20630,68,68,0,0,tcpFlood
tcp,OTH,78,10707,70,70,0,0,tcpFlood
tcp,OTH,78,6458,71,71,0,0,tcpFlood
tcp,OTH,78,11737,74,74,0,0,tcpFlood
tcp,OTH,78,9825,70,70,0,0,tcpFlood
tcp,OTH,78,15336,74,74,0,0,tcpFlood
tcp,OTH,78,5511,64,64,0,0,tcpFlood
tcp,OTH,78,9849,74,74,0,0,tcpFlood
tcp,OTH,78,18105,73,73,0,0,tcpFlood
tcp,OTH,306,4671,56,56,0,0,tcpFlood
tcp,OTH,78,5254,72,72,0,0,tcpFlood
tcp,OTH,78,17184,75,75,0,0,tcpFlood
tcp,OTH,78,10008,72,72,0,0,tcpFlood
tcp,OTH,78,10772,68,68,0,0,tcpFlood
tcp,OTH,78,6564,65,65,0,0,tcpFlood
tcp,OTH,78,26867,67,67,0,0,tcpFlood
tcp,OTH,78,24465,64,64,0,0,tcpFlood
tcp,OTH,78,7204,77,77,0,0,tcpFlood
tcp,OTH,78,23019,66,66,0,0,tcpFlood
tcp,OTH,78,5183,67,67,0,0,tcpFlood
tcp,OTH,78,6234,67,67,0,0,tcpFlood
tcp,OTH,78,15388,76,76,0,0,tcpFlood
tcp,OTH,78,8622,69,69,0,0,tcpFlood
tcp,OTH,78,9543,76,76,0,0,tcpFlood
tcp,OTH,78,4773,67,67,0,0,tcpFlood
tcp,OTH,78,26888,64,64,0,0,tcpFlood
tcp,OTH,78,6470,64,64,0,0,tcpFlood
tcp,OTH,78,5288,68,68,0,0,tcpFlood
tcp,OTH,78,6573,71,71,0,0,tcpFlood
tcp,OTH,78,11760,67,67,0,0,tcpFlood
tcp,OTH,78,25650,70,70,0,0,tcpFlood
tcp,OTH,78,5599,69,69,0,0,tcpFlood
tcp,OTH,78,9977,66,66,0,0,tcpFlood
tcp,OTH,78,16612,76,76,0,0,tcpFlood
tcp,OTH,78,10516,67,67,0,0,tcpFlood
tcp,OTH,78,8234,73,73,0,0,tcpFlood
tcp,OTH,78,22149,66,66,0,0,tcpFlood
tcp,OTH,78,1329,63,63,0,0,tcpFlood
tcp,OTH,78,772,67,67,0,0,tcpFlood
tcp,OTH,78,8347,69,69,0,0,tcpFlood
tcp,OTH,78,22598,67,67,0,0,tcpFlood
tcp,OTH,78,3783,68,68,0,0,tcpFlood
tcp,OTH,78,8583,66,66,0,0,tcpFlood
tcp,OTH,78,20081,62,62,0,0,tcpFlood
tcp,OTH,78,20719,67,67,0,0,tcpFlood
tcp,OTH,78,7152,71,71,0,0,tcpFlood
tcp,OTH,78,26863,67,67,0,0,tcpFlood
tcp,OTH,78,11117,72,72,0,0,tcpFlood
tcp,OTH,78,20626,69,69,0,0,tcpFlood
tcp,OTH,78,12330,69,69,0,0,tcpFlood
tcp,OTH,78,9862,75,75,0,0,tcpFlood
tcp,OTH,78,9973,67,67,0,0,tcpFlood
tcp,OTH,78,14529,68,68,0,0,tcpFlood
tcp,OTH,78,14994,64,64,0,0,tcpFlood
tcp,OTH,78,5679,67,67,0,0,tcpFlood
tcp,OTH,78,27088,72,72,0,0,tcpFlood
tcp,OTH,78,23586,66,66,0,0,tcpFlood
tcp,OTH,78,20616,70,70,0,0,tcpFlood
tcp,OTH,78,9957,72,72,0,0,tcpFlood
tcp,OTH,78,15590,76,76,0,0,tcpFlood
tcp,OTH,78,17173,75,75,0,0,tcpFlood
tcp,OTH,78,12604,67,67,0,0,tcpFlood
tcp,OTH,78,214,72,72,0,0,tcpFlood
tcp,OTH,78,10737,64,64,0,0,tcpFlood
tcp,OTH,78,12622,69,69,0,0,tcpFlood
tcp,OTH,78,10582,57,57,0,0,tcpFlood
tcp,OTH,78,5151,65,65,0,0,tcpFlood
tcp,OTH,78,23421,65,65,0,0,tcpFlood
tcp,OTH,78,6997,72,72,0,0,tcpFlood
tcp,OTH,78,27108,62,62,0,0,tcpFlood
tcp,OTH,78,9988,69,69,0,0,tcpFlood
tcp,OTH,78,20440,66,66,0,0,tcpFlood
tcp,OTH,78,6602,67,67,0,0,tcpFlood
tcp,OTH,78,17615,72,72,0,0,tcpFlood
tcp,OTH,78,16347,71,71,0,0,tcpFlood
tcp,OTH,78,9861,75,75,0,0,tcpFlood
tcp,OTH,78,11390,67,67,0,0,tcpFlood
tcp,OTH,78,9936,76,76,0,0,tcpFlood
tcp,OTH,78,10610,67,67,0,0,tcpFlood
tcp,OTH,78,7581,72,72,0,0,tcpFlood
tcp,OTH,78,9897,69,69,0,0,tcpFlood
tcp,OTH,78,19670,70,70,0,0,tcpFlood
tcp,OTH,78,645,71,71,0,0,tcpFlood
tcp,OTH,78,6555,69,69,0,0,tcpFlood
tcp,OTH,78,24711,71,71,0,0,tcpFlood
tcp,OTH,78,8609,65,65,0,0,tcpFlood
tcp,OTH,78,9905,66,66,0,0,tcpFlood
tcp,OTH,78,20337,78,78,0,0,tcpFlood
tcp,OTH,78,18558,69,69,0,0,tcpFlood
tcp,OTH,78,1064,65,65,0,0,tcpFlood
tcp,OTH,78,26695,71,71,0,0,tcpFlood
tcp,OTH,78,23658,69,69,0,0,tcpFlood
tcp,OTH,78,7335,71,71,0,0,tcpFlood
tcp,OTH,78,11323,67,67,0,0,tcpFlood
tcp,OTH,78,5594,68,68,0,0,tcpFlood
tcp,OTH,78,11528,66,66,0,0,tcpFlood
tcp,OTH,78,5699,70,70,0,0,tcpFlood
tcp,OTH,78,6493,68,68,0,0,tcpFlood
tcp,OTH,78,13012,78,78,0,0,tcpFlood
tcp,OTH,78,10879,70,70,0,0,tcpFlood
tcp,OTH,78,9798,74,74,0,0,tcpFlood
tcp,OTH,78,1556,70,70,0,0,tcpFlood
tcp,OTH,78,9563,73,73,0,0,tcpFlood
tcp,OTH,78,4772,65,65,0,0,tcpFlood
tcp,OTH,78,20621,66,66,0,0,tcpFlood
tcp,OTH,78,23735,66,66,0,0,tcpFlood
tcp,OTH,78,10618,68,68,0,0,tcpFlood
tcp,OTH,78,23763,72,72,0,0,tcpFlood
tcp,OTH,78,19743,73,73,0,0,tcpFlood
tcp,OTH,78,11716,69,69,0,0,tcpFlood
tcp,OTH,78,4380,67,67,0,0,tcpFlood
tcp,OTH,78,8459,68,68,0,0,tcpFlood
tcp,OTH,78,2766,70,70,0,0,tcpFlood
tcp,OTH,78,5560,62,62,0,0,tcpFlood
tcp,OTH,78,9868,71,71,0,0,tcpFlood
tcp,OTH,78,22032,65,65,0,0,tcpFlood
tcp,OTH,78,15539,71,71,0,0,tcpFlood
tcp,OTH,78,21533,77,77,0,0,tcpFlood
tcp,OTH,78,332,72,72,0,0,tcpFlood
tcp,OTH,78,9080,71,71,0,0,tcpFlood
tcp,OTH,78,22071,67,67,0,0,tcpFlood
tcp,OTH,78,18986,70,70,0,0,tcpFlood
tcp,OTH,78,9034,70,70,0,0,tcpFlood
tcp,OTH,78,25092,74,74,0,0,tcpFlood
tcp,OTH,78,8487,68,68,0,0,tcpFlood
tcp,OTH,78,25587,69,69,0,0,tcpFlood
tcp,OTH,78,7655,73,73,0,0,tcpFlood
tcp,OTH,78,8403,63,63,0,0,tcpFlood
tcp,OTH,78,9637,69,69,0,0,tcpFlood
tcp,OTH,78,24957,68,68,0,0,tcpFlood
tcp,OTH,78,2412,68,68,0,0,tcpFlood
tcp,OTH,78,7725,72,72,0,0,tcpFlood
tcp,OTH,78,25261,75,75,0,0,tcpFlood
tcp,OTH,78,15287,67,67,0,0,tcpFlood
tcp,OTH,78,11661,67,67,0,0,tcpFlood
tcp,OTH,78,23559,70,70,0,0,tcpFlood
tcp,OTH,78,5584,72,72,0,0,tcpFlood
tcp,OTH,78,9632,70,70,0,0,tcpFlood
tcp,OTH,78,9914,73,73,0,0,tcpFlood
tcp,OTH,78,6804,67,67,0,0,tcpFlood
tcp,OTH,78,14166,73,73,0,0,tcpFlood
tcp,OTH,78,9903,66,66,0,0,tcpFlood
tcp,OTH,78,16662,76,76,0,0,tcpFlood
tcp,OTH,78,11234,75,75,0,0,tcpFlood
tcp,OTH,78,11931,70,70,0,0,tcpFlood
tcp,OTH,78,4957,70,70,0,0,tcpFlood
tcp,OTH,78,8553,69,69,0,0,tcpFlood
tcp,OTH,78,16325,71,71,0,0,tcpFlood
tcp,OTH,78,9998,68,68,0,0,tcpFlood
tcp,OTH,78,7117,65,65,0,0,tcpFlood
tcp,OTH,78,9859,70,70,0,0,tcpFlood
tcp,OTH,78,22510,67,67,0,0,tcpFlood
tcp,OTH,78,10456,75,75,0,0,tcpFlood
tcp,OTH,78,6461,67,67,0,0,tcpFlood
tcp,OTH,78,15450,77,77,0,0,tcpFlood
tcp,OTH,78,26449,73,73,0,0,tcpFlood
tcp,OTH,78,7965,62,62,0,0,tcpFlood
tcp,OTH,78,9295,68,68,0,0,tcpFlood
tcp,OTH,78,11836,65,65,0,0,tcpFlood
tcp,OTH,78,22223,66,66,0,0,tcpFlood
tcp,OTH,78,7947,75,75,0,0,tcpFlood
tcp,OTH,78,11655,67,67,0,0,tcpFlood
tcp,OTH,78,6689,68,68,0,0,tcpFlood
tcp,OTH,78,10704,70,70,0,0,tcpFlood
tcp,OTH,78,6566,67,67,0,0,tcpFlood
tcp,OTH,78,11825,73,73,0,0,tcpFlood
tcp,OTH,78,9642,69,69,0,0,tcpFlood
udp,OTH,60,105,34,34,0,0,udpFlood
udp,OTH,60,108,34,34,0,0,udpFlood
udp,OTH,60,124,33,33,0,0,udpFlood
udp,OTH,60,81,41,41,0,0,udpFlood
udp,OTH,60,141,35,35,0,0,udpFlood
udp,OTH,60,96,43,43,0,0,udpFlood
udp,OTH,60,112,33,33,0,0,udpFlood
udp,OTH,60,107,33,33,0,0,udpFlood
udp,OTH,60,141,30,30,0,0,udpFlood
udp,OTH,60,113,34,34,0,0,udpFlood
udp,OTH,60,136,33,33,0,0,udpFlood
udp,OTH,60,105,33,33,0,0,udpFlood
udp,OTH,60,108,33,33,0,0,udpFlood
udp,OTH,60,76,32,32,0,0,udpFlood
udp,OTH,60,125,33,33,0,0,udpFlood
udp,OTH,60,142,33,33,0,0,udpFlood
udp,OTH,60,137,33,33,0,0,udpFlood
udp,OTH,60,100,34,34,0,0,udpFlood
