% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,16,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
OTH,78,0,695,695,0,0,tcpFlood
OTH,78,0,1310,1310,0,0,tcpFlood
OTH,78,0,5874,5874,0,0,tcpFlood
OTH,78,0,3697,3697,0,0,tcpFlood
OTH,78,0,1432,1432,0,0,tcpFlood
OTH,78,0,6115,6115,0,0,tcpFlood
OTH,78,0,1319,1319,0,0,tcpFlood
OTH,78,0,1184,1184,0,0,tcpFlood
OTH,78,0,4205,4205,0,0,tcpFlood
OTH,78,0,4111,4111,0,0,tcpFlood
OTH,78,0,1606,1606,0,0,tcpFlood
OTH,78,0,5246,5246,0,0,tcpFlood
OTH,78,0,197,197,0,0,tcpFlood
OTH,78,0,4922,4922,0,0,tcpFlood
OTH,78,0,112,112,0,0,tcpFlood
OTH,78,0,4878,4878,0,0,tcpFlood
OTH,78,0,1173,1173,0,0,tcpFlood
OTH,78,0,3984,3984,0,0,tcpFlood
OTH,78,0,4155,4155,0,0,tcpFlood
OTH,78,0,4664,4664,0,0,tcpFlood
OTH,78,0,2532,2532,0,0,tcpFlood
OTH,78,0,1644,1644,0,0,tcpFlood
OTH,78,0,3859,3859,0,0,tcpFlood
OTH,78,0,3001,3001,0,0,tcpFlood
OTH,78,0,4661,4661,0,0,tcpFlood
OTH,78,0,1526,1526,0,0,tcpFlood
OTH,78,0,2757,2757,0,0,tcpFlood
OTH,78,0,5523,5523,0,0,tcpFlood
OTH,78,0,3643,3643,0,0,tcpFlood
OTH,78,0,587,587,0,0,tcpFlood
OTH,78,0,3412,3412,0,0,tcpFlood
OTH,78,0,678,678,0,0,tcpFlood
OTH,78,0,1541,1541,0,0,tcpFlood
OTH,78,0,6261,6261,0,0,tcpFlood
OTH,78,0,5553,5553,0,0,tcpFlood
OTH,78,0,4140,4140,0,0,tcpFlood
OTH,78,0,2276,2276,0,0,tcpFlood
OTH,78,0,5987,5987,0,0,tcpFlood
OTH,78,0,5962,5962,0,0,tcpFlood
OTH,78,0,4479,4479,0,0,tcpFlood
OTH,78,0,2871,2871,0,0,tcpFlood
OTH,78,0,517,517,0,0,tcpFlood
OTH,78,0,6347,6347,0,0,tcpFlood
OTH,78,0,11,11,0,0,tcpFlood
OTH,78,0,4363,4363,0,0,tcpFlood
OTH,78,0,5781,5781,0,0,tcpFlood
OTH,78,0,5703,5703,0,0,tcpFlood
OTH,78,0,2249,2249,0,0,tcpFlood
OTH,78,0,1044,1044,0,0,tcpFlood
OTH,78,0,730,730,0,0,tcpFlood
OTH,78,0,4210,4210,0,0,tcpFlood
OTH,78,0,4119,4119,0,0,tcpFlood
OTH,78,0,673,673,0,0,tcpFlood
OTH,78,0,5204,5204,0,0,tcpFlood
OTH,78,0,1094,1094,0,0,tcpFlood
OTH,78,0,1763,1763,0,0,tcpFlood
OTH,78,0,2648,2648,0,0,tcpFlood
OTH,78,0,5466,5466,0,0,tcpFlood
OTH,78,0,5900,5900,0,0,tcpFlood
OTH,78,0,4331,4331,0,0,tcpFlood
OTH,78,0,3065,3065,0,0,tcpFlood
OTH,78,0,2439,2439,0,0,tcpFlood
OTH,78,0,3480,3480,0,0,tcpFlood
OTH,78,0,1195,1195,0,0,tcpFlood
OTH,78,0,2682,2682,0,0,tcpFlood
OTH,78,0,4604,4604,0,0,tcpFlood
OTH,78,0,598,598,0,0,tcpFlood
OTH,78,0,2991,2991,0,0,tcpFlood
OTH,78,0,835,835,0,0,tcpFlood
OTH,78,0,261,261,0,0,tcpFlood
OTH,78,0,2476,2476,0,0,tcpFlood
OTH,78,0,3296,3296,0,0,tcpFlood
OTH,78,0,4558,4558,0,0,tcpFlood
OTH,78,0,1330,1330,0,0,tcpFlood
OTH,78,0,1151,1151,0,0,tcpFlood
OTH,78,0,2619,2619,0,0,tcpFlood
OTH,78,0,5198,5198,0,0,tcpFlood
OTH,78,0,3185,3185,0,0,tcpFlood
OTH,78,0,4143,4143,0,0,tcpFlood
OTH,78,0,1853,1853,0,0,tcpFlood
OTH,78,0,3012,3012,0,0,tcpFlood
OTH,78,0,2245,2245,0,0,tcpFlood
OTH,78,0,959,959,0,0,tcpFlood
OTH,78,0,4510,4510,0,0,tcpFlood
OTH,78,0,1054,1054,0,0,tcpFlood
OTH,78,0,2065,2065,0,0,tcpFlood
OTH,78,0,2274,2274,0,0,tcpFlood
OTH,78,0,1744,1744,0,0,tcpFlood
OTH,78,0,3212,3212,0,0,tcpFlood
OTH,78,0,1050,1050,0,0,tcpFlood
OTH,78,0,3810,3810,0,0,tcpFlood
OTH,78,0,4249,4249,0,0,tcpFlood
OTH,78,0,2091,2091,0,0,tcpFlood
OTH,78,0,5136,5136,0,0,tcpFlood
OTH,78,0,4723,4723,0,0,tcpFlood
OTH,78,0,6182,6182,0,0,tcpFlood
OTH,78,0,3147,3147,0,0,tcpFlood
OTH,78,0,3112,3112,0,0,tcpFlood
OTH,78,0,4966,4966,0,0,tcpFlood
OTH,78,0,3535,3535,0,0,tcpFlood
OTH,78,0,4282,4282,0,0,tcpFlood
OTH,78,0,4701,4701,0,0,tcpFlood
OTH,78,0,1832,1832,0,0,tcpFlood
OTH,78,0,2500,2500,0,0,tcpFlood
OTH,78,0,924,924,0,0,tcpFlood
OTH,78,0,2336,2336,0,0,tcpFlood
OTH,78,0,4454,4454,0,0,tcpFlood
OTH,78,0,1562,1562,0,0,tcpFlood
OTH,78,0,4326,4326,0,0,tcpFlood
OTH,78,0,2538,2538,0,0,tcpFlood
OTH,78,0,6213,6213,0,0,tcpFlood
OTH,78,0,3388,3388,0,0,tcpFlood
OTH,78,0,3254,3254,0,0,tcpFlood
OTH,78,0,4716,4716,0,0,tcpFlood
OTH,78,0,3776,3776,0,0,tcpFlood
OTH,78,0,17,17,0,0,tcpFlood
OTH,78,0,801,801,0,0,tcpFlood
OTH,78,0,902,902,0,0,tcpFlood
OTH,78,0,4714,4714,0,0,tcpFlood
OTH,78,0,4638,4638,0,0,tcpFlood
OTH,78,0,1129,1129,0,0,tcpFlood
OTH,78,0,482,482,0,0,tcpFlood
OTH,78,0,2005,2005,0,0,tcpFlood
OTH,78,0,1751,1751,0,0,tcpFlood
OTH,78,0,4668,4668,0,0,tcpFlood
OTH,78,0,4059,4059,0,0,tcpFlood
OTH,78,0,5229,5229,0,0,tcpFlood
OTH,78,0,3435,3435,0,0,tcpFlood
OTH,78,0,796,796,0,0,tcpFlood
OTH,78,0,927,927,0,0,tcpFlood
OTH,78,0,2765,2765,0,0,tcpFlood
OTH,78,0,3919,3919,0,0,tcpFlood
OTH,78,0,181,181,0,0,tcpFlood
OTH,78,0,6262,6262,0,0,tcpFlood
OTH,78,0,3629,3629,0,0,tcpFlood
OTH,78,0,3905,3905,0,0,tcpFlood
OTH,78,0,700,700,0,0,tcpFlood
OTH,78,0,476,476,0,0,tcpFlood
OTH,78,0,4996,4996,0,0,tcpFlood
OTH,78,0,1857,1857,0,0,tcpFlood
OTH,78,0,5326,5326,0,0,tcpFlood
OTH,78,0,5094,5094,0,0,tcpFlood
OTH,78,0,1610,1610,0,0,tcpFlood
OTH,78,0,4407,4407,0,0,tcpFlood
OTH,78,0,1727,1727,0,0,tcpFlood
OTH,78,0,5277,5277,0,0,tcpFlood
OTH,78,0,1141,1141,0,0,tcpFlood
OTH,78,0,2509,2509,0,0,tcpFlood
OTH,78,0,450,450,0,0,tcpFlood
OTH,78,0,1252,1252,0,0,tcpFlood
OTH,78,0,5183,5183,0,0,tcpFlood
OTH,78,0,5747,5747,0,0,tcpFlood
OTH,78,0,5000,5000,0,0,tcpFlood
OTH,78,0,221,221,0,0,tcpFlood
OTH,78,0,5357,5357,0,0,tcpFlood
OTH,78,0,3356,3356,0,0,tcpFlood
OTH,78,0,5159,5159,0,0,tcpFlood
OTH,78,0,6218,6218,0,0,tcpFlood
OTH,78,0,1932,1932,0,0,tcpFlood
OTH,78,0,4109,4109,0,0,tcpFlood
OTH,78,0,1105,1105,0,0,tcpFlood
OTH,78,0,828,828,0,0,tcpFlood
OTH,78,0,5919,5919,0,0,tcpFlood
OTH,78,0,3504,3504,0,0,tcpFlood
OTH,78,0,1539,1539,0,0,tcpFlood
OTH,78,0,2637,2637,0,0,tcpFlood
OTH,78,0,333,333,0,0,tcpFlood
OTH,78,0,165,165,0,0,tcpFlood
OTH,78,0,3396,3396,0,0,tcpFlood
OTH,78,0,2482,2482,0,0,tcpFlood
OTH,78,0,6032,6032,0,0,tcpFlood
OTH,78,0,5589,5589,0,0,tcpFlood
OTH,78,0,3297,3297,0,0,tcpFlood
OTH,78,0,1325,1325,0,0,tcpFlood
OTH,78,0,6277,6277,0,0,tcpFlood
OTH,78,0,2384,2384,0,0,tcpFlood
OTH,78,0,848,848,0,0,tcpFlood
OTH,78,0,2690,2690,0,0,tcpFlood
OTH,78,0,4386,4386,0,0,tcpFlood
OTH,78,0,4908,4908,0,0,tcpFlood
OTH,78,0,6309,6309,0,0,tcpFlood
OTH,78,0,5888,5888,0,0,tcpFlood
OTH,78,0,3114,3114,0,0,tcpFlood
OTH,78,0,225,225,0,0,tcpFlood
OTH,78,0,6230,6230,0,0,tcpFlood
OTH,78,0,2617,2617,0,0,tcpFlood
OTH,78,0,3295,3295,0,0,tcpFlood
OTH,78,0,291,291,0,0,tcpFlood
OTH,78,0,3484,3484,0,0,tcpFlood
OTH,78,0,5337,5337,0,0,tcpFlood
OTH,78,0,85,85,0,0,tcpFlood
OTH,78,0,393,393,0,0,tcpFlood
OTH,78,0,2125,2125,0,0,tcpFlood
OTH,78,0,3204,3204,0,0,tcpFlood
OTH,78,0,5327,5327,0,0,tcpFlood
OTH,78,0,4704,4704,0,0,tcpFlood
OTH,78,0,6313,6313,0,0,tcpFlood
OTH,78,0,3646,3646,0,0,tcpFlood
OTH,78,0,1197,1197,0,0,tcpFlood
OTH,78,0,1775,1775,0,0,tcpFlood
OTH,78,0,1427,1427,0,0,tcpFlood
OTH,78,0,3438,3438,0,0,tcpFlood
OTH,78,0,5129,5129,0,0,tcpFlood
OTH,78,0,5810,5810,0,0,tcpFlood
OTH,78,0,2708,2708,0,0,tcpFlood
OTH,78,0,2436,2436,0,0,tcpFlood
OTH,78,0,992,992,0,0,tcpFlood
OTH,78,0,105,105,0,0,tcpFlood
OTH,78,0,1549,1549,0,0,tcpFlood
OTH,78,0,5496,5496,0,0,tcpFlood
OTH,78,0,5030,5030,0,0,tcpFlood
OTH,78,0,608,608,0,0,tcpFlood
OTH,78,0,1384,1384,0,0,tcpFlood
OTH,78,0,2605,2605,0,0,tcpFlood
OTH,78,0,759,759,0,0,tcpFlood
OTH,78,0,4419,4419,0,0,tcpFlood
OTH,78,0,4216,4216,0,0,tcpFlood
OTH,78,0,3520,3520,0,0,tcpFlood
OTH,78,0,2364,2364,0,0,tcpFlood
OTH,78,0,3077,3077,0,0,tcpFlood
OTH,78,0,6321,6321,0,0,tcpFlood
OTH,78,0,816,816,0,0,tcpFlood
OTH,78,0,2977,2977,0,0,tcpFlood
OTH,78,0,3836,3836,0,0,tcpFlood
OTH,78,0,2372,2372,0,0,tcpFlood
OTH,78,0,5012,5012,0,0,tcpFlood
OTH,78,0,2653,2653,0,0,tcpFlood
OTH,78,0,3340,3340,0,0,tcpFlood
OTH,78,0,4547,4547,0,0,tcpFlood
OTH,78,0,4432,4432,0,0,tcpFlood
OTH,78,0,64,64,0,0,tcpFlood
OTH,78,0,4055,4055,0,0,tcpFlood
OTH,78,0,6195,6195,0,0,tcpFlood
OTH,78,0,4348,4348,0,0,tcpFlood
OTH,78,0,3647,3647,0,0,tcpFlood
OTH,78,0,5211,5211,0,0,tcpFlood
OTH,78,0,4891,4891,0,0,tcpFlood
OTH,78,0,2102,2102,0,0,tcpFlood
OTH,78,0,3427,3427,0,0,tcpFlood
OTH,78,0,5399,5399,0,0,tcpFlood
OTH,78,0,3726,3726,0,0,tcpFlood
OTH,78,0,2980,2980,0,0,tcpFlood
OTH,78,0,4944,4944,0,0,tcpFlood
OTH,78,0,3500,3500,0,0,tcpFlood
OTH,78,0,1305,1305,0,0,tcpFlood
OTH,78,0,5035,5035,0,0,tcpFlood
OTH,78,0,1841,1841,0,0,tcpFlood
OTH,78,0,1392,1392,0,0,tcpFlood
OTH,78,0,4379,4379,0,0,tcpFlood
OTH,78,0,1983,1983,0,0,tcpFlood
OTH,78,0,4567,4567,0,0,tcpFlood
OTH,78,0,3799,3799,0,0,tcpFlood
OTH,78,0,5358,5358,0,0,tcpFlood
OTH,78,0,5268,5268,0,0,tcpFlood
OTH,78,0,2904,2904,0,0,tcpFlood
OTH,78,0,4172,4172,0,0,tcpFlood
OTH,78,0,1075,1075,0,0,tcpFlood
OTH,78,0,6178,6178,0,0,tcpFlood
OTH,78,0,1375,1375,0,0,tcpFlood
OTH,78,0,1435,1435,0,0,tcpFlood
OTH,78,0,960,960,0,0,tcpFlood
OTH,78,0,1929,1929,0,0,tcpFlood
OTH,78,0,770,770,0,0,tcpFlood
OTH,78,0,5997,5997,0,0,tcpFlood
OTH,78,0,5321,5321,0,0,tcpFlood
OTH,78,0,3336,3336,0,0,tcpFlood
OTH,78,0,2751,2751,0,0,tcpFlood
OTH,78,0,1814,1814,0,0,tcpFlood
OTH,78,0,1812,1812,0,0,tcpFlood
OTH,78,0,4460,4460,0,0,tcpFlood
OTH,78,0,1271,1271,0,0,tcpFlood
OTH,78,0,4942,4942,0,0,tcpFlood
OTH,78,0,539,539,0,0,tcpFlood
OTH,78,0,4976,4976,0,0,tcpFlood
OTH,78,0,4678,4678,0,0,tcpFlood
OTH,78,0,431,431,0,0,tcpFlood
OTH,78,0,4717,4717,0,0,tcpFlood
OTH,78,0,4735,4735,0,0,tcpFlood
OTH,78,0,978,978,0,0,tcpFlood
OTH,78,0,4339,4339,0,0,tcpFlood
OTH,78,0,2357,2357,0,0,tcpFlood
OTH,78,0,4851,4851,0,0,tcpFlood
OTH,78,0,2748,2748,0,0,tcpFlood
OTH,78,0,677,677,0,0,tcpFlood
OTH,78,0,1874,1874,0,0,tcpFlood
OTH,78,0,5514,5514,0,0,tcpFlood
OTH,78,0,786,786,0,0,tcpFlood
OTH,78,0,3869,3869,0,0,tcpFlood
OTH,78,0,2050,2050,0,0,tcpFlood
OTH,78,0,6070,6070,0,0,tcpFlood
OTH,78,0,1158,1158,0,0,tcpFlood
OTH,78,0,5025,5025,0,0,tcpFlood
OTH,78,0,6006,6006,0,0,tcpFlood
OTH,78,0,1255,1255,0,0,tcpFlood
OTH,78,0,504,504,0,0,tcpFlood
OTH,78,0,472,472,0,0,tcpFlood
OTH,78,0,6002,6002,0,0,tcpFlood
OTH,78,0,1118,1118,0,0,tcpFlood
OTH,78,0,3609,3609,0,0,tcpFlood
OTH,78,0,24,24,0,0,tcpFlood
OTH,78,0,4760,4760,0,0,tcpFlood
OTH,78,0,1365,1365,0,0,tcpFlood
OTH,78,0,3727,3727,0,0,tcpFlood
OTH,78,0,5400,5400,0,0,tcpFlood
OTH,78,0,4145,4145,0,0,tcpFlood
OTH,78,0,5369,5369,0,0,tcpFlood
OTH,78,0,999,999,0,0,tcpFlood
OTH,78,0,758,758,0,0,tcpFlood
OTH,78,0,3386,3386,0,0,tcpFlood
OTH,78,0,1982,1982,0,0,tcpFlood
OTH,78,0,5433,5433,0,0,tcpFlood
OTH,78,0,2296,2296,0,0,tcpFlood
OTH,78,0,4758,4758,0,0,tcpFlood
OTH,78,0,1430,1430,0,0,tcpFlood
OTH,78,0,2270,2270,0,0,tcpFlood
OTH,78,0,6062,6062,0,0,tcpFlood
OTH,78,0,2843,2843,0,0,tcpFlood
OTH,78,0,1217,1217,0,0,tcpFlood
OTH,78,0,3622,3622,0,0,tcpFlood
OTH,78,0,6219,6219,0,0,tcpFlood
OTH,78,0,1468,1468,0,0,tcpFlood
OTH,78,0,5779,5779,0,0,tcpFlood
OTH,78,0,2793,2793,0,0,tcpFlood
OTH,78,0,1161,1161,0,0,tcpFlood
OTH,78,0,6183,6183,0,0,tcpFlood
OTH,78,0,2330,2330,0,0,tcpFlood
OTH,78,0,498,498,0,0,tcpFlood
OTH,78,0,654,654,0,0,tcpFlood
OTH,78,0,1327,1327,0,0,tcpFlood
OTH,78,0,2761,2761,0,0,tcpFlood
OTH,78,0,3926,3926,0,0,tcpFlood
OTH,78,0,2518,2518,0,0,tcpFlood
OTH,78,0,3963,3963,0,0,tcpFlood
OTH,78,0,809,809,0,0,tcpFlood
OTH,78,0,4093,4093,0,0,tcpFlood
OTH,78,0,1170,1170,0,0,tcpFlood
OTH,78,0,4269,4269,0,0,tcpFlood
OTH,78,0,4531,4531,0,0,tcpFlood
OTH,78,0,4358,4358,0,0,tcpFlood
OTH,78,0,3686,3686,0,0,tcpFlood
OTH,78,0,5456,5456,0,0,tcpFlood
OTH,78,0,75,75,0,0,tcpFlood
OTH,78,0,3716,3716,0,0,tcpFlood
OTH,78,0,4421,4421,0,0,tcpFlood
OTH,78,0,5920,5920,0,0,tcpFlood
OTH,78,0,4837,4837,0,0,tcpFlood
OTH,78,0,617,617,0,0,tcpFlood
OTH,78,0,2780,2780,0,0,tcpFlood
OTH,78,0,5102,5102,0,0,tcpFlood
OTH,78,0,6280,6280,0,0,tcpFlood
OTH,78,0,3082,3082,0,0,tcpFlood
OTH,78,0,2623,2623,0,0,tcpFlood
OTH,78,0,1886,1886,0,0,tcpFlood
OTH,78,0,4126,4126,0,0,tcpFlood
OTH,78,0,356,356,0,0,tcpFlood
OTH,78,0,5933,5933,0,0,tcpFlood
OTH,78,0,1068,1068,0,0,tcpFlood
OTH,78,0,5661,5661,0,0,tcpFlood
OTH,78,0,5973,5973,0,0,tcpFlood
OTH,78,0,1575,1575,0,0,tcpFlood
OTH,78,0,683,683,0,0,tcpFlood
OTH,78,0,5207,5207,0,0,tcpFlood
OTH,78,0,672,672,0,0,tcpFlood
OTH,78,0,4925,4925,0,0,tcpFlood
OTH,78,0,592,592,0,0,tcpFlood
OTH,78,0,5701,5701,0,0,tcpFlood
OTH,78,0,5226,5226,0,0,tcpFlood
OTH,78,0,3290,3290,0,0,tcpFlood
OTH,78,0,5388,5388,0,0,tcpFlood
OTH,78,0,2458,2458,0,0,tcpFlood
OTH,78,0,3989,3989,0,0,tcpFlood
OTH,78,0,1991,1991,0,0,tcpFlood
OTH,78,0,5645,5645,0,0,tcpFlood
OTH,78,0,3111,3111,0,0,tcpFlood
OTH,78,0,3080,3080,0,0,tcpFlood
OTH,78,0,2084,2084,0,0,tcpFlood
OTH,78,0,2958,2958,0,0,tcpFlood
OTH,78,0,2012,2012,0,0,tcpFlood
OTH,78,0,5766,5766,0,0,tcpFlood
OTH,78,0,3223,3223,0,0,tcpFlood
OTH,78,0,1069,1069,0,0,tcpFlood
OTH,78,0,2172,2172,0,0,tcpFlood
OTH,78,0,5384,5384,0,0,tcpFlood
OTH,78,0,134,134,0,0,tcpFlood
OTH,78,0,5459,5459,0,0,tcpFlood
OTH,78,0,404,404,0,0,tcpFlood
OTH,78,0,4574,4574,0,0,tcpFlood
OTH,78,0,346,346,0,0,tcpFlood
OTH,78,0,5442,5442,0,0,tcpFlood
OTH,78,0,2280,2280,0,0,tcpFlood
OTH,78,0,327,327,0,0,tcpFlood
OTH,78,0,5938,5938,0,0,tcpFlood
OTH,78,0,612,612,0,0,tcpFlood
OTH,78,0,3154,3154,0,0,tcpFlood
OTH,78,0,4881,4881,0,0,tcpFlood
OTH,78,0,3978,3978,0,0,tcpFlood
OTH,78,0,6106,6106,0,0,tcpFlood
OTH,78,0,224,224,0,0,tcpFlood
OTH,78,0,761,761,0,0,tcpFlood
OTH,78,0,3466,3466,0,0,tcpFlood
OTH,78,0,856,856,0,0,tcpFlood
OTH,78,0,3801,3801,0,0,tcpFlood
OTH,78,0,1100,1100,0,0,tcpFlood
OTH,78,0,5029,5029,0,0,tcpFlood
OTH,78,0,2470,2470,0,0,tcpFlood
OTH,78,0,2217,2217,0,0,tcpFlood
OTH,78,0,201,201,0,0,tcpFlood
OTH,78,0,5493,5493,0,0,tcpFlood
OTH,78,0,984,984,0,0,tcpFlood
OTH,78,0,439,439,0,0,tcpFlood
OTH,78,0,4551,4551,0,0,tcpFlood
OTH,78,0,4989,4989,0,0,tcpFlood
OTH,78,0,3509,3509,0,0,tcpFlood
OTH,78,0,5927,5927,0,0,tcpFlood
OTH,78,0,5614,5614,0,0,tcpFlood
OTH,78,0,2919,2919,0,0,tcpFlood
OTH,78,0,6152,6152,0,0,tcpFlood
OTH,78,0,1280,1280,0,0,tcpFlood
OTH,78,0,2758,2758,0,0,tcpFlood
OTH,78,0,4556,4556,0,0,tcpFlood
OTH,78,0,2971,2971,0,0,tcpFlood
OTH,78,0,4355,4355,0,0,tcpFlood
OTH,78,0,336,336,0,0,tcpFlood
OTH,78,0,3561,3561,0,0,tcpFlood
OTH,78,0,5711,5711,0,0,tcpFlood
OTH,78,0,4647,4647,0,0,tcpFlood
OTH,78,0,4342,4342,0,0,tcpFlood
OTH,78,0,4877,4877,0,0,tcpFlood
OTH,78,0,638,638,0,0,tcpFlood
OTH,78,0,6188,6188,0,0,tcpFlood
OTH,78,0,2103,2103,0,0,tcpFlood
OTH,78,0,5945,5945,0,0,tcpFlood
OTH,78,0,2275,2275,0,0,tcpFlood
OTH,78,0,2310,2310,0,0,tcpFlood
OTH,78,0,2795,2795,0,0,tcpFlood
OTH,78,0,731,731,0,0,tcpFlood
OTH,78,0,1554,1554,0,0,tcpFlood
OTH,78,0,3953,3953,0,0,tcpFlood
OTH,78,0,3408,3408,0,0,tcpFlood
OTH,78,0,277,277,0,0,tcpFlood
OTH,78,0,1513,1513,0,0,tcpFlood
OTH,78,0,1393,1393,0,0,tcpFlood
OTH,78,0,136,136,0,0,tcpFlood
OTH,78,0,2440,2440,0,0,tcpFlood
OTH,78,0,4607,4607,0,0,tcpFlood
OTH,78,0,5516,5516,0,0,tcpFlood
OTH,78,0,2461,2461,0,0,tcpFlood
OTH,78,0,3118,3118,0,0,tcpFlood
OTH,78,0,4691,4691,0,0,tcpFlood
OTH,78,0,3576,3576,0,0,tcpFlood
OTH,78,0,3108,3108,0,0,tcpFlood
OTH,78,0,5257,5257,0,0,tcpFlood
OTH,78,0,4506,4506,0,0,tcpFlood
OTH,78,0,236,236,0,0,tcpFlood
OTH,78,0,5508,5508,0,0,tcpFlood
OTH,78,0,3360,3360,0,0,tcpFlood
OTH,78,0,4931,4931,0,0,tcpFlood
OTH,78,0,67,67,0,0,tcpFlood
OTH,78,0,3690,3690,0,0,tcpFlood
OTH,78,0,1976,1976,0,0,tcpFlood
OTH,78,0,3288,3288,0,0,tcpFlood
OTH,78,0,4369,4369,0,0,tcpFlood
OTH,78,0,4399,4399,0,0,tcpFlood
OTH,78,0,2331,2331,0,0,tcpFlood
OTH,78,0,5988,5988,0,0,tcpFlood
OTH,78,0,3900,3900,0,0,tcpFlood
OTH,78,0,5214,5214,0,0,tcpFlood
OTH,78,0,2004,2004,0,0,tcpFlood
OTH,78,0,4058,4058,0,0,tcpFlood
OTH,78,0,5304,5304,0,0,tcpFlood
OTH,78,0,2008,2008,0,0,tcpFlood
OTH,78,0,3565,3565,0,0,tcpFlood
OTH,78,0,6193,6193,0,0,tcpFlood
OTH,78,0,3976,3976,0,0,tcpFlood
OTH,78,0,3505,3505,0,0,tcpFlood
OTH,78,0,6271,6271,0,0,tcpFlood
OTH,78,0,4025,4025,0,0,tcpFlood
OTH,78,0,5266,5266,0,0,tcpFlood
OTH,78,0,3246,3246,0,0,tcpFlood
OTH,78,0,3392,3392,0,0,tcpFlood
OTH,78,0,1809,1809,0,0,tcpFlood
OTH,78,0,703,703,0,0,tcpFlood
OTH,78,0,5487,5487,0,0,tcpFlood
OTH,78,0,3008,3008,0,0,tcpFlood
OTH,78,0,3871,3871,0,0,tcpFlood
OTH,78,0,1692,1692,0,0,tcpFlood
OTH,78,0,4455,4455,0,0,tcpFlood
OTH,78,0,4605,4605,0,0,tcpFlood
OTH,78,0,6121,6121,0,0,tcpFlood
OTH,78,0,5008,5008,0,0,tcpFlood
OTH,78,0,1872,1872,0,0,tcpFlood
OTH,78,0,1018,1018,0,0,tcpFlood
OTH,78,0,565,565,0,0,tcpFlood
OTH,78,0,1146,1146,0,0,tcpFlood
OTH,78,0,6222,6222,0,0,tcpFlood
OTH,78,0,5822,5822,0,0,tcpFlood
OTH,78,0,2611,2611,0,0,tcpFlood
OTH,78,0,6342,6342,0,0,tcpFlood
OTH,78,0,773,773,0,0,tcpFlood
OTH,78,0,3735,3735,0,0,tcpFlood
OTH,78,0,1600,1600,0,0,tcpFlood
OTH,78,0,3497,3497,0,0,tcpFlood
OTH,78,0,2881,2881,0,0,tcpFlood
OTH,78,0,5210,5210,0,0,tcpFlood
OTH,78,0,1927,1927,0,0,tcpFlood
OTH,78,0,5095,5095,0,0,tcpFlood
OTH,78,0,949,949,0,0,tcpFlood
OTH,78,0,3797,3797,0,0,tcpFlood
OTH,78,0,3507,3507,0,0,tcpFlood
OTH,78,0,3970,3970,0,0,tcpFlood
OTH,78,0,1950,1950,0,0,tcpFlood
OTH,78,0,2502,2502,0,0,tcpFlood
OTH,78,0,4311,4311,0,0,tcpFlood
OTH,78,0,5904,5904,0,0,tcpFlood
OTH,78,0,2166,2166,0,0,tcpFlood
OTH,78,0,5089,5089,0,0,tcpFlood
OTH,78,0,951,951,0,0,tcpFlood
OTH,78,0,1473,1473,0,0,tcpFlood
OTH,78,0,5034,5034,0,0,tcpFlood
OTH,78,0,1168,1168,0,0,tcpFlood
OTH,78,0,3298,3298,0,0,tcpFlood
OTH,78,0,5627,5627,0,0,tcpFlood
RSTO,440,755,408,408,0,0,httpFlood
OTH,66,0,383,383,0,0,httpFlood
OTH,66,0,91,91,0,0,httpFlood
S3,374,755,505,505,0,0,httpFlood
S3,374,755,426,426,0,0,httpFlood
S3,374,755,948,948,0,0,httpFlood
OTH,66,0,209,209,0,0,httpFlood
OTH,66,0,18,18,0,0,httpFlood
RSTO,440,755,353,353,0,0,httpFlood
S3,374,755,727,727,0,0,httpFlood
S3,374,755,263,263,0,0,httpFlood
S3,374,755,514,514,0,0,httpFlood
OTH,66,0,919,919,0,0,httpFlood
S3,374,755,259,259,0,0,httpFlood
OTH,66,0,444,444,0,0,httpFlood
OTH,66,0,197,197,0,0,httpFlood
OTH,66,0,731,731,0,0,httpFlood
S3,374,755,148,148,0,0,httpFlood
S3,374,755,1256,1256,0,0,httpFlood
S3,374,755,141,141,0,0,httpFlood
RSTO,440,755,400,400,0,0,httpFlood
OTH,66,0,384,384,0,0,httpFlood
OTH,66,0,309,309,0,0,httpFlood
OTH,66,0,189,189,0,0,httpFlood
OTH,66,0,406,406,0,0,httpFlood
OTH,66,0,518,518,0,0,httpFlood
OTH,66,0,68,68,0,0,httpFlood
S3,374,755,152,152,0,0,httpFlood
OTH,66,0,756,756,0,0,httpFlood
S3,374,755,151,151,0,0,httpFlood
