% isAttack normal:	2000
% isAttack attack:	1667
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,8,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
SF,10,255,normal
SF,14,252,normal
SF,16,255,normal
SF,11,255,normal
SF,2,255,normal
SF,9,255,normal
SF,24,255,normal
SF,14,255,normal
REJ,1,227,normal
SF,10,255,normal
SF,10,255,normal
SF,20,255,normal
SF,1,255,normal
SF,8,255,normal
RSTO,1,255,normal
REJ,1,163,normal
SF,4,255,normal
SF,4,255,normal
SF,18,255,normal
SF,7,255,normal
SF,7,255,normal
SF,10,255,normal
SF,19,255,normal
SF,8,255,normal
SF,25,255,normal
SF,7,255,normal
SF,6,255,normal
REJ,1,34,normal
SF,5,255,normal
SF,4,255,normal
SF,3,255,normal
SF,6,255,normal
SF,14,255,normal
SF,13,255,normal
SF,19,255,normal
SF,11,255,normal
SF,15,255,normal
SF,17,255,normal
SF,36,255,normal
RSTO,3,255,normal
SF,13,255,normal
SF,1,255,normal
SF,2,255,normal
SF,5,255,normal
SF,1,255,normal
REJ,1,238,normal
SF,9,255,normal
SF,24,255,normal
SF,3,255,normal
SF,9,255,normal
SF,22,255,normal
SF,7,255,normal
SF,2,255,normal
SF,7,255,normal
SF,1,255,normal
SF,13,255,normal
SF,20,228,normal
SF,6,255,normal
SF,3,255,normal
SF,7,255,normal
SF,5,255,normal
SF,15,255,normal
SF,2,255,normal
REJ,11,179,normal
SF,12,255,normal
SF,5,255,normal
SF,26,255,normal
SF,3,255,normal
SF,6,255,normal
SF,1,255,normal
SF,1,255,normal
SF,2,255,normal
SF,1,255,normal
REJ,1,117,normal
SF,3,255,normal
SF,1,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,7,255,normal
REJ,1,250,normal
SF,11,255,normal
SF,9,255,normal
SF,8,255,normal
SF,9,255,normal
SF,21,255,normal
SF,1,166,normal
SF,13,255,normal
SF,4,255,normal
SF,1,225,normal
SF,6,255,normal
SF,11,255,normal
SF,6,255,normal
REJ,1,253,normal
SF,2,164,normal
SF,13,234,normal
SF,6,255,normal
SF,5,255,normal
SF,38,255,normal
SF,1,255,normal
SF,1,255,normal
SF,14,255,normal
SF,8,244,normal
SF,1,255,normal
SF,21,255,normal
SF,23,255,normal
SF,11,251,normal
SF,1,255,normal
SF,10,255,normal
SF,4,255,normal
SF,10,255,normal
SF,20,255,normal
SF,23,255,normal
REJ,1,152,normal
SF,2,255,normal
SF,8,255,normal
SF,1,255,normal
SF,1,255,normal
SF,77,255,normal
SF,21,255,normal
SF,2,255,normal
SF,11,255,normal
SF,5,255,normal
SF,1,255,normal
SF,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,11,122,normal
SF,3,255,normal
SF,4,255,normal
SF,1,255,normal
SF,3,155,normal
SF,9,255,normal
SF,2,255,normal
SF,1,255,normal
SF,1,255,normal
SF,7,248,normal
SF,6,255,normal
SF,7,255,normal
SF,7,255,normal
SF,2,255,normal
SF,5,255,normal
SF,7,255,normal
SF,1,239,normal
SF,4,255,normal
SF,10,255,normal
SF,16,255,normal
SF,6,255,normal
SF,13,255,normal
REJ,1,255,normal
SF,4,255,normal
SF,9,37,normal
SF,31,255,normal
SF,1,4,normal
SF,16,255,normal
SF,11,255,normal
SF,17,255,normal
SF,2,255,normal
SF,1,255,normal
SF,2,255,normal
SF,4,215,normal
SF,20,255,normal
REJ,1,255,normal
SF,13,255,normal
SF,1,255,normal
SF,10,255,normal
SF,1,255,normal
SF,2,255,normal
REJ,1,219,normal
SF,4,249,normal
SF,1,255,normal
SF,12,255,normal
SF,19,255,normal
SF,3,255,normal
SF,13,255,normal
SF,6,255,normal
SF,11,255,normal
SF,1,255,normal
SF,12,255,normal
SF,16,255,normal
SF,25,255,normal
SF,1,255,normal
SF,8,255,normal
SF,1,255,normal
SF,8,255,normal
SF,3,255,normal
SF,1,119,normal
SF,11,255,normal
SF,3,255,normal
SF,17,255,normal
SF,9,255,normal
SF,2,255,normal
SF,9,214,normal
SF,8,255,normal
SF,4,255,normal
SF,2,255,normal
SF,2,255,normal
SF,4,255,normal
SF,15,255,normal
SF,11,255,normal
SF,14,255,normal
SF,2,255,normal
SF,9,255,normal
SF,4,80,normal
SF,19,255,normal
SF,1,247,normal
SF,1,255,normal
SF,1,255,normal
SF,3,255,normal
SF,5,255,normal
SF,1,255,normal
SF,18,255,normal
SF,2,255,normal
REJ,1,231,normal
SF,3,255,normal
SF,7,255,normal
SF,3,255,normal
SF,9,255,normal
SF,3,255,normal
SF,17,255,normal
SF,1,255,normal
SF,12,255,normal
SF,6,255,normal
SF,30,255,normal
SF,9,255,normal
SF,2,255,normal
SF,2,255,normal
SF,3,255,normal
SF,8,255,normal
SF,16,255,normal
SF,1,255,normal
SF,3,255,normal
SF,3,251,normal
SF,8,255,normal
SF,31,255,normal
SF,14,255,normal
S0,1,126,normal
REJ,4,245,normal
SF,14,255,normal
SF,6,255,normal
REJ,1,250,normal
REJ,1,207,normal
SF,10,63,normal
SF,3,255,normal
SF,12,255,normal
SF,10,255,normal
SF,8,255,normal
S0,2,255,normal
SF,1,255,normal
REJ,1,255,normal
SF,9,67,normal
SF,3,255,normal
SF,1,255,normal
SF,22,255,normal
SF,2,255,normal
SF,6,255,normal
SF,12,255,normal
SF,10,255,normal
SF,21,255,normal
SF,9,255,normal
SF,11,255,normal
SF,4,255,normal
SF,7,255,normal
SF,7,255,normal
SF,19,255,normal
SF,2,255,normal
SF,9,255,normal
SF,2,255,normal
REJ,1,12,normal
SF,3,255,normal
SF,10,255,normal
SF,8,255,normal
SF,15,255,normal
SF,30,255,normal
SF,15,255,normal
SF,10,255,normal
SF,10,255,normal
SF,5,255,normal
SF,10,247,normal
SF,11,255,normal
SF,4,255,normal
SF,2,255,normal
SF,27,29,normal
SF,2,11,normal
SF,5,255,normal
SF,1,255,normal
SF,3,255,normal
SF,5,72,normal
SF,16,255,normal
SF,17,255,normal
SF,2,47,normal
SF,5,255,normal
SF,4,255,normal
SF,23,255,normal
SF,2,255,normal
SF,5,255,normal
SF,5,255,normal
SF,3,193,normal
SF,9,255,normal
SF,2,127,normal
SF,4,255,normal
SF,26,255,normal
SF,7,255,normal
SF,2,255,normal
SF,8,255,normal
SF,10,153,normal
SF,5,255,normal
SF,3,255,normal
SF,27,255,normal
SF,4,255,normal
SF,44,255,normal
SF,21,255,normal
REJ,1,22,normal
REJ,1,219,normal
SF,12,255,normal
SF,6,255,normal
SF,5,255,normal
SF,5,255,normal
SF,10,255,normal
SF,5,255,normal
SF,37,255,normal
SF,5,255,normal
SF,2,255,normal
SF,21,255,normal
SF,8,255,normal
REJ,1,255,normal
SF,4,255,normal
SF,1,246,normal
S0,2,254,normal
SF,9,255,normal
SF,3,255,normal
SF,2,237,normal
SF,19,255,normal
SF,19,255,normal
SF,6,255,normal
SF,15,255,normal
SF,3,255,normal
SF,19,255,normal
SF,8,255,normal
SF,29,255,normal
SF,3,255,normal
RSTO,1,255,normal
SF,5,255,normal
SF,16,255,normal
SF,13,255,normal
SF,1,255,normal
SF,3,237,normal
SF,5,220,normal
SF,14,255,normal
SF,2,255,normal
SF,5,255,normal
SF,7,255,normal
SF,20,255,normal
REJ,1,238,normal
REJ,1,249,normal
SF,13,255,normal
SF,1,255,normal
SF,6,255,normal
SF,4,255,normal
SF,3,255,normal
SF,20,255,normal
SF,1,255,normal
SF,19,255,normal
SF,5,255,normal
REJ,1,255,normal
SF,22,255,normal
SF,9,255,normal
SF,8,255,normal
SF,5,255,normal
SF,17,255,normal
SF,5,255,normal
SF,6,255,normal
SF,15,255,normal
SF,14,255,normal
SF,2,240,normal
SF,26,255,normal
SF,2,255,normal
SF,5,255,normal
SF,1,61,normal
SF,1,255,normal
SF,1,255,normal
REJ,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,2,204,normal
SF,17,255,normal
REJ,1,255,normal
SF,28,255,normal
SF,12,255,normal
SF,1,255,normal
SF,26,255,normal
SF,10,255,normal
SF,4,255,normal
SF,7,255,normal
SF,10,255,normal
SF,2,255,normal
SF,2,255,normal
SF,3,255,normal
SF,3,255,normal
SF,3,255,normal
SF,1,255,normal
SF,13,255,normal
SF,29,255,normal
SF,1,251,normal
SF,17,255,normal
SF,3,255,normal
SF,18,255,normal
SF,4,255,normal
SF,3,255,normal
REJ,1,253,normal
SF,9,255,normal
SF,6,255,normal
SF,9,255,normal
SF,9,255,normal
SF,14,255,normal
SF,1,255,normal
SF,10,216,normal
SF,15,255,normal
SF,32,255,normal
REJ,1,251,normal
SF,2,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,2,255,normal
SF,4,255,normal
SF,6,238,normal
SF,14,255,normal
REJ,1,157,normal
SF,15,255,normal
SF,6,255,normal
SF,17,255,normal
SF,8,255,normal
SF,4,255,normal
SF,2,249,normal
SF,12,255,normal
SF,35,255,normal
SF,20,255,normal
SF,5,255,normal
REJ,1,38,normal
SF,29,255,normal
SF,17,255,normal
SF,1,253,normal
SF,12,255,normal
SF,1,232,normal
SF,7,255,normal
SF,4,211,normal
SF,3,255,normal
SF,21,255,normal
REJ,1,255,normal
S0,2,255,normal
REJ,1,115,normal
SF,1,236,normal
SF,9,255,normal
SF,3,247,normal
SF,5,204,normal
SF,6,255,normal
SF,4,255,normal
SF,6,255,normal
SF,30,255,normal
SF,5,255,normal
SF,27,255,normal
S1,1,255,normal
SF,12,255,normal
SF,4,255,normal
SF,3,164,normal
SF,20,255,normal
SF,3,255,normal
SF,1,255,normal
SF,1,92,normal
SF,6,255,normal
SF,3,255,normal
S1,5,255,normal
SF,17,255,normal
SF,5,255,normal
SF,10,255,normal
SF,1,255,normal
SF,8,255,normal
SF,23,255,normal
SF,22,255,normal
SF,2,230,normal
SF,2,255,normal
SF,17,255,normal
SF,11,255,normal
REJ,1,253,normal
S0,2,255,normal
SF,1,255,normal
SF,20,255,normal
SF,2,255,normal
SF,4,231,normal
SF,2,255,normal
REJ,1,130,normal
SF,25,255,normal
REJ,27,231,normal
SF,2,255,normal
SF,7,255,normal
SF,2,255,normal
SF,2,255,normal
SF,1,255,normal
SF,10,255,normal
REJ,2,217,normal
SF,16,229,normal
SF,3,255,normal
SF,17,255,normal
REJ,1,152,normal
SF,1,255,normal
SF,1,255,normal
SF,14,255,normal
REJ,1,255,normal
SF,10,255,normal
SF,21,255,normal
SF,1,255,normal
SF,8,255,normal
SF,20,255,normal
REJ,1,255,normal
SF,1,255,normal
S0,5,255,normal
SF,4,255,normal
SF,6,255,normal
SF,12,255,normal
SF,17,255,normal
SF,10,255,normal
SF,16,255,normal
SF,4,255,normal
SF,2,255,normal
SF,2,255,normal
SF,18,255,normal
SF,1,231,normal
SF,5,255,normal
SF,11,255,normal
SF,3,255,normal
SF,8,255,normal
SF,4,255,normal
SF,6,255,normal
SF,7,255,normal
SF,3,255,normal
SF,5,255,normal
SF,2,255,normal
SF,5,255,normal
SF,9,255,normal
SF,4,255,normal
SF,17,255,normal
SF,9,255,normal
SF,3,231,normal
SF,5,255,normal
SF,25,255,normal
SF,7,255,normal
SF,1,255,normal
SF,1,255,normal
SF,3,255,normal
SF,4,255,normal
SF,10,255,normal
SF,13,255,normal
SF,5,255,normal
SF,1,255,normal
SF,1,255,normal
SF,23,255,normal
SF,27,255,normal
SF,10,255,normal
SF,12,255,normal
SF,15,255,normal
SF,9,26,normal
SF,6,255,normal
SF,1,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,22,255,normal
SF,30,255,normal
SF,7,255,normal
SF,23,255,normal
SF,2,255,normal
SF,26,255,normal
SF,2,255,normal
S1,1,255,normal
SF,9,255,normal
REJ,1,253,normal
SF,24,255,normal
SF,16,255,normal
SF,1,255,normal
SF,1,255,normal
SF,2,255,normal
SF,7,255,normal
SF,1,255,normal
SF,8,255,normal
SF,35,255,normal
SF,39,255,normal
SF,13,255,normal
SF,23,255,normal
SF,3,255,normal
SF,2,255,normal
SF,2,255,normal
REJ,1,254,normal
SF,1,255,normal
SF,5,255,normal
SF,7,255,normal
SF,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,7,255,normal
REJ,1,255,normal
SF,7,255,normal
SF,7,255,normal
SF,3,255,normal
SF,8,255,normal
SF,16,206,normal
SF,6,255,normal
SF,2,241,normal
SF,9,238,normal
SF,1,255,normal
SF,5,211,normal
SF,2,255,normal
SF,2,58,normal
SF,5,255,normal
SF,42,255,normal
SF,11,255,normal
SF,7,255,normal
SF,1,255,normal
REJ,2,255,normal
SF,5,255,normal
SF,14,255,normal
SF,25,255,normal
SF,1,255,normal
SF,13,255,normal
SF,13,255,normal
SF,5,253,normal
SF,11,255,normal
SF,19,255,normal
REJ,1,229,normal
SF,1,255,normal
SF,11,255,normal
SF,23,255,normal
REJ,1,94,normal
SF,22,255,normal
SF,5,255,normal
SF,54,255,normal
SF,7,255,normal
SF,16,255,normal
SF,27,255,normal
SF,12,255,normal
SF,20,255,normal
REJ,1,253,normal
SF,4,255,normal
SF,3,255,normal
SF,7,255,normal
SF,6,255,normal
SF,8,255,normal
REJ,1,255,normal
REJ,1,255,normal
SF,19,255,normal
SF,4,252,normal
SF,5,255,normal
SF,11,255,normal
SF,7,255,normal
SF,7,232,normal
SF,21,255,normal
SF,11,255,normal
SF,12,255,normal
SF,1,255,normal
SF,3,229,normal
SF,2,1,normal
SF,38,255,normal
REJ,1,255,normal
SF,1,255,normal
SF,7,255,normal
SF,4,255,normal
SF,1,255,normal
SF,1,248,normal
SF,7,255,normal
SF,17,255,normal
SF,5,238,normal
SF,25,255,normal
SF,39,255,normal
SF,6,255,normal
SF,17,255,normal
REJ,1,253,normal
SF,32,255,normal
SF,8,255,normal
SF,5,249,normal
S1,3,255,normal
SF,10,255,normal
SF,8,239,normal
SF,7,255,normal
SF,7,255,normal
SF,4,234,normal
OTH,3386,62,attack
OTH,1982,61,attack
OTH,5433,58,attack
OTH,2296,63,attack
OTH,4758,63,attack
OTH,1430,62,attack
OTH,2270,69,attack
OTH,6062,68,attack
OTH,2843,62,attack
OTH,1217,56,attack
OTH,3622,58,attack
OTH,6219,58,attack
OTH,1468,63,attack
OTH,5779,61,attack
OTH,2793,61,attack
OTH,1161,70,attack
OTH,6183,71,attack
OTH,2330,58,attack
OTH,498,68,attack
OTH,654,79,attack
OTH,1327,66,attack
OTH,2761,65,attack
OTH,3926,64,attack
OTH,2518,62,attack
OTH,3963,64,attack
OTH,809,57,attack
OTH,4093,67,attack
OTH,1170,58,attack
OTH,4269,60,attack
OTH,4531,62,attack
OTH,4358,61,attack
OTH,3686,69,attack
OTH,5456,64,attack
OTH,75,60,attack
OTH,3716,60,attack
OTH,4421,62,attack
OTH,5920,64,attack
OTH,4837,61,attack
OTH,617,65,attack
OTH,2780,60,attack
OTH,5102,66,attack
OTH,6280,61,attack
OTH,3082,62,attack
OTH,2623,63,attack
OTH,1886,63,attack
OTH,4126,73,attack
OTH,356,54,attack
OTH,5933,55,attack
OTH,1068,61,attack
OTH,5661,61,attack
OTH,5973,62,attack
OTH,1575,63,attack
OTH,683,86,attack
OTH,5207,53,attack
OTH,672,83,attack
OTH,4925,61,attack
OTH,592,61,attack
OTH,5701,62,attack
OTH,5226,62,attack
OTH,3290,70,attack
OTH,5388,65,attack
OTH,2458,63,attack
OTH,3989,60,attack
OTH,1991,58,attack
OTH,5645,61,attack
OTH,3111,72,attack
OTH,3080,62,attack
OTH,2084,66,attack
OTH,2958,59,attack
OTH,2012,63,attack
OTH,5766,73,attack
OTH,3223,62,attack
OTH,1069,62,attack
OTH,2172,57,attack
OTH,5384,64,attack
OTH,134,64,attack
OTH,5459,64,attack
OTH,404,61,attack
OTH,4574,63,attack
OTH,346,63,attack
OTH,5442,59,attack
OTH,2280,56,attack
OTH,327,58,attack
OTH,5938,52,attack
OTH,612,62,attack
OTH,3154,68,attack
OTH,4881,63,attack
OTH,3978,65,attack
OTH,6106,71,attack
OTH,224,63,attack
OTH,761,70,attack
OTH,3466,59,attack
OTH,856,62,attack
OTH,3801,56,attack
OTH,1100,74,attack
OTH,5029,64,attack
OTH,2470,60,attack
OTH,2217,64,attack
OTH,201,68,attack
OTH,5493,63,attack
OTH,984,68,attack
OTH,439,60,attack
OTH,4551,62,attack
OTH,4989,57,attack
OTH,3509,58,attack
OTH,5927,65,attack
OTH,5614,61,attack
OTH,2919,65,attack
OTH,6152,70,attack
OTH,1280,61,attack
OTH,2758,65,attack
OTH,4556,62,attack
OTH,2971,61,attack
OTH,4355,58,attack
OTH,336,67,attack
OTH,3561,69,attack
OTH,5711,60,attack
OTH,4647,62,attack
OTH,4342,56,attack
OTH,4877,62,attack
OTH,638,72,attack
OTH,6188,74,attack
OTH,2103,73,attack
OTH,5945,57,attack
OTH,2275,62,attack
OTH,2310,60,attack
OTH,2795,61,attack
OTH,731,68,attack
OTH,1554,69,attack
OTH,3953,58,attack
OTH,3408,69,attack
OTH,277,71,attack
OTH,1513,58,attack
OTH,1393,60,attack
OTH,136,64,attack
OTH,2440,64,attack
OTH,4607,58,attack
OTH,5516,69,attack
OTH,2461,66,attack
OTH,3118,72,attack
OTH,4691,60,attack
OTH,3576,60,attack
OTH,3108,71,attack
OTH,5257,59,attack
OTH,4506,57,attack
OTH,236,63,attack
OTH,5508,65,attack
OTH,3360,64,attack
OTH,4931,65,attack
OTH,67,67,attack
OTH,3690,54,attack
OTH,1976,61,attack
OTH,3288,68,attack
OTH,4369,62,attack
OTH,4399,61,attack
OTH,2331,58,attack
OTH,5988,63,attack
OTH,3900,60,attack
OTH,5214,53,attack
OTH,2004,60,attack
OTH,4058,57,attack
OTH,5304,64,attack
OTH,2008,59,attack
OTH,3565,66,attack
OTH,6193,71,attack
OTH,3976,65,attack
OTH,3505,54,attack
OTH,6271,59,attack
OTH,4025,55,attack
OTH,5266,66,attack
OTH,3246,67,attack
OTH,3392,63,attack
OTH,1809,63,attack
OTH,703,82,attack
OTH,5487,63,attack
OTH,3008,61,attack
OTH,3871,62,attack
OTH,1692,56,attack
OTH,4455,61,attack
OTH,4605,58,attack
OTH,6121,57,attack
OTH,5008,61,attack
OTH,1872,65,attack
OTH,1018,69,attack
OTH,565,57,attack
OTH,1146,60,attack
OTH,6222,58,attack
OTH,5822,55,attack
OTH,2611,59,attack
OTH,6342,73,attack
OTH,773,71,attack
OTH,3735,66,attack
OTH,1600,61,attack
OTH,3497,58,attack
OTH,2881,58,attack
OTH,5210,54,attack
OTH,1927,63,attack
OTH,5095,60,attack
OTH,949,57,attack
OTH,3797,56,attack
OTH,3507,56,attack
OTH,3970,60,attack
OTH,1950,61,attack
OTH,2502,67,attack
OTH,4311,61,attack
OTH,5904,58,attack
OTH,2166,51,attack
OTH,5089,60,attack
OTH,951,57,attack
OTH,1473,68,attack
OTH,5034,64,attack
OTH,1168,70,attack
OTH,3298,61,attack
OTH,5627,63,attack
OTH,5960,64,attack
OTH,3804,54,attack
OTH,1323,62,attack
OTH,3335,63,attack
OTH,88,57,attack
OTH,37,37,attack
OTH,3696,56,attack
OTH,1010,69,attack
OTH,3339,58,attack
OTH,5359,60,attack
OTH,3522,69,attack
OTH,3397,64,attack
OTH,304,54,attack
OTH,2144,63,attack
OTH,5461,64,attack
OTH,441,60,attack
OTH,4362,65,attack
OTH,1758,62,attack
OTH,3434,66,attack
OTH,487,63,attack
OTH,5497,65,attack
OTH,1228,58,attack
OTH,2288,60,attack
OTH,1152,61,attack
OTH,2036,70,attack
OTH,3150,64,attack
OTH,1806,61,attack
OTH,2590,65,attack
OTH,4856,57,attack
OTH,1126,62,attack
OTH,543,62,attack
OTH,3280,65,attack
OTH,4488,66,attack
OTH,651,79,attack
OTH,595,61,attack
OTH,1455,62,attack
OTH,5222,61,attack
OTH,4484,66,attack
OTH,5370,61,attack
OTH,6256,62,attack
OTH,4503,66,attack
OTH,3374,58,attack
OTH,3129,69,attack
OTH,6189,71,attack
OTH,2142,62,attack
OTH,1903,59,attack
OTH,3109,72,attack
OTH,6092,69,attack
OTH,4327,70,attack
OTH,2673,64,attack
OTH,2211,64,attack
OTH,3886,60,attack
OTH,5252,65,attack
OTH,3832,65,attack
OTH,3895,60,attack
OTH,908,61,attack
OTH,3037,57,attack
OTH,4815,61,attack
OTH,4312,62,attack
OTH,40,40,attack
OTH,1212,56,attack
OTH,2656,65,attack
OTH,2138,61,attack
OTH,5339,66,attack
OTH,4646,61,attack
OTH,1818,59,attack
OTH,3449,71,attack
OTH,2143,62,attack
OTH,3748,66,attack
OTH,83,57,attack
OTH,3179,54,attack
OTH,3699,59,attack
OTH,254,64,attack
OTH,5763,70,attack
OTH,3952,58,attack
OTH,699,92,attack
OTH,5924,65,attack
OTH,3041,61,attack
OTH,2604,63,attack
OTH,3450,71,attack
OTH,2501,67,attack
OTH,3533,56,attack
OTH,5864,61,attack
OTH,5518,59,attack
OTH,2349,61,attack
OTH,3962,64,attack
OTH,2464,59,attack
OTH,4006,61,attack
OTH,6221,58,attack
OTH,1021,69,attack
OTH,4777,61,attack
OTH,4926,61,attack
OTH,3827,61,attack
OTH,5816,55,attack
OTH,1301,62,attack
OTH,4935,66,attack
OTH,3931,66,attack
OTH,5381,64,attack
OTH,5954,58,attack
OTH,3394,63,attack
OTH,1748,61,attack
OTH,3319,69,attack
OTH,5565,65,attack
OTH,4305,55,attack
OTH,1201,61,attack
OTH,1061,57,attack
OTH,2858,62,attack
OTH,2906,62,attack
OTH,5871,61,attack
OTH,1655,63,attack
OTH,3524,64,attack
OTH,2000,63,attack
OTH,1379,59,attack
OTH,1055,57,attack
OTH,1004,75,attack
OTH,5491,63,attack
OTH,2498,67,attack
OTH,6194,60,attack
OTH,1340,62,attack
OTH,2947,65,attack
OTH,6157,64,attack
OTH,5582,65,attack
OTH,2960,59,attack
OTH,1461,68,attack
OTH,4880,63,attack
OTH,1434,63,attack
OTH,1159,68,attack
OTH,4418,61,attack
OTH,1505,60,attack
OTH,3600,68,attack
OTH,4915,60,attack
OTH,6089,69,attack
OTH,5465,64,attack
OTH,3122,72,attack
OTH,5731,66,attack
OTH,1696,58,attack
OTH,5678,61,attack
OTH,5538,61,attack
OTH,743,68,attack
OTH,2539,63,attack
OTH,1463,68,attack
OTH,2018,68,attack
OTH,2250,64,attack
OTH,2490,64,attack
OTH,1734,62,attack
OTH,5755,67,attack
OTH,5294,63,attack
OTH,5182,66,attack
OTH,4502,66,attack
OTH,2473,63,attack
OTH,2782,60,attack
OTH,1079,65,attack
OTH,6083,66,attack
OTH,3430,65,attack
OTH,6172,74,attack
OTH,3259,59,attack
OTH,3325,64,attack
OTH,5952,57,attack
OTH,4897,65,attack
OTH,118,61,attack
OTH,4373,62,attack
OTH,2962,59,attack
OTH,2861,62,attack
OTH,295,63,attack
OTH,5111,62,attack
OTH,1416,63,attack
OTH,3549,63,attack
OTH,2236,61,attack
OTH,1578,63,attack
OTH,5717,64,attack
OTH,6116,55,attack
OTH,131,65,attack
OTH,6297,61,attack
OTH,4911,56,attack
OTH,1867,61,attack
OTH,3636,68,attack
OTH,4514,59,attack
OTH,3075,64,attack
OTH,4015,67,attack
OTH,3330,64,attack
OTH,3635,67,attack
OTH,5264,66,attack
OTH,3061,62,attack
OTH,3518,67,attack
OTH,3779,64,attack
OTH,3724,60,attack
OTH,5965,64,attack
OTH,2831,65,attack
OTH,6328,67,attack
OTH,846,62,attack
OTH,2930,59,attack
OTH,1041,61,attack
OTH,6139,67,attack
OTH,4003,60,attack
OTH,1805,61,attack
OTH,5300,66,attack
OTH,2924,61,attack
OTH,437,65,attack
OTH,4009,63,attack
OTH,4209,56,attack
OTH,3230,64,attack
OTH,2787,60,attack
OTH,1926,62,attack
OTH,5665,61,attack
OTH,6024,62,attack
OTH,5572,57,attack
OTH,3717,60,attack
OTH,6250,61,attack
OTH,328,59,attack
OTH,1848,60,attack
OTH,3830,63,attack
OTH,395,62,attack
OTH,1824,59,attack
OTH,71,60,attack
OTH,4097,62,attack
OTH,107,52,attack
OTH,6276,59,attack
OTH,1297,58,attack
OTH,3471,62,attack
OTH,4846,63,attack
OTH,4274,65,attack
OTH,4347,56,attack
OTH,6102,68,attack
OTH,3581,60,attack
OTH,1787,63,attack
OTH,6081,64,attack
OTH,2885,62,attack
OTH,313,53,attack
OTH,5817,55,attack
OTH,1819,59,attack
OTH,4816,61,attack
OTH,3243,66,attack
OTH,2481,62,attack
OTH,5250,65,attack
OTH,3406,68,attack
OTH,2341,63,attack
OTH,5569,57,attack
OTH,2441,65,attack
OTH,544,62,attack
OTH,4424,59,attack
OTH,2306,60,attack
OTH,2174,59,attack
OTH,4173,62,attack
OTH,1774,61,attack
OTH,5273,62,attack
OTH,2804,57,attack
OTH,762,70,attack
OTH,4508,57,attack
OTH,10,10,attack
OTH,3274,62,attack
OTH,5011,61,attack
OTH,5163,68,attack
OTH,376,63,attack
OTH,4482,64,attack
OTH,6096,66,attack
OTH,808,57,attack
OTH,3848,60,attack
OTH,1052,57,attack
OTH,2834,60,attack
OTH,3421,59,attack
OTH,1248,68,attack
OTH,2477,66,attack
OTH,2558,60,attack
OTH,29,29,attack
OTH,3640,63,attack
OTH,6111,71,attack
OTH,1676,64,attack
OTH,1328,67,attack
OTH,5996,64,attack
OTH,1544,62,attack
OTH,5161,68,attack
OTH,2730,62,attack
OTH,5601,63,attack
OTH,2487,64,attack
OTH,4749,60,attack
OTH,3614,56,attack
OTH,3479,68,attack
OTH,2799,55,attack
OTH,3417,59,attack
OTH,1060,57,attack
OTH,1648,67,attack
OTH,3701,59,attack
OTH,3117,72,attack
OTH,491,65,attack
OTH,5868,61,attack
OTH,3318,68,attack
OTH,486,100,attack
S3,130,100,attack
OTH,253,100,attack
OTH,201,100,attack
S3,366,100,attack
RSTO,517,100,attack
S1,194,100,attack
OTH,473,100,attack
S3,144,100,attack
S3,137,100,attack
OTH,101,100,attack
S3,174,100,attack
S3,148,100,attack
OTH,797,100,attack
S3,1228,100,attack
S3,399,100,attack
S3,1188,100,attack
OTH,219,100,attack
S3,994,100,attack
S3,98,100,attack
S3,325,100,attack
OTH,716,100,attack
S3,518,100,attack
OTH,41,95,attack
OTH,780,100,attack
S3,140,100,attack
S3,140,100,attack
S3,148,100,attack
OTH,997,100,attack
OTH,212,100,attack
OTH,202,100,attack
OTH,936,100,attack
S3,897,100,attack
S3,77,100,attack
RSTO,320,100,attack
S3,412,100,attack
S3,765,100,attack
OTH,293,100,attack
S3,872,100,attack
OTH,71,100,attack
S3,988,100,attack
OTH,620,100,attack
S3,141,100,attack
S3,358,100,attack
S3,1071,100,attack
OTH,18,100,attack
S3,529,100,attack
OTH,56,100,attack
RSTO,267,100,attack
S3,167,100,attack
OTH,230,100,attack
OTH,490,100,attack
OTH,255,100,attack
OTH,802,100,attack
OTH,42,95,attack
S3,485,100,attack
S3,116,100,attack
RSTO,259,100,attack
RSTO,198,100,attack
S3,1028,100,attack
OTH,736,100,attack
S3,729,100,attack
OTH,169,100,attack
S3,509,100,attack
S3,147,100,attack
OTH,466,100,attack
RSTO,221,100,attack
S3,127,100,attack
S3,1002,100,attack
OTH,290,100,attack
S3,154,100,attack
S1,216,100,attack
OTH,80,100,attack
S3,501,100,attack
OTH,471,100,attack
RSTO,69,100,attack
OTH,993,100,attack
