% isAttack normal:	1333
% isAttack attack:	2592
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,18,24,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,attack}

@data
OTH,65,0,attack
OTH,65,0,attack
OTH,70,0,attack
OTH,33,0,attack
OTH,71,0,attack
OTH,70,0,attack
S3,54,0.56,attack
S1,100,1,attack
OTH,66,0,attack
OTH,71,0,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,70,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,72,0,attack
OTH,66,0,attack
OTH,72,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,70,0,attack
OTH,59,0,attack
OTH,39,0,attack
OTH,75,0,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,76,0,attack
OTH,76,0,attack
S3,76,0.83,attack
OTH,70,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,63,0,attack
OTH,65,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,65,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,70,0,attack
OTH,75,0,attack
OTH,67,0,attack
RSTO,100,0,attack
OTH,74,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,72,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,67,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,67,0,attack
OTH,65,0,attack
OTH,73,0,attack
OTH,77,0,attack
OTH,70,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,67,0,attack
OTH,72,0,attack
OTH,11,0,attack
OTH,69,0,attack
OTH,74,0,attack
OTH,66,0,attack
OTH,62,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,68,0,attack
OTH,70,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,71,0,attack
S3,100,1,attack
OTH,60,0,attack
OTH,69,0,attack
OTH,75,0,attack
OTH,67,0,attack
OTH,66,0,attack
S3,100,1,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,65,0,attack
OTH,78,0,attack
OTH,66,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,72,0,attack
OTH,72,0,attack
S3,100,0.57,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,70,0,attack
OTH,72,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,74,0,attack
OTH,70,0,attack
S3,98,1,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,75,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,35,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,69,0,attack
OTH,63,0,attack
OTH,63,0,attack
OTH,68,0,attack
OTH,70,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,72,0,attack
S3,100,1,attack
OTH,70,0,attack
OTH,68,0,attack
OTH,99,0,attack
OTH,72,0,attack
OTH,27,0,attack
OTH,75,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,65,0,attack
OTH,72,0,attack
OTH,70,0,attack
OTH,70,0,attack
OTH,64,0,attack
S3,100,1,attack
OTH,71,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,74,0,attack
OTH,66,0,attack
OTH,66,0,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,67,0,attack
OTH,76,0,attack
OTH,71,0,attack
OTH,71,0,attack
S3,75,0.83,attack
OTH,70,0,attack
OTH,33,0,attack
OTH,68,0,attack
OTH,74,0,attack
S3,100,1,attack
OTH,66,0,attack
OTH,72,0,attack
OTH,70,0,attack
S3,100,1,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,64,0,attack
OTH,69,0,attack
OTH,65,0,attack
OTH,76,0,attack
OTH,74,0,attack
OTH,71,0,attack
OTH,64,0,attack
OTH,66,0,attack
OTH,74,0,attack
OTH,72,0,attack
OTH,69,0,attack
OTH,74,0,attack
OTH,74,0,attack
OTH,65,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,65,0,attack
S3,100,1,attack
OTH,66,0,attack
OTH,71,0,attack
OTH,79,0,attack
OTH,72,0,attack
OTH,72,0,attack
OTH,70,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,70,0,attack
OTH,57,0,attack
OTH,71,0,attack
S3,100,1,attack
OTH,71,0,attack
OTH,64,0,attack
S3,100,1,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,65,0,attack
OTH,56,0,attack
OTH,68,0,attack
OTH,70,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,75,0,attack
OTH,67,0,attack
OTH,75,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,70,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,78,0,attack
OTH,71,0,attack
OTH,73,0,attack
S3,25,1,attack
OTH,75,0,attack
OTH,65,0,attack
OTH,68,0,attack
OTH,74,0,attack
OTH,67,0,attack
OTH,67,0,attack
OTH,56,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,67,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,69,0,attack
OTH,33,0,attack
OTH,73,0,attack
OTH,71,0,attack
S3,51,1,attack
OTH,75,0,attack
OTH,72,0,attack
OTH,64,0,attack
OTH,65,0,attack
OTH,74,0,attack
OTH,69,0,attack
OTH,65,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,64,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,68,0,attack
OTH,68,0,attack
S3,75,1,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,74,0,attack
OTH,72,0,attack
OTH,100,0,attack
OTH,64,0,attack
OTH,71,0,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,75,0,attack
OTH,70,0,attack
S3,100,1,attack
OTH,68,0,attack
OTH,63,0,attack
OTH,68,0,attack
OTH,79,0,attack
OTH,72,0,attack
OTH,75,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,65,0,attack
OTH,63,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,70,0,attack
S3,100,1,attack
OTH,68,0,attack
S3,100,1,attack
OTH,73,0,attack
OTH,66,0,attack
OTH,73,0,attack
OTH,75,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,70,0,attack
OTH,69,0,attack
S3,100,1,attack
OTH,74,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,64,0,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,69,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,66,0,attack
RSTO,100,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,78,0,attack
OTH,66,0,attack
OTH,76,0,attack
OTH,72,0,attack
OTH,69,0,attack
OTH,73,0,attack
S3,98,1,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,74,0,attack
OTH,64,0,attack
OTH,76,0,attack
OTH,76,0,attack
OTH,69,0,attack
OTH,44,0,attack
OTH,70,0,attack
OTH,70,0,attack
OTH,67,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,70,0,attack
OTH,65,0,attack
OTH,66,0,attack
S3,100,1,attack
OTH,70,0,attack
OTH,25,0,attack
OTH,79,0,attack
OTH,67,0,attack
OTH,63,0,attack
OTH,33,0,attack
OTH,70,0,attack
OTH,65,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,65,0,attack
OTH,75,0,attack
RSTO,100,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,75,0,attack
OTH,73,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,70,0,attack
OTH,53,0,attack
S3,100,1,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,63,0,attack
OTH,66,0,attack
OTH,67,0,attack
OTH,74,0,attack
OTH,77,0,attack
OTH,75,0,attack
OTH,75,0,attack
OTH,33,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,74,0,attack
OTH,68,0,attack
OTH,72,0,attack
OTH,36,0,attack
OTH,70,0,attack
OTH,61,0,attack
OTH,70,0,attack
OTH,64,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,70,0,attack
OTH,71,0,attack
OTH,72,0,attack
OTH,64,0,attack
OTH,33,0,attack
OTH,72,0,attack
OTH,74,0,attack
OTH,73,0,attack
OTH,71,0,attack
OTH,33,0,attack
OTH,68,0,attack
OTH,64,0,attack
OTH,68,0,attack
OTH,56,0,attack
OTH,70,0,attack
OTH,71,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,35,0,attack
OTH,69,0,attack
OTH,61,0,attack
OTH,76,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,76,0,attack
OTH,72,0,attack
OTH,76,0,attack
OTH,71,0,attack
OTH,67,0,attack
OTH,72,0,attack
OTH,33,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,75,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,66,0,attack
OTH,65,0,attack
OTH,75,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,66,0,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,80,0,attack
OTH,76,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,64,0,attack
OTH,80,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,72,0,attack
OTH,81,0,attack
OTH,68,0,attack
OTH,32,0,attack
OTH,74,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,31,0,attack
OTH,69,0,attack
OTH,25,0,attack
OTH,64,0,attack
OTH,64,0,attack
OTH,71,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,74,0,attack
OTH,67,0,attack
OTH,75,0,attack
OTH,69,0,attack
OTH,67,0,attack
OTH,68,0,attack
OTH,60,0,attack
S3,100,1,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,70,0,attack
OTH,68,0,attack
RSTO,100,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,71,0,attack
OTH,73,0,attack
OTH,65,0,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,71,0,attack
OTH,67,0,attack
OTH,66,0,attack
OTH,66,0,attack
OTH,66,0,attack
OTH,70,0,attack
OTH,70,0,attack
OTH,65,0,attack
OTH,64,0,attack
OTH,75,0,attack
OTH,64,0,attack
OTH,73,0,attack
OTH,68,0,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,71,0,attack
S3,100,1,attack
OTH,73,0,attack
OTH,64,0,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,69,0,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,78,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,68,0,attack
OTH,70,0,attack
OTH,71,0,attack
OTH,71,0,attack
OTH,68,0,attack
S3,100,1,attack
OTH,33,0,attack
OTH,64,0,attack
OTH,68,0,attack
OTH,77,0,attack
OTH,73,0,attack
OTH,68,0,attack
OTH,75,0,attack
OTH,71,0,attack
OTH,66,0,attack
S3,100,1,attack
OTH,68,0,attack
OTH,58,0,attack
OTH,69,0,attack
OTH,76,0,attack
OTH,71,0,attack
OTH,74,0,attack
OTH,72,0,attack
OTH,65,0,attack
OTH,68,0,attack
OTH,73,0,attack
OTH,71,0,attack
OTH,66,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,75,0,attack
OTH,70,0,attack
OTH,72,0,attack
OTH,68,0,attack
OTH,70,0,attack
S3,100,1,attack
OTH,66,0,attack
OTH,76,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,70,0,attack
OTH,69,0,attack
OTH,71,0,attack
OTH,75,0,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,74,0,attack
OTH,69,0,attack
OTH,66,0,attack
OTH,71,0,attack
OTH,76,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,70,0,attack
OTH,70,0,attack
OTH,64,0,attack
OTH,73,0,attack
OTH,67,0,attack
OTH,70,0,attack
OTH,69,0,attack
RSTO,100,0,attack
OTH,73,0,attack
OTH,71,0,attack
S3,100,1,attack
OTH,73,0,attack
OTH,69,0,attack
OTH,72,0,attack
OTH,71,0,attack
OTH,66,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,68,0,attack
OTH,67,0,attack
OTH,69,0,attack
OTH,73,0,attack
OTH,65,0,attack
OTH,69,0,attack
OTH,69,0,attack
OTH,68,0,attack
OTH,34,0,attack
OTH,72,0,attack
OTH,72,0,attack
OTH,70,0,attack
S3,71,1,attack
OTH,71,0,attack
OTH,78,0,attack
OTH,64,0,attack
OTH,70,0,attack
OTH,67,0,attack
OTH,74,0,attack
OTH,68,0,attack
S3,88,0.92,attack
S3,100,1,attack
OTH,65,0,attack
OTH,73,0,attack
OTH,63,0,attack
OTH,42,0,attack
OTH,68,0,attack
OTH,65,0,attack
S1,100,1,attack
OTH,100,0,attack
S1,92,0.98,attack
OTH,84,0,attack
OTH,84,0,attack
S1,100,1,attack
OTH,100,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.96,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,100,0,attack
OTH,15,0,attack
OTH,100,0,attack
OTH,50,0,attack
RSTO,30,0,attack
S1,100,0.99,attack
RSTO,86,0,attack
S1,99,1,attack
RSTO,45,0,attack
RSTO,55,0,attack
S1,100,1,attack
S1,100,0.72,attack
OTH,50,0,attack
OTH,55,0,attack
OTH,50,0,attack
OTH,46,0,attack
S1,100,0.94,attack
S1,100,1,attack
OTH,46,0,attack
OTH,50,0,attack
RSTO,100,1,attack
S1,100,0.98,attack
OTH,47,0,attack
OTH,50,0,attack
S1,99,1,attack
RSTO,100,0.69,attack
RSTO,100,0,attack
OTH,100,0,attack
OTH,61,0,attack
S1,100,0.97,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,0.27,attack
S1,100,1,attack
RSTO,99,0,attack
OTH,63,0,attack
OTH,58,0,attack
OTH,47,0,attack
OTH,81,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
OTH,73,0,attack
RSTO,33,0,attack
OTH,50,0,attack
S1,100,0.6,attack
OTH,93,0,attack
S1,99,1,attack
OTH,50,0,attack
S1,100,0.22,attack
S1,99,1,attack
OTH,50,0,attack
OTH,59,0,attack
OTH,50,0,attack
OTH,50,0,attack
S1,99,1,attack
OTH,100,0,attack
OTH,91,0,attack
OTH,51,0,attack
OTH,50,0,attack
OTH,50,0,attack
S1,100,0.14,attack
OTH,100,0,attack
S1,100,1,attack
OTH,48,0,attack
OTH,50,0,attack
OTH,50,0,attack
RSTO,97,0,attack
S1,74,0.46,attack
S1,100,1,attack
OTH,50,0,attack
RSTO,100,0.44,attack
OTH,84,0,attack
S1,100,0.98,attack
OTH,50,0,attack
S1,100,0.97,attack
S1,100,0.72,attack
S1,100,1,attack
OTH,56,0,attack
RSTO,98,0.65,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,50,0,attack
S1,100,0.48,attack
OTH,56,0,attack
RSTO,78,0,attack
S1,89,0.73,attack
OTH,50,0,attack
OTH,85,0,attack
OTH,46,0,attack
S1,82,0.77,attack
S1,99,1,attack
S1,100,0.76,attack
RSTO,68,0,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,21,0,attack
S1,100,1,attack
OTH,51,0,attack
OTH,51,0,attack
RSTO,100,0.64,attack
OTH,87,0,attack
S1,100,1,attack
S1,100,0.58,attack
S1,100,0.98,attack
OTH,50,0,attack
S1,100,1,attack
SF,65,0,attack
S1,99,0.64,attack
S1,100,1,attack
S1,100,0.7,attack
S1,100,0.99,attack
OTH,100,0,attack
OTH,30,0,attack
S1,100,1,attack
OTH,77,0,attack
S1,100,0.99,attack
OTH,50,0,attack
S1,99,1,attack
S1,100,0.89,attack
OTH,90,0,attack
S1,100,0.96,attack
OTH,7,0,attack
S1,100,1,attack
RSTO,100,0,attack
S1,99,1,attack
S1,100,1,attack
RSTO,99,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.59,attack
S1,100,1,attack
OTH,49,0,attack
S1,100,1,attack
S1,100,1,attack
OTH,29,0,attack
S1,100,1,attack
RSTO,84,0,attack
S1,99,1,attack
S1,100,1,attack
OTH,39,0,attack
RSTO,26,0,attack
RSTO,100,0,attack
S1,100,0.98,attack
S1,100,0.97,attack
OTH,86,0,attack
S1,62,0.21,attack
RSTO,88,0,attack
S1,100,1,attack
OTH,93,0,attack
OTH,10,0,attack
S1,100,0.55,attack
RSTO,58,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,80,0,attack
RSTO,100,0,attack
OTH,84,0,attack
OTH,50,0,attack
OTH,50,0,attack
RSTO,63,0,attack
OTH,50,0,attack
S1,100,0.97,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
OTH,53,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,75,0,attack
S1,100,1,attack
S1,100,0.53,attack
RSTO,99,0,attack
S1,100,1,attack
S1,100,1,attack
OTH,58,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.73,attack
S1,100,1,attack
S1,99,1,attack
RSTO,100,0.51,attack
OTH,47,0,attack
OTH,49,0,attack
RSTO,100,0.67,attack
OTH,44,0,attack
OTH,50,0,attack
OTH,92,0,attack
OTH,26,0,attack
RSTO,100,0.83,attack
S1,100,1,attack
S1,100,0.97,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.99,attack
OTH,38,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.74,attack
OTH,50,0,attack
S1,100,1,attack
OTH,51,0,attack
OTH,50,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
RSTO,80,0,attack
S1,100,0.99,attack
OTH,51,0,attack
S1,98,0.98,attack
S1,100,1,attack
S1,100,1,attack
RSTO,39,0,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
S1,100,1,attack
OTH,50,0,attack
RSTO,76,0,attack
OTH,84,0,attack
S1,99,1,attack
OTH,86,0,attack
S1,100,1,attack
OTH,54,0,attack
OTH,21,0,attack
S1,100,1,attack
S1,99,1,attack
S1,100,0.98,attack
S1,100,1,attack
RSTO,100,0,attack
OTH,53,0,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,0.91,attack
S1,100,0.98,attack
OTH,34,0,attack
OTH,83,0,attack
RSTO,38,0,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,0.87,attack
S1,100,0.18,attack
OTH,50,0,attack
RSTO,63,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
RSTO,37,0,attack
RSTO,94,0,attack
OTH,49,0,attack
OTH,50,0,attack
RSTO,100,0,attack
RSTO,100,0,attack
S1,95,1,attack
S1,100,1,attack
S1,100,0.52,attack
S1,100,0.66,attack
S1,99,1,attack
RSTO,71,0,attack
OTH,73,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,54,0,attack
OTH,85,0,attack
RSTO,83,0,attack
S1,100,1,attack
RSTO,93,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,60,0,attack
S1,100,1,attack
OTH,51,0,attack
OTH,78,0,attack
OTH,60,0,attack
S1,100,0.97,attack
OTH,86,0,attack
S1,100,1,attack
OTH,34,0,attack
S1,100,1,attack
OTH,85,0,attack
OTH,9,0,attack
S1,100,0.99,attack
OTH,83,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.84,attack
OTH,32,0,attack
OTH,79,0,attack
S1,100,0.98,attack
S2,100,1,attack
OTH,93,0,attack
OTH,62,0,attack
OTH,23,0,attack
S1,67,0.4,attack
S1,71,1,attack
OTH,85,0,attack
S1,93,1,attack
S1,100,1,attack
S2,100,0.26,attack
OTH,28,0,attack
OTH,61,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
OTH,78,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.96,attack
OTH,81,0,attack
S1,96,0.99,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,50,0,attack
RSTO,99,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.3,attack
OTH,45,0,attack
RSTO,100,0.66,attack
S1,100,1,attack
OTH,63,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,63,0,attack
OTH,56,0,attack
S1,100,1,attack
OTH,83,0,attack
S1,100,1,attack
S1,100,0.73,attack
RSTO,100,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,43,0,attack
OTH,49,0,attack
OTH,50,0,attack
S1,99,1,attack
OTH,30,0,attack
S1,100,0.76,attack
S1,100,0.57,attack
OTH,55,0,attack
S1,99,1,attack
OTH,71,0,attack
OTH,50,0,attack
S1,100,1,attack
OTH,60,0,attack
S1,100,0.98,attack
S1,100,0.35,attack
OTH,83,0,attack
S1,100,0.66,attack
OTH,34,0,attack
S1,63,1,attack
OTH,45,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,50,0,attack
S1,100,0.89,attack
RSTO,100,0,attack
OTH,52,0,attack
OTH,52,0,attack
S1,100,1,attack
OTH,81,0,attack
OTH,48,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,0.34,attack
OTH,56,0,attack
RSTO,57,0,attack
OTH,57,0,attack
OTH,50,0,attack
S1,95,1,attack
OTH,14,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0.62,attack
S1,100,0.79,attack
S1,100,1,attack
RSTO,100,0.86,attack
RSTO,100,0,attack
S1,100,0.98,attack
OTH,50,0,attack
S1,100,1,attack
S1,88,0.86,attack
S1,100,1,attack
OTH,50,0,attack
OTH,58,0,attack
S2,100,0.58,attack
OTH,80,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,92,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,99,1,attack
S1,100,1,attack
OTH,50,0,attack
OTH,52,0,attack
S1,100,1,attack
S1,100,0.88,attack
OTH,50,0,attack
OTH,86,0,attack
S1,100,0.99,attack
S1,98,0.98,attack
OTH,89,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,95,0,attack
S1,100,1,attack
S1,100,0.76,attack
OTH,47,0,attack
S1,100,0.65,attack
OTH,47,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,99,1,attack
OTH,50,0,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
RSTO,100,0,attack
OTH,57,0,attack
OTH,81,0,attack
S1,100,0.77,attack
S1,100,1,attack
S1,100,0.98,attack
OTH,49,0,attack
OTH,89,0,attack
S1,100,1,attack
OTH,34,0,attack
S1,100,0.33,attack
OTH,47,0,attack
S1,99,1,attack
S1,100,1,attack
OTH,15,0,attack
OTH,48,0,attack
OTH,32,0,attack
OTH,39,0,attack
S1,100,1,attack
OTH,66,0,attack
RSTO,82,0,attack
OTH,84,0,attack
OTH,100,0,attack
OTH,51,0,attack
OTH,7,0,attack
RSTO,100,0,attack
OTH,50,0,attack
OTH,51,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
OTH,50,0,attack
OTH,77,0,attack
S1,100,0.99,attack
S1,100,0.97,attack
OTH,50,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
OTH,3,0,attack
RSTO,84,0,attack
RSTO,44,0,attack
S1,100,1,attack
RSTO,100,0,attack
OTH,46,0,attack
OTH,50,0,attack
OTH,50,0,attack
S1,100,1,attack
OTH,89,0,attack
OTH,57,0,attack
S1,99,0.94,attack
RSTO,100,0,attack
S1,100,0.97,attack
S1,100,1,attack
S1,99,0.97,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
S1,100,1,attack
S1,98,0.98,attack
OTH,61,0,attack
S1,100,1,attack
S1,100,0.98,attack
S1,100,0.98,attack
OTH,80,0,attack
RSTO,100,0,attack
OTH,50,0,attack
OTH,10,0,attack
OTH,50,0,attack
OTH,50,0,attack
RSTO,100,0,attack
RSTO,100,0,attack
S1,100,1,attack
OTH,45,0,attack
S1,100,1,attack
OTH,52,0,attack
S1,100,1,attack
OTH,50,0,attack
RSTO,100,0,attack
S1,100,0.21,attack
RSTO,100,0.54,attack
S1,100,1,attack
OTH,86,0,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
S1,100,1,attack
OTH,37,0,attack
S1,100,0.91,attack
RSTO,100,0,attack
S1,99,1,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
S1,29,1,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
OTH,84,0,attack
RSTO,99,0.75,attack
S1,100,0.37,attack
OTH,55,0,attack
RSTO,97,0,attack
S1,88,0.74,attack
S1,99,1,attack
S1,100,0.98,attack
RSTO,6,0,attack
OTH,87,0,attack
OTH,53,0,attack
S1,99,0.31,attack
S1,100,1,attack
OTH,50,0,attack
OTH,18,0,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,50,0,attack
OTH,35,0,attack
S1,100,0.99,attack
OTH,52,0,attack
RSTO,100,0,attack
RSTO,8,0,attack
S1,95,0.87,attack
S1,100,1,attack
OTH,47,0,attack
S1,90,1,attack
S1,100,0.48,attack
S1,100,1,attack
OTH,4,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,100,1,attack
S1,100,1,attack
S1,100,1,attack
RSTO,100,0,attack
OTH,26,0,attack
S1,100,1,attack
OTH,50,0,attack
S1,98,0.97,attack
S1,100,0.77,attack
