% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,14,16,18,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,220,10,1,0,255,0,NORMAL
tcp,SF,204,24,1,0,255,0.02,NORMAL
tcp,REJ,0,1,1,0,255,0.01,NORMAL
tcp,SF,331,18,1,0,255,0.06,NORMAL
tcp,REJ,0,1,1,0,255,0.01,NORMAL
tcp,SF,342,5,1,0.33,255,0.01,NORMAL
tcp,SF,197,17,1,0,255,0.01,NORMAL
tcp,SF,203,7,1,0.12,255,0.12,NORMAL
tcp,REJ,0,1,1,0,103,0.01,NORMAL
tcp,SF,343,11,1,0,255,0.09,NORMAL
tcp,S0,0,2,1,0.27,255,0.18,NORMAL
tcp,SF,234,25,1,0.07,255,0,NORMAL
tcp,SF,266,8,1,0,255,0,NORMAL
tcp,SF,290,13,1,0,255,0.01,NORMAL
tcp,SF,226,17,1,0.11,255,0.01,NORMAL
tcp,SF,225,5,1,0,255,0.2,NORMAL
tcp,SF,293,12,1,0.08,255,0.08,NORMAL
tcp,REJ,0,1,1,0,255,0.33,NORMAL
tcp,SF,239,5,1,0,255,0.03,NORMAL
tcp,SF,224,3,1,0.04,255,0.01,NORMAL
tcp,SF,347,4,1,0,255,0,NORMAL
tcp,SF,205,3,1,0,255,0.04,NORMAL
tcp,REJ,0,9,1,0,102,0.05,NORMAL
tcp,SF,249,3,1,0.2,255,0.02,NORMAL
tcp,SF,297,3,1,0,255,0,NORMAL
tcp,SF,237,7,1,0,255,0.14,NORMAL
tcp,REJ,0,1,1,0,253,0.03,NORMAL
tcp,SF,226,20,1,0.12,255,0,NORMAL
tcp,SF,357,12,1,0.15,255,0,NORMAL
tcp,SF,327,12,1,0.07,255,0,NORMAL
tcp,SF,241,5,1,0.33,255,0.01,NORMAL
tcp,REJ,0,1,1,0,255,0.11,NORMAL
tcp,SF,218,13,1,0,239,0.08,NORMAL
tcp,SF,221,3,1,0,255,0.02,NORMAL
tcp,SF,200,18,1,0,255,0.06,NORMAL
tcp,SF,349,10,1,0.18,163,0.03,NORMAL
tcp,SF,288,21,1,0.13,255,0.02,NORMAL
tcp,SF,318,11,1,0,255,0.09,NORMAL
tcp,SF,207,20,1,0.12,255,0,NORMAL
tcp,SF,336,12,1,0.15,241,0,NORMAL
tcp,SF,313,10,1,0.21,255,0.01,NORMAL
tcp,REJ,0,1,1,0,255,0,NORMAL
tcp,SF,220,8,1,0,255,0.01,NORMAL
tcp,SF,208,17,1,0,255,0.06,NORMAL
tcp,SF,351,1,1,0.25,255,0.04,NORMAL
tcp,SF,316,17,1,0,255,0,NORMAL
tcp,SF,232,5,1,0.38,255,0.2,NORMAL
tcp,SF,227,5,1,0,255,0.2,NORMAL
tcp,SF,245,5,1,0.07,255,0,NORMAL
tcp,SF,288,29,1,0.11,255,0,NORMAL
tcp,SF,218,24,1,0,179,0.02,NORMAL
tcp,SF,195,20,1,0,255,0.02,NORMAL
tcp,SF,252,6,1,0.33,255,0,NORMAL
tcp,SF,282,17,1,0,255,0.01,NORMAL
tcp,SF,323,5,1,0.23,255,0.01,NORMAL
tcp,SF,272,7,1,0,255,0.01,NORMAL
tcp,SF,197,28,1,0,255,0,NORMAL
tcp,SF,262,3,1,0.5,255,0.01,NORMAL
tcp,SF,204,4,1,0.29,196,0.01,NORMAL
tcp,SF,227,5,1,0,255,0.01,NORMAL
tcp,SF,201,54,1,0.04,255,0,NORMAL
tcp,SF,310,2,1,0.15,254,0,NORMAL
tcp,SF,306,2,1,0,255,0.02,NORMAL
tcp,SF,301,7,1,0,255,0.03,NORMAL
tcp,SF,295,2,1,0,255,0.01,NORMAL
tcp,SF,164,13,1,0,255,0,NORMAL
tcp,SF,215,11,1,0,255,0.02,NORMAL
tcp,SF,232,1,1,0,99,0.01,NORMAL
tcp,SF,357,16,1,0.12,255,0.01,NORMAL
tcp,SF,365,13,1,0.15,255,0.01,NORMAL
tcp,SF,316,11,1,0.31,255,0,NORMAL
tcp,SF,194,3,1,0,255,0.33,NORMAL
tcp,SF,212,5,1,0,251,0,NORMAL
tcp,SF,147,4,1,0,255,0.01,NORMAL
tcp,SF,298,2,1,0,255,0,NORMAL
tcp,SF,233,1,1,0,255,0.03,NORMAL
tcp,SF,166,1,1,0,255,0.11,NORMAL
tcp,SF,272,2,1,0.67,255,0.01,NORMAL
tcp,SF,213,1,1,0,255,1,NORMAL
tcp,SF,278,19,1,0,255,0.02,NORMAL
tcp,SF,250,5,1,0.44,255,0,NORMAL
tcp,SF,375,20,1,0,255,0,NORMAL
tcp,REJ,0,1,1,0,214,0.5,NORMAL
tcp,SF,267,2,1,0,255,0.01,NORMAL
tcp,SF,229,1,1,1,255,0,NORMAL
tcp,SF,255,3,1,0.67,255,0.33,NORMAL
tcp,SF,288,14,1,0.13,255,0.01,NORMAL
tcp,SF,196,22,1,0.07,255,0.01,NORMAL
tcp,S2,266,4,1,0,255,0,NORMAL
tcp,SF,243,13,1,0,255,0.01,NORMAL
tcp,SF,222,12,1,0,255,0,NORMAL
tcp,SF,148,1,1,0,255,0,NORMAL
tcp,SF,222,11,1,0,255,0,NORMAL
tcp,SF,287,5,1,0,255,0,NORMAL
tcp,SF,220,8,1,0,255,0,NORMAL
tcp,SF,300,19,1,0.1,255,0,NORMAL
tcp,SF,221,18,1,0,255,0.06,NORMAL
tcp,SF,212,24,1,0.07,255,0,NORMAL
tcp,REJ,0,1,1,1,255,0,NORMAL
tcp,SF,300,7,1,0,255,0.01,NORMAL
tcp,SF,350,17,1,0.14,255,0,NORMAL
tcp,SF,182,4,1,0,255,0.03,NORMAL
tcp,SF,232,9,1,0.1,255,0.11,NORMAL
tcp,SF,223,10,1,0.18,255,0.04,NORMAL
tcp,S2,303,1,1,0,248,0,NORMAL
tcp,SF,263,3,1,0.5,245,0,NORMAL
tcp,SF,339,28,1,0.06,255,0.02,NORMAL
tcp,SF,191,2,1,0.38,255,0.12,NORMAL
tcp,SF,214,11,1,0,255,0.05,NORMAL
tcp,SF,248,17,1,0,255,0,NORMAL
tcp,SF,285,1,1,0.5,255,0.04,NORMAL
tcp,SF,405,2,1,0,245,0.01,NORMAL
tcp,SF,352,40,1,0,255,0,NORMAL
tcp,SF,317,14,1,0.12,255,0,NORMAL
tcp,REJ,0,1,1,0,165,0.25,NORMAL
tcp,SF,298,2,1,0.67,255,0,NORMAL
tcp,SF,279,3,1,0,255,0,NORMAL
tcp,SF,222,9,1,0,255,0.01,NORMAL
tcp,SF,286,2,1,0,255,0.5,NORMAL
tcp,SF,288,21,1,0.09,255,0.05,NORMAL
tcp,SF,272,7,1,0.31,255,0.01,NORMAL
tcp,SF,205,2,1,0.67,255,0.5,NORMAL
tcp,SF,298,27,1,0.09,255,0,NORMAL
tcp,SF,159,2,1,0.16,255,0.5,NORMAL
tcp,REJ,0,1,1,0,255,1,NORMAL
tcp,S1,142,1,1,0,255,0.01,NORMAL
tcp,SF,294,12,1,0.09,255,0,NORMAL
tcp,SF,377,3,1,0.1,255,0.01,NORMAL
tcp,SF,208,3,1,0,255,0.33,NORMAL
tcp,SF,208,42,1,0,255,0.01,NORMAL
tcp,SF,277,5,1,0.33,255,0.02,NORMAL
tcp,SF,364,8,1,0,255,0,NORMAL
tcp,SF,302,8,1,0,255,0.01,NORMAL
tcp,SF,257,6,1,0.15,255,0.01,NORMAL
tcp,SF,338,5,1,0.43,255,0.08,NORMAL
tcp,SF,338,2,1,0,255,0.01,NORMAL
tcp,SF,316,1,1,0.21,255,0.03,NORMAL
tcp,SF,300,2,1,0,255,0.03,NORMAL
tcp,REJ,0,1,1,0,146,0.5,NORMAL
tcp,SF,196,2,1,0,255,0.04,NORMAL
tcp,SF,210,2,1,0.5,255,0.01,NORMAL
tcp,SF,235,5,1,0,255,0,NORMAL
tcp,SF,229,3,1,0,252,0,NORMAL
tcp,SF,284,4,1,0.3,255,0,NORMAL
tcp,REJ,0,1,1,0,255,0.11,NORMAL
tcp,SF,246,4,1,0.22,255,0.01,NORMAL
tcp,SF,170,1,1,0,255,0.01,NORMAL
tcp,SF,236,1,1,1,255,0.02,NORMAL
tcp,SF,275,18,1,0,255,0.06,NORMAL
tcp,SF,215,11,1,0,255,0.09,NORMAL
tcp,SF,301,2,1,0.75,255,0.14,NORMAL
tcp,SF,285,2,1,0.4,255,0.25,NORMAL
tcp,SF,165,1,1,0,255,0.02,NORMAL
tcp,SF,316,7,1,0,255,0.01,NORMAL
tcp,SF,272,2,1,0.25,255,0,NORMAL
tcp,SF,221,13,1,0.1,255,0.01,NORMAL
tcp,SF,299,7,1,0.25,255,0.01,NORMAL
tcp,SF,281,3,1,0.5,255,0.1,NORMAL
tcp,SF,294,25,1,0.11,108,0.01,NORMAL
tcp,REJ,0,1,1,0,165,0.33,NORMAL
tcp,SF,375,10,1,0.18,255,0,NORMAL
tcp,SF,290,13,1,0.13,255,0.02,NORMAL
tcp,SF,314,26,1,0.07,255,0.01,NORMAL
tcp,SF,165,2,1,0.75,255,0.25,NORMAL
tcp,SF,249,1,1,0.15,255,0.06,NORMAL
tcp,SF,250,8,1,0,119,0.01,NORMAL
tcp,SF,316,17,1,0,255,0.01,NORMAL
tcp,SF,232,10,1,0.11,255,0.01,NORMAL
tcp,SF,328,7,1,0,255,0,NORMAL
tcp,SF,319,8,1,0,255,0.02,NORMAL
tcp,SF,224,9,1,0.2,255,0,NORMAL
tcp,SF,206,19,1,0.06,255,0.02,NORMAL
tcp,SF,289,12,1,0,255,0,NORMAL
tcp,SF,251,4,1,0,255,0.01,NORMAL
tcp,SF,215,14,1,0.13,255,0,NORMAL
tcp,SF,215,25,1,0.08,255,0,NORMAL
tcp,SF,211,2,1,0,2,0.5,NORMAL
tcp,SF,211,11,1,0.23,255,0,NORMAL
tcp,SF,360,1,1,0,255,0.01,NORMAL
tcp,SF,372,29,1,0,255,0,NORMAL
tcp,REJ,0,1,1,1,255,0.02,NORMAL
tcp,SF,237,3,1,0.4,255,0.01,NORMAL
tcp,SF,353,12,1,0,255,0,NORMAL
tcp,SF,491,16,1,0,255,0,NORMAL
tcp,SF,251,1,1,0,131,0.01,NORMAL
tcp,SF,226,1,1,0,41,1,NORMAL
tcp,SF,254,8,1,0,255,0,NORMAL
tcp,SF,312,13,1,0.06,255,0,NORMAL
tcp,SF,269,1,1,1,255,1,NORMAL
tcp,SF,234,22,1,0,255,0,NORMAL
tcp,SF,151,2,1,0,255,0.01,NORMAL
tcp,SF,324,26,1,0.1,255,0,NORMAL
tcp,SF,195,11,1,0,255,0,NORMAL
tcp,SF,213,5,1,0,255,0.08,NORMAL
tcp,SF,409,13,1,0,247,0.01,NORMAL
tcp,SF,231,18,1,0,255,0,NORMAL
tcp,SF,182,5,1,0.33,255,0.01,NORMAL
tcp,SF,206,8,1,0,255,0,NORMAL
tcp,SF,217,12,1,0,255,0.08,NORMAL
tcp,SF,324,8,1,0.27,255,0.12,NORMAL
tcp,SF,233,14,1,0.17,255,0,NORMAL
tcp,SF,236,9,1,0,255,0.04,NORMAL
tcp,SF,310,11,1,0,242,0.03,NORMAL
tcp,SF,238,9,1,0.15,255,0.02,NORMAL
tcp,SF,291,3,1,0,255,0,NORMAL
tcp,SF,330,2,1,0.43,255,0,NORMAL
tcp,SF,270,4,1,0.33,255,0.06,NORMAL
tcp,REJ,0,4,1,0,189,0.07,NORMAL
tcp,SF,307,11,1,0,255,0.01,NORMAL
tcp,SF,372,3,1,0.4,255,0.33,NORMAL
tcp,SF,291,26,1,0,255,0,NORMAL
tcp,SF,243,18,1,0,255,0,NORMAL
tcp,SF,305,7,1,0,255,0.01,NORMAL
tcp,SF,165,9,1,0.17,191,0.01,NORMAL
tcp,SF,239,15,1,0,255,0,NORMAL
tcp,SF,329,11,1,0,255,0,NORMAL
tcp,SF,325,1,1,0.33,254,0.01,NORMAL
tcp,SF,209,15,1,0.09,255,0.01,NORMAL
tcp,SF,238,1,1,0,255,0.04,NORMAL
tcp,SF,222,10,1,0.18,255,0.1,NORMAL
tcp,SF,195,4,1,0,255,0.25,NORMAL
tcp,SF,243,5,1,0,255,0.01,NORMAL
tcp,SF,249,11,1,0,255,0,NORMAL
tcp,SF,231,10,1,0.13,255,0,NORMAL
tcp,SF,308,12,1,0.12,255,0,NORMAL
tcp,SF,197,3,1,0,255,0,NORMAL
tcp,SF,224,13,1,0,24,0.04,NORMAL
tcp,SF,362,2,1,0,255,0,NORMAL
tcp,SF,203,7,1,0,255,0.02,NORMAL
tcp,REJ,0,17,1,0,188,0.02,NORMAL
tcp,SF,323,50,1,0.06,255,0.02,NORMAL
tcp,REJ,0,1,1,0,47,0.11,NORMAL
tcp,SF,338,17,1,0,255,0,NORMAL
tcp,SF,203,4,1,0,255,0.01,NORMAL
tcp,SF,305,5,1,0,244,0,NORMAL
tcp,SF,217,3,1,0,255,0.33,NORMAL
tcp,SF,221,11,1,0,255,0.03,NORMAL
tcp,SF,374,5,1,0.22,255,0,NORMAL
tcp,SF,283,3,1,0,255,0.33,NORMAL
tcp,SF,236,1,1,0,255,0.01,NORMAL
tcp,SF,241,1,1,0,255,1,NORMAL
tcp,SF,207,2,1,0.1,255,0.25,NORMAL
tcp,SF,285,13,1,0.12,255,0.02,NORMAL
tcp,SF,237,4,1,0,248,0,NORMAL
tcp,SF,229,2,1,0,255,0,NORMAL
tcp,SF,212,16,1,0.06,255,0,NORMAL
tcp,SF,323,1,1,0.13,255,0.04,NORMAL
tcp,SF,313,14,1,0,255,0.01,NORMAL
tcp,SF,193,3,1,0.14,255,0.03,NORMAL
tcp,SF,330,2,1,0,255,0.01,NORMAL
tcp,SF,364,5,1,0,255,0,NORMAL
tcp,SF,237,27,1,0.05,255,0.01,NORMAL
tcp,SF,280,8,1,0,255,0,NORMAL
tcp,SF,271,31,1,0.04,255,0.01,NORMAL
tcp,SF,218,5,1,0,89,0.08,NORMAL
tcp,SF,319,24,1,0.08,255,0,NORMAL
tcp,SF,379,34,1,0,255,0,NORMAL
tcp,SF,293,5,1,0.12,255,0.01,NORMAL
tcp,SF,234,1,1,0,140,0.01,NORMAL
tcp,SF,270,2,1,0.67,255,0.01,NORMAL
tcp,SF,331,15,1,0.12,255,0,NORMAL
tcp,SF,329,12,1,0,255,0.08,NORMAL
tcp,SF,198,41,1,0,255,0,NORMAL
tcp,SF,304,5,1,0.25,246,0,NORMAL
tcp,REJ,0,7,1,0,111,0.04,NORMAL
tcp,SF,230,13,1,0,255,0,NORMAL
tcp,SF,286,33,1,0,255,0.01,NORMAL
tcp,SF,214,3,1,0,255,0.01,NORMAL
tcp,REJ,0,1,1,1,201,0.02,NORMAL
tcp,SF,296,15,1,0.12,255,0.01,NORMAL
tcp,SF,198,24,1,0,255,0,NORMAL
tcp,SF,227,19,1,0,255,0.01,NORMAL
tcp,SF,317,4,1,0,255,0.25,NORMAL
tcp,SF,228,3,1,0,255,0.01,NORMAL
tcp,SF,239,4,1,0,32,0.03,NORMAL
tcp,SF,211,10,1,0,255,0,NORMAL
tcp,SF,318,7,1,0.25,99,0.12,NORMAL
tcp,SF,208,30,1,0.06,255,0.03,NORMAL
tcp,SF,320,11,1,0,255,0.09,NORMAL
tcp,SF,232,50,1,0,255,0,NORMAL
tcp,SF,300,19,1,0.14,255,0,NORMAL
tcp,SF,179,1,1,0,254,0,NORMAL
tcp,SF,359,8,1,0.22,255,0.03,NORMAL
tcp,SF,220,3,1,0.5,255,0,NORMAL
tcp,SF,227,11,1,0,255,0.01,NORMAL
tcp,SF,239,17,1,0,253,0.06,NORMAL
tcp,SF,232,3,1,0,255,0.33,NORMAL
tcp,SF,179,2,0.5,0,244,0,NORMAL
tcp,SF,283,31,1,0,255,0,NORMAL
tcp,SF,225,9,1,0,255,0.04,NORMAL
tcp,SF,206,29,1,0.07,255,0,NORMAL
tcp,SF,309,5,1,0.12,255,0,NORMAL
tcp,SF,156,3,1,0.09,255,0.08,NORMAL
tcp,SF,264,10,1,0,255,0.02,NORMAL
tcp,SF,276,1,1,0,255,0.04,NORMAL
tcp,REJ,0,1,1,0,255,0.03,NORMAL
tcp,SF,196,1,1,0.08,255,0,NORMAL
tcp,SF,237,1,1,0,255,0.06,NORMAL
tcp,SF,214,7,1,0.14,255,0,NORMAL
tcp,SF,216,29,1,0,255,0,NORMAL
tcp,SF,176,1,1,0.6,245,0,NORMAL
tcp,SF,199,3,1,0.6,255,0,NORMAL
tcp,SF,189,33,1,0.06,255,0.01,NORMAL
tcp,SF,272,3,1,0.6,255,0,NORMAL
tcp,SF,255,12,1,0.18,255,0,NORMAL
tcp,SF,192,2,1,0.67,255,0,NORMAL
tcp,SF,217,8,1,0,255,0.12,NORMAL
tcp,SF,214,13,1,0.25,255,0.08,NORMAL
tcp,SF,228,3,1,0,255,0,NORMAL
tcp,SF,233,15,1,0,255,0.01,NORMAL
tcp,REJ,0,1,1,0,255,0.14,NORMAL
tcp,SF,296,10,1,0,255,0.01,NORMAL
tcp,SF,352,14,1,0,255,0,NORMAL
tcp,SF,347,15,1,0.07,255,0,NORMAL
tcp,SF,200,10,1,0.07,255,0.02,NORMAL
tcp,SF,210,10,1,0,255,0.03,NORMAL
tcp,SF,205,18,1,0.15,255,0,NORMAL
tcp,SF,182,2,1,0,255,0,NORMAL
tcp,SF,185,4,1,0.4,255,0.25,NORMAL
tcp,REJ,0,1,1,1,255,0.01,NORMAL
tcp,SF,301,9,1,0,203,0.11,NORMAL
tcp,SF,206,11,1,0,255,0.01,NORMAL
tcp,SF,320,14,1,0,255,0.07,NORMAL
tcp,SF,299,4,1,0.05,228,0.04,NORMAL
tcp,SF,213,9,1,0,255,0.03,NORMAL
tcp,SF,252,14,1,0.13,255,0.01,NORMAL
tcp,SF,313,16,1,0,255,0.06,NORMAL
tcp,SF,215,15,1,0,255,0.01,NORMAL
tcp,SF,192,6,1,0.25,255,0.03,NORMAL
tcp,SF,207,6,1,0,255,0.17,NORMAL
tcp,SF,241,11,1,0,255,0.01,NORMAL
tcp,SF,245,3,1,0.27,255,0.08,NORMAL
tcp,SF,363,1,1,1,255,0.01,NORMAL
tcp,SF,203,2,1,0,255,0.25,NORMAL
tcp,SF,339,14,1,0.24,255,0.02,NORMAL
tcp,SF,298,1,1,0,255,0,NORMAL
tcp,SF,224,29,1,0.1,255,0,NORMAL
tcp,SF,257,9,1,0,255,0,NORMAL
tcp,SF,322,6,1,0,255,0.02,NORMAL
tcp,SF,226,20,1,0.1,255,0.01,NORMAL
tcp,SF,198,1,1,0,255,0.01,NORMAL
tcp,S1,227,2,1,0.12,255,0.5,NORMAL
tcp,SF,205,20,1,0.13,255,0.01,NORMAL
tcp,SF,310,2,1,0,246,0,NORMAL
tcp,SF,310,17,1,0.2,215,0.01,NORMAL
tcp,SF,286,3,1,0.2,255,0,NORMAL
tcp,SF,210,3,1,0,255,0.08,NORMAL
tcp,SF,335,16,1,0,255,0,NORMAL
tcp,SF,329,8,1,0.2,255,0.04,NORMAL
tcp,SF,228,9,1,0.11,255,0,NORMAL
tcp,SF,210,9,1,0,255,0.03,NORMAL
tcp,SF,249,17,1,0,255,0,NORMAL
tcp,SF,298,2,1,0.12,255,0,NORMAL
tcp,SF,242,12,1,0,255,0.01,NORMAL
tcp,SF,244,5,1,0.38,255,0.01,NORMAL
tcp,REJ,0,1,1,0,7,0.05,NORMAL
tcp,SF,296,9,1,0,255,0.11,NORMAL
tcp,REJ,0,2,1,0,255,0.25,NORMAL
tcp,SF,230,25,1,0,255,0.01,NORMAL
tcp,SF,324,11,1,0,255,0.02,NORMAL
tcp,SF,231,1,1,0,255,1,NORMAL
tcp,SF,286,2,1,0.14,255,0,NORMAL
tcp,SF,210,10,1,0,255,0.03,NORMAL
tcp,SF,227,26,1,0.07,255,0,NORMAL
tcp,SF,204,38,1,0.08,255,0,NORMAL
tcp,SF,210,8,1,0,255,0.09,NORMAL
tcp,SF,232,1,1,0,253,0,NORMAL
tcp,SF,230,1,1,0.67,255,0.33,NORMAL
tcp,SF,302,12,1,0,255,0.03,NORMAL
tcp,SF,272,8,1,0,255,0.01,NORMAL
tcp,SF,239,8,1,0,255,0,NORMAL
tcp,SF,235,7,1,0,255,0.02,NORMAL
tcp,SF,225,10,1,0.25,255,0.01,NORMAL
tcp,SF,214,3,1,0.29,255,0.01,NORMAL
tcp,REJ,0,1,1,1,206,1,NORMAL
tcp,SF,206,55,1,0,255,0.02,NORMAL
tcp,SF,299,26,1,0.07,255,0,NORMAL
tcp,REJ,0,1,1,0.67,93,0.17,NORMAL
tcp,SF,331,21,1,0,255,0.01,NORMAL
tcp,SF,301,5,1,0,255,0.08,NORMAL
tcp,S0,0,1,1,0,120,1,NORMAL
tcp,SF,145,1,1,0.19,255,0.02,NORMAL
tcp,SF,220,2,1,0,255,0.04,NORMAL
tcp,SF,346,18,1,0,255,0.01,NORMAL
tcp,SF,218,4,1,0,255,0.03,NORMAL
tcp,SF,222,3,1,0,255,0.33,NORMAL
tcp,SF,272,2,1,0.33,255,0.01,NORMAL
tcp,SF,334,9,1,0.2,255,0,NORMAL
tcp,REJ,0,1,1,0,255,0.02,NORMAL
tcp,SF,286,31,1,0,255,0.01,NORMAL
tcp,SF,233,1,1,1,255,0,NORMAL
tcp,SF,215,28,1,0,68,0.01,NORMAL
tcp,SF,200,11,1,0.12,255,0.02,NORMAL
tcp,REJ,0,1,1,0,255,0.07,NORMAL
tcp,SF,224,37,1,0,255,0,NORMAL
tcp,REJ,0,1,1,0,52,0.02,NORMAL
tcp,SF,299,2,1,0.75,248,0,NORMAL
tcp,SF,239,1,1,0,255,0,NORMAL
tcp,SF,234,16,1,0.21,255,0,NORMAL
tcp,SF,227,4,1,0,255,0.08,NORMAL
tcp,SF,187,2,1,0,255,0,NORMAL
tcp,SF,296,18,1,0.12,255,0.01,NORMAL
tcp,SF,306,6,1,0,201,0,NORMAL
tcp,SF,320,13,1,0,255,0.01,NORMAL
tcp,SF,209,12,1,0,255,0,NORMAL
tcp,SF,149,1,1,1,255,0.5,NORMAL
tcp,SF,317,7,1,0,255,0,NORMAL
tcp,SF,306,28,1,0,255,0.01,NORMAL
tcp,SF,210,10,1,0.19,255,0.03,NORMAL
tcp,SF,246,1,1,0,255,1,NORMAL
tcp,REJ,0,1,1,0,79,0.06,NORMAL
tcp,SF,278,1,1,0,255,1,NORMAL
tcp,SF,286,2,1,0.75,248,0.07,NORMAL
tcp,SF,321,41,1,0,255,0.01,NORMAL
tcp,REJ,0,1,1,0,91,1,NORMAL
tcp,SF,258,21,1,0,255,0,NORMAL
tcp,SF,252,34,1,0,237,0.01,NORMAL
tcp,SF,276,1,1,0.3,255,0,NORMAL
tcp,SF,178,1,1,0.4,255,0.05,NORMAL
tcp,SF,231,12,1,0.11,255,0.02,NORMAL
tcp,SF,224,6,1,0,255,0,NORMAL
tcp,SF,196,1,1,1,255,0.5,NORMAL
tcp,SF,226,2,1,0.57,255,0,NORMAL
tcp,SF,329,25,1,0,255,0.02,NORMAL
tcp,SF,207,4,1,0.4,255,0.1,NORMAL
tcp,SF,284,3,1,0.06,176,0.01,NORMAL
tcp,SF,292,13,1,0.14,255,0.01,NORMAL
tcp,SF,280,3,1,0.5,255,0.33,NORMAL
tcp,SF,226,4,1,0,255,0.01,NORMAL
tcp,SF,328,2,1,0,255,0.05,NORMAL
tcp,SF,318,35,1,0,255,0,NORMAL
tcp,SF,280,4,1,0,255,0.01,NORMAL
tcp,SF,282,20,1,0.1,255,0.02,NORMAL
tcp,SF,193,1,1,0.25,255,0.01,NORMAL
tcp,REJ,0,1,1,1,26,1,NORMAL
tcp,SF,167,1,1,0,255,0.17,NORMAL
tcp,SF,284,1,1,0,6,0.33,NORMAL
tcp,SF,207,16,1,0,255,0.06,NORMAL
tcp,SF,238,1,1,0,255,0.03,NORMAL
tcp,SF,225,17,1,0.19,255,0,NORMAL
tcp,SF,229,3,1,0.22,252,0,NORMAL
tcp,SF,258,1,1,0,255,0.17,NORMAL
tcp,SF,283,8,1,0,255,0.01,NORMAL
tcp,SF,303,5,1,0,246,0,NORMAL
tcp,SF,278,7,1,0.24,255,0,NORMAL
tcp,SF,510,12,1,0,255,0,NORMAL
tcp,SF,331,11,1,0.17,255,0,NORMAL
tcp,REJ,0,1,1,0,226,0.33,NORMAL
tcp,SF,251,30,1,0.06,255,0,NORMAL
tcp,SF,219,4,1,0,255,0,NORMAL
tcp,SF,248,18,1,0.11,255,0,NORMAL
tcp,SF,259,16,1,0,198,0.01,NORMAL
tcp,SF,284,5,1,0,255,0,NORMAL
tcp,SF,220,1,1,0.12,255,0.01,NORMAL
tcp,SF,286,8,1,0,255,0.12,NORMAL
tcp,SF,307,2,1,0,72,0.01,NORMAL
tcp,SF,300,14,1,0,255,0.01,NORMAL
tcp,SF,300,2,1,0,241,0,NORMAL
tcp,SF,247,10,1,0.18,255,0,NORMAL
tcp,REJ,0,1,1,0,255,0.03,NORMAL
tcp,SF,291,17,1,0,255,0,NORMAL
tcp,SF,234,7,1,0,254,0,NORMAL
tcp,SF,319,16,1,0.11,255,0.06,NORMAL
tcp,SF,311,11,1,0,255,0.01,NORMAL
tcp,SF,233,13,1,0,255,0,NORMAL
tcp,SF,311,13,1,0.13,255,0.04,NORMAL
tcp,SF,229,17,1,0,255,0.01,NORMAL
tcp,SF,310,9,1,0,156,0.02,NORMAL
tcp,SF,270,3,1,0,255,0.01,NORMAL
tcp,SF,210,32,1,0,255,0.01,NORMAL
tcp,SF,306,16,1,0,255,0.01,NORMAL
tcp,SF,238,2,1,0.5,255,0.5,NORMAL
tcp,SF,219,13,1,0,255,0,NORMAL
tcp,SF,159,1,1,0.22,255,0.03,NORMAL
tcp,SF,205,4,1,0,255,0.02,NORMAL
tcp,SF,300,9,1,0.12,255,0.02,NORMAL
tcp,REJ,0,1,1,0.5,130,1,NORMAL
tcp,SF,373,10,1,0,255,0.01,NORMAL
tcp,SF,299,6,1,0,250,0,NORMAL
tcp,SF,178,1,1,0,255,0.02,NORMAL
tcp,S2,209,1,1,0,255,0.14,NORMAL
tcp,SF,202,2,1,0,255,0.01,NORMAL
tcp,SF,251,6,1,0.27,255,0.03,NORMAL
tcp,SF,188,1,1,0,231,0,NORMAL
tcp,SF,2044,5,1,0,255,0.04,NORMAL
tcp,SF,306,17,1,0.11,255,0,NORMAL
tcp,SF,309,3,1,0,225,0,NORMAL
tcp,SF,340,9,1,0,255,0.01,NORMAL
tcp,SF,316,2,1,0.06,229,0,NORMAL
tcp,S1,221,2,1,0.5,255,0.09,NORMAL
tcp,SF,347,7,1,0,255,0,NORMAL
tcp,SF,304,10,1,0.33,255,0,NORMAL
tcp,SF,215,21,1,0,255,0.01,NORMAL
tcp,SF,227,17,1,0.11,255,0.04,NORMAL
tcp,SF,162,1,1,0,255,0.01,NORMAL
tcp,SF,211,2,1,0,255,0.02,NORMAL
