% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,19-20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
SF,13,1,0,NORMAL
S0,1,1,0,NORMAL
SF,62,1,0,NORMAL
SF,23,1,0,NORMAL
SF,143,1,0,NORMAL
SF,36,1,0,NORMAL
SF,3,1,0,NORMAL
SF,158,1,0,NORMAL
SF,225,1,0,NORMAL
REJ,53,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,68,1,0,NORMAL
SF,55,1,0,NORMAL
REJ,14,1,0,NORMAL
SF,255,1,0,NORMAL
REJ,66,0.79,0.08,NORMAL
SF,255,0.97,0.01,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,13,1,0,NORMAL
SF,255,1,0,NORMAL
SF,190,1,0,NORMAL
SF,215,0.93,0.01,NORMAL
SF,112,1,0,NORMAL
SF,255,1,0,NORMAL
SF,2,1,0,NORMAL
SF,255,1,0,NORMAL
SF,96,1,0,NORMAL
SF,35,1,0,NORMAL
SF,1,1,0,NORMAL
REJ,17,1,0,NORMAL
SF,1,1,0,NORMAL
SF,15,1,0,NORMAL
SF,153,1,0,NORMAL
REJ,1,1,0,NORMAL
SF,255,1,0,NORMAL
SF,139,1,0,NORMAL
SF,255,1,0,NORMAL
SF,21,1,0,NORMAL
SF,48,1,0,NORMAL
SF,255,1,0,NORMAL
SF,2,1,0,NORMAL
SF,202,1,0,NORMAL
SF,47,1,0,NORMAL
SF,10,1,0,NORMAL
SF,176,1,0,NORMAL
SF,80,1,0,NORMAL
SF,3,1,0,NORMAL
SF,119,1,0,NORMAL
SF,21,1,0,NORMAL
SF,255,1,0,NORMAL
SF,250,1,0,NORMAL
SF,48,1,0,NORMAL
SF,74,1,0,NORMAL
REJ,1,1,0,NORMAL
SF,6,1,0,NORMAL
SF,3,1,0,NORMAL
SF,16,1,0,NORMAL
SF,32,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,0.99,0.01,NORMAL
SF,6,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,0.96,0.01,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
REJ,3,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,78,1,0,NORMAL
SF,255,1,0,NORMAL
SF,163,1,0,NORMAL
SF,8,1,0,NORMAL
SF,121,0.6,0.03,NORMAL
SF,74,1,0,NORMAL
SF,255,0.95,0.01,NORMAL
SF,255,1,0,NORMAL
REJ,32,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0.01,NORMAL
SF,16,1,0,NORMAL
SF,104,1,0,NORMAL
SF,255,1,0,NORMAL
SF,26,1,0,NORMAL
SF,91,1,0,NORMAL
SF,47,1,0,NORMAL
SF,190,1,0,NORMAL
SF,255,1,0,NORMAL
SF,86,1,0,NORMAL
SF,2,1,0,NORMAL
SF,255,1,0,NORMAL
SF,38,1,0,NORMAL
SF,55,1,0,NORMAL
SF,42,1,0,NORMAL
REJ,1,1,0,NORMAL
SF,198,1,0,NORMAL
SF,255,0.98,0.01,NORMAL
SF,53,1,0,NORMAL
S2,7,1,0,NORMAL
SF,90,1,0,NORMAL
SF,36,1,0,NORMAL
SF,255,0.91,0.01,NORMAL
SF,28,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,0.88,0.02,NORMAL
SF,139,1,0,NORMAL
SF,255,0.9,0.01,NORMAL
S1,11,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,153,1,0,NORMAL
SF,25,1,0,NORMAL
SF,74,1,0,NORMAL
SF,53,1,0,NORMAL
SF,7,1,0,NORMAL
SF,20,1,0,NORMAL
SF,255,0.98,0.01,NORMAL
SF,23,1,0,NORMAL
SF,254,0.96,0.01,NORMAL
SF,255,0.95,0.01,NORMAL
SF,190,1,0,NORMAL
SF,227,1,0,NORMAL
SF,109,1,0,NORMAL
SF,255,1,0,NORMAL
SF,27,1,0,NORMAL
SF,255,1,0,NORMAL
S0,4,1,0,NORMAL
SF,253,0.94,0.02,NORMAL
SF,255,1,0,NORMAL
REJ,16,1,0,NORMAL
SF,23,1,0,NORMAL
SF,156,1,0,NORMAL
SF,4,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,255,1,0,NORMAL
SF,152,1,0,NORMAL
SF,140,1,0,NORMAL
S0,4,1,0,NORMAL
SF,51,1,0,NORMAL
SF,255,1,0,NORMAL
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,60,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,81,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,51,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,79,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,52,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,78,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,59,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,58,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,56,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,57,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,78,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,78,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,64,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,82,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,46,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,79,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,80,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,52,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,62,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,57,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,65,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,76,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,74,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,69,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,73,1,0,HIGH_RATE
OTH,63,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,75,1,0,HIGH_RATE
OTH,77,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,71,1,0,HIGH_RATE
OTH,67,1,0,HIGH_RATE
OTH,70,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,72,1,0,HIGH_RATE
OTH,68,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
OTH,61,1,0,HIGH_RATE
OTH,66,1,0,HIGH_RATE
