% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4-5,17-18,21,27'

@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
168,108559,19,255,0.05,NORMAL
192,910,23,216,0.04,NORMAL
253,386,255,255,0,NORMAL
200,7071,255,255,0,NORMAL
0,0,2,251,0.5,NORMAL
334,2445,255,255,0,NORMAL
258,267,3,255,0.33,NORMAL
0,0,140,255,0.01,NORMAL
325,5072,46,255,0.02,NORMAL
297,308,130,255,0.01,NORMAL
230,3222,255,238,0,NORMAL
233,22497,58,255,0.02,NORMAL
0,0,3,157,0.33,NORMAL
225,2043,96,255,0.01,NORMAL
312,31067,58,255,0.02,NORMAL
312,306,255,255,0,NORMAL
236,34500,255,255,0,NORMAL
292,1651,97,255,0.01,NORMAL
302,1075,255,249,0,NORMAL
227,321,177,255,0.01,NORMAL
216,5575,255,255,0,NORMAL
320,1024,43,255,0.02,NORMAL
200,292,153,255,0.01,NORMAL
0,0,8,38,0.12,NORMAL
257,2780,103,255,0.01,NORMAL
205,997,255,255,0,NORMAL
310,238,12,253,0.08,NORMAL
198,1719,15,255,0.07,NORMAL
261,7695,255,232,0,NORMAL
382,528,173,255,0.01,NORMAL
219,579,45,211,0.02,NORMAL
201,4841,232,255,0,NORMAL
237,1349,255,255,0.01,NORMAL
0,0,10,255,0.1,NORMAL
0,0,9,255,0.22,NORMAL
0,0,34,115,0.03,NORMAL
305,5357,255,236,0,NORMAL
237,1481,115,255,0.01,NORMAL
241,2698,255,247,0,NORMAL
211,5220,109,204,0.01,NORMAL
213,808,6,255,0.17,NORMAL
205,491,255,255,0,NORMAL
341,604,255,255,0,NORMAL
333,16904,255,255,0.01,NORMAL
335,480,5,255,0.2,NORMAL
373,535,255,255,0,NORMAL
0,0,37,255,0.03,NORMAL
230,3432,255,255,0,NORMAL
216,655,255,255,0,NORMAL
312,1078,105,164,0.01,NORMAL
197,2543,255,255,0,NORMAL
318,259,25,255,0.04,NORMAL
210,6201,6,255,0.17,NORMAL
210,627,1,92,1,NORMAL
242,8729,255,255,0,NORMAL
217,1511,255,255,0,NORMAL
251,2920,23,255,0.04,NORMAL
200,354,17,255,0.06,NORMAL
220,1207,5,255,0.2,NORMAL
225,2952,61,255,0.02,NORMAL
278,2736,255,255,0,NORMAL
256,1109,255,255,0,NORMAL
190,6924,255,255,0,NORMAL
218,1189,99,255,0.01,NORMAL
222,472,3,230,0.33,NORMAL
336,644,46,255,0.02,NORMAL
218,3957,50,255,0.02,NORMAL
194,6134,11,255,0.09,NORMAL
0,0,3,253,0.33,NORMAL
0,0,127,255,0.02,NORMAL
264,7883,255,255,0,NORMAL
218,2904,255,255,0,NORMAL
246,789,14,255,0.07,NORMAL
368,426,67,231,0.01,NORMAL
227,1255,3,255,0.33,NORMAL
0,0,161,130,0.01,NORMAL
282,761,255,255,0,NORMAL
0,0,27,231,0.04,NORMAL
272,4841,183,255,0.01,NORMAL
269,932,255,255,0,NORMAL
389,858,42,255,0.02,NORMAL
268,745,91,255,0.01,NORMAL
164,28382,19,255,0.05,NORMAL
201,535,255,255,0,NORMAL
0,0,6,217,0.17,NORMAL
213,1252,40,229,0.03,NORMAL
210,4046,17,255,0.06,NORMAL
254,755,255,255,0,NORMAL
0,0,30,152,0.03,NORMAL
344,28707,255,255,0,NORMAL
280,598,10,255,0.1,NORMAL
342,9284,208,255,0,NORMAL
0,0,1,255,1,NORMAL
237,5939,255,255,0,NORMAL
220,9986,21,255,0.05,NORMAL
185,4154,255,255,0,NORMAL
196,1963,255,255,0,NORMAL
194,873,93,255,0.01,NORMAL
0,0,33,255,0.03,NORMAL
139,34577,255,255,0,NORMAL
0,0,255,255,0.01,NORMAL
211,474,164,255,0.01,NORMAL
335,327,144,255,0.01,NORMAL
222,2460,34,255,0.03,NORMAL
200,1987,102,255,0.01,NORMAL
297,392,71,255,0.01,NORMAL
208,364,67,255,0.01,NORMAL
334,4158,188,255,0.01,NORMAL
191,1938,17,255,0.06,NORMAL
194,1984,255,255,0,NORMAL
308,771,109,255,0.01,NORMAL
261,3913,255,231,0,NORMAL
302,455,255,255,0,NORMAL
195,740,107,255,0.01,NORMAL
312,6107,3,255,0.33,NORMAL
315,1086,255,255,0,NORMAL
265,1125,137,255,0.01,NORMAL
325,1680,54,255,0.02,NORMAL
255,2431,173,255,0.01,NORMAL
304,370,177,255,0.01,NORMAL
205,663,148,255,0.01,NORMAL
297,2584,98,255,0.01,NORMAL
199,14729,118,255,0.01,NORMAL
208,2684,255,255,0,NORMAL
220,2064,20,255,0.05,NORMAL
206,285,255,255,0,NORMAL
243,2787,255,255,0,NORMAL
190,3303,3,231,0.33,NORMAL
221,863,5,255,0.2,NORMAL
235,331,255,255,0,NORMAL
352,762,181,255,0.01,NORMAL
179,14496,84,255,0.01,NORMAL
241,389,3,255,0.33,NORMAL
208,3861,255,255,0,NORMAL
309,1528,104,255,0.01,NORMAL
192,2241,255,255,0,NORMAL
209,1800,13,255,0.08,NORMAL
235,3413,156,255,0.01,NORMAL
306,164,5,255,0.2,NORMAL
213,3051,3,255,0.33,NORMAL
287,7524,255,255,0,NORMAL
202,387,132,255,0.01,NORMAL
200,2055,255,255,0,NORMAL
229,16818,43,255,0.02,NORMAL
256,880,55,255,0.02,NORMAL
328,13800,26,26,0.04,NORMAL
227,2510,14,255,0.07,NORMAL
202,665,225,255,0,NORMAL
219,284,30,255,0.03,NORMAL
0,0,255,255,0,NORMAL
242,2164,74,255,0.01,NORMAL
285,1338,255,255,0,NORMAL
248,1374,255,255,0,NORMAL
318,1342,255,255,0,NORMAL
328,2809,6,255,0.17,NORMAL
300,8489,26,255,0.04,NORMAL
168,3902,18,255,0.06,NORMAL
155,21900,255,255,0,NORMAL
327,4024,37,255,0.03,NORMAL
0,0,46,253,0.02,NORMAL
225,293,231,255,0,NORMAL
230,1342,255,255,0,NORMAL
156,500,166,255,0.01,NORMAL
260,9578,12,255,0.08,NORMAL
209,278,144,255,0.01,NORMAL
218,1448,159,255,0.01,NORMAL
331,328,11,255,0.09,NORMAL
379,2574,255,255,0,NORMAL
312,1032,116,255,0.02,NORMAL
303,622,114,255,0.01,NORMAL
214,2870,255,255,0,NORMAL
201,7384,255,255,0,NORMAL
213,1108,125,255,0.01,NORMAL
206,1677,50,255,0.02,NORMAL
296,1295,238,255,0,NORMAL
0,0,16,254,0.06,NORMAL
156,597,43,255,0.02,NORMAL
206,2229,5,255,0.2,NORMAL
191,4116,7,255,0.14,NORMAL
249,346,5,255,0.2,NORMAL
300,283,177,255,0.01,NORMAL
244,837,255,255,0,NORMAL
254,10118,255,255,0,NORMAL
0,0,96,255,0.01,NORMAL
263,3850,25,255,0.04,NORMAL
207,885,98,255,0.01,NORMAL
401,8846,255,255,0,NORMAL
241,2113,255,255,0,NORMAL
295,332,97,206,0.01,NORMAL
206,671,255,255,0,NORMAL
313,2698,255,241,0,NORMAL
324,271,255,238,0,NORMAL
204,32850,255,255,0,NORMAL
306,1075,255,211,0,NORMAL
286,7337,2,255,0.5,NORMAL
288,3312,55,58,0.02,NORMAL
220,10091,15,255,0.07,NORMAL
305,1035,255,255,0,NORMAL
305,1651,80,255,0.01,NORMAL
203,670,255,255,0.01,NORMAL
244,6403,10,255,0.1,NORMAL
0,0,95,255,0.02,NORMAL
221,876,147,255,0.01,NORMAL
247,22773,215,255,0,NORMAL
283,357,255,255,0,NORMAL
226,150,255,255,0,NORMAL
349,2522,226,255,0,NORMAL
298,702,255,255,0,NORMAL
227,2239,255,253,0,NORMAL
202,13150,41,255,0.02,NORMAL
208,367,19,255,0.05,NORMAL
0,0,9,229,0.11,NORMAL
235,7900,169,255,0.01,NORMAL
305,774,255,255,0,NORMAL
322,1380,255,255,0,NORMAL
0,0,19,94,0.05,NORMAL
233,6084,255,255,0,NORMAL
298,255,255,255,0,NORMAL
213,1116,255,255,0,NORMAL
294,992,18,255,0.06,NORMAL
315,911,255,255,0,NORMAL
325,835,255,255,0,NORMAL
288,788,114,255,0.01,NORMAL
211,24786,255,255,0,NORMAL
0,0,23,253,0.04,NORMAL
293,4864,25,255,0.04,NORMAL
271,1646,23,255,0.04,NORMAL
288,1865,255,255,0,NORMAL
226,1450,14,255,0.07,NORMAL
237,294,255,255,0,NORMAL
0,0,16,255,0.06,NORMAL
0,0,6,255,0.17,NORMAL
223,3521,255,255,0,NORMAL
335,275,255,252,0,NORMAL
271,8654,114,255,0.02,NORMAL
279,13869,11,255,0.09,NORMAL
187,1330,76,255,0.01,NORMAL
302,1075,255,232,0,NORMAL
332,503,255,255,0,NORMAL
223,1694,205,255,0,NORMAL
203,25948,72,255,0.01,NORMAL
144,37654,255,255,0,NORMAL
312,1380,255,229,0,NORMAL
264,4095,1,1,1,NORMAL
231,807,255,255,0,NORMAL
0,0,8,255,0.12,NORMAL
218,7956,18,255,0.06,NORMAL
173,11264,49,255,0.02,NORMAL
325,2125,129,255,0.01,NORMAL
280,16274,255,255,0,NORMAL
267,3563,255,248,0,NORMAL
246,5285,19,255,0.05,NORMAL
318,762,255,255,0,NORMAL
300,2507,255,238,0,NORMAL
220,3591,255,255,0,NORMAL
302,443,190,255,0.01,NORMAL
331,924,94,255,0.01,NORMAL
336,3211,255,255,0,NORMAL
0,0,195,253,0.01,NORMAL
332,1167,182,255,0.01,NORMAL
303,689,101,255,0.01,NORMAL
231,2698,255,249,0,NORMAL
295,0,166,255,0.01,NORMAL
357,4084,255,255,0,NORMAL
338,1472,203,239,0,NORMAL
167,8718,187,255,0.01,NORMAL
204,1896,255,255,0,NORMAL
303,2239,255,234,0,NORMAL
219,492,255,255,0,NORMAL
264,3011,255,241,0,NORMAL
222,593,255,255,0.01,NORMAL
233,275,255,255,0,NORMAL
257,397,255,255,0,NORMAL
199,811,255,255,0.01,NORMAL
332,1372,7,255,0.14,NORMAL
316,8272,255,255,0,NORMAL
244,15334,166,255,0.01,NORMAL
242,3569,16,255,0.06,NORMAL
343,192,101,255,0.01,NORMAL
390,1374,24,255,0.04,NORMAL
225,9722,44,255,0.02,NORMAL
272,962,255,255,0,NORMAL
192,248,13,239,0.08,NORMAL
296,8422,255,255,0.01,NORMAL
238,3862,15,255,0.07,NORMAL
329,917,255,255,0,NORMAL
219,8111,83,255,0.01,NORMAL
227,9905,91,255,0.01,NORMAL
194,1993,219,255,0,NORMAL
301,1075,26,25,0.04,NORMAL
303,2507,255,246,0,NORMAL
214,1111,101,255,0.01,NORMAL
228,17577,18,255,0.06,NORMAL
228,27085,255,255,0,NORMAL
247,285,255,255,0,NORMAL
293,1976,35,255,0.03,NORMAL
229,1403,255,255,0,NORMAL
329,19561,255,255,0,NORMAL
226,301,255,255,0,NORMAL
289,1792,234,255,0,NORMAL
220,7081,39,83,0.03,NORMAL
0,0,17,249,0.06,NORMAL
0,0,228,255,0.01,NORMAL
0,0,8,60,0.12,NORMAL
209,5949,5,255,0.2,NORMAL
323,766,78,255,0.01,NORMAL
215,1935,53,255,0.02,NORMAL
0,0,16,195,0.06,NORMAL
305,12821,73,255,0.01,NORMAL
0,0,61,243,0.02,NORMAL
214,1367,106,255,0.01,NORMAL
298,1609,36,255,0.03,NORMAL
300,2698,189,180,0.01,NORMAL
337,280,118,109,0.01,NORMAL
308,1075,255,237,0,NORMAL
268,2820,10,255,0.1,NORMAL
213,492,19,209,0.05,NORMAL
323,771,60,255,0.02,NORMAL
307,1212,248,255,0,NORMAL
260,337,255,255,0,NORMAL
237,3381,48,255,0.02,NORMAL
338,1179,2,255,0.5,NORMAL
171,9038,28,255,0.04,NORMAL
222,310,255,255,0,NORMAL
256,12984,34,255,0.03,NORMAL
293,1293,135,255,0.01,NORMAL
302,1380,255,225,0,NORMAL
204,6669,26,255,0.04,NORMAL
238,13279,147,255,0.01,NORMAL
168,420,34,255,0.03,NORMAL
323,2943,139,139,0.01,NORMAL
345,246,86,255,0.01,NORMAL
0,0,1,222,1,NORMAL
197,9442,2,255,0.5,NORMAL
0,0,6,255,0.17,NORMAL
299,2717,7,255,0.14,NORMAL
243,660,17,255,0.06,NORMAL
185,811,24,255,0.04,NORMAL
401,4154,255,255,0,NORMAL
297,12884,255,255,0,NORMAL
216,335,121,255,0.01,NORMAL
221,279,111,255,0.01,NORMAL
0,0,58,204,0.02,NORMAL
143,193,1,255,1,NORMAL
327,2825,32,255,0.03,NORMAL
239,2398,97,255,0.01,NORMAL
394,5902,255,255,0,NORMAL
302,2430,13,255,0.08,NORMAL
200,2170,100,255,0.01,NORMAL
237,706,107,255,0.01,NORMAL
233,301,201,255,0,NORMAL
337,7189,10,255,0.1,NORMAL
279,804,27,255,0.04,NORMAL
223,447,255,255,0,NORMAL
0,0,125,255,0.01,NORMAL
359,1010,255,255,0,NORMAL
242,2317,72,255,0.01,NORMAL
296,327,255,255,0,NORMAL
272,389,255,255,0,NORMAL
236,2451,255,255,0,NORMAL
283,736,70,255,0.01,NORMAL
255,1645,126,255,0.01,NORMAL
298,3393,84,255,0.01,NORMAL
243,3934,30,255,0.03,NORMAL
0,0,7,212,0.14,NORMAL
251,872,6,255,0.17,NORMAL
285,1337,9,255,0.11,NORMAL
251,4599,10,255,0.1,NORMAL
299,1787,29,255,0.03,NORMAL
311,370,255,255,0,NORMAL
186,15495,10,255,0.1,NORMAL
295,4123,25,255,0.04,NORMAL
212,924,255,255,0,NORMAL
170,11680,43,255,0.02,NORMAL
251,2033,173,255,0.01,NORMAL
201,736,127,255,0.01,NORMAL
269,9287,94,255,0.01,NORMAL
246,17752,33,255,0.03,NORMAL
202,5200,206,255,0,NORMAL
269,2753,41,255,0.02,NORMAL
0,0,4,255,0.25,NORMAL
295,1547,9,255,0.11,NORMAL
352,1498,20,255,0.05,NORMAL
214,1621,48,255,0.02,NORMAL
239,285,29,255,0.03,NORMAL
168,11331,255,255,0,NORMAL
228,13210,255,255,0,NORMAL
202,945,15,255,0.07,NORMAL
215,4086,40,255,0.03,NORMAL
307,2358,33,255,0.03,NORMAL
198,1773,101,255,0.01,NORMAL
275,28312,28,255,0.04,NORMAL
277,482,255,255,0,NORMAL
236,26817,255,255,0,NORMAL
250,768,255,255,0,NORMAL
285,2942,88,255,0.01,NORMAL
320,280,255,255,0,NORMAL
338,392,255,255,0,NORMAL
264,482,255,255,0,NORMAL
273,3468,255,255,0,NORMAL
0,0,24,9,0.04,NORMAL
212,2449,9,255,0.11,NORMAL
305,313,179,255,0.01,NORMAL
252,2783,255,255,0,NORMAL
306,2239,58,46,0.02,NORMAL
237,1423,255,255,0,NORMAL
219,12044,4,255,0.25,NORMAL
375,1856,223,255,0,NORMAL
344,274,255,255,0,NORMAL
229,646195,140,255,0.01,NORMAL
229,2090,255,255,0,NORMAL
346,465,16,255,0.06,NORMAL
210,806,7,255,0.14,NORMAL
306,1075,255,243,0,NORMAL
240,4359,255,255,0,NORMAL
216,1302,42,255,0.02,NORMAL
216,924,53,255,0.02,NORMAL
293,1600,65,255,0.02,NORMAL
296,373,255,255,0,NORMAL
309,1528,255,255,0,NORMAL
308,2507,74,67,0.01,NORMAL
330,330,88,255,0.01,NORMAL
305,4803,12,255,0.08,NORMAL
303,1075,255,247,0,NORMAL
294,503,181,255,0.01,NORMAL
226,2804,129,255,0.01,NORMAL
229,795,255,255,0,NORMAL
300,311,84,255,0.01,NORMAL
222,310,47,255,0.02,NORMAL
0,0,2,250,0.5,NORMAL
243,608,255,255,0.01,NORMAL
315,308,255,255,0,NORMAL
0,0,109,255,0.01,NORMAL
0,0,73,255,0.01,NORMAL
240,1002,255,255,0,NORMAL
220,8422,255,255,0,NORMAL
361,6792,166,255,0.01,NORMAL
0,0,1,11,1,NORMAL
211,261,27,255,0.04,NORMAL
351,886,29,255,0.03,NORMAL
301,2431,181,255,0.01,NORMAL
331,362,255,255,0,NORMAL
206,382,8,255,0.12,NORMAL
233,2395,134,255,0.01,NORMAL
184,33119,255,249,0,NORMAL
310,924,255,255,0,NORMAL
303,3792,80,255,0.01,NORMAL
326,641,255,255,0,NORMAL
208,5940,31,255,0.03,NORMAL
287,8420,43,255,0.02,NORMAL
216,7384,255,255,0,NORMAL
327,2648,255,255,0,NORMAL
230,4937,253,255,0,NORMAL
248,1667,255,255,0,NORMAL
0,0,52,250,0.02,NORMAL
309,758,102,255,0.01,NORMAL
214,2124,52,255,0.02,NORMAL
218,509,48,255,0.02,NORMAL
211,1355,74,255,0.01,NORMAL
156,634,255,255,0,NORMAL
264,3687,1,255,1,NORMAL
315,5323,47,255,0.02,NORMAL
216,10041,14,255,0.07,NORMAL
293,7643,154,255,0.01,NORMAL
220,1016,9,255,0.11,NORMAL
344,1234,1,255,1,NORMAL
224,8230,255,255,0,NORMAL
163,30113,255,255,0,NORMAL
331,1694,51,255,0.02,NORMAL
213,1404,255,255,0,NORMAL
197,1637,3,255,0.33,NORMAL
299,1075,255,250,0,NORMAL
228,31614,254,255,0,NORMAL
229,255,255,255,0,NORMAL
0,0,7,255,0.14,NORMAL
309,6086,255,255,0,NORMAL
249,290,255,255,0,NORMAL
317,6329,255,255,0,NORMAL
230,2196,41,255,0.02,NORMAL
326,1502,8,255,0.12,NORMAL
293,1271,13,204,0.08,NORMAL
350,870,255,255,0,NORMAL
229,6049,30,255,0.03,NORMAL
314,659,255,255,0,NORMAL
303,7208,255,255,0,NORMAL
224,3279,255,255,0,NORMAL
244,1546,7,255,0.14,NORMAL
0,0,1,255,1,NORMAL
328,2433,255,255,0,NORMAL
219,3692,51,255,0.02,NORMAL
304,336,255,255,0,NORMAL
386,3173,255,255,0,NORMAL
327,5200,255,255,0,NORMAL
209,25167,34,255,0.03,NORMAL
236,256,1,255,1,NORMAL
290,2042,34,255,0.03,NORMAL
209,33056,19,255,0.05,NORMAL
325,268,255,253,0,NORMAL
224,1892,255,255,0,NORMAL
211,4097,42,255,0.02,NORMAL
251,1414,108,255,0.01,NORMAL
228,1695,72,255,0.01,NORMAL
164,7542,181,255,0.01,NORMAL
215,863,6,255,0.17,NORMAL
189,313,255,255,0,NORMAL
218,2647,255,255,0,NORMAL
238,405,255,255,0,NORMAL
209,19874,41,255,0.02,NORMAL
259,5170,66,255,0.02,NORMAL
359,3198,150,255,0.01,NORMAL
205,408,198,255,0.01,NORMAL
350,431,255,255,0,NORMAL
297,1445,91,255,0.01,NORMAL
200,867,65,255,0.02,NORMAL
198,2810,9,255,0.11,NORMAL
311,670,255,255,0,NORMAL
206,656,255,255,0,NORMAL
299,1859,67,255,0.01,NORMAL
242,16819,128,255,0.01,NORMAL
223,1187,255,255,0,NORMAL
328,357,255,255,0,NORMAL
250,1512,213,255,0.01,NORMAL
202,4841,195,255,0.01,NORMAL
349,5208,13,235,0.08,NORMAL
413,8801,255,255,0,NORMAL
205,8064,255,255,0,NORMAL
308,3222,255,237,0,NORMAL
237,241,234,255,0,NORMAL
166,426,255,255,0,NORMAL
0,0,2,58,0.5,NORMAL
210,296,255,255,0,NORMAL
214,367,19,255,0.05,NORMAL
299,1427,51,255,0.02,NORMAL
238,9092,10,255,0.1,NORMAL
327,2226,255,255,0,NORMAL
190,5847,189,255,0.01,NORMAL
336,86082,2,255,0.5,NORMAL
180,175,26,255,0.04,NORMAL
227,189,255,255,0,NORMAL
205,365,228,255,0,NORMAL
323,10293,3,255,0.33,NORMAL
287,12884,118,118,0.01,NORMAL
0,0,2,242,0.5,NORMAL
201,873,8,255,0.12,NORMAL
212,4132,15,255,0.07,NORMAL
202,777,75,255,0.01,NORMAL
220,261,255,255,0,NORMAL
241,795,255,255,0,NORMAL
261,1100,3,255,0.33,NORMAL
234,34237,150,255,0.01,NORMAL
324,389,39,255,0.03,NORMAL
182,12246,81,255,0.01,NORMAL
212,2917,46,255,0.02,NORMAL
208,9363,71,255,0.01,NORMAL
0,0,1,255,1,NORMAL
252,1809,255,255,0,NORMAL
164,2365,255,255,0,NORMAL
369,620,255,255,0,NORMAL
167,4528,125,255,0.01,NORMAL
327,11715,9,255,0.11,NORMAL
281,1167,3,255,0.33,NORMAL
230,2507,255,255,0,NORMAL
302,718,27,255,0.04,NORMAL
275,337,65,255,0.02,NORMAL
189,525,112,255,0.01,NORMAL
232,30520,255,255,0,NORMAL
367,7333,255,255,0,NORMAL
210,443,6,255,0.17,NORMAL
298,3265,5,252,0.2,NORMAL
294,1617,53,255,0.02,NORMAL
307,2625,148,255,0.01,NORMAL
308,406,255,255,0,NORMAL
213,2996,255,255,0,NORMAL
304,1930,188,198,0.01,NORMAL
203,334,255,255,0,NORMAL
159,13380,1,255,1,NORMAL
214,10293,26,255,0.04,NORMAL
204,1337,255,255,0,NORMAL
0,0,19,19,0.05,NORMAL
328,1516,12,255,0.08,NORMAL
373,1408,24,255,0.04,NORMAL
209,1412,43,255,0.02,NORMAL
310,9158,86,255,0.01,NORMAL
0,0,7,247,0.14,NORMAL
281,447,2,255,0.5,NORMAL
303,17945,76,255,0.01,NORMAL
189,9345,3,255,0.33,NORMAL
174,3159,26,26,0.04,NORMAL
311,4359,255,255,0,NORMAL
341,1672,29,255,0.03,NORMAL
217,280,255,255,0,NORMAL
240,1221,255,255,0,NORMAL
0,0,65,133,0.02,NORMAL
173,236,3,255,0.33,NORMAL
315,1396,255,255,0,NORMAL
230,9528,1,255,1,NORMAL
295,8667,88,255,0.01,NORMAL
200,4244,10,255,0.1,NORMAL
294,10514,20,255,0.05,NORMAL
0,0,1,237,1,NORMAL
0,20256,7,255,0.14,NORMAL
78,0,68,68,0.04,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,69,69,0.04,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,60,60,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,75,75,0.04,HIGH_RATE
78,0,81,81,0.04,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,74,74,0.03,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,69,69,0.04,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,66,66,0.06,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,63,63,0.02,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,62,62,0.03,HIGH_RATE
78,0,67,67,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,63,63,0.03,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,51,51,0.02,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,76,76,0.04,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,62,62,0.05,HIGH_RATE
78,0,79,79,0.04,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,76,76,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,70,70,0.04,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,52,52,0.02,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,73,73,0.05,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,77,77,0,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,63,63,0.02,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,74,74,0,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,71,71,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,70,70,0.03,HIGH_RATE
78,0,62,62,0.03,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,72,72,0,HIGH_RATE
78,0,71,71,0.01,HIGH_RATE
78,0,73,73,0.03,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,71,71,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,67,67,0.01,HIGH_RATE
78,0,77,77,0.01,HIGH_RATE
78,0,74,74,0.01,HIGH_RATE
78,0,72,72,0.04,HIGH_RATE
78,0,72,72,0.03,HIGH_RATE
78,0,68,68,0.04,HIGH_RATE
78,0,73,73,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,63,63,0.02,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,70,70,0.01,HIGH_RATE
78,0,64,64,0.02,HIGH_RATE
78,0,69,69,0.04,HIGH_RATE
78,0,65,65,0.02,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,69,69,0.01,HIGH_RATE
78,0,73,73,0,HIGH_RATE
78,0,68,68,0,HIGH_RATE
78,0,69,69,0.03,HIGH_RATE
78,0,65,65,0.03,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,75,75,0.01,HIGH_RATE
78,0,69,69,0,HIGH_RATE
78,0,65,65,0,HIGH_RATE
78,0,67,67,0,HIGH_RATE
78,0,76,76,0,HIGH_RATE
78,0,68,68,0.01,HIGH_RATE
78,0,72,72,0.01,HIGH_RATE
78,0,70,70,0,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,66,66,0.03,HIGH_RATE
78,0,66,66,0.01,HIGH_RATE
