% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,8,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
SF,10,255,normal
SF,14,252,normal
SF,16,255,normal
SF,11,255,normal
SF,2,255,normal
SF,9,255,normal
SF,24,255,normal
SF,14,255,normal
REJ,1,227,normal
SF,10,255,normal
SF,10,255,normal
SF,20,255,normal
SF,1,255,normal
SF,8,255,normal
RSTO,1,255,normal
REJ,1,163,normal
SF,4,255,normal
SF,4,255,normal
SF,18,255,normal
SF,7,255,normal
SF,7,255,normal
SF,10,255,normal
SF,19,255,normal
SF,8,255,normal
SF,25,255,normal
SF,7,255,normal
SF,6,255,normal
REJ,1,34,normal
SF,5,255,normal
SF,4,255,normal
SF,3,255,normal
SF,6,255,normal
SF,14,255,normal
SF,13,255,normal
SF,19,255,normal
SF,11,255,normal
SF,15,255,normal
SF,17,255,normal
SF,36,255,normal
RSTO,3,255,normal
SF,13,255,normal
SF,1,255,normal
SF,2,255,normal
SF,5,255,normal
SF,1,255,normal
REJ,1,238,normal
SF,9,255,normal
SF,24,255,normal
SF,3,255,normal
SF,9,255,normal
SF,22,255,normal
SF,7,255,normal
SF,2,255,normal
SF,7,255,normal
SF,1,255,normal
SF,13,255,normal
SF,20,228,normal
SF,6,255,normal
SF,3,255,normal
SF,7,255,normal
SF,5,255,normal
SF,15,255,normal
SF,2,255,normal
REJ,11,179,normal
SF,12,255,normal
SF,5,255,normal
SF,26,255,normal
SF,3,255,normal
SF,6,255,normal
SF,1,255,normal
SF,1,255,normal
SF,2,255,normal
SF,1,255,normal
REJ,1,117,normal
SF,3,255,normal
SF,1,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,7,255,normal
REJ,1,250,normal
SF,11,255,normal
SF,9,255,normal
SF,8,255,normal
SF,9,255,normal
SF,21,255,normal
SF,1,166,normal
SF,13,255,normal
SF,4,255,normal
SF,1,225,normal
SF,6,255,normal
SF,11,255,normal
SF,6,255,normal
REJ,1,253,normal
SF,2,164,normal
SF,13,234,normal
SF,6,255,normal
SF,5,255,normal
SF,38,255,normal
SF,1,255,normal
SF,1,255,normal
SF,14,255,normal
SF,8,244,normal
SF,1,255,normal
SF,21,255,normal
SF,23,255,normal
SF,11,251,normal
SF,1,255,normal
SF,10,255,normal
SF,4,255,normal
SF,10,255,normal
SF,20,255,normal
SF,23,255,normal
REJ,1,152,normal
SF,2,255,normal
SF,8,255,normal
SF,1,255,normal
SF,1,255,normal
SF,77,255,normal
SF,21,255,normal
SF,2,255,normal
SF,11,255,normal
SF,5,255,normal
SF,1,255,normal
SF,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,11,122,normal
SF,3,255,normal
SF,4,255,normal
SF,1,255,normal
SF,3,155,normal
SF,9,255,normal
SF,2,255,normal
SF,1,255,normal
SF,1,255,normal
SF,7,248,normal
SF,6,255,normal
SF,7,255,normal
SF,7,255,normal
SF,2,255,normal
SF,5,255,normal
SF,7,255,normal
SF,1,239,normal
SF,4,255,normal
SF,10,255,normal
SF,16,255,normal
SF,6,255,normal
SF,13,255,normal
REJ,1,255,normal
SF,4,255,normal
SF,9,37,normal
SF,31,255,normal
SF,1,4,normal
SF,16,255,normal
SF,11,255,normal
SF,17,255,normal
SF,2,255,normal
SF,1,255,normal
SF,2,255,normal
SF,4,215,normal
SF,20,255,normal
REJ,1,255,normal
SF,13,255,normal
SF,1,255,normal
SF,10,255,normal
SF,1,255,normal
SF,2,255,normal
REJ,1,219,normal
SF,4,249,normal
SF,1,255,normal
SF,12,255,normal
SF,19,255,normal
SF,3,255,normal
SF,13,255,normal
SF,6,255,normal
SF,11,255,normal
SF,1,255,normal
SF,12,255,normal
SF,16,255,normal
SF,25,255,normal
SF,1,255,normal
SF,8,255,normal
SF,1,255,normal
SF,8,255,normal
SF,3,255,normal
SF,1,119,normal
SF,11,255,normal
SF,3,255,normal
SF,17,255,normal
SF,9,255,normal
SF,2,255,normal
SF,9,214,normal
SF,8,255,normal
SF,4,255,normal
SF,2,255,normal
SF,2,255,normal
SF,4,255,normal
SF,15,255,normal
SF,11,255,normal
SF,14,255,normal
SF,2,255,normal
SF,9,255,normal
SF,4,80,normal
SF,19,255,normal
SF,1,247,normal
SF,1,255,normal
SF,1,255,normal
SF,3,255,normal
SF,5,255,normal
SF,1,255,normal
SF,18,255,normal
SF,2,255,normal
REJ,1,231,normal
SF,3,255,normal
SF,7,255,normal
SF,3,255,normal
SF,9,255,normal
SF,3,255,normal
SF,17,255,normal
SF,1,255,normal
SF,12,255,normal
SF,6,255,normal
SF,30,255,normal
SF,9,255,normal
SF,2,255,normal
SF,2,255,normal
SF,3,255,normal
SF,8,255,normal
SF,16,255,normal
SF,1,255,normal
SF,3,255,normal
SF,3,251,normal
SF,8,255,normal
SF,31,255,normal
SF,14,255,normal
S0,1,126,normal
REJ,4,245,normal
SF,14,255,normal
SF,6,255,normal
REJ,1,250,normal
REJ,1,207,normal
SF,10,63,normal
SF,3,255,normal
SF,12,255,normal
SF,10,255,normal
SF,8,255,normal
S0,2,255,normal
SF,1,255,normal
REJ,1,255,normal
SF,9,67,normal
SF,3,255,normal
SF,1,255,normal
SF,22,255,normal
SF,2,255,normal
SF,6,255,normal
SF,12,255,normal
SF,10,255,normal
SF,21,255,normal
SF,9,255,normal
SF,11,255,normal
SF,4,255,normal
SF,7,255,normal
SF,7,255,normal
SF,19,255,normal
SF,2,255,normal
SF,9,255,normal
SF,2,255,normal
REJ,1,12,normal
SF,3,255,normal
SF,10,255,normal
SF,8,255,normal
SF,15,255,normal
SF,30,255,normal
SF,15,255,normal
SF,10,255,normal
SF,10,255,normal
SF,5,255,normal
SF,10,247,normal
SF,11,255,normal
SF,4,255,normal
SF,2,255,normal
SF,27,29,normal
SF,2,11,normal
SF,5,255,normal
SF,1,255,normal
SF,3,255,normal
SF,5,72,normal
SF,16,255,normal
SF,17,255,normal
SF,2,47,normal
SF,5,255,normal
SF,4,255,normal
SF,23,255,normal
SF,2,255,normal
SF,5,255,normal
SF,5,255,normal
SF,3,193,normal
SF,9,255,normal
SF,2,127,normal
SF,4,255,normal
SF,26,255,normal
SF,7,255,normal
SF,2,255,normal
SF,8,255,normal
SF,10,153,normal
SF,5,255,normal
SF,3,255,normal
SF,27,255,normal
SF,4,255,normal
SF,44,255,normal
SF,21,255,normal
REJ,1,22,normal
REJ,1,219,normal
SF,12,255,normal
SF,6,255,normal
SF,5,255,normal
SF,5,255,normal
SF,10,255,normal
SF,5,255,normal
SF,37,255,normal
SF,5,255,normal
SF,2,255,normal
SF,21,255,normal
SF,8,255,normal
REJ,1,255,normal
SF,4,255,normal
SF,1,246,normal
S0,2,254,normal
SF,9,255,normal
SF,3,255,normal
SF,2,237,normal
SF,19,255,normal
SF,19,255,normal
SF,6,255,normal
SF,15,255,normal
SF,3,255,normal
SF,19,255,normal
SF,8,255,normal
SF,29,255,normal
SF,3,255,normal
RSTO,1,255,normal
SF,5,255,normal
SF,16,255,normal
SF,13,255,normal
SF,1,255,normal
SF,3,237,normal
SF,5,220,normal
SF,14,255,normal
SF,2,255,normal
SF,5,255,normal
SF,7,255,normal
SF,20,255,normal
REJ,1,238,normal
REJ,1,249,normal
SF,13,255,normal
SF,1,255,normal
SF,6,255,normal
SF,4,255,normal
SF,3,255,normal
SF,20,255,normal
SF,1,255,normal
SF,19,255,normal
SF,5,255,normal
REJ,1,255,normal
SF,22,255,normal
SF,9,255,normal
SF,8,255,normal
SF,5,255,normal
SF,17,255,normal
SF,5,255,normal
SF,6,255,normal
SF,15,255,normal
SF,14,255,normal
SF,2,240,normal
SF,26,255,normal
SF,2,255,normal
SF,5,255,normal
SF,1,61,normal
SF,1,255,normal
SF,1,255,normal
REJ,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,2,204,normal
SF,17,255,normal
REJ,1,255,normal
SF,28,255,normal
SF,12,255,normal
SF,1,255,normal
SF,26,255,normal
SF,10,255,normal
SF,4,255,normal
SF,7,255,normal
SF,10,255,normal
SF,2,255,normal
SF,2,255,normal
SF,3,255,normal
SF,3,255,normal
SF,3,255,normal
SF,1,255,normal
SF,13,255,normal
SF,29,255,normal
SF,1,251,normal
SF,17,255,normal
SF,3,255,normal
SF,18,255,normal
SF,4,255,normal
SF,3,255,normal
REJ,1,253,normal
SF,9,255,normal
SF,6,255,normal
SF,9,255,normal
SF,9,255,normal
SF,14,255,normal
SF,1,255,normal
SF,10,216,normal
SF,15,255,normal
SF,32,255,normal
REJ,1,251,normal
SF,2,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,2,255,normal
SF,4,255,normal
SF,6,238,normal
SF,14,255,normal
REJ,1,157,normal
SF,15,255,normal
SF,6,255,normal
SF,17,255,normal
SF,8,255,normal
SF,4,255,normal
SF,2,249,normal
SF,12,255,normal
SF,35,255,normal
SF,20,255,normal
SF,5,255,normal
REJ,1,38,normal
SF,29,255,normal
SF,17,255,normal
SF,1,253,normal
SF,12,255,normal
SF,1,232,normal
SF,7,255,normal
SF,4,211,normal
SF,3,255,normal
SF,21,255,normal
REJ,1,255,normal
S0,2,255,normal
REJ,1,115,normal
SF,1,236,normal
SF,9,255,normal
SF,3,247,normal
SF,5,204,normal
SF,6,255,normal
SF,4,255,normal
SF,6,255,normal
SF,30,255,normal
SF,5,255,normal
SF,27,255,normal
S1,1,255,normal
SF,12,255,normal
SF,4,255,normal
SF,3,164,normal
SF,20,255,normal
SF,3,255,normal
SF,1,255,normal
SF,1,92,normal
SF,6,255,normal
SF,3,255,normal
S1,5,255,normal
SF,17,255,normal
SF,5,255,normal
SF,10,255,normal
SF,1,255,normal
SF,8,255,normal
SF,23,255,normal
SF,22,255,normal
SF,2,230,normal
SF,2,255,normal
SF,17,255,normal
SF,11,255,normal
REJ,1,253,normal
S0,2,255,normal
SF,1,255,normal
SF,20,255,normal
SF,2,255,normal
SF,4,231,normal
SF,2,255,normal
REJ,1,130,normal
SF,25,255,normal
REJ,27,231,normal
SF,2,255,normal
SF,7,255,normal
SF,2,255,normal
SF,2,255,normal
SF,1,255,normal
SF,10,255,normal
REJ,2,217,normal
SF,16,229,normal
SF,3,255,normal
SF,17,255,normal
REJ,1,152,normal
SF,1,255,normal
SF,1,255,normal
SF,14,255,normal
REJ,1,255,normal
SF,10,255,normal
SF,21,255,normal
SF,1,255,normal
SF,8,255,normal
SF,20,255,normal
REJ,1,255,normal
SF,1,255,normal
S0,5,255,normal
SF,4,255,normal
SF,6,255,normal
SF,12,255,normal
SF,17,255,normal
SF,10,255,normal
SF,16,255,normal
SF,4,255,normal
SF,2,255,normal
SF,2,255,normal
SF,18,255,normal
SF,1,231,normal
SF,5,255,normal
SF,11,255,normal
SF,3,255,normal
SF,8,255,normal
SF,4,255,normal
SF,6,255,normal
SF,7,255,normal
SF,3,255,normal
SF,5,255,normal
SF,2,255,normal
SF,5,255,normal
SF,9,255,normal
SF,4,255,normal
SF,17,255,normal
SF,9,255,normal
SF,3,231,normal
SF,5,255,normal
SF,25,255,normal
SF,7,255,normal
SF,1,255,normal
SF,1,255,normal
SF,3,255,normal
SF,4,255,normal
SF,10,255,normal
SF,13,255,normal
SF,5,255,normal
SF,1,255,normal
SF,1,255,normal
SF,23,255,normal
SF,27,255,normal
SF,10,255,normal
SF,12,255,normal
SF,15,255,normal
SF,9,26,normal
SF,6,255,normal
SF,1,255,normal
SF,3,255,normal
REJ,1,255,normal
SF,22,255,normal
SF,30,255,normal
SF,7,255,normal
SF,23,255,normal
SF,2,255,normal
SF,26,255,normal
SF,2,255,normal
S1,1,255,normal
SF,9,255,normal
REJ,1,253,normal
SF,24,255,normal
SF,16,255,normal
SF,1,255,normal
SF,1,255,normal
SF,2,255,normal
SF,7,255,normal
SF,1,255,normal
SF,8,255,normal
SF,35,255,normal
SF,39,255,normal
SF,13,255,normal
SF,23,255,normal
SF,3,255,normal
SF,2,255,normal
SF,2,255,normal
REJ,1,254,normal
SF,1,255,normal
SF,5,255,normal
SF,7,255,normal
SF,1,255,normal
SF,1,255,normal
SF,4,255,normal
SF,7,255,normal
REJ,1,255,normal
SF,7,255,normal
SF,7,255,normal
SF,3,255,normal
SF,8,255,normal
SF,16,206,normal
SF,6,255,normal
SF,2,241,normal
SF,9,238,normal
SF,1,255,normal
SF,5,211,normal
SF,2,255,normal
SF,2,58,normal
SF,5,255,normal
SF,42,255,normal
SF,11,255,normal
SF,7,255,normal
SF,1,255,normal
REJ,2,255,normal
SF,5,255,normal
SF,14,255,normal
SF,25,255,normal
SF,1,255,normal
SF,13,255,normal
SF,13,255,normal
SF,5,253,normal
SF,11,255,normal
SF,19,255,normal
REJ,1,229,normal
SF,1,255,normal
SF,11,255,normal
SF,23,255,normal
REJ,1,94,normal
SF,22,255,normal
SF,5,255,normal
SF,54,255,normal
SF,7,255,normal
SF,16,255,normal
SF,27,255,normal
SF,12,255,normal
SF,20,255,normal
REJ,1,253,normal
SF,4,255,normal
SF,3,255,normal
SF,7,255,normal
SF,6,255,normal
SF,8,255,normal
REJ,1,255,normal
REJ,1,255,normal
SF,19,255,normal
SF,4,252,normal
SF,5,255,normal
SF,11,255,normal
SF,7,255,normal
SF,7,232,normal
SF,21,255,normal
SF,11,255,normal
SF,12,255,normal
SF,1,255,normal
SF,3,229,normal
SF,2,1,normal
SF,38,255,normal
REJ,1,255,normal
SF,1,255,normal
SF,7,255,normal
SF,4,255,normal
SF,1,255,normal
SF,1,248,normal
SF,7,255,normal
SF,17,255,normal
SF,5,238,normal
SF,25,255,normal
SF,39,255,normal
SF,6,255,normal
SF,17,255,normal
REJ,1,253,normal
SF,32,255,normal
SF,8,255,normal
SF,5,249,normal
S1,3,255,normal
SF,10,255,normal
SF,8,239,normal
SF,7,255,normal
SF,7,255,normal
SF,4,234,normal
OTH,24670,70,attack
OTH,14996,62,attack
OTH,5767,70,attack
OTH,20318,76,attack
OTH,23763,74,attack
OTH,26254,65,attack
OTH,21538,73,attack
OTH,7133,67,attack
OTH,15356,66,attack
OTH,21309,66,attack
OTH,9675,67,attack
OTH,15000,66,attack
OTH,8335,66,attack
OTH,17815,73,attack
OTH,8832,77,attack
OTH,23549,65,attack
OTH,23649,68,attack
OTH,21150,71,attack
OTH,6459,66,attack
OTH,20546,74,attack
OTH,6556,70,attack
OTH,26523,71,attack
OTH,11391,67,attack
OTH,10672,72,attack
OTH,5694,62,attack
OTH,11067,72,attack
OTH,26769,65,attack
OTH,11121,68,attack
OTH,17490,73,attack
OTH,25027,68,attack
OTH,6702,67,attack
OTH,12574,68,attack
OTH,17542,74,attack
OTH,21789,74,attack
OTH,22359,70,attack
OTH,19793,73,attack
OTH,24077,74,attack
OTH,5639,68,attack
OTH,438,68,attack
OTH,20385,67,attack
OTH,8057,70,attack
OTH,4645,58,attack
OTH,20540,73,attack
OTH,11118,68,attack
OTH,9399,64,attack
OTH,9875,68,attack
OTH,6475,75,attack
OTH,20630,68,attack
OTH,10707,70,attack
OTH,6458,71,attack
OTH,11737,74,attack
OTH,9825,70,attack
OTH,15336,74,attack
OTH,5511,64,attack
OTH,9849,74,attack
OTH,18105,73,attack
OTH,4671,56,attack
OTH,5254,72,attack
OTH,17184,75,attack
OTH,10008,72,attack
OTH,10772,68,attack
OTH,6564,65,attack
OTH,26867,67,attack
OTH,24465,64,attack
OTH,7204,77,attack
OTH,23019,66,attack
OTH,5183,67,attack
OTH,6234,67,attack
OTH,15388,76,attack
OTH,8622,69,attack
OTH,9543,76,attack
OTH,4773,67,attack
OTH,26888,64,attack
OTH,6470,64,attack
OTH,5288,68,attack
OTH,6573,71,attack
OTH,11760,67,attack
OTH,25650,70,attack
OTH,5599,69,attack
OTH,9977,66,attack
OTH,16612,76,attack
OTH,10516,67,attack
OTH,8234,73,attack
OTH,22149,66,attack
OTH,1329,63,attack
OTH,772,67,attack
OTH,8347,69,attack
OTH,22598,67,attack
OTH,3783,68,attack
OTH,8583,66,attack
OTH,20081,62,attack
OTH,20719,67,attack
OTH,7152,71,attack
OTH,26863,67,attack
OTH,11117,72,attack
OTH,20626,69,attack
OTH,12330,69,attack
OTH,9862,75,attack
OTH,9973,67,attack
OTH,14529,68,attack
OTH,14994,64,attack
OTH,5679,67,attack
OTH,27088,72,attack
OTH,23586,66,attack
OTH,20616,70,attack
OTH,9957,72,attack
OTH,15590,76,attack
OTH,17173,75,attack
OTH,12604,67,attack
OTH,214,72,attack
OTH,10737,64,attack
OTH,12622,69,attack
OTH,10582,57,attack
OTH,5151,65,attack
OTH,23421,65,attack
OTH,6997,72,attack
OTH,27108,62,attack
OTH,9988,69,attack
OTH,20440,66,attack
OTH,6602,67,attack
OTH,17615,72,attack
OTH,16347,71,attack
OTH,9861,75,attack
OTH,11390,67,attack
OTH,9936,76,attack
OTH,10610,67,attack
OTH,7581,72,attack
OTH,9897,69,attack
OTH,19670,70,attack
OTH,645,71,attack
OTH,6555,69,attack
OTH,24711,71,attack
OTH,8609,65,attack
OTH,9905,66,attack
OTH,20337,78,attack
OTH,18558,69,attack
OTH,1064,65,attack
OTH,26695,71,attack
OTH,23658,69,attack
OTH,7335,71,attack
OTH,11323,67,attack
OTH,5594,68,attack
OTH,11528,66,attack
OTH,5699,70,attack
OTH,6493,68,attack
OTH,13012,78,attack
OTH,10879,70,attack
OTH,9798,74,attack
OTH,1556,70,attack
OTH,9563,73,attack
OTH,4772,65,attack
OTH,20621,66,attack
OTH,23735,66,attack
OTH,10618,68,attack
OTH,23763,72,attack
OTH,19743,73,attack
OTH,11716,69,attack
OTH,4380,67,attack
OTH,8459,68,attack
OTH,2766,70,attack
OTH,5560,62,attack
OTH,9868,71,attack
OTH,22032,65,attack
OTH,15539,71,attack
OTH,21533,77,attack
OTH,332,72,attack
OTH,9080,71,attack
OTH,22071,67,attack
OTH,18986,70,attack
OTH,9034,70,attack
OTH,25092,74,attack
OTH,8487,68,attack
OTH,25587,69,attack
OTH,7655,73,attack
OTH,8403,63,attack
OTH,9637,69,attack
OTH,24957,68,attack
OTH,2412,68,attack
OTH,7725,72,attack
OTH,25261,75,attack
OTH,15287,67,attack
OTH,11661,67,attack
OTH,23559,70,attack
OTH,5584,72,attack
OTH,9632,70,attack
OTH,9914,73,attack
OTH,6804,67,attack
OTH,14166,73,attack
OTH,9903,66,attack
OTH,16662,76,attack
OTH,11234,75,attack
OTH,11931,70,attack
OTH,4957,70,attack
OTH,8553,69,attack
OTH,16325,71,attack
OTH,9998,68,attack
OTH,7117,65,attack
OTH,9859,70,attack
OTH,22510,67,attack
OTH,10456,75,attack
OTH,6461,67,attack
OTH,15450,77,attack
OTH,26449,73,attack
OTH,7965,62,attack
OTH,9295,68,attack
OTH,11836,65,attack
OTH,22223,66,attack
OTH,7947,75,attack
OTH,11655,67,attack
OTH,6689,68,attack
OTH,10704,70,attack
OTH,6566,67,attack
OTH,11825,73,attack
OTH,9642,69,attack
OTH,7981,70,attack
OTH,20615,71,attack
OTH,22420,69,attack
OTH,13943,74,attack
OTH,15320,65,attack
OTH,15061,76,attack
OTH,24973,70,attack
OTH,11312,70,attack
OTH,6454,66,attack
OTH,10495,70,attack
OTH,27021,67,attack
OTH,10221,72,attack
OTH,9645,69,attack
OTH,14832,69,attack
OTH,23033,63,attack
OTH,9984,67,attack
OTH,23642,71,attack
OTH,9784,74,attack
OTH,7527,67,attack
OTH,20561,74,attack
OTH,8136,74,attack
OTH,7984,68,attack
OTH,11257,68,attack
OTH,8681,73,attack
OTH,9352,74,attack
OTH,6539,71,attack
OTH,4133,63,attack
OTH,25314,68,attack
OTH,1330,62,attack
OTH,14564,71,attack
OTH,5489,68,attack
OTH,23590,65,attack
OTH,3288,69,attack
OTH,2485,67,attack
OTH,15477,76,attack
OTH,15306,65,attack
OTH,6440,69,attack
OTH,15370,77,attack
OTH,23907,74,attack
OTH,4640,61,attack
OTH,8220,64,attack
OTH,4853,71,attack
OTH,10178,70,attack
OTH,14735,82,attack
OTH,4872,73,attack
OTH,22448,67,attack
OTH,5746,46,attack
OTH,6314,66,attack
OTH,9916,68,attack
OTH,9889,73,attack
OTH,6612,67,attack
OTH,15084,73,attack
OTH,18810,67,attack
OTH,900,65,attack
OTH,5776,67,attack
OTH,6672,73,attack
OTH,10142,66,attack
OTH,6417,68,attack
OTH,15887,72,attack
OTH,9334,72,attack
OTH,20547,74,attack
OTH,26054,79,attack
OTH,11269,69,attack
OTH,9985,70,attack
OTH,13536,72,attack
OTH,21464,71,attack
OTH,12291,70,attack
OTH,16507,68,attack
OTH,25516,70,attack
OTH,26989,67,attack
OTH,9883,70,attack
OTH,9977,66,attack
OTH,24778,72,attack
OTH,7530,63,attack
OTH,20537,69,attack
OTH,1409,71,attack
OTH,8083,73,attack
OTH,11451,67,attack
OTH,9911,68,attack
OTH,6470,71,attack
OTH,22890,70,attack
OTH,9071,70,attack
OTH,8018,68,attack
OTH,11830,66,attack
OTH,5341,68,attack
OTH,11761,71,attack
OTH,5693,70,attack
OTH,23531,68,attack
OTH,11384,66,attack
OTH,9630,71,attack
OTH,12016,70,attack
OTH,7677,75,attack
OTH,9433,70,attack
OTH,20476,72,attack
OTH,14309,74,attack
OTH,12865,73,attack
OTH,9893,70,attack
OTH,6459,67,attack
OTH,9986,69,attack
OTH,12892,80,attack
OTH,1788,76,attack
OTH,10000,71,attack
OTH,17957,73,attack
OTH,9949,74,attack
OTH,23043,65,attack
OTH,11716,67,attack
OTH,19497,69,attack
OTH,25772,61,attack
OTH,20622,68,attack
OTH,8036,74,attack
OTH,9551,76,attack
OTH,19624,52,attack
OTH,5905,73,attack
OTH,9990,70,attack
OTH,8292,62,attack
OTH,9873,74,attack
OTH,21104,76,attack
OTH,15449,73,attack
OTH,9999,73,attack
OTH,7739,69,attack
OTH,27022,66,attack
OTH,5020,70,attack
OTH,1456,73,attack
OTH,7944,70,attack
OTH,9587,72,attack
OTH,8559,71,attack
OTH,4659,57,attack
OTH,18900,68,attack
OTH,10840,77,attack
OTH,10942,76,attack
OTH,11566,69,attack
OTH,11125,67,attack
OTH,318,72,attack
OTH,12237,69,attack
OTH,9749,71,attack
OTH,20671,70,attack
OTH,11481,68,attack
OTH,2060,66,attack
OTH,11144,66,attack
OTH,20758,68,attack
OTH,23303,73,attack
OTH,4330,70,attack
OTH,20220,72,attack
OTH,24322,71,attack
OTH,1001,65,attack
OTH,615,70,attack
OTH,11841,68,attack
OTH,10064,71,attack
OTH,6673,69,attack
OTH,16385,73,attack
OTH,10001,72,attack
OTH,7724,67,attack
OTH,9853,71,attack
OTH,12256,67,attack
OTH,22138,67,attack
OTH,13253,73,attack
OTH,7127,61,attack
OTH,4539,69,attack
OTH,5193,68,attack
OTH,11086,72,attack
OTH,11216,68,attack
OTH,22237,66,attack
OTH,16105,75,attack
OTH,20390,67,attack
OTH,9864,68,attack
OTH,24756,75,attack
OTH,7035,76,attack
OTH,8213,70,attack
OTH,12157,67,attack
OTH,14641,74,attack
OTH,10441,67,attack
OTH,7704,67,attack
OTH,24626,70,attack
OTH,1345,63,attack
OTH,15078,74,attack
OTH,26270,66,attack
OTH,11449,67,attack
OTH,1747,71,attack
OTH,6466,68,attack
OTH,9394,71,attack
OTH,14172,72,attack
OTH,9416,68,attack
OTH,9797,74,attack
OTH,20560,74,attack
OTH,6787,67,attack
OTH,9899,68,attack
OTH,23652,69,attack
OTH,2095,63,attack
OTH,10789,69,attack
OTH,9665,67,attack
OTH,10587,70,attack
OTH,8288,73,attack
OTH,20161,63,attack
OTH,6157,68,attack
OTH,824,71,attack
OTH,10782,68,attack
OTH,27042,71,attack
OTH,15476,67,attack
OTH,6326,67,attack
OTH,7485,75,attack
OTH,10888,77,attack
OTH,6877,72,attack
OTH,24962,70,attack
OTH,15269,71,attack
OTH,7838,67,attack
OTH,8885,70,attack
OTH,11656,66,attack
OTH,1012,66,attack
OTH,15129,72,attack
OTH,10610,68,attack
OTH,588,66,attack
OTH,5564,61,attack
OTH,20762,66,attack
OTH,7539,76,attack
OTH,23555,72,attack
OTH,6662,68,attack
OTH,17357,76,attack
OTH,9951,69,attack
OTH,26836,69,attack
OTH,10509,70,attack
OTH,2124,66,attack
OTH,10401,72,attack
OTH,9962,74,attack
OTH,6439,70,attack
OTH,13068,77,attack
OTH,6653,72,attack
OTH,23770,71,attack
OTH,10958,71,attack
OTH,14357,75,attack
OTH,10968,69,attack
OTH,7992,69,attack
OTH,24433,61,attack
OTH,22642,66,attack
OTH,13286,72,attack
OTH,2838,70,attack
OTH,11745,72,attack
OTH,9906,67,attack
OTH,10614,72,attack
OTH,7229,72,attack
OTH,9589,73,attack
OTH,5327,64,attack
OTH,5700,67,attack
OTH,10446,72,attack
OTH,7547,61,attack
OTH,8202,69,attack
OTH,6202,70,attack
OTH,853,74,attack
OTH,8293,65,attack
OTH,22037,65,attack
OTH,9532,67,attack
OTH,20723,62,attack
OTH,6556,70,attack
OTH,559,63,attack
OTH,15473,66,attack
OTH,20541,67,attack
OTH,2858,72,attack
OTH,20747,71,attack
OTH,9864,79,attack
OTH,4945,71,attack
OTH,11382,65,attack
OTH,5514,67,attack
OTH,1485,72,attack
OTH,2015,68,attack
OTH,25595,70,attack
OTH,21948,68,attack
OTH,20602,68,attack
OTH,20250,75,attack
OTH,18928,70,attack
OTH,792,68,attack
OTH,7880,73,attack
OTH,3768,67,attack
OTH,8770,68,attack
OTH,11879,69,attack
OTH,15013,66,attack
OTH,22092,66,attack
OTH,6054,69,attack
OTH,8385,69,attack
OTH,26101,69,attack
OTH,6338,69,attack
OTH,7865,76,attack
OTH,10912,75,attack
OTH,23727,65,attack
OTH,6538,68,attack
OTH,15087,75,attack
OTH,6686,72,attack
OTH,11558,69,attack
OTH,141,22,attack
OTH,26,26,attack
OTH,107,33,attack
OTH,115,33,attack
OTH,113,33,attack
OTH,140,21,attack
OTH,138,13,attack
OTH,117,33,attack
OTH,87,42,attack
OTH,141,29,attack
OTH,160,33,attack
OTH,138,33,attack
OTH,110,33,attack
OTH,143,33,attack
OTH,125,33,attack
OTH,137,33,attack
OTH,33,30,attack
OTH,103,34,attack
OTH,113,33,attack
OTH,92,42,attack
OTH,159,33,attack
OTH,114,33,attack
OTH,160,33,attack
OTH,138,33,attack
OTH,78,34,attack
OTH,114,33,attack
OTH,80,42,attack
OTH,71,29,attack
OTH,159,33,attack
OTH,112,33,attack
OTH,107,33,attack
OTH,138,33,attack
OTH,109,34,attack
OTH,110,34,attack
OTH,153,33,attack
OTH,113,34,attack
OTH,108,33,attack
OTH,121,33,attack
OTH,108,33,attack
OTH,52,24,attack
OTH,141,31,attack
OTH,142,33,attack
OTH,100,42,attack
OTH,157,33,attack
OTH,128,33,attack
OTH,164,33,attack
OTH,47,22,attack
OTH,104,39,attack
OTH,130,33,attack
OTH,108,34,attack
OTH,108,34,attack
OTH,110,34,attack
OTH,102,34,attack
OTH,120,33,attack
OTH,85,40,attack
OTH,29,26,attack
OTH,142,33,attack
OTH,120,35,attack
OTH,74,30,attack
OTH,111,38,attack
OTH,17,17,attack
OTH,138,19,attack
OTH,110,40,attack
OTH,121,33,attack
OTH,56,24,attack
OTH,23,23,attack
OTH,139,33,attack
OTH,129,33,attack
OTH,105,39,attack
OTH,101,34,attack
