% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,9,12,18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_count numeric
@attribute rerror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,OTH,2461,0,66,tcpFlood
tcp,OTH,6576,0,68,tcpFlood
tcp,OTH,20547,0,71,tcpFlood
tcp,OTH,1627,0,67,tcpFlood
tcp,OTH,21299,0,65,tcpFlood
tcp,OTH,23016,0,64,tcpFlood
tcp,OTH,7205,0,73,tcpFlood
tcp,OTH,26696,0,72,tcpFlood
tcp,OTH,6566,0,67,tcpFlood
tcp,OTH,22230,0,66,tcpFlood
tcp,OTH,10061,0,72,tcpFlood
tcp,OTH,27016,0,67,tcpFlood
tcp,OTH,15942,0,66,tcpFlood
tcp,OTH,7926,0,68,tcpFlood
tcp,OTH,6775,0,66,tcpFlood
tcp,OTH,24080,0,74,tcpFlood
tcp,OTH,7619,0,65,tcpFlood
tcp,OTH,6558,0,70,tcpFlood
tcp,OTH,5526,0,71,tcpFlood
tcp,OTH,5506,0,70,tcpFlood
tcp,OTH,23617,0,69,tcpFlood
tcp,OTH,9360,0,65,tcpFlood
tcp,OTH,7403,0,73,tcpFlood
tcp,OTH,11522,0,67,tcpFlood
tcp,OTH,20807,0,70,tcpFlood
tcp,OTH,4737,0,68,tcpFlood
tcp,OTH,7205,0,72,tcpFlood
tcp,OTH,23719,0,66,tcpFlood
tcp,OTH,5434,0,71,tcpFlood
tcp,OTH,6548,0,70,tcpFlood
tcp,OTH,15327,0,64,tcpFlood
tcp,OTH,25399,0,67,tcpFlood
tcp,OTH,24910,0,60,tcpFlood
tcp,OTH,10507,0,70,tcpFlood
tcp,OTH,3326,0,70,tcpFlood
tcp,OTH,6835,0,70,tcpFlood
tcp,OTH,11559,0,70,tcpFlood
tcp,OTH,15062,0,75,tcpFlood
tcp,OTH,13583,0,81,tcpFlood
tcp,OTH,594,0,68,tcpFlood
tcp,OTH,7141,0,74,tcpFlood
tcp,OTH,15715,0,72,tcpFlood
tcp,OTH,5985,0,69,tcpFlood
tcp,OTH,19075,0,68,tcpFlood
tcp,OTH,10837,0,69,tcpFlood
tcp,OTH,9369,0,67,tcpFlood
tcp,OTH,10302,0,69,tcpFlood
tcp,OTH,12350,0,65,tcpFlood
tcp,OTH,6510,0,70,tcpFlood
tcp,OTH,5570,0,66,tcpFlood
tcp,OTH,7075,0,73,tcpFlood
tcp,OTH,20728,0,67,tcpFlood
tcp,OTH,5979,0,63,tcpFlood
tcp,OTH,10764,0,71,tcpFlood
tcp,OTH,2099,0,62,tcpFlood
tcp,OTH,12148,0,67,tcpFlood
tcp,OTH,19589,0,67,tcpFlood
tcp,OTH,4607,0,63,tcpFlood
tcp,OTH,11769,0,67,tcpFlood
tcp,OTH,367,0,67,tcpFlood
tcp,OTH,9915,0,68,tcpFlood
tcp,OTH,13278,0,73,tcpFlood
tcp,OTH,22041,0,51,tcpFlood
tcp,OTH,5489,0,69,tcpFlood
tcp,OTH,27166,0,68,tcpFlood
tcp,OTH,17207,0,76,tcpFlood
tcp,OTH,8560,0,69,tcpFlood
tcp,OTH,16524,0,73,tcpFlood
tcp,OTH,23691,0,70,tcpFlood
tcp,OTH,4605,0,62,tcpFlood
tcp,OTH,13203,0,79,tcpFlood
tcp,OTH,9097,0,65,tcpFlood
tcp,OTH,6320,0,65,tcpFlood
tcp,OTH,17461,0,76,tcpFlood
tcp,OTH,6608,0,69,tcpFlood
tcp,OTH,5895,0,64,tcpFlood
tcp,OTH,678,0,70,tcpFlood
tcp,OTH,11667,0,67,tcpFlood
tcp,OTH,9897,0,70,tcpFlood
tcp,OTH,25926,0,70,tcpFlood
tcp,OTH,10819,0,68,tcpFlood
tcp,OTH,19643,0,52,tcpFlood
tcp,OTH,18386,0,74,tcpFlood
tcp,OTH,5706,0,69,tcpFlood
tcp,OTH,19931,0,72,tcpFlood
tcp,OTH,7824,0,73,tcpFlood
tcp,OTH,22034,0,65,tcpFlood
tcp,OTH,7978,0,70,tcpFlood
tcp,OTH,9864,0,66,tcpFlood
tcp,OTH,11472,0,70,tcpFlood
tcp,OTH,3027,0,68,tcpFlood
tcp,OTH,16777,0,77,tcpFlood
tcp,OTH,6304,0,67,tcpFlood
tcp,OTH,7448,0,74,tcpFlood
tcp,OTH,9247,0,70,tcpFlood
tcp,OTH,5579,0,69,tcpFlood
tcp,OTH,9882,0,70,tcpFlood
tcp,OTH,10360,0,63,tcpFlood
tcp,OTH,9664,0,70,tcpFlood
tcp,OTH,18392,0,74,tcpFlood
tcp,OTH,5135,0,71,tcpFlood
tcp,OTH,10618,0,65,tcpFlood
tcp,OTH,15175,0,72,tcpFlood
tcp,OTH,10816,0,71,tcpFlood
tcp,OTH,20624,0,72,tcpFlood
tcp,OTH,250,0,74,tcpFlood
tcp,OTH,9488,0,70,tcpFlood
tcp,OTH,24923,0,62,tcpFlood
tcp,OTH,8481,0,65,tcpFlood
tcp,OTH,20013,0,72,tcpFlood
tcp,OTH,9060,0,71,tcpFlood
tcp,OTH,10569,0,73,tcpFlood
tcp,OTH,27022,0,73,tcpFlood
tcp,OTH,4830,0,69,tcpFlood
tcp,OTH,22358,0,71,tcpFlood
tcp,OTH,20752,0,70,tcpFlood
tcp,OTH,6520,0,67,tcpFlood
tcp,OTH,22561,0,77,tcpFlood
tcp,OTH,7665,0,74,tcpFlood
tcp,OTH,14541,0,72,tcpFlood
tcp,OTH,14173,0,72,tcpFlood
tcp,OTH,20541,0,68,tcpFlood
tcp,OTH,24591,0,73,tcpFlood
tcp,OTH,9074,0,69,tcpFlood
tcp,OTH,8870,0,69,tcpFlood
tcp,OTH,26890,0,68,tcpFlood
tcp,OTH,6646,0,63,tcpFlood
tcp,OTH,5959,0,67,tcpFlood
tcp,OTH,11628,0,70,tcpFlood
tcp,OTH,25745,0,64,tcpFlood
tcp,OTH,23618,0,69,tcpFlood
tcp,OTH,22501,0,65,tcpFlood
tcp,OTH,23487,0,65,tcpFlood
tcp,OTH,9888,0,69,tcpFlood
tcp,OTH,5436,0,73,tcpFlood
tcp,OTH,7134,0,68,tcpFlood
tcp,OTH,5437,0,69,tcpFlood
tcp,OTH,20673,0,65,tcpFlood
tcp,OTH,15148,0,72,tcpFlood
tcp,OTH,16498,0,75,tcpFlood
tcp,OTH,3990,0,69,tcpFlood
tcp,OTH,4648,0,65,tcpFlood
tcp,OTH,21310,0,67,tcpFlood
tcp,OTH,18190,0,76,tcpFlood
tcp,OTH,6905,0,68,tcpFlood
tcp,OTH,10184,0,72,tcpFlood
tcp,OTH,6558,0,70,tcpFlood
tcp,OTH,9928,0,66,tcpFlood
tcp,OTH,10779,0,66,tcpFlood
tcp,OTH,8283,0,66,tcpFlood
tcp,OTH,4778,0,63,tcpFlood
tcp,OTH,26885,0,68,tcpFlood
tcp,OTH,24463,0,62,tcpFlood
tcp,OTH,7898,0,76,tcpFlood
tcp,OTH,20681,0,64,tcpFlood
tcp,OTH,9961,0,72,tcpFlood
tcp,OTH,15652,0,78,tcpFlood
tcp,OTH,21120,0,73,tcpFlood
tcp,OTH,22833,0,68,tcpFlood
tcp,OTH,27098,0,65,tcpFlood
tcp,OTH,11021,0,72,tcpFlood
tcp,OTH,7173,0,69,tcpFlood
tcp,OTH,4701,0,59,tcpFlood
tcp,OTH,24061,0,76,tcpFlood
tcp,OTH,23951,0,66,tcpFlood
tcp,OTH,12670,0,70,tcpFlood
tcp,OTH,20632,0,72,tcpFlood
tcp,OTH,5455,0,66,tcpFlood
tcp,OTH,22234,0,72,tcpFlood
tcp,OTH,20707,0,68,tcpFlood
tcp,OTH,7562,0,68,tcpFlood
tcp,OTH,11827,0,63,tcpFlood
tcp,OTH,11984,0,68,tcpFlood
tcp,OTH,15064,0,75,tcpFlood
tcp,OTH,10318,0,68,tcpFlood
tcp,OTH,127,0,68,tcpFlood
tcp,OTH,8700,0,71,tcpFlood
tcp,OTH,13500,0,71,tcpFlood
tcp,OTH,12396,0,66,tcpFlood
tcp,OTH,24670,0,70,tcpFlood
tcp,OTH,14996,0,62,tcpFlood
tcp,OTH,5767,0,70,tcpFlood
tcp,OTH,20318,0,76,tcpFlood
tcp,OTH,23763,0,74,tcpFlood
tcp,OTH,26254,0,65,tcpFlood
tcp,OTH,21538,0,73,tcpFlood
tcp,OTH,7133,0,67,tcpFlood
tcp,OTH,15356,0,66,tcpFlood
tcp,OTH,21309,0,66,tcpFlood
tcp,OTH,9675,0,67,tcpFlood
tcp,OTH,15000,0,66,tcpFlood
tcp,OTH,8335,0,66,tcpFlood
tcp,OTH,17815,0,73,tcpFlood
tcp,OTH,8832,0,77,tcpFlood
tcp,OTH,23549,0,65,tcpFlood
tcp,OTH,23649,0,68,tcpFlood
tcp,OTH,21150,0,71,tcpFlood
tcp,OTH,6459,0,66,tcpFlood
tcp,OTH,20546,0,74,tcpFlood
tcp,OTH,6556,0,70,tcpFlood
tcp,OTH,26523,0,71,tcpFlood
tcp,OTH,11391,0,67,tcpFlood
tcp,OTH,10672,0,72,tcpFlood
tcp,OTH,5694,0,62,tcpFlood
tcp,OTH,11067,0,72,tcpFlood
tcp,OTH,26769,0,65,tcpFlood
tcp,OTH,11121,0,68,tcpFlood
tcp,OTH,17490,0,73,tcpFlood
tcp,OTH,25027,0,68,tcpFlood
tcp,OTH,6702,0,67,tcpFlood
tcp,OTH,12574,0,68,tcpFlood
tcp,OTH,17542,0,74,tcpFlood
tcp,OTH,21789,0,74,tcpFlood
tcp,OTH,22359,0,70,tcpFlood
tcp,OTH,19793,0,73,tcpFlood
tcp,OTH,24077,0,74,tcpFlood
tcp,OTH,5639,0,68,tcpFlood
tcp,OTH,438,0,68,tcpFlood
tcp,OTH,20385,0,67,tcpFlood
tcp,OTH,8057,0,70,tcpFlood
tcp,OTH,4645,0,58,tcpFlood
tcp,OTH,20540,0,73,tcpFlood
tcp,OTH,11118,0,68,tcpFlood
tcp,OTH,9399,0,64,tcpFlood
tcp,OTH,9875,0,68,tcpFlood
tcp,OTH,6475,0,75,tcpFlood
tcp,OTH,20630,0,68,tcpFlood
tcp,OTH,10707,0,70,tcpFlood
tcp,OTH,6458,0,71,tcpFlood
tcp,OTH,11737,0,74,tcpFlood
tcp,OTH,9825,0,70,tcpFlood
tcp,OTH,15336,0,74,tcpFlood
tcp,OTH,5511,0,64,tcpFlood
tcp,OTH,9849,0,74,tcpFlood
tcp,OTH,18105,0,73,tcpFlood
tcp,OTH,4671,0,56,tcpFlood
tcp,OTH,5254,0,72,tcpFlood
tcp,OTH,17184,0,75,tcpFlood
tcp,OTH,10008,0,72,tcpFlood
tcp,OTH,10772,0,68,tcpFlood
tcp,OTH,6564,0,65,tcpFlood
tcp,OTH,26867,0,67,tcpFlood
tcp,OTH,24465,0,64,tcpFlood
tcp,OTH,7204,0,77,tcpFlood
tcp,OTH,23019,0,66,tcpFlood
tcp,OTH,5183,0,67,tcpFlood
tcp,OTH,6234,0,67,tcpFlood
tcp,OTH,15388,0,76,tcpFlood
tcp,OTH,8622,0,69,tcpFlood
tcp,OTH,9543,0,76,tcpFlood
tcp,OTH,4773,0,67,tcpFlood
tcp,OTH,26888,0,64,tcpFlood
tcp,OTH,6470,0,64,tcpFlood
tcp,OTH,5288,0,68,tcpFlood
tcp,OTH,6573,0,71,tcpFlood
tcp,OTH,11760,0,67,tcpFlood
tcp,OTH,25650,0,70,tcpFlood
tcp,OTH,5599,0,69,tcpFlood
tcp,OTH,9977,0,66,tcpFlood
tcp,OTH,16612,0,76,tcpFlood
tcp,OTH,10516,0,67,tcpFlood
tcp,OTH,8234,0,73,tcpFlood
tcp,OTH,22149,0,66,tcpFlood
tcp,OTH,1329,0,63,tcpFlood
tcp,OTH,772,0,67,tcpFlood
tcp,OTH,8347,0,69,tcpFlood
tcp,OTH,22598,0,67,tcpFlood
tcp,OTH,3783,0,68,tcpFlood
tcp,OTH,8583,0,66,tcpFlood
tcp,OTH,20081,0,62,tcpFlood
tcp,OTH,20719,0,67,tcpFlood
tcp,OTH,7152,0,71,tcpFlood
tcp,OTH,26863,0,67,tcpFlood
tcp,OTH,11117,0,72,tcpFlood
tcp,OTH,20626,0,69,tcpFlood
tcp,OTH,12330,0,69,tcpFlood
tcp,OTH,9862,0,75,tcpFlood
tcp,OTH,9973,0,67,tcpFlood
tcp,OTH,14529,0,68,tcpFlood
tcp,OTH,14994,0,64,tcpFlood
tcp,OTH,5679,0,67,tcpFlood
tcp,OTH,27088,0,72,tcpFlood
tcp,OTH,23586,0,66,tcpFlood
tcp,OTH,20616,0,70,tcpFlood
tcp,OTH,9957,0,72,tcpFlood
tcp,OTH,15590,0,76,tcpFlood
tcp,OTH,17173,0,75,tcpFlood
tcp,OTH,12604,0,67,tcpFlood
tcp,OTH,214,0,72,tcpFlood
tcp,OTH,10737,0,64,tcpFlood
tcp,OTH,12622,0,69,tcpFlood
tcp,OTH,10582,0,57,tcpFlood
tcp,OTH,5151,0,65,tcpFlood
tcp,OTH,23421,0,65,tcpFlood
tcp,OTH,6997,0,72,tcpFlood
tcp,OTH,27108,0,62,tcpFlood
tcp,OTH,9988,0,69,tcpFlood
tcp,OTH,20440,0,66,tcpFlood
tcp,OTH,6602,0,67,tcpFlood
tcp,OTH,17615,0,72,tcpFlood
tcp,OTH,16347,0,71,tcpFlood
tcp,OTH,9861,0,75,tcpFlood
tcp,OTH,11390,0,67,tcpFlood
tcp,OTH,9936,0,76,tcpFlood
tcp,OTH,10610,0,67,tcpFlood
tcp,OTH,7581,0,72,tcpFlood
tcp,OTH,9897,0,69,tcpFlood
tcp,OTH,19670,0,70,tcpFlood
tcp,OTH,645,0,71,tcpFlood
tcp,OTH,6555,0,69,tcpFlood
tcp,OTH,24711,0,71,tcpFlood
tcp,OTH,8609,0,65,tcpFlood
tcp,OTH,9905,0,66,tcpFlood
tcp,OTH,20337,0,78,tcpFlood
tcp,OTH,18558,0,69,tcpFlood
tcp,OTH,1064,0,65,tcpFlood
tcp,OTH,26695,0,71,tcpFlood
tcp,OTH,23658,0,69,tcpFlood
tcp,OTH,7335,0,71,tcpFlood
tcp,OTH,11323,0,67,tcpFlood
tcp,OTH,5594,0,68,tcpFlood
tcp,OTH,11528,0,66,tcpFlood
tcp,OTH,5699,0,70,tcpFlood
tcp,OTH,6493,0,68,tcpFlood
tcp,OTH,13012,0,78,tcpFlood
tcp,OTH,10879,0,70,tcpFlood
tcp,OTH,9798,0,74,tcpFlood
tcp,OTH,1556,0,70,tcpFlood
tcp,OTH,9563,0,73,tcpFlood
tcp,OTH,4772,0,65,tcpFlood
tcp,OTH,20621,0,66,tcpFlood
tcp,OTH,23735,0,66,tcpFlood
tcp,OTH,10618,0,68,tcpFlood
tcp,OTH,23763,0,72,tcpFlood
tcp,OTH,19743,0,73,tcpFlood
tcp,OTH,11716,0,69,tcpFlood
tcp,OTH,4380,0,67,tcpFlood
tcp,OTH,8459,0,68,tcpFlood
tcp,OTH,2766,0,70,tcpFlood
tcp,OTH,5560,0,62,tcpFlood
tcp,OTH,9868,0,71,tcpFlood
tcp,OTH,22032,0,65,tcpFlood
tcp,OTH,15539,0,71,tcpFlood
tcp,OTH,21533,0,77,tcpFlood
tcp,OTH,332,0,72,tcpFlood
tcp,OTH,9080,0,71,tcpFlood
tcp,OTH,22071,0,67,tcpFlood
tcp,OTH,18986,0,70,tcpFlood
tcp,OTH,9034,0,70,tcpFlood
tcp,OTH,25092,0,74,tcpFlood
tcp,OTH,8487,0,68,tcpFlood
tcp,OTH,25587,0,69,tcpFlood
tcp,OTH,7655,0,73,tcpFlood
tcp,OTH,8403,0,63,tcpFlood
tcp,OTH,9637,0,69,tcpFlood
tcp,OTH,24957,0,68,tcpFlood
tcp,OTH,2412,0,68,tcpFlood
tcp,OTH,7725,0,72,tcpFlood
tcp,OTH,25261,0,75,tcpFlood
tcp,OTH,15287,0,67,tcpFlood
tcp,OTH,11661,0,67,tcpFlood
tcp,OTH,23559,0,70,tcpFlood
tcp,OTH,5584,0,72,tcpFlood
tcp,OTH,9632,0,70,tcpFlood
tcp,OTH,9914,0,73,tcpFlood
tcp,OTH,6804,0,67,tcpFlood
tcp,OTH,14166,0,73,tcpFlood
tcp,OTH,9903,0,66,tcpFlood
tcp,OTH,16662,0,76,tcpFlood
tcp,OTH,11234,0,75,tcpFlood
tcp,OTH,11931,0,70,tcpFlood
tcp,OTH,4957,0,70,tcpFlood
tcp,OTH,8553,0,69,tcpFlood
tcp,OTH,16325,0,71,tcpFlood
tcp,OTH,9998,0,68,tcpFlood
tcp,OTH,7117,0,65,tcpFlood
tcp,OTH,9859,0,70,tcpFlood
tcp,OTH,22510,0,67,tcpFlood
tcp,OTH,10456,0,75,tcpFlood
tcp,OTH,6461,0,67,tcpFlood
tcp,OTH,15450,0,77,tcpFlood
tcp,OTH,26449,0,73,tcpFlood
tcp,OTH,7965,0,62,tcpFlood
tcp,OTH,9295,0,68,tcpFlood
tcp,OTH,11836,0,65,tcpFlood
tcp,OTH,22223,0,66,tcpFlood
tcp,OTH,7947,0,75,tcpFlood
tcp,OTH,11655,0,67,tcpFlood
tcp,OTH,6689,0,68,tcpFlood
tcp,OTH,10704,0,70,tcpFlood
tcp,OTH,6566,0,67,tcpFlood
tcp,OTH,11825,0,73,tcpFlood
tcp,OTH,9642,0,69,tcpFlood
udp,OTH,105,0,34,udpFlood
udp,OTH,108,0,34,udpFlood
udp,OTH,124,0,33,udpFlood
udp,OTH,81,0,41,udpFlood
udp,OTH,141,0,35,udpFlood
udp,OTH,96,0,43,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,107,0,33,udpFlood
udp,OTH,141,0,30,udpFlood
udp,OTH,113,0,34,udpFlood
udp,OTH,136,0,33,udpFlood
udp,OTH,105,0,33,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,76,0,32,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,137,0,33,udpFlood
udp,OTH,100,0,34,udpFlood
udp,OTH,108,0,40,udpFlood
udp,OTH,112,0,34,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,116,0,37,udpFlood
udp,OTH,122,0,33,udpFlood
udp,OTH,80,0,36,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,131,0,33,udpFlood
udp,OTH,164,0,33,udpFlood
udp,OTH,141,0,21,udpFlood
udp,OTH,106,0,40,udpFlood
udp,OTH,111,0,34,udpFlood
udp,OTH,108,0,34,udpFlood
udp,OTH,48,0,22,udpFlood
udp,OTH,141,0,23,udpFlood
udp,OTH,34,0,31,udpFlood
udp,OTH,65,0,26,udpFlood
udp,OTH,103,0,34,udpFlood
udp,OTH,83,0,40,udpFlood
udp,OTH,116,0,34,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,138,0,12,udpFlood
udp,OTH,94,0,42,udpFlood
udp,OTH,106,0,34,udpFlood
udp,OTH,108,0,38,udpFlood
udp,OTH,114,0,37,udpFlood
udp,OTH,165,0,33,udpFlood
udp,OTH,111,0,33,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,159,0,33,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,139,0,18,udpFlood
udp,OTH,146,0,33,udpFlood
udp,OTH,104,0,34,udpFlood
udp,OTH,140,0,33,udpFlood
udp,OTH,31,0,28,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,105,0,33,udpFlood
udp,OTH,109,0,34,udpFlood
udp,OTH,141,0,22,udpFlood
udp,OTH,26,0,26,udpFlood
udp,OTH,107,0,33,udpFlood
udp,OTH,115,0,33,udpFlood
udp,OTH,113,0,33,udpFlood
udp,OTH,140,0,21,udpFlood
udp,OTH,138,0,13,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,87,0,42,udpFlood
udp,OTH,141,0,29,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,138,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,143,0,33,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,137,0,33,udpFlood
udp,OTH,33,0,30,udpFlood
udp,OTH,103,0,34,udpFlood
udp,OTH,113,0,33,udpFlood
udp,OTH,92,0,42,udpFlood
udp,OTH,159,0,33,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,138,0,33,udpFlood
udp,OTH,78,0,34,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,80,0,42,udpFlood
udp,OTH,71,0,29,udpFlood
udp,OTH,159,0,33,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,107,0,33,udpFlood
udp,OTH,138,0,33,udpFlood
udp,OTH,109,0,34,udpFlood
udp,OTH,110,0,34,udpFlood
udp,OTH,153,0,33,udpFlood
udp,OTH,113,0,34,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,52,0,24,udpFlood
udp,OTH,141,0,31,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,100,0,42,udpFlood
udp,OTH,157,0,33,udpFlood
udp,OTH,128,0,33,udpFlood
udp,OTH,164,0,33,udpFlood
udp,OTH,47,0,22,udpFlood
udp,OTH,104,0,39,udpFlood
udp,OTH,130,0,33,udpFlood
udp,OTH,108,0,34,udpFlood
udp,OTH,108,0,34,udpFlood
udp,OTH,110,0,34,udpFlood
udp,OTH,102,0,34,udpFlood
udp,OTH,120,0,33,udpFlood
udp,OTH,85,0,40,udpFlood
udp,OTH,29,0,26,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,120,0,35,udpFlood
udp,OTH,74,0,30,udpFlood
udp,OTH,111,0,38,udpFlood
udp,OTH,17,0,17,udpFlood
udp,OTH,138,0,19,udpFlood
udp,OTH,110,0,40,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,56,0,24,udpFlood
udp,OTH,23,0,23,udpFlood
udp,OTH,139,0,33,udpFlood
udp,OTH,129,0,33,udpFlood
udp,OTH,105,0,39,udpFlood
udp,OTH,101,0,34,udpFlood
udp,OTH,77,0,33,udpFlood
udp,OTH,119,0,34,udpFlood
udp,OTH,113,0,38,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,138,0,11,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,105,0,33,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,0,0,0,udpFlood
udp,OTH,101,0,34,udpFlood
udp,OTH,88,0,41,udpFlood
udp,OTH,102,0,33,udpFlood
udp,OTH,30,0,27,udpFlood
udp,OTH,138,0,33,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,88,0,40,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,111,0,33,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,24,0,24,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,143,0,33,udpFlood
udp,OTH,109,0,38,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,115,0,34,udpFlood
udp,OTH,118,0,34,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,139,0,20,udpFlood
udp,OTH,60,0,25,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,69,0,27,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,95,0,42,udpFlood
udp,OTH,128,0,33,udpFlood
udp,OTH,141,0,33,udpFlood
udp,OTH,102,0,40,udpFlood
udp,OTH,155,0,33,udpFlood
udp,OTH,108,0,34,udpFlood
udp,OTH,87,0,40,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,86,0,40,udpFlood
udp,OTH,94,0,42,udpFlood
udp,OTH,113,0,34,udpFlood
udp,OTH,57,0,24,udpFlood
udp,OTH,140,0,21,udpFlood
udp,OTH,117,0,33,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,45,0,22,udpFlood
udp,OTH,137,0,11,udpFlood
udp,OTH,119,0,35,udpFlood
udp,OTH,141,0,29,udpFlood
udp,OTH,141,0,27,udpFlood
udp,OTH,141,0,30,udpFlood
udp,OTH,154,0,33,udpFlood
udp,OTH,128,0,33,udpFlood
udp,OTH,106,0,33,udpFlood
udp,OTH,101,0,40,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,137,0,20,udpFlood
udp,OTH,86,0,42,udpFlood
udp,OTH,138,0,15,udpFlood
udp,OTH,102,0,33,udpFlood
udp,OTH,120,0,33,udpFlood
udp,OTH,116,0,33,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,117,0,34,udpFlood
udp,OTH,85,0,41,udpFlood
udp,OTH,101,0,34,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,103,0,33,udpFlood
udp,OTH,141,0,33,udpFlood
udp,OTH,93,0,42,udpFlood
udp,OTH,93,0,42,udpFlood
udp,OTH,132,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,135,0,18,udpFlood
udp,OTH,116,0,33,udpFlood
udp,OTH,87,0,42,udpFlood
udp,OTH,103,0,40,udpFlood
udp,OTH,143,0,33,udpFlood
udp,OTH,141,0,24,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,151,0,33,udpFlood
udp,OTH,15,0,15,udpFlood
udp,OTH,86,0,42,udpFlood
udp,OTH,106,0,33,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,8,0,8,udpFlood
udp,OTH,108,0,33,udpFlood
udp,OTH,138,0,33,udpFlood
udp,OTH,164,0,33,udpFlood
udp,OTH,49,0,21,udpFlood
udp,OTH,123,0,33,udpFlood
udp,OTH,151,0,33,udpFlood
udp,OTH,64,0,26,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,110,0,33,udpFlood
udp,OTH,160,0,33,udpFlood
udp,OTH,119,0,33,udpFlood
udp,OTH,142,0,33,udpFlood
udp,OTH,84,0,40,udpFlood
udp,OTH,7,0,7,udpFlood
udp,OTH,125,0,33,udpFlood
udp,OTH,86,0,40,udpFlood
udp,OTH,14,0,14,udpFlood
udp,OTH,81,0,42,udpFlood
udp,OTH,138,0,14,udpFlood
udp,OTH,91,0,42,udpFlood
udp,OTH,112,0,33,udpFlood
udp,OTH,141,0,34,udpFlood
udp,OTH,123,0,33,udpFlood
udp,OTH,131,0,33,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,62,0,25,udpFlood
udp,OTH,121,0,33,udpFlood
udp,OTH,112,0,34,udpFlood
udp,OTH,114,0,33,udpFlood
udp,OTH,131,0,33,udpFlood
udp,OTH,11,0,11,udpFlood
udp,OTH,145,0,33,udpFlood
udp,OTH,129,0,33,udpFlood
udp,OTH,109,0,33,udpFlood
udp,OTH,54,0,23,udpFlood
udp,OTH,136,0,18,udpFlood
udp,OTH,4,0,4,udpFlood
udp,OTH,148,0,33,udpFlood
udp,OTH,87,0,41,udpFlood
udp,OTH,142,0,33,udpFlood
